MSFT  KO MO LMT MMM MRK MCD MDT LOW MS MET MON  KFT MA
-0.039484 -0.004301 0.01 0.005766 -0.01401 -0.018692 -0.021465 -0.003636 -0.011364 -0.017916 -0.025485 -0.024691 0.001367 0
0.000814 -0.00552 -0.006601 -0.01323 0.00889 0.001078 0.019355 0.010947 0.023927 0.009896 0.01547 0.017089 -0.03959 0
-0.01586 -0.000241 0.016279 -0.014302 0.000979 -0.005206 -0.001266 -0.004246 0.005727 -0.00717 0.001814 0.001867 0.008173 0
0.022727 0.023654 0.029094 0.008842 0.002483 0.022555 -0.00507 0.014925 0.012301 0.030332 0.008327 -0.007453 0.024321 0
-0.005657 0.002829 0.030813 -0.000225 0.003002 0.004588 0.009554 0.006723 0.02284 0.036215 0.014363 0.001252 -0.007226 0
0.01219 -0.061839 -0.023112 -0.003147 -0.03472 -0.014404 -0.006309 -0.026502 -0.016069 -0.003608 -0.015929 -0.01625 0.008666 0
0.023685 0.012531 0.015457 0.022773 0.007597 -0.003921 0.015873 0.008789 0.021253 0.021724 0.018345 0.013977 0.022337 0
-0.011373 -0.007178 0.005592 -0.002425 -0.001154 0.019145 0.000625 0.002975 -0.001972 -0.003765 -0.006005 -0.010025 0.009748 0
0.021023 0.007479 0.009886 0.072928 -0.000616 0.033883 0.002498 0.016737 0.003073 0.03157 0.030206 0.012658 0.019973 0
-0.000777 -0.010146 0.008259 0.001442 -0.015029 -0.012736 -0.012461 -0.000625 -0.011816 0.029957 0.005519 0.00125 0.002285 0
-0.008942 -0.00225 -0.00182 0.010901 -0.016275 0.002752 0.004416 0.008132 -0.007972 -0.023645 -0.026415 0.011236 0.004884 0
-0.010985 -0.012278 -0.057447 0.00529 -0.022431 -0.026587 -0.00691 -0.005584 -0.008482 -0.035362 -0.015151 -0.015432 -0.023007 0
0.021023 0.023085 0.004515 0.021656 0.031733 0.00793 0.070841 0.010399 0.010356 0.003555 0.023971 0.01442 0.005307 0
0.002681 0.012398 -0.011236 -0.004556 0.001341 0.002797 0.020673 -0.000618 -0.004011 -0.017047 -0.003494 0.029048 0.021115 0
-0.009648 -0.010531 -0.001299 -0.00398 -0.007325 0.014296 -0.010417 -0.016684 -0.018121 0.007883 0.007363 0.045045 -0.001616 0
0.005869 0.00099 -0.010078 -0.022977 -0.009045 0.0055 0.003509 -0.005446 -0.008658 -0.000223 -0.00174 0.057471 0.005178 0
0.016336 0.013848 0.017077 0.026994 0.010008 0.013504 0.025058 0.016217 0.014709 0.019222 0.003835 0 0.00161 0
-0.010333 -0.011463 -0.000646 -0.014337 -0.010622 -0.005566 -0.005685 -0.008705 -0.002265 -0.017324 -0.021883 -0.011956 0.005464 0
0.020108 0.01209 0.002908 0.006263 -0.015944 -0.001018 0.022298 -0.002718 0.009989 0.01272 -0.002486 0.029153 -0.001599 0
-0.014784 0.054851 0.010631 -0.01305 -0.010666 -0.005942 -0.027405 -0.012579 0.00517 -0.002865 -0.018868 -0.00962 0.00032 0
-0.009234 -0.009013 -0.010838 -0.012408 0.012921 -0.005978 -0.008051 -0.0138 -0.002683 -0.025193 -0.024311 -0.007016 -0.003841 0
0.023301 0.025886 0.021592 0.005973 -0.002194 0.000515 0.01913 0.000861 0.015471 0.01655 -0.004463 0 0.005784 0
-0.005313 0.007047 0.044164 0.001638 0.013354 0.013223 0.040387 0.035707 0.020093 0.017172 0.029884 0.005435 -0.003834 0
-0.008394 -0.001129 0.002417 0.012674 -0.007875 0.005593 -0.001094 -0.0135 -0.014069 -0.018417 -0.020675 0.023243 0.002245 0
-0.013852 0 0.007535 0.000606 -0.002511 0.004888 0.015873 0.007368 -0.022173 -0.009828 -0.004074 0.002113 -0.00512 0
0.006243 0.008814 0.009273 -0.003429 0.021841 -0.00151 0.002155 0.008986 0.006286 0.010602 0.004091 0.005799 -0.009328 0
-0.00853 -0.015457 -0.013041 -0.008097 -0.003178 -0.001344 -0.004301 0.005592 -0.011602 -0.004464 0.008889 0.023585 0.003247 0
-0.030113 0.00364 0.006607 -0.027143 -0.011718 -0.047098 -0.019438 -0.00309 -0.090293 -0.039013 -0.008811 -0.020993 -0.006149 0
-0.006855 0.009295 0.041468 -0.006293 0.006372 -0.029303 -0.06663 -0.020661 -0.032258 -0.0077 -0.014444 0.006276 0.018561 0
-0.02436 -0.008536 0.097107 0 -0.006732 0.007092 0.020649 0.017722 0.031538 0.010816 0.001127 0.013514 0.025575 0
0.00541 0.008836 0.071802 0.007178 0.012168 0.00307 0.011561 0.006012 -0.001989 0.004885 0.008634 0.044103 0.025873 0
0.002483 -0.007635 0.030694 0.004611 -0.010179 -0.0018 0.017143 0.002061 -0.006974 -0.006944 -0.003349 0.010805 0.001215 0
0.023534 0.010636 -0.0052 0.010015 0.021053 0.01605 -0.001685 0.017685 0.021319 0.025641 0.006721 -0.004373 -0.014871 0
-0.015329 -0.011196 -0.018057 -0.027061 -0.008644 -0.01065 0.027575 -0.011922 0.015963 0.020455 0.012611 0.023914 -0.002465 0
-0.00041 0.010417 -0.000726 -0.008917 -0.013519 -0.017582 0.004381 -0.012679 -0.006768 -0.005568 -0.015751 -0.019066 0.002471 0
0.008607 0.021291 0 -0.003007 0.025543 0.014974 0.021265 0.009321 0.028474 0.024636 0.040938 -0.025753 -0.001848 0
0.001178 0.005047 0.019855 0.006678 -0.011623 0.002699 0.009076 -0.018469 -0.00142 0.017268 0.006435 -0.003491 0.003086 0
0.009781 0.006769 0.014245 -0.016692 0.00944 0.010228 0.014286 0.008781 0.036493 0.010529 -0.00675 0.006006 0.010462 0
-0.000402 0.01041 0.011236 -0.003264 0.006499 0.016163 -0.00939 0.015751 0.015089 0.020625 0.01824 0.029851 0.007613 0
-0.031363 0.004078 0.002315 -0.007642 -0.010551 0.033421 0.015271 0.009794 0.011261 0.014583 0.010889 0.014976 0.003022 0
-0.017435 0.002351 0.004619 0.021122 0.005889 0.005277 0.092324 0.000404 -0.020935 -0.008624 0.005559 -0.005236 0.00693 0
0.00338 -0.000427 -0.010345 0.001939 -0.001503 -0.012868 -0.009022 -0.021612 -0.02525 -0.013256 -0.021424 -0.027751 -0.01167 0
0.039158 -0.005761 0.017422 0 0 0.002573 0.038332 0.011561 0.031972 0.017212 -0.001059 0.029528 0.00878 0
0.008104 0.009013 0.011872 0.034194 0.013866 0.015056 -0.001384 0.018367 -0.002261 0.020429 0.013079 0.010994 0.006903 0
0.004421 0.013889 -0.017857 0.006862 0.003126 -0.000506 -0.000924 -0.004008 0.014279 -0.010313 0.007676 -0.004728 0.005663 0
-0.013605 -0.002108 -0.016783 -0.010739 -0.004363 -0.00118 -0.007401 -0.014085 -0.013408 -0.014099 -0.007271 0.006176 -0.007706 0
0.03002 0.017951 0.016596 0.017328 0.02097 0.026507 0.034483 0.02 0.023103 0.027358 0.018486 0.017469 0.003883 0
0.02241 -0.020747 0.004431 0.006977 -0.003066 0.025822 0 0.006403 0.000886 0.002017 -0.005479 0.037587 -0.004165 0
0.004276 -0.004237 0.027165 0.01182 0.012761 0.013949 -0.006757 -0.00835 0.002433 -0.055969 -0.005854 0.001789 0.010756 0
0 -0.018723 -0.013788 -0.009869 -0.002505 -0.014864 -0.022222 -0.022654 -0.012577 -0.06142 -0.021129 -0.026786 -0.022761 0
0.009973 0.007589 -0.01421 -0.010781 -0.004794 0.00947 0.021336 0.004718 -0.01229 0.005908 0.002123 0.006881 -0.004537 0
-0.020889 0.006025 0.01953 -0.008637 -0.009252 -0.012403 0.015895 -0.007554 -0.020362 -0.032979 -0.003884 -0.020957 -0.00942 0
-0.003103 0.008984 0.027366 0.005186 0.002701 0.000644 0.007152 -0.003086 0.001155 0.011446 0.014888 -0.010703 0.011963 0
-0.017121 -0.011236 -0.023973 -0.007016 -0.004772 -0.015607 -0.012872 0.001444 0.001153 0.011547 -0.005938 0.008467 -0.007881 0
0.019398 0.005146 0.018422 -0.005611 0.007734 0.013403 0.009442 0.013188 0.0053 -0.001598 0.000703 0.018657 -0.000307 0
-0.00466 -0.007893 0.007146 -0.006897 -0.01297 -0.015806 -0.003563 -0.019931 -0.011689 -0.016693 -0.002809 0.004121 0.000307 0
0.00039 -0.00215 0.007539 0.001052 0.002877 -0.007702 -0.013858 -0.004565 -0.003942 -0.005814 -0.002817 -0.013224 -0.000921 0
0.019891 0.001724 0.016505 0.018499 -0.000775 0.015194 -0.00544 0.003388 -0.009313 0.033684 0.000353 -0.007394 -0.00768 0
0.027916 -0.002366 0.00866 0.00743 0.007837 0.004067 0.035551 -0.004786 0.000235 0.017651 0.01306 0.024674 0.007121 0
-0.014137 -0.003234 -0.010088 -0.0084 -0.011625 -0.009397 -0.004401 -0.005854 -0.010338 -0.00378 0.010801 -0.001363 -0.013833 0
0.034717 -0.027688 0.016262 -0.006612 0.013553 0.012267 0.012378 0.003785 0.033001 0.030804 0.018959 0.015469 0.012469 0
0.010212 -0.01624 -0.002134 -0.00104 -0.002459 -0.003716 -0.004367 -0.005866 0.04114 0.025985 0.000677 0.009409 0 0
-0.008303 -0.007689 -0.059226 -0.002915 -0.003698 -0.004541 0.002193 -0.009484 -0.007726 0.003588 -0.000676 -0.004018 -0.035714 0
-0.020386 0.002963 -0.018182 0.01587 -0.003248 -0.005539 -0.025821 0.024468 0.005784 -0.021767 -0.023681 -0.011654 -0.002235 0
0.014827 -0.002272 -0.032176 0.015005 0.002638 0.006553 0.014376 0.030322 0.036718 0.007993 0.007623 0.002268 -0.00032 0
0.003332 0.008426 0.003588 -0.014783 -0.002167 0.005046 -0.029229 -0.007257 0.007254 0.014359 0.00447 0.006787 0.00032 0
-0.004744 -0.006549 -0.034795 0.013361 -0.006746 0.001943 -0.038321 0.00203 -0.002542 0.029579 -0.008559 0 -0.01504 0
0.009168 -0.024551 -0.012346 0.016024 -0.003669 -0.002263 0.001898 -0.014387 0.000106 -0.021547 -0.020718 -0.011236 0.00065 0
-0.03016 0.043113 -0.00425 0.002595 -0.002351 -0.011664 -0.02983 0.005345 -0.009135 -0.016149 -0.014104 -0.005 -0.06461 0
0.007493 0.003128 0.011298 0.03644 0.022463 0.012457 0.043924 0.01002 0.008362 0.001919 -0.003219 0.000914 -0.000694 0
-0.03161 0.002227 -0.000248 0.004803 0.047396 -0.031569 -0.02431 -0.012351 -0.011269 -0.023404 -0.00287 0.000456 -0.002779 0
0.013057 0.002 0.000248 0.021033 0.009534 -0.033601 0.010062 0.01927 0.010753 0.018736 0.002879 0.000456 0.009404 0
0.002654 0.001774 -0.003476 -0.000375 0.007991 0.001384 0.006167 0.007643 0.010638 0.010693 0.013276 0.007296 -0.010007 0
-0.017013 -0.01439 0.001495 -0.034283 0.004324 -0.015547 -0.006129 0.001996 -0.008421 0.007406 0 0.022635 -0.005925 0
0.034231 0.01168 0.019652 0.028128 0.014711 0.0093 0.017078 0.008765 0.023992 0.020794 0.032578 0.030102 0.001052 0
-0.010413 -0.009103 -0.017565 0.008679 -0.00297 -0.014951 -0.008396 0.000592 0.002281 -0.005144 -0.006859 -0.008595 0 0
-0.005261 0.005153 0 -0.017022 -0.010143 -0.022414 0.041863 0.008881 -0.017377 -0.012616 -0.023481 -0.015605 -0.011208 0
-0.009067 0.011592 -0.006705 -0.001903 -0.001075 0.001264 0.011287 -0.01115 -0.003368 -0.004608 -0.020509 -0.011449 -0.016649 0
0.006862 -0.009035 0.00025 -0.002097 0.005739 -0.003246 0.027232 0.018793 0.004647 -0.001684 0.000722 0.024499 0.001801 0
-0.009087 -0.004892 0.006748 -0.015667 -0.008488 -0.019175 -0.001738 0.007184 -0.011775 -0.027192 -0.013348 -0.036957 0.005034 0
0.000382 0.003128 0.017875 0.003494 0.007985 -0.00166 -0.016979 0.012146 -0.006809 -0.000433 0.000366 -0.021219 0.00966 0
-0.019863 -0.011807 -0.019268 -0.029594 -0.00835 -0.011454 -0.025686 -0.008 -0.016067 -0.007154 0.023026 -0.010609 -0.012757 0
-0.00039 -0.005861 -0.000249 0.014551 -0.005326 0.013269 -0.008182 -0.000576 -0.002613 0.028166 0.020364 -0.013986 0.01005 0
0.002339 0.01542 -0.005721 -0.023576 0.004631 0.030985 0.010999 -0.000961 0.009168 0.01168 0.015406 -0.006147 0 0
-0.005056 0.001563 -0.001251 0.017907 0.007922 -0.005546 0.082956 0.000962 0.014493 0.018892 0.009655 0.015224 -0.002132 0
0.001173 -0.005128 0.011774 -0.000198 0.013934 -0.009894 -0.005442 0.000961 -0.001706 -0.008241 -0.029713 0.007029 0.013177 0
0.004686 0.000672 0.00817 0.007908 0.014588 -0.009266 0.001263 0.010557 0.032678 0.010802 0.019007 0.018613 0.009842 0
-0.005052 -0.003136 -0.009087 -0.011573 0.003681 -0.020356 -0.026061 -0.033618 -0.010134 -0.002877 -0.006908 0.005025 -0.007309 0
0.001172 0.012357 -0.012392 0.001985 -0.016332 -0.001498 -0.009495 0.01022 0.008776 0.001855 0.013913 0.020455 0.008415 0
-0.003511 -0.00111 0 0.002377 0.003658 0.002625 0.001307 -0.007977 0.012842 0.000617 -0.001715 -0.01069 0.002086 0
0.006265 -0.003333 -0.021832 0.02707 0.011776 0.000187 -0.011314 0.007452 0.062577 0.011308 0.004124 0.006304 -0.011797 0
0.035798 -0.012483 -0.000256 -0.000577 0.000762 0.0043 0.007042 0.004477 0.013664 0.009148 -0.005476 0.020134 0.000702 0
-0.006386 -0.009255 0.024891 -0.017517 0.000208 0.026834 0.005245 -0.005814 0.008164 -0.011483 -0.002065 -0.004825 -0.005965 0
-0.00794 -0.00638 -0.001252 -0.009404 0.006049 -0.015349 -0.021739 0.005458 0.006968 0.00428 -0.001035 0.063023 0.006707 0
-0.000762 -0.007567 -0.009025 -0.013449 -0.008086 -0.02046 -0.024444 -0.01803 -0.010473 -0.020292 -0.016569 -0.003317 0.006311 0
0.010679 0.018253 0.01189 0.008821 -0.001045 0.000398 0.01139 -0.002962 -0.000945 -0.000621 0.005616 0.011231 0.021603 0
0.002641 0.003631 -0.00125 0.020866 0.005371 0.000199 0.004504 -0.007525 -0.00454 -0.000622 -0.004537 0.002057 -0.008527 0
-0.005645 -0.006104 0.00826 0.001557 -0.008256 0 0.011659 -0.002394 0.011973 -0.00954 -0.015428 0.022578 0.00344 0
0.003407 -0.002957 0.015641 0.001361 -0.004897 -0.010736 -0.009308 -0.011 0.023662 0.010469 0.003917 0.021678 0.010627 0
0.000377 -0.007073 0.007578 -0.003307 0.001547 0.011254 0.003132 0.002629 0.006421 0.010982 0.008159 0.010216 0.007463 0
0.027903 0.005974 0.011887 0.003318 -0.016284 0.014905 0.003568 -0.00121 -0.006015 0.024595 0.028149 0.010891 0.015151 0
0.038151 -0.001599 0.004316 0.013035 0.017553 -0.000392 0.008444 -0.002827 0.009903 -0.021004 -0.000684 0.002309 -0.00995 0
0.004594 0.018074 -0.002626 -0.009026 -0.018302 -0.001579 0.030851 -0.004658 0.014709 0.008582 -0.006507 -0.006526 -0.01608 0
-0.001759 -0.007865 -0.006702 0.007946 -0.009429 0.007905 -0.003848 -0.012208 -0.024696 -0.021272 -0.002068 -0.020479 -0.003745 0
0.016209 0.002718 0.003133 0.004422 -0.005048 0.031373 0.002146 -0.00206 -0.014679 0.004347 0.006218 -0.007101 0.010595 0
-0.016297 0.001807 -0.003603 -0.000766 -0.004131 0.003612 0.010278 0.008462 -0.033147 0.016488 -0.002403 0.003178 -0.002705 0
-0.028904 0.013529 0.002652 -0.018199 -0.005895 0.017238 -0.016532 -0.008391 -0.016564 -0.026764 -0.00585 -0.009505 0.005086 0
0.010526 -0.005562 0.002645 0.003122 0.016764 -0.007449 0.021552 0.012384 0.009009 0.018333 -0.007269 0.001599 0.007422 0
0.01796 -0.011016 -0.01097 -0.005835 -0.004752 0.003752 -0.009283 -0.005708 -0.001359 -0.000409 -0.008368 -0.011976 0.003032 0
0.000706 -0.011139 0.000739 -0.002739 0.001447 -0.007664 0.000426 0.017839 0.024295 0.004503 -0.007384 0.00404 -0.004703 0
0.019041 -0.013333 -0.003448 -0.019031 0.017121 0.013185 0.011069 0.008058 0.011385 0.046455 0.00673 -0.004829 -0.005062 0
-0.013841 0.002097 0.103559 -0.0048 -0.003764 -0.010783 0 -0.01299 -0.007317 0.012266 -0.003871 -0.004448 0.014925 0
0.035088 0.013718 -0.002016 -0.002612 0.011264 -0.002443 0.006737 -0.003037 0.011151 0.01808 0.02402 0.038993 -0.008356 0
0.015593 -0.009633 0.000673 -0.018739 0.000916 -0.014883 0.000418 -0.01645 0.007477 -0.010391 -0.011728 -0.012901 -0.010785 0
-0.029706 0.00139 -0.002467 -0.01807 0.000986 -0.017212 -0.012124 -0.009085 -0.014657 -0.023482 -0.009773 -0.035248 -0.005111 0
0.018232 0.004163 0.00045 -0.038687 0.004433 -0.003503 0.011426 0.007293 0.006402 0.023069 0.00423 0.015599 0.006849 0
-0.038514 -0.009903 -0.005393 -0.018925 -0.011208 -0.010935 0.001255 -0.021101 -0.010664 -0.029811 -0.009126 -0.013743 0.007143 0
-0.00773 0.001396 -0.008586 0.000665 0.003259 -0.005528 -0.023819 0.002113 0.010023 0.001576 -0.006022 -0.015164 -0.008105 0
-0.001771 -0.000465 -0.012078 0.006647 0.012993 0.009132 0.010274 -0.007803 -0.014417 -0.015143 0.000713 0.002913 -0.012257 0
0.022703 0.00093 0.00346 0.010566 -0.020286 0.003344 0.005508 0.002125 0.0019 0.01897 0.014601 0.018257 0.023095 0
-0.035727 -0.002554 0.006897 0.005228 -0.017077 -0.007451 -0.008007 -0.004878 -0.015927 -0.01117 -0.015444 -0.02445 -0.006065 0
0.025899 0.021648 0.013014 0.006067 0.026495 0.010668 0.028462 0.01348 0.034104 0.030321 0.033155 0.019215 0.015254 0
-0.000701 0.008202 -0.001578 -0.009046 0.00536 -0.003127 0.002891 0.016217 0.006149 0.019427 -0.00069 0.006148 -0.000668 0
0.020351 -0.004746 0.008804 -0.006738 0.024551 -0.017451 -0.000824 -0.049119 0.027593 0.000377 0.014158 0.011405 -0.000334 0
0.003783 0.008401 0.007608 -0.00547 -0.001232 0.002395 -0.006595 -0.023976 0.023428 0.001886 0.007491 -0.002819 0.002674 0
-0.001713 0.005629 0.002443 0.006821 0.004936 -0.002588 0.025726 0.019428 0.012502 0.016566 0.006421 -0.003231 0 0
-0.010981 -0.009404 -0.004209 0.002622 -0.008186 -0.002395 -0.023058 -0.003286 -0.004174 -0.00963 -0.011753 0.006078 -0.011 0
0.004164 -0.007007 0.006229 -0.003051 0.019807 -0.019808 0.002484 0.004835 0.008732 0.0077 0.008835 0.01336 -0.000674 0
-0.001037 -0.002276 -0.00398 0.010057 -0.001349 0.010002 0.003304 -0.017935 -0.014197 -0.007268 -0.000337 0.007191 -0.006071 0
-0.004497 0.007073 -0.00333 0.008658 0.006483 0.004648 0.007822 -0.014031 0.019319 0.01727 0.018194 0.005553 0.001357 0
-0.003475 0.009289 0.002227 -0.00794 0.002013 -0.000201 -0.003676 0.018749 0.007926 0.004429 -0.003309 0.026035 -0.005422 0
0.019177 0.012346 0.003333 -0.001947 -0.012991 -0.016298 -0.01927 0.018847 -0.009402 -0.014882 0.010956 -0.047289 0.00477 0
0.005504 -0.002217 -0.00443 -0.008886 -0.001493 0.004091 0.003344 0.007182 0.009669 0.003357 0.006897 0.012107 -0.00373 0
-0.010263 0.001111 -0.003782 0.003718 0.006251 -0.009371 0.00625 -0.003889 -0.017613 -0.02119 0.010437 -0.03748 -0.007828 0
0.014518 0.012431 0.015409 0.002614 0.019311 -0.005552 0.001242 0.001518 0.014621 0.00019 -0.012912 -0.005799 0.001715 0
0.000102 0.003947 -0.00044 0.000217 0.000265 0.011373 -0.018197 0.000217 -0.008578 0.003418 0.014061 -0.019583 -0.008562 0
-0.015774 -0.010264 -0.0033 -0.015859 0.004238 -0.065222 0.00674 -0.016674 -0.00398 -0.03122 -0.026121 -0.012325 0.001727 0
0.000692 0.004413 0.003974 0.008168 0.001451 -0.004812 0.004184 0.013213 0.018937 0.013672 0.008609 0.021515 0.006552 0
-0.079557 -0.002636 0.002638 0.018612 -0.003293 -0.015604 0.007917 0.006955 -0.01364 -0.008863 -0.001313 0.009267 -0.004796 0
0.011274 -0.004626 -0.00636 -0.004944 0.000793 0.002009 0.00248 -0.001295 0.014693 0.00661 -0.000657 0.01419 -0.003442 0
0.010777 0.004205 0.01898 -0.01685 0.019937 0.000891 0.014433 0.011022 0.021295 0.042874 0.017434 0.018519 0.01209 0
-0.016912 0.010357 0.011479 0.031422 0.004142 0 0.000407 0.004703 -0.010842 -0.001852 -0.00485 0 0.000683 0
-0.023186 0.003272 -0.001499 -0.000426 0.006317 -0.021817 0.004876 -0.029787 0.00253 0.012059 0.00065 0.002424 -0.004434 0
0.000766 0.008696 -0.002788 -0.011935 0.010377 0.007055 0.010918 -0.000658 -0.008747 0.005866 0.019481 0.009674 -0.003083 0
0.020658 0.006034 0.00129 -0.006255 -0.001014 0.009943 0.0156 -0.012508 0.019006 0.023692 0.003503 0.011577 0.004467 0
-0.022864 0.004713 -0.000644 -0.008031 0.009011 -0.020139 0.028358 -0.013556 -0.006828 -0.001602 -0.015551 -0.006709 -0.002737 0
0.001151 0.001706 0.009671 0.002626 -0.004151 -0.008906 0.001532 -0.00811 -0.014085 -0.018367 0.009026 0.005959 -0.005489 0
0.004981 0.000851 0.006811 0.010476 0.005431 0.004608 -0.006501 -0.002952 0.006292 0.02089 0.004828 -0.006319 0.012418 0
-0.004956 -0.008294 0.046723 -0.005616 -0.007035 0.007569 0.001155 -0.012301 -0.002873 0.012989 -0.01025 0.008744 0.015332 0
-0.003793 -0.000215 -0.008281 -0.008037 -0.00253 -0.012065 -0.000384 0.000692 -0.017119 0.001581 -0.003883 -0.018124 -0.002685 0
-0.00773 -0.002145 -0.008147 -0.000438 -0.004312 0.010829 0.003846 0.010602 0.011381 0.007541 -0.005848 0.006822 -0.012113 0
0.006977 0.012038 0.031827 0.008543 0.005096 0.008662 0.02069 0.011859 0.001194 0.006614 0.000654 0.02232 0.033038 0
-0.011162 -0.003186 -0.001791 -0.004778 0.009506 0.035028 -0.006479 0.045526 -0.013113 -0.002421 -0.006532 0.009747 -0.001978 0
-0.007396 -0.005114 0.003788 -0.013531 -0.014062 0.017031 -0.01496 -0.018107 0.011734 -0.047669 -0.006575 -0.007722 0.008259 0
-0.013726 -0.000214 0 0.013496 -0.00433 -0.010734 -0.02648 -0.005488 -0.01228 0.001638 0.003309 0.001556 0.02228 0
0 -0.003856 -0.009533 -0.006767 -0.012534 0.001519 -0.012 -0.015894 -0.012778 -0.021988 0.010884 0.022145 -0.00641 0
0.007952 0.007742 0.002607 0.007033 -0.000389 0 -0.002024 0.012113 0.006647 -0.00799 0.013703 0.024325 -0.010323 0
-0.009862 -0.008749 4e-04 0.006111 -0.000651 -0.021452 0.001217 -0.009308 0.001043 -0.013486 -0.000644 -0.012245 0.001304 0
0.000398 -0.000646 0.001399 0.006508 0.009245 -0.065323 0.01175 -0.014541 -0.001736 0.003987 0.007085 -0.006011 0.007487 0
0.024691 0 0.009982 0.001078 0.026448 -0.002843 0.026832 0.01067 0.029908 0.025529 0.020147 0.020408 0.012924 0
-0.012825 0.003231 0.004546 -0.012487 -0.004902 -0.015918 0.00468 0.000674 -0.008948 0.016043 0.012853 0.018519 0.008293 0
0.001969 0.007301 0.021252 0.00654 0.001389 -0.009657 -0.014363 0.012121 -0.00971 0.002722 0.017951 -0.009455 0.005694 0
0.010216 -0.004069 0.001927 -0.000218 -0.003027 -0.010239 0.009453 0.00244 0.002924 0.000543 -0.006081 -0.004405 -0.003775 0
0.005056 0.011183 0.006731 0.008272 0.032642 0.036453 0.028092 0.017699 0.005489 0.02225 0.020801 0.044248 0.004421 0
-0.006966 -0.000213 -0.00745 -0.004102 -0.008209 0.009981 0.004934 0.004783 -0.018253 -0.007963 -0.002697 -0.011299 0.012889 0
0.00039 0.008296 -0.009623 0.008238 0.000494 0.035294 -0.000755 0.002596 -0.007819 0.005173 -0.01262 -0.0125 0.002483 0
0.020647 -0.005063 0.002721 0.026661 0.003828 -0.007793 0.003779 0.0082 -0.017863 0.003017 -0.005782 0.007957 -0.02322 0
-0.008397 -0.005725 -0.003488 -0.006911 -0.006888 -0.005082 -0.021461 -0.003639 -0.003745 -0.020524 -0.003061 -0.01507 -0.001268 0
0.010008 0.018341 0.019837 0.021299 0.014986 0.011841 -0.014236 0.011815 0.016467 0.014812 0.019957 0.015301 0.006347 0
0.005335 0.000209 -0.013349 -0.000207 0.000854 -0.000459 -0.007806 0.002548 -0.016024 -0.016198 -0.006623 -0.010047 -0.009776 0
0.007961 0.009003 0.011017 -0.000413 -0.013167 -0.009412 0.005114 0.002753 -0.025412 -0.004523 0.010909 -0.011598 -0.000955 0
0.000752 0.00415 0.014911 0.008471 0.003706 0.010429 0.009785 0.009081 0.021484 0.014904 0.016786 0.007701 -0.000319 0
0.001503 0.020252 0.00113 0.001844 0.002831 0.001147 -0.000775 0.005651 -0.010426 0.019699 -0.009434 0.018559 0.010842 0
0.003377 0.008507 0.003951 -0.006135 0.006505 0.001145 -0.013964 -0.014568 -0.015804 0.003337 -0.011905 -0.020364 0.004101 0
0.011967 0.017875 0.01593 0.00823 0.011951 0.00984 -0.021243 0 -0.011443 0.013828 -0.003313 0.002188 -0.00754 0
-0.000739 -0.010063 -0.001845 0.018367 0.005784 -0.00068 -0.015273 0.014572 0.023898 -0.005007 0.000302 -0.030204 -0.003166 0
0.013314 -0.004584 0.01922 0.003607 -0.000359 0.011338 0.012653 0.015404 0.014041 -0.022384 0.000906 0 0.005716 0
-0.00146 0.003204 0.008261 0.003395 0.007671 -0.005381 -0.020556 -0.00246 -0.005035 -0.005857 0.000905 -0.00788 -0.003811 0
-0.006579 0.001198 -0.006191 -0.00597 0.014036 -0.003381 0.035391 -0.01233 -0.020784 0.018747 -0.001206 0.037821 0.012113 0
-0.001104 0.000199 -0.01026 0.002202 -0.007507 0.012667 0.00477 0.002289 -0.002215 0.004732 0.005737 0.026968 -0.005039 0
-0.004052 -0.005382 -0.009996 0.011986 -0.004373 0.003797 -0.052215 -0.00519 -0.00111 -0.005233 -0.001201 -0.011356 -0.004748 0
0.006287 0.001202 0.003179 0.00079 -0.000356 0.00356 0.005426 0.001878 0.015926 0.007365 -0.00511 0.008973 0.001272 0
0.009188 0.004003 0.013979 0.001183 0.003444 0.013082 0.021171 0.014164 0.002552 0.020017 0.018429 0.015297 0.007624 0
0.002185 0.007177 -0.006802 -0.001182 -0.002604 -0.004158 0.007317 0.006007 -0.000909 -0.010751 0.00089 0.000701 0.016709 0
-0.005451 0.004553 0.007218 0.013807 0.008899 0.015385 0.002018 -0.006134 0.008007 -0.001725 -0.002075 0.007703 -0.00093 0
0.002923 -0.007882 0.004226 -0.013619 -0.019522 0.018398 -0.001611 -0.003909 -0.0269 -0.015379 -0.003267 -0.002085 -0.004345 0
0.025137 0.001192 -0.007502 -0.012032 0.019072 0.020191 0.009681 0.007022 -0.002412 0.010355 0.010131 0.014624 0.002494 0
0.003554 -0.004166 -0.007559 -0.002795 -0.00306 -0.004792 0.011986 0.003281 0.028455 0.003474 -0.00826 -0.030885 0.010261 0
-0.001062 -0.006374 -0.01319 0.003003 -0.017237 0.001256 0.003158 -0.012674 0 0.004847 -0.009518 0.038598 -0.006464 0
-0.001772 0.004812 -0.000377 0.022954 -0.006728 0.005227 0.003542 0.001035 -0.02604 0.009862 -0.006607 0.001027 0.00062 0
-0.017756 -0.010575 -0.00565 0.005854 -0.003387 -0.019759 -0.013726 -0.005171 -0.015967 -0.019531 -0.004837 -0.015395 -0.006192 0
-0.003254 0.008469 0.00625 -0.012997 0.009345 -0.026098 -0.00159 0.013098 -0.028113 0.022016 -0.008809 0.008339 -0.002181 0
