MSFT  KO MO LMT MMM MRK MCD MDT LOW MS MET MON  KFT MA
-0.008939 -0.008287 0.020828 -0.001909 -0.008811 -0.002051 -0.009792 -0.005043 -0.004458 0.003266 -0.005281 -0.004078 0.004587 0
-0.001127 -0.005194 0.001654 0 0.00547 0.004111 0.023075 -0.003845 0.016269 0.005745 0.018991 0.000607 -0.000652 0
0.001129 0.00454 -0.000413 -0.000319 0.009657 -0.005118 -0.009959 -0.001579 0.010574 0.008187 2e-04 -0.013186 0.009791 0
-0.004885 -0.007006 -0.011152 -0.003188 -0.003099 -0.016804 -0.020118 -0.00492 -0.019474 -0.006799 -0.014827 -0.013823 -0.006464 0
-0.00642 -0.003207 0.008589 -0.005437 -0.003784 0.001046 -0.022947 0.000353 -0.021936 -0.002282 -0.005695 -0.002648 -0.001952 0
-0.00152 0.002528 0.008656 0.002894 -0.005562 0.002091 0.033684 -0.005119 0.001364 -0.008958 0.007363 -0.006402 0.01369 0
-0.007613 -0.005272 0.012318 0.00016 0.000546 0.004868 0.023617 0.011356 -0.010291 0 0.019289 -0.001572 -0.009003 0
-0.002685 -0.000922 -0.002188 -0.002886 -0.011588 -0.008651 -0.021612 -0.004561 -0.016361 0.004808 -0.009761 -0.017629 -0.001622 0
-0.006154 -0.010609 -0.001644 -0.009486 -0.002069 -0.016405 -0.026269 -0.011984 -0.018654 0.002871 -0.014082 -0.019228 -0.008775 0
-0.013545 -0.015152 -0.016882 -0.017043 -0.000276 -0.013485 -0.036787 0.001784 -0.011088 -0.012405 -0.000204 -0.023035 -0.017049 0
-0.005885 -0.00071 0.003909 -0.002312 0.006498 -0.007194 0.053151 -0.002493 0.045972 0.008696 -0.012245 -0.006856 -0.017345 0
-0.002762 0.003079 0 0.014399 -0.003434 0.000725 -0.013599 -0.003749 0.001378 -0.004981 0.003512 0.010103 0.002376 0
0 0.000472 0.008483 0.001958 0.007994 0.007603 0.018995 -0.012722 -0.001835 -0.000578 -0.000412 -0.048508 0.003386 0
0.00277 -0.000944 0.013376 0.003094 0.000684 -0.013654 -0.007517 -0.003448 -0.011797 0.008861 -0.004943 0.052383 0.019237 0
0.013023 0.012757 -0.000272 -0.00276 -0.006832 0.00255 0.002726 -0.00947 -0.019845 0.006492 0.001863 -0.006992 0.00298 0
0.010518 0.005365 0.00245 -0.007814 0.006879 -0.007267 0.01148 -0.008825 0.014711 0.021628 0.018388 0.029003 0.007263 0
-0.008096 0.002088 0.000815 0.001477 0.00246 -0.004026 0.000299 -0.005379 0.003897 0.001671 0.010956 0.02232 0.002622 0
-0.008939 0.000463 0.006105 0.006062 -0.011314 0.00147 0.011347 -0.007273 -0.004658 -0.001483 -0.009833 -0.008127 -0.010134 0
-0.020392 -0.003934 0 -0.014493 -0.014201 -0.001835 -0.029229 0.010896 -0.008112 -0.011697 -0.003648 -0.025707 -0.004954 0
-0.01241 -0.009758 -0.001079 -0.00694 -0.004615 -0.011397 -0.000912 -0.012521 -0.013841 -0.004509 -0.012815 -0.036774 -0.001659 0
0.002432 0.002112 -0.017954 0.006323 -0.000843 -0.002231 -0.003653 0.004713 -0.002552 0.003019 -0.00577 0.000859 -0.004322 0
-0.005661 -0.011941 -0.003986 -0.00248 0.008719 -0.036526 -0.015582 0.004316 0.004637 0.005644 0.001865 0.001372 -0.005342 0
-0.005287 -0.005213 -0.012973 0.002321 -0.00474 0.040619 0.003724 -0.000934 -0.014802 0.000935 -0.011998 -0.025184 -0.003357 0
-0.002044 -0.007623 0.00755 -0.014883 -0.011766 -0.005576 0 -0.011221 -0.013247 -0.008598 -0.010888 -0.000176 -0.00101 0
-0.004506 0.00144 -0.01582 -0.001343 -0.00241 0.001122 -0.020717 0.036316 0.006221 -0.01546 -0.009314 0.006855 -0.006069 0
0.011934 0 -0.018613 -0.003362 -0.004405 0.00112 0.011999 0.021172 -0.011238 -0.004812 0.006624 0.064944 0.002714 0
0.003253 0.008389 0.01523 0.024119 0.009276 0.013055 0.008424 0.003575 0.008236 0.009671 -0.003821 -0.016066 0.007781 0
-0.005675 0.000475 0.060855 0.007576 0.024745 -0.002946 0.011757 -0.001959 0.001634 0.006705 0.009802 -0.011496 -0.006378 0
0.001631 -0.008078 -0.033084 -0.00474 0.030909 -0.001108 -0.007034 -0.005353 -0.023813 -0.003235 -0.005064 -0.027305 -0.007095 0
0.021164 0.001198 0.018902 0.02989 0.012582 -0.004806 0.037573 0.01794 0.034085 0.014318 0.022269 0.033616 -0.034025 0
-0.011957 0.007177 -0.015572 -0.017063 -0.009914 0 -0.03829 -0.017272 -0.004039 -0.018634 -0.011618 -0.010897 0.001761 0
-0.000403 -0.004038 0.003714 -0.013628 -0.000134 -0.027489 0.002469 0.000179 -0.006814 -0.000767 0.005668 0.002203 -0.008439 0
0.012914 0.011209 0.014938 0.025493 0.008946 0.031322 0.019704 0.009862 0.012251 0.024952 0.030265 0.016066 0.007092 0
-0.002789 0.001415 0.004591 -0.017963 0.001456 0.000741 -0.003623 0.011541 -0.017266 -0.002247 -0.013371 -0.014814 0.001761 0
0.0032 -0.002826 0.004301 -0.018945 -0.006608 0.006292 -0.020909 -0.004037 -0.016256 0.000751 0.013758 -0.013178 -0.009842 0
-0.010358 -0.004487 -0.017666 -0.004162 -0.004789 -0.00993 -0.023522 0.002467 -0.027374 -0.005626 0.024914 -0.003766 -0.00355 0
0.027364 0.016133 0.023297 0.025075 0.019115 0.023031 0.023455 -0.001582 0.0266 0.017163 -0.031621 0.040557 0.008906 0
0.006659 -0.001167 -0.000799 -0.012394 -0.00341 0.024691 -0.021369 -0.002289 0.015881 0.0089 0.008367 0.040628 -0.000706 0
0.010117 -0.003039 -0.011193 -0.010073 -0.014741 0.010631 0.00538 -0.012178 -0.011848 -0.025363 0.01781 0.008729 0.00318 0
0.01926 -0.002345 0.005929 5e-04 0.003874 -0.003857 0.015423 -0.004824 0.004996 0.002829 0.008749 0.016048 -0.007397 0
-0.000756 0.000705 -0.004823 -0.000167 -0.000133 0.037663 0.030068 0.007361 0.01193 -0.00865 -0.005914 -0.021369 0.00071 0
0.008321 -0.006576 -0.0035 -0.013507 -0.000133 -0.00882 0.006019 0.000535 -0.001965 -0.00588 0.002805 0.003797 0.002128 0
0.013128 0.0026 0.002161 0.00879 0.009583 0.007871 0.008077 -0.010153 0.016407 0.005915 0.004196 0.011665 0.002477 0
0.001462 -0.006366 0.004448 -0.003016 0.001318 -0.002716 0.008902 -0.002879 -0.023406 -0.003414 -0.004178 -0.016516 0.013766 0
-0.003309 0.000949 -0.009662 -0.00437 0.001843 0.007491 -0.019706 0.006858 -0.00281 0.010278 -0.002597 0.0141 0.005223 0
0.004822 0.008061 0.009621 -0.001182 0.014325 0.01487 0.017102 0.007349 0.011106 0.02581 0.010417 0.035151 0.010391 0
0.007014 0.005644 0.004563 0.003718 0.004794 0 0.017153 0.010676 0.015902 0.015243 -0.001189 0.053728 0.004457 0
0.002566 -0.004209 -0.00334 0.006735 0.001032 0.00666 0.003846 -0.001585 0.04712 0.00597 0.006749 0.029791 -0.000683 0
0.008409 -0.002818 -0.002815 0.003512 0.005539 -0.006947 -0.018273 0.006348 -0.01202 -0.007912 -0.016759 0.012935 -0.009221 0
0.008727 -0.007536 -0.006721 0.007 -0.014732 -0.007995 -0.015311 -0.001402 0.012947 -0.014319 0.009224 -0.011396 0.001379 0
0.008291 -0.006407 -0.028285 0.008937 0.004551 -0.005709 0.01189 -0.006843 0.010163 0.011585 0.007351 0.022778 -0.001033 0
0.003575 0.007882 -0.00766 -0.016404 0.011649 0.027356 -0.003013 -0.006184 0.005335 0.008908 0.007495 -0.002309 0.008959 0
0.003206 -0.001185 0.005053 0.020347 0.01369 0.001644 -0.000604 0.002667 0.00652 0.009369 -0.000979 -0.002314 0.003415 0
-0.008878 0.004508 0.021086 -0.00948 -0.006689 0.001313 -0.002419 0.003014 0.009943 0.007676 0.001372 0.008186 0.003744 0
0.000358 0.007322 0.003966 -0.008416 -0.001916 0.009833 0.021825 0.003182 -0.006265 0.015943 0.000587 -0.008119 0.019329 0
-0.005731 0.003517 0.000817 0.009319 0.002432 0.005518 -0.007416 0.004581 0.001951 0.007323 -0.004107 0.006821 0.001663 0
-0.00036 -0.000467 -0.007894 -0.004617 -0.001532 -0.045836 0.014644 -0.012629 -0.003745 -0.019214 0.002553 -0.007588 -0.011292 0
-0.002523 0.012856 0.00096 0.013749 0.001918 0.015562 -0.000589 -0.002665 0.018797 0.002471 0.018022 0.006281 0 0
0 -0.008362 -0.00233 -0.004926 0.001659 -0.007995 -0.002358 -0.010153 -0.003985 -0.013556 -0.010198 -0.005834 -0.02788 0
0.007587 0.003514 0.002885 0.021452 0.010066 0.009524 0.043722 0.010797 0.004446 0.016598 0.003694 0.014194 0.024188 0
0.004303 -0.000467 0.004384 -0.004362 0.00164 0.009771 -0.011888 -0.006943 0.000738 0.005618 0.010072 0.013995 0.003036 0
-0.005712 -0.00397 -0.007774 -0.001785 -0.013602 0.004671 -0.009739 0.009143 -0.012384 0.002619 -0.026079 0.036098 -0.005718 0
-0.005745 -0.002579 -0.004399 0.008778 -0.007916 0.000664 0.017067 0.003553 0.005523 -0.014975 0.000197 -0.00871 -0.004398 0
0.002167 -0.007992 -0.005937 0.003867 -0.004118 0.00531 0.002844 -0.003009 0.006977 -0.004773 -0.003543 0.002326 -0.013592 0
-0.002162 -0.007583 -0.001667 0.001284 -0.005686 -0.020139 -0.012479 -0.00657 0.002211 0.001066 0.002371 -0.005028 0.010679 0
0.000722 -0.008835 0.004591 0.008657 0.011957 -0.018531 0.000574 -0.005719 0.000294 -0.007097 -0.000591 0.001037 -0.00409 0
-0.009383 -0.008673 0.004155 -0.012556 -0.009633 -0.024717 -0.01062 0.002696 0.006618 0.010007 -0.007099 -0.002718 0.010609 0
-0.011654 -0.004617 0.020963 0.016095 -0.002075 0.017247 0.023209 0.01237 0.005259 0.015039 -0.002582 -0.003374 -0.005418 0
-0.001478 0.003174 -0.004052 0.000634 0.007797 0.010381 0.006521 0.005135 0.006249 0.00122 -0.003584 -0.015106 -0.014641 0
-0.006275 0.001704 0.039197 0.009023 -0.000774 0.019521 -0.014648 0.002467 0.002166 -0.009227 0.006195 0.018247 -0.00933 0
-0.000743 0.001215 0.009136 0.001098 -0.005162 0.008062 -0.006575 0.014938 0.000288 -0.000527 -0.010526 -0.018179 -0.007325 0
-0.002602 0.005096 -0.009571 -0.018492 0.006227 0.074642 -0.018705 0.010216 -0.012534 -0.003692 -0.006825 -0.000529 -0.004568 0
0.001118 -0.004829 -0.00679 0.002076 -0.001805 -0.008062 0.001466 0.002571 0.000438 0.018352 0.000606 -0.002647 -0.008472 0
-0.00484 -0.000243 0.003287 0.004461 0.008007 -0.001876 0.008492 -0.007694 0.009479 0.006931 -0.003838 0.012339 0.002848 0
-0.005238 0.001699 0.006945 0.007297 0.007559 0.002505 0.004065 -0.00448 -0.018636 0.006367 0.00365 0.020446 0.017039 0
0.00188 -0.003149 0.00026 0.000945 -0.000509 0.005936 -0.000868 -0.007961 -0.006919 -0.001197 0.002424 0.002826 -0.011963 0
-0.006757 -0.004374 -0.011964 0.000157 -0.015522 -0.008075 -0.013025 0.006106 -0.006967 -0.007362 -0.010278 -0.01063 -0.00641 0
-0.002645 -0.004638 0 0.003775 0.010597 -0.000939 0.002639 0.00971 0.000299 -0.006037 -0.004887 -0.001165 0.011111 0
-0.004547 -0.004414 -0.000665 -0.004545 0.001151 0.013789 -0.001462 -0.007385 0.002089 -0.008676 0.004093 0.00311 0.003899 0
-0.004568 -0.007143 -0.00506 0.001732 -0.010091 -0.016692 -0.012302 -0.003979 -0.007297 -0.006827 -0.001427 0.00168 -0.005297 0
0.026386 0.014637 0.00348 -0.001257 0.020774 0.02955 -0.005931 0.004864 0.006151 0.02767 0.03102 0.032117 -0.00426 0
0.004843 -0.001956 0.007202 0.014634 -0.005056 0.011603 0.00895 0.010653 -0.012375 0.000686 0.006136 0.003124 -0.003565 0
0.000742 0.0049 -0.002516 0.00062 -0.009148 0.001509 0.001183 -0.011478 -0.011624 0.002742 -0.002754 -0.000749 -0.003936 0
-0.002964 0.009508 0.00823 0.014724 0.008206 -0.001808 0.005907 0.021144 -0.011761 0.001025 0.005524 0.019248 -0.006106 0
-0.001858 0.00483 0.003028 0.006568 0.00496 0.016304 0.019084 0.002206 0.005873 0.010586 0.010594 -0.000736 -0.005421 0
0.005212 0.000961 -0.001313 0.000607 -0.006201 -0.009804 0.000864 -0.003218 0.013215 0.000507 -0.00893 -0.014603 -0.001454 0
0.010741 0.00048 0.005126 0.004853 -0.002037 0.0039 0.017271 -0.005437 0.0138 0.010469 0.003134 -0.009963 0.012373 0
-0.005497 -0.00552 -0.001569 -0.002113 -0.008549 0.000598 -0.015563 -0.00615 -0.007629 -0.001679 -0.012498 -0.011195 0.038821 0
0.001842 -0.003137 0.001179 -0.004991 -0.002574 -0.000299 -0.009198 0.00275 -0.001507 -0.001513 0.001977 0.008778 -0.00692 0
-0.007356 -0.006778 -0.008373 -0.001064 -0.00529 -0.007768 0.003481 0.007885 -0.013738 -0.009599 -0.012039 0.013241 0.003136 0
-0.005928 -0.005118 0.000923 -0.005478 0.001168 -0.00542 0.011564 0.012415 -0.00949 -0.006121 -0.00859 -0.013815 0.009378 0
0.007082 0.002695 -0.004086 0.001989 -0.003498 0.00878 0.006002 0.000168 0.000928 0.015398 -0.008463 0.018551 0.000344 0
-0.022576 -0.020523 -0.009529 -0.009314 -0.021714 -0.002101 0.01875 -0.012093 -0.024417 -0.025274 -0.021744 -0.008797 -0.010664 0
-0.002272 0.010227 -0.001603 0.008015 0.006114 -0.012632 -0.004183 0.00374 0.002059 0.01089 0.008725 0.00825 -0.002782 0
-0.002657 0.009877 -0.006826 0.004587 -0.019815 -0.001523 0.00392 0.003218 0.014385 0.003591 0.010297 0.008182 -0.001395 0
0.004566 0.005868 -0.004851 -0.010502 -0.016172 0.012508 -0.019247 -0.033091 -0.005922 0.008179 0.002854 -0.011313 0.00419 0
0.003788 0.008264 -0.001354 0.030457 -0.00411 0.022899 -0.006257 -0.002095 0.021947 0.01352 0.030081 0.003731 0.011474 0
0.048679 0.011813 0.013288 -0.012091 -0.000688 0.022091 0.003148 -0.002625 -0.001227 0.013507 -0.004341 0.022801 0.006875 0
0.007557 -0.005242 -0.010973 0.007253 0 -0.006916 -0.000856 -0.003509 -0.017355 -0.00181 0.005747 0.035377 0.02424 0
0.005357 -0.008862 -0.021242 0.014851 0.001376 0.001161 -0.000286 -0.00581 -0.006721 0.012856 -0.011626 -0.009946 -0.018667 0
-0.003908 0.0029 0.016035 0.00473 0.006048 0.004638 0.018852 -0.008677 -0.003462 0.006184 0.000797 0.010755 -0.006454 0
-0.012839 -0.006506 -0.02 0.002207 -0.01421 -0.024235 -0.006168 -0.000179 0.013264 -0.009057 -0.008964 -0.012979 0 0
-0.005058 -0.008489 -0.004581 0.011744 -0.014553 0.016854 0.014669 -0.011256 -0.010129 0.002775 -0.016683 -0.004976 -0.005812 0
-0.013435 0.001468 -0.004463 0.015961 0.000985 -0.016284 0.004448 -0.010661 -0.009446 0.00472 0.003884 -0.006906 -0.01066 0
-0.008465 0.002198 -0.004623 -0.004284 -0.007306 -0.004138 0.001661 -0.000913 -0.016688 -0.01944 -0.000611 -0.03237 0.008342 0
-0.001114 0.004875 0.004222 0.003155 0.004954 0.01781 0.004697 0.014077 0.010183 0.012225 0.007742 0.00731 -0.007239 0
-0.00929 -0.005578 0.006587 0.009723 0.015775 0.001458 -0.00165 -0.000541 0 -0.001469 -0.005257 0.003075 0.008333 0
0.001125 0.003902 0.000696 0.01062 0.006794 -0.000874 0.000827 0.006313 0.00192 -0.01422 0.022358 0.007235 -0.000689 0
-0.01124 -0.010204 -0.008627 0.003503 0.004132 0 0.000826 0.003764 0.015011 -0.00829 -0.011133 -0.015705 -0.004824 0
0.009852 0.014728 0.018807 0.014661 0.010835 0.010492 0.000275 0.016429 0.030208 0.004347 0.024527 0.020656 0.009003 0
0.012007 0 0.010883 -0.011559 -0.007734 0.017883 -0.009898 0.003865 0.008552 0.013151 -0.001766 -0.006907 0.009609 0
-0.002604 0.006047 -0.002453 0.001253 -0.001094 0.019552 0.009997 -0.011726 0.009085 0.00723 -0.00059 0.015741 -0.006118 0
-0.004103 0.004809 -0.004508 0.012792 0.009856 0.001946 -0.008523 -0.003719 -0.005552 -0.007993 -0.012982 0.002763 0.010602 0
-0.005993 0.001436 -0.009195 0.001922 -0.007727 -0.01276 -0.011093 -0.012264 -0.010865 -0.000658 -0.005181 -0.009225 -0.000338 0
0.006782 0.005496 0.016343 0.013702 0.003279 0.009272 0.008132 -0.022854 0.006712 0.013329 0.041266 0.024547 0.010156 0
-0.002245 -0.001188 0 -0.006623 0.009181 -0.014198 -0.010014 -0.000552 -0.00788 -0.011855 -0.014813 0.014163 0.011059 0
-0.001125 0.004759 -0.012674 0.014832 0.00353 -0.008755 -0.007024 -0.003685 0.000764 -0.000329 -0.00332 -0.015012 0.003977 0
0.015772 0.007104 0.003727 -0.00295 -0.002977 0.007407 -0.002547 0.011652 0.057692 -0.00148 -0.004506 0.006498 -0.002971 0
-0.006654 -0.013167 -0.011276 -0.016068 -0.001357 -0.01414 -0.009645 -0.013711 -0.016162 -0.017781 -0.01358 -0.015377 -0.003642 0
0.010048 0.008101 0.002086 0.006313 0.001087 0.002869 0.000573 -0.003151 0.002053 0.007878 -0.008779 0.013591 -0.014955 0
-0.006264 -0.009454 -0.006107 -0.000273 -0.008416 0.004577 0.000286 0.000372 -0.000878 -0.005654 0.007649 0.005411 -0.003374 0
-0.001483 -0.002625 0.006982 0.002592 -0.002327 0.001993 -0.002576 -0.005019 -0.012745 -0.001171 -0.012185 0.021408 0.005078 0
-0.000743 0.003589 -0.008459 -0.01102 -0.012761 -0.006536 -0.005165 -0.002615 -0.010536 0.003349 -0.009707 0.007559 -0.007073 0
0.005574 -0.003576 0.004056 0.005916 0.004448 -0.001716 -0.000865 -0.002997 -0.011398 -0.004339 0.010006 -0.021257 0.00441 0
0.007021 0.010287 0.011979 0.004103 0.001522 0.004584 0.001155 0.001315 0.011377 -0.009889 0.004852 -0.039837 0.000675 0
-0.009174 0.004026 0.002478 0.002315 -0.008013 -0.004902 -0.004325 0.009944 -0.019049 -0.006941 -0.011066 -0.001572 0.015525 0
0.006296 0.008726 0.014143 0.010056 0.007242 0.007244 0.003475 0.001672 0 0.007842 0.009766 0.016719 0.015952 0
-0.002208 0.000701 0.005957 -0.010897 -0.00318 0.012658 -0.009524 -0.011313 0.006881 -0.005582 0.002015 0.000834 -0.018646 0
0.004426 0.00706 0.013061 0.007481 0.019975 -0.002841 -0.001748 -0.000188 0.025209 0.021092 0.0185 0.015835 0.012093 0
0.004774 -0.001402 -0.007924 0.002025 0.006392 0.001709 0.014886 -0.002814 -0.000741 -0.006497 -0.003949 -0.012893 0.000332 0
-0.003289 -0.000936 0.000406 0.021962 0.012027 0.003413 0.008341 -0.003575 0.00504 0.00503 0.001784 0.017692 0.004313 0
0.008434 0.002343 -0.004736 0.001318 -0.001335 0.010204 0.001141 -0.005665 0.012242 0.005339 0.003364 -0.008284 -0.00033 0
0.014182 0.002337 0.000544 0.01027 0.002808 0.000561 -0.010541 0.016521 -0.00918 0.001825 0.004141 -0.005059 0.006609 0
-0.005378 -0.003264 -0.015355 -0.005604 -0.000933 0.00645 0.004895 -0.007846 -0.005294 0.000663 -0.016889 -0.027669 -0.000328 0
-0.021269 0.000468 0.011455 0.002621 0.015214 0.009473 -0.002865 0.013557 -0.005766 0.025327 -0.011187 0.000365 0.02266 0
-0.01105 -0.008417 -0.007368 -0.006928 0.009202 -0.000828 -0.007471 0.000557 -0.010112 -0.005974 -0.010101 -0.008996 -0.018947 0
0.005959 0.005895 0.002612 0.000263 0.000391 -0.004144 0.004632 -0.011697 -0.006159 -0.001624 0.004082 -0.009936 0.00491 0
0 -0.006329 -0.012202 -0.00079 0.000521 -0.000832 -0.004323 -0.026113 -0.00393 0.010574 -0.001016 -0.001859 0 0
-0.004073 -0.005426 -0.000278 -0.004609 -0.007028 -0.010272 -0.006946 0.003472 -0.003338 -0.000966 -0.008138 0.035874 -0.020521 0
0.004461 0 0.010968 -0.001059 0.016514 0.004208 0.008452 -0.002691 0.000152 0.013535 0.004308 0.01438 0.009644 0
0.007772 -0.000949 -0.015106 -0.003576 -0.013409 -0.005307 -0.001445 -0.005783 -0.014005 0.011447 -0.004493 -0.002481 -0.005599 0
-0.000735 -0.005935 -0.011991 -0.001329 -0.010847 -0.010671 -0.005499 -0.016092 -0.005095 -0.012575 -0.007591 0.003671 0.003975 0
0.012863 0 0.006351 -0.010382 0.001982 0.005109 0.010768 0.007685 -0.004035 0.006845 0.001447 0.022419 -0.00099 0
0.002903 0.005016 -0.003225 0.008742 0.015295 0.001977 -0.002016 0.00704 0.020723 0.016126 0.007638 -0.006578 0.015192 0
0.003618 -0.003089 0.001407 -0.0016 0.005974 0.014374 0.004328 -0.015995 0.018165 0.000622 0.013317 -0.00546 -0.014639 0
-0.006489 -0.006198 -0.010115 -0.005342 0.050607 -0.031953 -0.006033 0.017991 -0.004648 0.002954 0.00647 0.006908 0 0
-0.011248 -0.008155 -0.010077 -0.008996 -0.004301 -0.01062 0.008093 -0.010487 -0.015063 -0.011318 -0.009241 0.002791 -0.009574 0
0.001468 0.003144 0.004158 0.001761 -0.000617 -0.001451 0.013475 -0.000393 -0.003364 0.006586 -0.005474 -0.007189 -0.008333 0
-0.005863 -0.00458 -0.01028 -0.01109 -0.002346 -0.010459 0.005658 -0.008443 -0.007212 -0.018539 0.005505 -0.036207 -0.016471 0
0.00258 -0.003391 0.003895 -0.004103 0.003837 -0.006166 -0.010127 0.010693 -0.008501 0.00558 0.013585 0.001212 -0.005468 0
-0.004779 0.002673 -0.008478 0.000137 -0.001603 0.002659 -0.009662 -0.021748 0.002182 -0.001585 -0.014803 0.008594 0.000687 0
-0.008496 -0.005332 -0.004638 0.010161 -0.008769 -0.004125 -0.015208 -0.00741 -0.012133 0.010003 -0.003452 -0.00948 -0.002404 0
0.014158 0.006335 0.011066 0.021476 0.016571 0.020118 0.004662 -0.005448 0.009762 0.031913 0.021597 0.040708 0.008606 0
-0.00698 0.009443 -0.006912 0.011045 0.003554 -0.00232 0.00203 -0.003652 -0.00421 -0.007313 0.006582 0.006286 0.00785 0
0 0.002878 0.015661 0.010792 0.008793 0.017442 0.01534 0.006923 -0.001567 -0.002762 -0.01169 -0.006131 0.030477 0
0.004439 0.000957 0.007139 0.003125 0.029782 -0.007429 -0.013683 0.001416 -0.006593 0.000769 0.001403 0.030031 0.020375 0
-0.001473 -0.006929 0.010916 0.007139 0.004703 -0.010651 -0.009827 0.005452 -0.007111 0.004306 0.004404 -0.01503 0.003543 0
0 -0.005053 0.004347 -0.017915 -0.007606 -0.003782 -0.011967 -0.014862 -0.00382 -0.014393 -0.000797 -0.007343 0.003209 0
-0.000369 0.008948 -0.003491 -0.008268 0.008372 0.002336 0.007681 0.013863 0.004314 0.000621 0.017355 -0.014101 0.00128 0
0.005535 0.00791 0.007846 0.001323 -0.003391 0.008158 0.014952 0.003217 0.007795 0.008694 0.01451 -0.00762 0.000319 0
-0.113761 -0.00214 0.0171 0.00304 0.002347 -0.005202 -0.001444 0.00461 -0.004736 -0.010312 0.006958 -0.014767 -0.002236 0
0.005797 0.000238 -0.010388 0.014229 -0.005385 -0.005229 -0.005785 -0.003392 0.00793 -0.017729 -0.010173 -0.006954 -0.002561 0
-0.011527 0.006433 0.006906 -0.000909 -0.005531 0.007009 0.001164 -0.008609 -0.013375 0.015516 -0.003296 0.039483 -0.003851 0
-0.034985 -0.007576 0.003155 -0.012612 0.016568 -0.009571 0.013078 -0.0208 -0.005582 -0.011225 0.008755 0.010338 -0.000967 0
0.011653 0.003817 0.007111 -0.003292 0.006636 0.004685 -0.000287 0.001031 0.006255 0.005992 -0.00135 0.004254 0.002257 0
0.015358 0.014971 0.002172 0.009248 0.009599 0.004955 0.01033 -0.003708 0.041122 0.027116 0.016222 0.012937 0.011583 0
-0.002941 0.015453 -0.002845 -0.000262 0.009507 -0.00087 0.005112 -0.00641 -0.005358 -0.001984 -0.00247 -0.002713 0.010814 0
-0.004635 0.006917 0.003125 -0.00694 -0.006241 -0.000581 0.012433 0.006243 0.00708 0.005352 -0.007621 0.00408 0.000315 0
0.006351 -0.002061 -0.015441 0.011076 0.000799 0.006971 0.003628 -0.000207 -0.014825 -0.008213 0.021117 -0.004966 -0.002517 0
-0.023138 -0.004589 -0.018435 -0.005869 -0.005476 -0.004615 -0.016963 0.008482 -0.002327 -0.014568 -0.007332 -0.028698 -0.014506 0
-0.002153 -0.00461 -0.013315 -0.02112 -0.006883 -0.006375 -0.013296 -0.000615 -0.016172 -0.015095 -0.010417 -0.027444 -0.01472 0
0.003021 0.017601 0.01392 0.010989 0.006353 0.011665 0.00258 0.006773 -0.000474 -0.019276 -0.003636 0.007085 0.012666 0
-0.006047 -0.002276 0.005184 0.004109 -0.004132 0.012396 -0.007721 0.006728 -0.011543 -0.000161 0.004802 0.019554 0.014753 0
-0.012169 -0.006615 -0.010314 -0.032079 -0.021669 -0.02221 -0.004035 -0.003848 -0.019837 -0.033355 -0.01969 -0.02643 -0.004109 0
0.004399 0 -0.007464 -0.003546 -0.003198 0.023005 -0.003472 0.003253 0.003754 -0.002167 -0.010335 0 -0.000317 0
-0.011827 0.002296 0.007378 0.017383 0.001901 -0.020211 -0.00842 -0.001013 0.018537 0.001336 0.014778 0.00012 -0.000317 0
0.014184 -0.001146 -0.002113 -0.004171 -0.006879 -0.00029 -0.003514 -0.014807 -0.045019 -0.012846 -0.001942 -0.031468 0.008892 0
-0.003933 -0.000459 0.000847 -0.017293 -0.003464 0.000872 -0.014693 -0.012765 -0.006854 -0.00676 -0.00214 0.013145 0.004092 0
0.031154 0.010326 0.012551 -0.007286 0.004554 -0.014518 -0.017298 0.046298 0.02104 0.005615 0.005459 -0.002081 0.017555 0
0.010213 0.007722 0.004457 0.006509 -0.006681 0.013259 0.009408 0.008571 0.02275 0.011337 0.000776 0.01987 0.016328 0
-0.000842 0.002705 0.004853 -0.004816 0.007326 0.004943 -0.010222 -0.006719 -0.003063 0.013385 0.010463 0.0089 -0.003334 -0.023261
-0.02403 -0.018431 -0.014903 0.008157 -0.004889 -0.041088 -0.006075 0.000199 -0.013905 -0.024104 -0.034708 -0.020384 -0.001521 -0.020699
-0.021598 0.008244 0.013447 -0.00179 0.002396 0.015993 0.013753 0.004376 0.021151 0.008628 0.022447 0.024093 0.008224 0.021364
0.007506 -0.002498 0.000829 0.010208 0.01016 0.01532 0.015375 0.010497 0.018947 0.016102 0.013017 0.007248 -0.004532 0.057187
-0.002629 -0.000683 0.006076 -0.001502 0.003195 0.004438 -0.005048 0.003528 0 0.000165 0.009206 0.001534 0.007587 -0.010945
-0.011424 -0.010481 -0.016609 -0.006018 -0.021585 -0.014138 -0.010743 -0.00957 -0.021116 -0.032018 -0.011973 -0.030978 -0.005422 0.045967
-0.016444 0.001612 0.005444 -0.023803 -0.008318 0.012847 0.004827 0.003155 -0.00982 0.004263 -0.002116 0.013128 -0.017262 -0.017294
-0.004067 -0.002759 -0.014994 0.000705 -0.023341 0.00177 3e-04 0.011008 -0.008454 0.004075 -0.018312 -0.029634 -0.020955 -0.014493
0.003176 0.00023 0.004792 0.022817 0.01755 0.000295 0.011104 -0.001944 0.018528 -0.002705 0.013352 -0.008284 -0.012276 0.002521
-0.008593 0.003687 -0.003086 -0.007711 -0.014434 -0.00471 -0.009201 -0.008767 0.001771 0.003561 -0.007557 -0.017579 -0.000637 0.001257
