COP CVX CVS CAT CL CPB C CSCO COF COST CMCSA
-0.004808 -0.015069 -0.02223 -0.025341 0.003179 -0.001655 -0.03754 -0.047955 -0.029908 -0.031209 -0.054361
0.012279 0.016785 0.025009 0.012222 0.008388 0.016577 0.017704 0.031852 0.0058 -0.005765 -0.002145
-0.014118 -0.008766 -0.014418 0.003513 -0.010536 -0.011415 -0.014406 -0.005743 -0.022762 -0.028649 0.006019
-0.006656 0.000295 -0.013128 -0.012907 -0.008406 -0.002062 0.009928 0.018773 -0.003727 0.037921 0.008547
-0.017259 -0.003536 -0.031167 -0.011525 -0.003391 -0.010744 -0.016931 -0.050319 -0.058604 -0.035183 -0.032203
0.025 0.012125 -0.002354 0.037668 -0.002836 0.002506 0.041111 0.022388 0.067881 0.00561 0.068301
0.003628 -0.008035 -0.005112 -0.009723 -0.006256 -0.010833 -0.009338 -0.00292 -0.011163 -0.033822 -0.007377
-0.010243 -0.006922 -0.013439 -0.005019 0.004769 -0.00337 0.000539 -0.032211 -0.03857 -0.006857 -0.02436
-0.008523 -0.0175 -0.014423 -0.008114 -0.014619 -0.01268 -0.004038 -0.016641 0.010437 0.00218 0.007194
0.021899 0.006038 0.007724 0.028079 0.009634 0.00899 0.030811 0.020769 0.018076 0.010877 -0.023529
-0.004606 0.0018 -0.019766 -0.003226 0.004771 0.004667 -0.012061 0.012811 0.001902 -0.017575 0.041738
-0.011268 -0.001797 0.00535 0.001079 -0.003989 -0.004223 -0.031316 -0.006696 -0.011076 -0.005476 -0.009913
-0.011396 0.003901 -0.001228 -0.002155 0.003433 0.00212 -0.013151 -0.018727 0 0.015051 0.005423
-0.015644 -0.015095 -0.016803 -0.026782 -0.008932 -0.019467 -0.023598 -0.00687 -0.0512 -0.009403 -0.032365
0.015266 0.011381 0.019591 0.009099 0.000575 0.015969 0.002275 -0.003075 0.015514 0.023001 0.017153
-0.003296 -0.002551 0.02085 0.005498 0.004791 0.003717 -0.001702 0.010023 -0.012953 0.001428 -0.006324
0.019426 0.020156 0.017621 0.044401 0.02613 0.030251 0.032964 0.041221 0.067295 0.033856 0.052185
0.001419 0.007667 0.01889 -0.006702 -0.011896 -0.002481 -0.006602 0.019795 0.000946 -0.026198 -0.012097
0.018826 0.022827 -0.010429 0.020451 0.021821 0.003731 0.033232 0.020848 0.046929 0.012035 0.06
-0.037552 -0.020744 -0.025371 -0.011364 -0.013623 -0.012805 -0.008845 0.028169 -0.031288 0.01609 -0.00308
-0.017547 -0.005844 -0.000801 -0.030303 -0.007092 -0.000418 -0.007842 -0.010959 0.099689 0.008606 -0.019312
0.008825 0.015724 0.019238 0.020259 -0.00188 0.016325 0.009267 0.035319 0.031065 0.042662 0.051201
-0.027494 -0.007379 -0.004719 0.00169 -0.003201 -0.004942 0.011612 0.01806 0.068201 0.000982 0.029599
0.010281 -0.006267 0.003951 0.005905 -0.001511 0.015729 -0.011212 0.003942 -0.002821 -0.001962 0.002183
0.012084 0.004693 0.007084 -0.006499 -0.005109 0.00652 0.024028 0.019634 -0.004886 0.0154 0.030501
-0.000419 -0.005109 -0.018757 -0.004431 -0.005325 -0.007692 -0.012655 -0.025674 -0.04522 -0.017425 0.000352
0.011106 0.002494 0.016726 0.009114 0.032505 0.013872 -0.009079 -0.018445 -0.047903 -0.00821 -0.016555
-0.002902 -0.003074 -0.006659 -0.004443 -0.004444 -0.020926 -0.008354 -0.051678 -0.054861 -0.004305 -0.0351
-0.014758 -0.0185 -0.022969 -0.020829 -0.012835 0.000411 -0.017935 0.00368 -0.038196 -0.026272 -0.033779
0.001266 -0.017203 -0.008495 -0.035164 -0.020539 0.012325 -0.006641 -0.015654 0.025641 -0.007855 0.001152
0.001896 -0.011111 -0.01224 0.023172 0.007503 -0.008929 0.03454 0.045129 -0.016463 0.019277 0.046431
-0.024816 -0.02201 -0.016935 -0.034301 -0.014512 -0.026208 -0.036349 -0.050034 -0.022939 -0.023978 -0.042904
-0.02286 -0.026597 -0.02521 -0.015255 -0.014726 0.004626 -0.019559 -0.010822 -0.034898 -0.004498 -0.009962
0.013242 0.017785 0.015086 0.01341 0.013176 -0.000419 0.010544 0.037199 0.040763 0.015294 0.023607
0.045742 0.037331 -0.036518 0.005019 -0.013587 -0.00335 0.002538 -0.009845 0.005685 0.003766 0.040076
-0.011664 -0.016845 -0.030851 -0.022701 -0.020071 -0.016807 -0.032349 -0.014915 -0.023869 -0.011596 -0.049437
0.015595 0.003115 0.028649 0.021603 0.025998 0.024359 0.005263 -0.036049 -0.000965 -0.003796 0.018356
0.028844 0.01941 0.03183 0.006139 -0.003143 -0.004172 0.007853 0.008227 0.024799 0.011431 -0.02178
0.00948 -0.002742 0.051842 -0.011525 0.028374 -0.004189 -0.029149 -0.020771 -0.024513 -0.021918 -0.040691
-0.012787 -0.00611 0.01833 -0.001829 -0.013221 -0.003786 0.000297 0 -0.015142 0.004902 0.016807
-0.011334 -0.006455 0.004 -0.015804 -0.001553 -0.010135 -0.014859 0.003182 -0.023662 0.008711 0.038961
-0.003889 -0.014385 -0.007968 -0.007913 -0.004278 -0.007679 -0.00724 -0.029603 0.006036 -0.014853 -0.04053
0.003083 0.019146 -0.002811 -0.001173 0.005859 0.00172 -0.000608 0.023346 -0.005333 0.00561 0.004343
-0.006146 -0.006314 0.015304 0 -0.017282 -0.033047 -0.02554 0.024335 -0.004357 -0.002092 -0.005896
-0.012987 -0.011622 -0.00952 -0.012682 -0.008694 -0.029294 -0.019657 -0.020045 0.001346 0.004892 -0.032424
0.001044 -0.001268 -0.010413 0.001903 0.004186 -0.010059 0.013367 0.008333 -0.021513 -0.015994 0.014712
0.016482 0.011587 0.011331 0.026828 0.006947 0.0097 0.021985 0.027799 0.037788 0.021908 0.049537
0.019499 0.004237 0.020008 0.030058 0.003745 -0.011436 0.021512 0.046053 0.062562 0.031812 0.035687
0.004465 0.006406 -0.001569 0.031425 -0.008248 -0.012957 0.00361 0.007687 -0.038941 -0.015751 -0.028159
-0.018388 -0.014128 0 0.007617 -0.008515 -0.016409 -0.014988 -0.011096 -0.022042 -0.00681 -0.00915
0.027995 0.008661 0.020825 0.005184 0.018574 0.003813 0.010347 0.028752 0.021545 0.028454 0.030396
-0.005406 0.005621 -0.032717 -0.015685 -0.012353 -0.018518 -0.023193 -0.017042 -0.033744 -0.016667 -0.048917
0.005839 -0.003416 -0.008754 0.000218 0.011912 0.005322 0.014184 -0.023578 0.010745 0.018305 0.064782
0.006405 -0.001714 -0.007226 -0.001528 -0.003139 -0.013956 -0.019155 -0.040483 -0.008306 -0.001332 -0.022861
0.008353 0.001248 0.004852 0.021202 -0.000394 0.015129 0.018599 0.017765 0.018425 0.013333 0.070566
0 0.000156 0.002012 0.005993 -0.009451 -0.002885 0.014607 0.016727 0.01875 0.003947 0.029961
0.02071 0.005766 -0.012048 0.001702 -0.005168 -0.002411 -0.008698 -0.018598 -0.087827 0.000328 -0.026694
-0.004831 0.001704 0.017886 -0.039507 -0.006394 -0.015466 -0.020575 -0.00656 -0.03115 -0.040288 -0.014065
-0.00233 0.020108 0.004393 0.009067 0.008446 0 0.024714 0.00807 0.012422 -0.018771 0.019971
-0.011094 -0.008643 0.00994 -0.022573 -0.00997 -0.002946 -0.011456 -0.018923 -0.02851 0 -0.038462
0.015548 -0.001835 -0.002362 0.026906 0 0.004431 0.011284 -0.017804 0.020802 0.013913 0.023273
-0.012984 -0.02084 -0.031176 -0.022052 -0.011078 -0.020098 -0.028951 -0.017372 -0.016012 -0.026792 -0.02914
-0.00432 -0.002504 0.003259 -0.006475 0.015275 0.014007 -0.020186 0.000769 -0.061391 -0.010187 -0.015739
-0.019917 -0.010825 -0.00609 -0.006292 0.025075 0.007893 0.003487 -0.025346 0.035067 0.01745 -0.005578
0.011268 0.009675 0.027778 0.061284 0.017808 0.011258 0.054643 0.057526 0.077274 0.049702 0.05647
0.006367 0.008326 0.010731 0.001918 0.003653 -0.000484 0.010782 -0.00149 -0.001767 -0.013338 0.009204
0.008304 0.008101 0.046402 0.068269 0.029693 0.049879 0.013333 0.054478 0.060531 0.044272 0.030516
-0.001569 0.014217 -0.01879 -0.008561 -0.005581 0 0.015497 0.004954 0.01235 0.002913 -0.005446
0.009034 0.003047 -0.028342 -0.000201 0.018148 0.009225 0.021019 0.001408 0.035279 0.002904 0.023614
0.013624 -0.000456 0.025621 0.01667 0.003124 -0.00457 0.010434 -0.012658 -0.007006 -0.009974 -0.001672
-0.008257 0.003039 0.024981 0.038127 0.021249 0.026171 0.038236 -0.009972 0.045542 0.01495 0.03148
-0.011036 -0.015454 -0.047994 -0.034634 -0.029417 -0.047427 -0.040323 -0.028058 -0.041104 -0.036183 -0.070779
0.018402 0.016005 0.003545 0.005322 -0.005729 0.01644 0.005602 0.015544 0.007038 0.029236 0.024109
-0.002884 -0.003332 -0.00314 -0.015686 -0.000186 0.002773 -0.000279 -0.004373 0.018424 0.007747 -0.007506
0.015038 -0.009119 -0.003937 0.010359 0.005391 0.006452 0.000279 -0.011713 -0.020275 -0.026265 0.0165
0.017854 0.000767 -0.01581 -0.009464 0.004993 -0.025183 -0.013371 -0.020741 -0.007322 0.000987 -0.010145
0.000187 -0.009195 -0.042169 -0.020701 0.001656 -0.013621 -0.027386 -0.018154 -0.037524 -0.013145 -0.023232
0.007836 0.012993 -0.012159 0.009146 0.010287 0.022857 0.033382 0 0.045318 0.012654 0.023085
-0.012403 -0.00626 0.0191 0.04149 0.009091 0.026071 0.04045 0.050848 0.051323 0.03979 0.012991
-0.019494 -0.010449 -0.001666 0.00174 -0.017297 -0.021779 -0.014039 0 0.00758 -0.004428 -0.013162
0.005544 0.008385 0.004589 -0.006371 -0.000367 0.007885 0.019441 0.005132 0.012338 0.002859 0.021888
-0.01654 -0.008315 0.004983 0.004469 0.00697 -0.008744 -0.000269 -0.010212 0.001486 0.019005 -0.010709
-0.009279 -0.003106 -0.00124 0.007737 0.004736 0.008356 0.010478 -0.010317 -0.011279 0.020827 0.003045
-0.006829 0 -0.010757 -0.007486 0.006164 -0.013927 -0.015156 -0.029039 -0.023116 -0.012789 -0.019224
0.001965 -0.001869 0.000418 0.021659 0.003243 0.003763 -0.00243 0 0.055931 0.042258 0.022696
0.001373 -0.008115 -0.009615 0.002839 -0.002874 -0.003749 0.010825 0.013037 -0.007276 -0.01894 -0.036651
0.004504 0.005664 0.033347 0.012458 0.019813 0.022107 0.028916 0.019682 0.030783 0.018099 0.03281
-0.001754 0.001721 -0.008578 -0.017524 0.010067 0.013346 0.021337 -0.009651 0.066269 0.027556 0.01656
-0.008592 -0.008277 -0.023486 -0.017837 -0.014688 -0.017711 -0.025223 0.016492 -0.021339 -0.017878 -0.010638
0.009454 0.008661 -0.019093 0.011087 -0.010648 0.016181 0.020387 0.028761 0.019896 0.015854 0.023857
-0.003512 0.009836 -0.004743 -0.002693 0.010224 -0.013194 -0.008709 -0.000717 -0.003474 -0.015607 0.000985
0.013315 0.007421 0.018198 0.021605 0.017401 0.023052 0.032041 0.02726 0.023867 -0.007046 0.040984
-0.003092 -0.004297 -0.006383 -0.001888 0.006283 -0.001803 0.008763 0.000698 0.023311 0.000591 0.011654
-0.014732 -0.01233 0.003854 -0.002081 -0.003831 -0.01219 -0.028295 0.001396 -0.017405 -0.00857 -0.004359
-0.008263 -0.010612 0.022184 -0.015545 -0.009091 -0.000914 -0.01788 -0.000697 -0.018234 -0.014903 -0.007817
0.012299 0.006309 0.008347 0.016368 0.012879 0.017383 0.021066 0.04463 0.031308 0.042965 -0.001261
-0.011456 -0.009404 0.022351 -0.007389 0.001568 -0.000899 -0.004075 0.010681 0.031644 0.010734 -0.007573
0.004995 -0.006171 -0.019838 0.004008 -0.005739 -0.008551 0.003836 -0.009247 0.04414 -0.006602 0.014308
0.000596 0.003025 0.008674 -0.014259 -0.004898 -0.004085 -0.001274 0.008 -0.010509 -0.00809 -0.001567
0.023247 0.037302 0.035627 0.009643 0.00457 0.003191 0.017949 0.009921 0.033068 0.014273 -0.0427
0.000971 0.028003 0.007117 0.006304 0.007874 -0.006815 -0.004282 0.007793 0.03785 -0.016083 -0.031814
0.00097 0 0.033765 0.023159 -0.000868 0.006404 0.010625 0.033206 0.049677 0.017805 0.01626
0.005814 -0.007889 -0.010254 -0.010575 0.003475 -0.005455 0.001752 -0.026415 -0.000858 -0.015199 0.014
-0.010212 0.010353 0.017268 -0.025502 -0.013333 -0.015539 -0.02024 -0.016796 -0.03823 0.017764 -0.006575
-0.011096 0.003119 0.003395 0.022705 0.006844 0.004642 -0.004081 0.047963 0.002903 0.010014 0.029451
0.011417 0.010363 0.012782 0.020696 0.016908 0.017098 0.008707 0.045141 0.038744 0.025496 -0.008036
0.01304 0.005861 0.005197 -0.019908 -0.016284 -0.003635 -0.003046 -0.011998 0.007503 0 -0.017822
-0.004803 -0.01209 -0.016617 -0.007147 0.006621 -0.001368 -0.009422 -0.003036 -0.035319 -0.008011 -0.014187
0.003861 0.000147 -0.009388 0.011555 0.009867 -0.000913 0.014139 0.020097 -0.011028 -0.014481 0.032463
0.001731 0.002532 -0.010235 -0.008052 0.003942 -0.019653 -0.007605 -0.007164 0 0.003673 0.013335
-0.006335 -0.01471 -0.036768 -0.027752 -0.001195 0.06993 -0.023499 -0.041491 -0.046164 -0.037162 -0.032033
0.003284 0.005429 -0.004771 -0.004854 0.011111 0.010893 0.007586 0.003137 0.001403 -0.001754 0.00033
0.023493 0.015449 0.012385 -0.016 -0.011834 0.034483 0.008827 -0.018136 0.033621 0.01406 0.017509
-0.004704 -0.003693 0.037885 0.015665 0.007528 0.02125 -0.003603 0.014013 0.010165 0.015309 0.004545
0.004915 0.014529 -0.006844 -0.004295 -0.001528 0.00816 0.009556 -0.014447 0.005143 -0.010811 -0.029412
0.023326 0.032442 -0.00536 0.029608 0.001531 -0.003238 0.027884 0.029318 0.044049 0.033074 0.003996
-0.010478 -0.000566 0 0 0.000679 -0.004872 0.023892 0.00805 0.046026 0.039811 -0.011277
-0.015605 -0.006231 -0.004619 -0.038278 0.003564 -0.002856 -0.008994 0.020885 -0.034834 -0.019277 0.019792
0.018494 0.010973 0.009281 0.032673 0.008116 0.020867 0.006132 -0.012635 0.016674 0.016926 -0.012829
0.019826 0.01607 0.016858 0.000575 -0.00218 -0.01002 0.008532 0.023766 0.069338 0.002148 0.01866
0.005632 0.011931 0.021477 0.014757 0.000672 0.019028 0.021271 0.0125 -0.03048 0.000804 -0.003925
0.001807 0.011516 0.015861 0.018319 -0.003864 0.01907 0.018225 0.021164 0.040849 0.001874 0.032841
-0.004689 0.006641 -0.009804 0.008346 -0.00371 -0.001949 0.011158 -5.8e-05 0.022701 -0.013358 0.019078
-0.008878 -0.000135 -0.003667 0.004414 -0.008125 -0.005859 0.004368 -0.000518 -0.009594 -0.044138 -0.030889
-0.012249 -0.008753 0.012146 -0.007142 0.002901 0 -0.018997 -0.007489 -0.049383 -0.008782 0.001932
0.009624 0.008423 0.009455 0.007377 -0.002382 -0.008252 0.007933 0.009867 0.012587 0.000286 0.014332
0.013566 0.018591 0.026657 0.037349 0.004605 0.015848 0.020602 0.011494 0.049329 0.008 0.040613
0.002713 0.000132 -0.01579 -0.009354 0.014601 0.013261 -0.000454 0.010227 0.010342 0.007653 0.031722
-0.020382 -0.007538 -0.00713 -0.001425 0.003681 -0.006928 0.000681 -0.02081 -0.014889 -0.019128 -0.007672
0.008286 -0.001466 0.01544 0.032828 0.015005 0.022868 0.02585 0.032625 0.01058 0.022942 0.027059
0.001278 -0.008407 -0.000354 -0.002246 -0.003778 -0.010989 0.007073 0.000111 -0.020378 0.003645 -0.027504
-0.001824 -0.001615 -0.00283 -0.012812 0.002143 -0.014943 -0.014267 0.041713 -0.010496 0.012291 -0.023221
0.000365 -0.0062 -0.049663 -0.00912 -0.014807 -0.01128 -0.024939 -0.009076 -0.020829 -0.018212 -0.045413
0.000913 0.000949 0.026876 0.013274 0.000501 0.007081 0.005937 -0.033944 -0.022257 0.014334 0.004789
0.001095 -0.002439 -0.039622 -0.010306 -0.004674 -0.030469 -0.021566 -0.038483 -0.021555 -0.007481 -0.016841
-0.000911 0.002581 0.057154 -0.003706 0.009056 0.008058 0.007425 -0.02848 0.019148 0.012004 -0.014803
-0.00967 -0.005555 -0.013605 -0.005314 -0.0236 -0.015188 -0.008521 0.007224 -0.017172 -0.005793 -0.00187
0.005895 -0.002997 0.026497 0.010864 -0.007319 -0.004464 0.015563 0.015412 0.026721 0.007214 0.019885
0.002015 -0.010932 -0.016973 -0.016385 -0.010974 -0.008561 -0.01624 -0.01401 -0.021421 -0.007989 -0.017403
0.001645 -0.002487 0.008273 -0.003045 0.004681 0.007401 -0.004883 -0.005921 0.006137 0.016384 -0.010167
0.004197 0.003463 0.006422 -0.016529 0.005177 0.003265 0.023598 0.026802 -0.00427 -0.002459 0.00994
0.000363 0.002761 -0.002127 0.018268 0.00103 0.012917 0.013467 0.035963 0.005922 0.006574 0.002953
-0.008174 -0.009911 -0.002842 -0.00305 -0.007717 -0.016977 -0.011712 -0.019037 -0.000203 -0.017687 0.01472
-0.012271 0.019046 0.013181 0.015116 0.00242 0.016859 0.024157 0.039954 0.038173 0.024931 0.062218
-0.010013 0.002319 0.009142 0.005318 0 0.01294 0.009568 0.027991 0.017993 -0.002973 -0.000304
-0.003746 -0.009119 -0.007317 -0.004937 -0.006552 -0.012375 0.013665 0.003737 -0.005379 -0.004337 -0.016029
-0.005452 -0.010028 -0.011934 -0.003721 -0.005554 -0.006871 -0.017178 -0.026064 -0.020282 -0.013068 -0.02135
0.010397 0.012904 0.015986 0.020633 -0.000873 0.004477 0.021018 0.0142 0.020308 0.019034 0.007881
0.003555 -0.011096 -0.002448 0.008714 -0.004716 -0.005267 0.021018 0.002154 0.063382 0.005685 0.022521
-0.011931 -0.011497 -0.000701 0.003283 -0.000526 0.005703 -0.006154 -0.005373 -0.041795 -0.000269 -0.009881
-0.001887 0.001401 -0.00912 0.009816 -0.00755 0.012556 -0.027974 -0.015127 0.049118 -0.007 -0.020298
-0.002836 0.00056 -0.022389 0.089529 -0.009908 0.006 -0.015378 -0.025782 -0.128344 -0.011388 -0.029644
0.018009 0.017343 -0.004717 0.032578 0.006076 -0.003976 0.020527 0.007263 0.015346 0.004114 0.012025
-0.003724 -0.008798 0.013489 -0.00442 0 -0.033134 -0.017272 0.002292 0.005719 -0.007375 -0.026333
0.008224 0.006241 0 -0.017146 0.005329 0.00578 0.011123 0.041272 -0.016856 0.004926 0.004617
-0.011309 -0.007305 -0.005036 0.010125 -0.001413 -0.000821 0.00418 0.011248 -0.010948 0.006873 -0.004268
-0.012376 -0.003055 0.003254 -0.015883 -0.006041 -0.009039 -0.016871 -0.01589 0.002506 -0.015774 -0.029014
0.005126 0.012953 0.008288 0.02319 -0.000715 0.016169 0.019166 0.026911 0.037708 0.009395 0.032598
0.000189 -0.002062 0.017513 -0.003063 -0.006261 -0.019992 0.001531 0 -0.010239 0.009855 -0.006906
-0.011331 -0.010747 -0.02529 0.00384 -0.005401 -0.008326 -0.00786 0.004193 -0.019675 -0.000542 0.024503
0.000962 0 0.043243 0.016832 -0.002353 0.008396 -0.004621 0.006263 -0.014691 -0.00434 -0.003879
0.006538 0.004318 0.035924 0.01535 -0.009434 0.005412 -0.001769 0.010892 0.00609 0.007627 -0.011032
-0.005923 -0.0147 -0.001334 -0.003705 -0.005494 -0.011594 -0.030134 -0.017445 -0.013776 -0.008651 -0.002625
0.004613 -0.005348 0.006344 -0.001785 0.000553 0.003351 0.009666 0.005744 -0.00127 0.007908 -0.00625
-0.001722 0.00184 -0.026875 -0.00611 -0.000552 -0.014614 -0.018236 -0.020768 -0.027548 -0.186688 -0.033764
0.010924 0.00113 0 -0.008697 0.010129 -0.001695 0.010448 -0.064157 0.014527 -0.038922 -0.006167
0.017251 0.01947 0.016365 0.015883 -0.00237 0.001273 0.013327 -0.006799 0.005803 0.004846 0.008962
0.006336 0.007473 0.008051 0.015634 0.005482 0.005087 0.006803 0.002852 0.021581 0.006545 0.000342
-0.001111 0.005494 0.014309 0.006891 0.003999 0.006327 0.003378 0.007395 0.005856 0.007871 0.012637
0.009826 0.0097 0.005249 0.023588 0.014663 0.01886 0.014366 0.006776 0.049906 0.020373 0.015852
0.000184 -0.009065 0.015339 0.001422 -0.007672 0.001645 -0.004868 -0.01346 -0.01327 0.008319 -0.012616
0.007342 0.013654 -0.001286 0.003551 0.002337 0.006982 0.003558 0.011939 0.001204 0.018152 0.000673
-0.004009 -0.009294 -0.00869 0.004388 -0.013632 0 -0.005096 -0.000562 -0.002406 0.003242 -0.009442
0.004208 -0.003296 0 0.029312 -0.007456 0.001223 -0.005568 0.026981 0.008842 -0.010339 -0.002341
0.000547 -0.006613 -0.000325 -0.001917 -0.002565 0.001222 -0.005375 0.015326 0.00996 -0.004571 -0.0034
-0.004734 0.006935 -0.004547 -0.008779 0.000735 0.002848 -0.005629 0.001132 0.008876 0.000328 -0.005459
0.00311 0.002479 0.016639 0.015915 -0.002386 -0.004462 -0.005661 0.0161 0.004888 0.007869 0.005146
-0.010031 -0.013328 0.001605 -0.02343 -0.018399 -0.012632 -0.018447 -0.00424 0.005058 0.00488 -0.026621
0.001474 0.00752 0.002563 -0.028316 0.000937 0.000825 -0.004176 0.010112 0.011808 0.018129 0.013324
-0.001288 -0.002073 -0.005114 -0.001579 0.009551 -0.012371 0.009087 0.006322 0.008992 0.005405 0.007958
0.009578 0.001247 0.020238 0.008771 0.026711 -0.004593 -0.008081 -0.004712 -0.007205 0.005376 0.006179
0.013319 0.012173 0.019521 0.006984 -0.000361 0.002097 0.003026 0.009469 0.010122 0.012268 0.001024
0.005401 -0.0041 0.006794 0.016702 -0.000904 0.012976 0.006034 -0.002606 0.009643 0.002175 0.014315
0.017908 0.011527 -0.002761 0.008771 0.014834 0.026033 0.019147 0.023511 0.040449 0.027287 -0.007392
-0.001583 0.00312 -0.02307 -0.007038 0.008021 -0.008457 0.007243 0.03318 -0.025378 0.003924 0.004739
0.000881 -0.003246 -0.008186 -0.011953 -0.004421 0.025589 -0.002022 0.017293 -0.007202 -0.013229 0.033019
-0.012676 -0.009227 -0.009841 -0.013504 -0.001243 0.024158 -0.001576 -0.008256 0.002976 -0.018891 -0.020548
0.011591 0.013695 -0.01571 0.005419 0.004624 0.029002 0.00406 0.021548 0.027448 -0.013354 0.018648
0.00617 -0.008106 -0.018567 -0.015742 -0.009559 -0.018414 -0.005391 -0.003835 0.011733 -0.023607 0.011442
-0.006482 -0.005857 -0.008961 -0.005764 0.001609 0.005743 -0.007453 -0.015399 0.051026 -0.009994 -0.018746
-0.004585 0.006987 0.006363 -0.013478 0.007316 0.011039 0.005916 0.012219 -0.011373 0.029958 0.005599
0.000709 -0.007483 0.004992 -0.000735 -0.005846 0.012425 0.002036 -0.002414 0.007383 -0.007588 -0.002948
-0.003363 -0.002742 0.005298 0.014408 -0.013721 0.00595 -0.00316 -0.013069 0.007159 -0.015291 -0.01544
0.009591 0.003436 0.004611 0.010145 0.004878 0.003697 0.012228 0.044139 0.0154 0.002265 0.040707
-0.017945 -0.01 0.011475 0.007604 -0.007731 -0.000737 0.005369 -0.007046 0.014167 0.017753 0.007695
0.003225 -0.000277 0.010697 0.015236 -0.006161 0.02101 0.038051 0.013245 0.011504 0.006977 0.001273
0.000179 0.001522 0.006414 -0.001543 0.009116 0.005054 0.007288 -0.018674 0.000812 0.026142 -0.00858
-0.006427 -0.002211 -0.024219 -0.010114 -0.009575 -0.008261 -0.012981 -0.011418 -0.016883 -0.009515 -0.020513
0.003594 0.004432 0.025147 0.013907 0.011127 -0.019196 0.017033 0.017806 -0.005945 0.016207 0.034031
-0.00179 -0.00262 -0.015291 -0.014136 0.002526 -0.01034 -0.013568 -0.039243 -0.028738 -0.024182 -0.032595
-0.010762 -0.007881 0.007764 -0.021863 0.002519 -0.001866 -0.012035 -0.012795 -0.017274 -0.00625 -0.006869
-0.010698 -0.003902 0.000963 -0.009434 -0.00736 -0.008972 -0.01327 -0.004985 -0.020884 -0.018868 -0.016469
-0.005865 0.003078 0.002566 0.013773 0.008318 -0.000377 0.015653 0.012024 0.026662 0.005128 0.03349
0.009403 -0.003487 -0.006398 -0.005059 0.002331 0 -0.012155 -0.030198 -0.012465 -0.006696 -0.001296
0.011872 0.023513 0.028976 0.036316 0.019324 0.016604 0.03274 0.031138 0.027525 0.036918 0.031473
0.009928 -0.004512 0.005006 0.019064 0.004564 -0.00297 0.005319 -0.010396 0.01109 -0.011145 0.004404
-0.000357 0.003846 0 0.009354 0.001922 -0.000745 -0.002963 0.038519 0.007425 0.010019 0.015659
0.008403 0.008484 0.000311 0.008586 0.006104 0.002235 0.004245 0.001927 0.011055 0.024179 0
0.005851 0.003799 0.046063 0.00554 0.004507 0.000744 0.010991 0.009615 0.003479 0.00908 -0.006167
-0.008637 -0.008381 0.02053 0.011959 -0.002588 -0.004179 -0.005645 -0.01 0.003962 -0.012298 -0.029476
0.006579 0.002317 0.011953 0.010224 -0.002595 -0.005629 0.006728 0.007696 0.040618 0.001822 0.004795
0.010246 0.003672 -0.009219 -0.004338 0.004337 -0.000377 0.000418 -0.007637 -0.020544 -0.003638 0.020363
0.013814 0.008808 0.014248 0.015182 0.003109 0.00906 0.021503 0.010101 0.016457 0.014603 -0.000624
0.000862 0.007253 -0.006307 -0.00039 0.003099 0.005238 0.001431 0.006667 -0.010317 0.003598 0.011857
-0.007755 -0.013202 -0.006924 0.024067 0.006179 -0.006327 -0.002449 -0.005676 -0.017642 0.005079 0.000617
0.011289 0.003108 -0.001162 -0.051067 -0.010065 -0.002622 0.002455 0.000951 -0.00098 0.004162 0.021263
-0.00395 -0.006736 -0.014034 -0.01009 -0.011718 -0.001127 -0.012653 -0.019011 -0.011276 -0.013913 -0.027459
-0.005345 0.007866 0.003251 0.005708 0.000349 0.00188 -0.004961 0.021318 0.009256 0.004203 -0.000621
-0.004334 -0.000538 -0.003829 -0.016757 0.004183 0.001876 -0.01184 0.001423 0.011792 0.013752 0.011177
-0.011316 -0.010502 -0.004435 -0.016355 0.00677 -0.020599 -0.007778 -0.022738 -0.027193 -0.000885 -0.020878
0.010565 0.004354 0.014256 -0.002934 -0.07912 0.002677 0.012288 -0.022782 0.039601 0.005313 0.005017
0.002265 -0.009348 -0.01347 -0.004344 -0.025193 -0.003433 -0.003767 -0.017857 -0.008323 -0.009982 0.00312
-0.002956 -0.003966 0.041555 0.009148 -0.014658 -0.00421 -0.018908 0.006566 -0.003551 0.005338 0.008087
0.000872 0.007689 0.021089 0.015063 0.00137 0.004612 0.018844 0.04867 0.038549 0.025369 0.037334
0 -0.003952 0.002791 0.009343 0.020719 0.000765 0.00021 -0.003828 -0.011541 0.015823 0
-0.007548 -0.018331 -0.018369 0.005445 -0.01149 -0.012232 0.005884 0.001921 -0.058378 -0.011045 -0.006544
0.010789 0.035396 -0.002552 -0.007853 0.030415 0.003096 -0.002525 0.003356 0.018767 0.015178 0.014072
-0.002975 -0.00498 0.005685 0.010508 -0.000752 0.013503 0.013502 0.037267 0.014474 -0.007616 -0.012991
0.000702 -0.00027 0.003674 0.010263 0.002822 -0.006091 0.005828 -0.005988 0.000324 0.003127 -0.020341
0.009295 -0.003247 -0.006477 0.001738 -0.017448 -0.006894 0.003725 0.010195 -0.006375 -0.011901 -0.000916
0.006255 0.006516 0.02551 -0.005471 -0.001528 0.005785 0.008041 0.050459 -0.005385 0.003441 0.003973
0.003626 0.005394 0.001382 -0.026298 -0.003634 0.007669 -0.023318 -0.024454 -0.015587 -0.01429 0.014307
-0.002925 -0.009926 0.015733 -0.006614 -0.003071 0.009893 0.004188 -0.006714 -0.012 -0.00116 -0.018607
