EMC DELL DD DOW EXC RTE DIS DVN
-0.020677 -0.020977 -0.003202 -0.01248 -0.007358 -0.001507 -0.021635 -0.010995
0.008637 0.03134 0.013768 0.008847 0.015836 0.021124 0.015725 -0.011117
-0.017127 0 -0.003622 -0.004071 -0.005473 -0.00942 0.022738 -0.014802
-0.000968 0.006202 -0.005452 0.000943 0.004169 -0.001865 -0.025071 0.015025
-0.012597 -0.008629 -0.014847 -0.002513 -0.001162 -0.007099 -0.02523 0.020798
0.003925 -0.006217 -0.013911 0.001575 -0.00266 -0.000941 0.011946 -0.005139
-0.01564 -0.017204 -0.015754 -0.014465 -0.006001 -0.012241 -0.023119 0.011808
-0.017875 -0.002833 -0.00215 0.009891 -0.002012 -0.003241 -0.011581 -0.010759
0.004044 -0.006415 0.001915 -0.005687 -0.000168 0.008416 -0.02649 0.002765
0.031218 0.017668 0.015293 0.017954 0.01395 0.007398 0.015175 -0.007537
0.005859 0.000316 -0.015533 -0.025552 -0.011106 -0.003578 -0.003093 -0.004445
0.016505 0.004733 -0.004542 0.002266 0.002514 -0.002645 0.0212 -0.006512
0.008596 0.002513 0.001921 -0.001615 0.001505 0.010231 0.007089 -0.002247
0.03125 0.017794 0.011505 0.007441 0.007512 0.006564 0.016088 -0.014827
0.002755 -0.013482 -0.014692 -0.01702 -0.010273 -0.003354 -0.006927 0.002286
0.075092 0.032137 0.013949 0.020908 -0.003181 -0.005235 0.025411 -0.022809
-0.042589 0.021463 -0.004744 -0.0016 -0.01394 -0.015035 0.000972 -0.004085
-0.016014 -0.018349 0.00572 -0.000641 -0.016352 -0.002099 0.015534 0.00293
-0.011754 -0.009346 -0.0109 -0.020526 -0.021645 -0.025813 -0.017208 -0.013632
-0.004575 0.021303 0.004791 0.010805 0.007965 -0.009225 0.013619 0.017769
0.025735 0.004172 0.005723 0.012958 -0.007375 -0.003764 0.022553 -0.020175
-0.008065 0.005638 -0.002371 -0.011193 -0.01822 -0.017896 0.001877 -0.009899
-0.081301 0.003246 -0.002852 -0.012937 -0.013694 -0.014983 -0.014052 -0.018796
-0.036382 -0.022941 -0.00858 0.002621 -0.003471 -0.0037 -0.010926 0.013043
0.020408 0.001806 0.023317 0.021242 0.019065 0.022282 0.009126 0.017904
0.005 -0.018329 -0.01339 -0.00768 -0.008815 -0.009687 -0.028558 -0.016601
-0.00597 0.015917 0.020238 0.029023 0.019419 0.020787 0.020088 -0.015273
0.01001 0.00934 -0.003967 0.001254 -0.003026 0.003793 -0.010086 -0.005102
-0.021804 -0.029552 0.018041 0.056338 0.000179 0.008751 0.011645 -0.025641
0.013171 0.026453 0.028539 0.017778 0.006427 0.003549 0.021103 0.010526
-0.009 -0.016781 -0.006713 0.021834 -0.009225 -0.00609 0.029122 0
0.024218 -0.00061 -0.009462 -0.001424 0.008057 0.003953 0.00639 -0.015625
-0.009852 0.010369 -0.002274 -0.003709 0.013677 0.004528 -0.016326 -0.002116
0.058706 0.016601 0.001596 0.010882 0.007009 0.009604 0.010604 0.004666
0.005639 -0.013361 -0.009103 -0.009915 0 -0.004077 0.027372 0.008022
0.01028 0.000602 0.000689 -0.002003 0.012354 -0.003704 -0.018206 -0.017592
-0.025902 -0.033083 -0.017673 -0.018062 -0.004469 -0.005478 -0.025328 -0.001279
0.030389 -0.026439 -0.000467 -0.007299 0.01174 0.013575 -0.006496 0.059125
0.023041 -0.001917 -0.001169 0 0.012287 0.003494 0.01121 0.028618
0.013513 -0.009603 0.005383 0.004412 -0.000506 0.004255 0.008776 0.00627
0 0.002909 0.006285 -0.005857 -0.003205 0.000194 0.009615 0.023949
0.008889 0.023848 0.010641 -0.000295 0.011506 0.008159 0.018141 0.004944
-0.008811 -0.014479 -0.000916 -0.007955 0.005018 0 0.002227 0.00473
-0.012444 0.002555 0.010855 0.00594 -0.00386 0.000963 0.002667 -0.016761
0.010801 0.030264 -0.003199 -0.002067 -0.00337 -0.002887 -0.004876 -0.007853
0.020481 0.026902 0.02567 0.009172 0.005748 -0.00444 -0.002227 0.01834
0.013962 -0.011743 0.006034 0.009381 -0.012607 0.002909 -0.007589 -0.0091
0.048193 -0.016453 0.000889 0.001743 0.003575 0.005414 -0.011246 0.00287
0.01642 -0.00031 -0.004217 0.011018 -0.004919 0.001923 -0.017288 0.003243
-0.021002 -0.004338 -0.00936 -0.016346 -0.0179 -0.004798 -0.008796 0
0.013201 -0.002179 -0.002925 -0.006122 0.014407 0.00135 -0.007473 -0.020536
-0.004072 -0.004055 0.000451 -0.00528 0.002909 0.005393 -0.018824 -0.004077
0.031071 -0.00783 -0.002481 0.007962 -0.001365 0.000958 -0.006235 0.000195
-0.005551 0.017992 0.006783 0.008485 -0.000854 0.002871 -0.02027 0.008575
0.016746 0.011473 0.004716 0.001741 0.007182 0.000954 0.009852 0
0.027451 0.029736 0.010729 0.008399 0.018676 0.032412 0.021951 -0.001353
0.012214 0.017267 -0.008846 0.000862 0.005 0.009049 0.017661 -0.003483
0.000754 0.005268 -0.008255 -0.018651 -0.001161 -0.006772 0.006567 -0.001359
-0.018086 -0.007569 -0.0018 -0.011403 -0.005147 0.001474 -0.012581 0.006222
0.044513 -0.012027 0.016002 0.002662 0.003338 0.002576 0.008023 0.024155
-0.000735 -0.010689 -0.012866 -0.00767 -0.003659 -0.00624 -0.008427 -0.006604
-0.0375 -0.010504 -0.015506 -0.024376 0.004007 -0.00554 -0.027384 -0.030959
0.019099 0.020018 -0.010272 0.008531 0.000166 -0.013185 0.003883 -0.014504
0.008246 0.005055 0.026522 0.020544 0.009643 0.000565 -0.021277 -0.010541
-0.011896 -0.006805 -0.009885 -0.006809 -0.004281 -0.001317 -0.006917 -0.018511
0.027088 0.030682 -0.002269 0.007452 0.013726 0.020904 0.016915 0
0.008791 -0.000578 -0.034114 -0.011538 0.004731 0.000369 -0.008317 -0.017015
0.011619 0.010411 -0.008477 0.006884 0.02127 0.00756 0.00888 0.006465
-0.002154 -0.00229 0.003562 -0.002675 0.00318 0.000732 0.001467 0.012225
-0.033813 -0.022375 -0.023426 -0.01997 -0.013471 -0.00823 -0.022949 -0.002252
-0.002234 0.017312 0.006542 0.003954 -0.000964 0.002213 0.009495 -0.000205
-0.059701 -0.022209 -0.030332 -0.009391 -0.009005 -0.004968 -0.019307 0.008414
-0.013492 0.00059 -0.016385 -0.001835 0.000974 -0.01054 0.02524 -0.014652
0.007241 0.006456 0.009086 0.008732 0.0154 0.008223 -0.011324 -0.016522
0.01278 0.002666 0.012506 0.014422 0.016922 0.009824 0.00996 -0.00441
-0.003943 -0.023663 -0.011611 -0.015729 -0.00314 -0.006057 -0.005424 0.016452
0.029295 0.017953 0.002249 0.023356 0.017323 0.00868 0.032722 0.001245
0 -0.004409 -0.003491 0.006306 0.000774 0.006591 0.005281 -0.002073
0.031538 0.030706 0.020521 0.028051 -0.008198 -0.003274 0.016237 -0.006231
0.017897 0.001719 -0.002697 -0.002903 -0.001248 0.002737 -0.004229 0.001463
0.022711 0.006291 0.009098 -0.011645 0.003279 -0.00273 0.017461 0.016277
0.007163 -0.012788 -0.001462 0.005302 -0.002957 -0.010219 -0.004638 0.001027
-0.004267 0.015256 -0.002196 0.002344 0.006869 -0.00295 0.019571 -0.009641
0.035 0.005671 -0.011494 -0.001754 -0.000775 -0.006657 -0.010055 -0.000207
-0.002761 0.009867 0.001979 0.011127 0.003414 -0.004095 -0.007387 0.004558
-0.076817 0.006142 -0.002716 0.002896 0.004484 0.01028 0.02093 -0.01423
-0.037481 0.005827 -0.007923 0.010107 -0.009236 -0.007586 -0.009112 -0.028243
0.040498 0.007172 0.012977 0.005146 -0.000932 0.001119 0.006897 0.004306
-0.015719 -0.002739 0.000985 0.001138 -0.009798 0.00838 -0.014612 -0.004716
-0.01749 0.002197 0.009845 0.009943 0.00267 0.004432 -0.00139 0.012277
0.044892 0.013428 -0.00195 0.009001 0.000157 0.005332 0.011137 0.010851
-0.002963 -0.015414 -0.042735 -0.028436 -0.00094 -0.003292 -0.007802 0.003368
-0.020802 -0.001099 0.01148 0.039311 0.001568 0.001284 0.010638 -0.006713
-0.002276 -0.010173 -0.014628 0.010215 -0.005322 0.006047 -0.002288 -0.007181
-0.006084 0.002222 0.007935 0.009839 0.002518 0.000546 0.015596 -0.00234
0.028309 -0.002772 0.01549 -0.003248 0.000628 -0.007828 0.018067 0.001919
0.010417 0.009172 -0.003501 0.010046 0 -0.007523 0.010204 0.019366
0.011782 -0.002203 0.01606 0.018548 0.000784 0.004252 0.004831 -0.011691
0.007278 -0.006348 -0.002223 -0.005278 -0.005486 -0.007732 -0.01049 0.024504
0.001445 0.014444 -0.004703 0.005041 0.025217 0.018182 0.012368 -0.01134
0.005051 -0.009036 -0.006963 -0.007128 -0.017371 0.000729 -0.007417 -0.008342
-0.002871 -0.002211 -0.003256 0.002659 -0.001877 -0.00437 0.011868 0.014932
-0.00216 0.006369 0.007538 0.007425 -0.007053 -0.006584 0.016507 0.016991
-0.002164 -0.009356 -0.000499 -0.009213 -0.007419 -0.005523 0 -0.007539
-0.019523 -0.029722 0.008483 -0.011955 0.005089 0.0112 -0.010684 0.005338
-0.00885 0.00229 0.010638 -0.008067 0.003639 -0.010522 -0.001296 0.000817
0.044643 0.018852 0.004406 0.008403 -0.006306 -0.005224 0.009516 0.014691
0.004986 -0.000841 -0.004916 -0.004839 -0.008476 0.008065 -0.000857 0.008245
-0.026223 -0.011223 -0.007164 0.008644 0.008065 -0.016186 -0.01072 0.002194
-0.026929 -0.009932 -0.011446 -0.003214 -0.008 -0.010779 -0.001734 -0.012537
-0.026178 -0.01691 -0.007551 -0.013971 -0.008548 -0.023896 -0.022145 -0.020758
0.013057 0.008163 0.003551 0.002997 0.01822 0.029377 0.011989 -0.000206
-0.018954 -0.015038 -0.009098 -0.00489 -0.013421 -0.002283 -0.004827 -0.000618
0.013138 0.013506 0.004591 -0.006279 -0.005506 -0.003814 -0.004409 -0.008033
0.029748 0.017961 0.014471 0.019231 0.007165 0.007848 0.011072 0.002699
0.003704 -0.022197 0.014765 0.005121 -0.000808 -0.002469 0.007008 0.016774
0.004428 0.001746 0.017756 0.015286 0.001618 0.010663 0.003915 0.004684
0.010287 0.004358 0.004604 -0.008188 -0.001292 -0.004145 0.000433 0.000608
-0.003636 0.009257 0.029908 0.0253 0.005823 0.00927 0.003465 0.024514
-0.011679 0.002293 -0.008431 -0.001039 0.000804 0.015933 -0.025464 0.009492
-0.026588 -0.000858 0.019367 0.014821 0.002893 0.000184 -0.032329 -0.011361
-0.003794 0.0083 0.018536 0.006918 0.010896 0.006087 0.016018 0.047157
-0.001523 -0.020721 -0.012511 -0.016539 0.004914 0.003484 -0.023874 0.004352
-0.003051 0.006087 0.01267 0.012678 0.007886 0.000365 0.004615 0.017144
-0.061974 -0.036013 0 0.01814 -0.008607 -0.011142 0.024345 -0.000741
0.008972 -0.014943 -0.000227 -0.008783 0.008682 -0.00628 0.01435 -0.007785
0.034762 0.037925 0.00273 0.00481 -0.004225 0.005576 0.010709 -0.00056
0.008594 -0.011985 0.008169 0.004283 -0.0033 0.012939 0.007506 0.01215
-0.005422 -0.023373 -0.008328 0.000502 -0.008199 0.00219 0.000438 0.007579
-0.021028 -0.010906 0.009532 0.010532 -0.00159 0.004188 0.005256 0.008072
-0.007955 0.008882 0.003147 -0.006203 0.001752 0.009973 -0.000436 0.008007
0.030473 0.017608 0.002465 0.017478 0.010173 0.00395 0.008718 0.029608
0.011673 -0.005668 0.001565 -0.004908 0.010228 0.008584 0.003889 0.008066
-0.016923 -0.009901 0.012054 0.016523 0.004517 0.009397 0.009471 -0.021569
-0.007042 0.018788 0.005734 0.001213 0.005582 -0.005621 0.000426 -0.006222
0.000788 0.002677 -0.003289 0.005331 0.005089 -0.002473 -0.003836 0.017889
0.002362 0.001483 0.00022 0.003615 -0.000767 -0.002125 -0.006846 0.004569
0.010998 0.01481 0.010559 0.016691 0.010748 0.0126 0.011633 0.009447
-0.010101 0.007297 -0.003918 -0.022381 0.005013 0.001402 -0.007666 0.003466
0.014129 -0.015358 0.002841 0.012421 0.003023 -0.000175 0.001288 -0.011054
0.02322 0.009123 -0.008281 -0.010585 -0.005425 0.0021 0.014574 0.000349
0.022693 0.027122 0.010767 0.018964 0.004546 -0.010655 0.019856 0.019553
0.028846 -0.004543 -0.007174 -0.011453 -0.00724 -0.001059 0.002486 -0.003596
0.022286 0.011124 -0.0127 0.002172 0.006077 0.006539 0.016529 0.001031
-0.001407 0.010719 0.00377 0.020954 0.000151 0.005795 0.014634 0.001888
-0.009155 -0.007257 -0.023641 -0.030903 -0.009361 -0.009078 -0.003606 0.016107
0.023454 0 0.002263 0.011198 -0.005182 -0.009514 0.000402 -0.003204
0.015972 -0.007872 -0.011289 -0.006981 -0.000613 0.000534 -0.008039 -0.00203
0.025974 0.019269 0.015757 -0.005091 0.009045 0.013333 0.008914 -0.000678
0.009993 -0.030303 -0.000225 -0.008528 -0.002127 -0.00386 -0.003213 -0.034945
0.028364 0.003727 -0.002024 0.010322 0.004415 0.003875 0.001209 0.0283
-0.006414 -0.001714 -0.004957 -0.012162 -0.002122 0.002982 -0.015292 0.02735
-0.025177 -0.005436 -0.004076 0.016991 0.012912 0.020465 0.004495 0.001498
-0.011921 -0.006904 -0.016598 -0.012349 -0.004199 -0.006342 0.004882 -0.021266
-0.016756 -0.002607 -0.012254 -0.012993 -0.014006 0.006728 -0.026316 0.009846
0.031357 0.018008 0.008427 0.010681 -0.005957 -0.008568 0.014553 -0.002185
-0.022472 -0.019686 -0.011606 -0.002703 0.001076 -0.013135 -0.009836 -0.004212
-0.019608 0.000873 0.025599 0.012814 0.017345 0.012785 -0.020281 -0.008459
-0.003448 -0.019366 0.005954 0.003893 0.005582 0.008992 0.032953 -0.027811
-0.028374 -0.008421 -0.000683 0.016723 0.004951 0.002228 -0.018405 -0.009126
-0.000712 0.002392 -0.002278 -0.006436 -0.00209 0.003762 -0.008333 -0.002834
-0.009979 0.00537 -0.00411 -0.016555 -0.000898 0.022146 -0.022689 0.008348
-0.028078 -0.038872 0.00321 0.006343 -0.010183 -0.0075 -0.003009 -0.00687
0.017778 -0.008645 0.009369 0.016 -0.006051 -0.011587 0.000431 -0.051082
0.037846 0.02616 0.006339 0.003818 0.005175 0.011723 0.006466 -0.004112
-0.019635 -0.000607 0 -0.006656 0.004543 0.008396 0.017987 0.007883
0.000715 0.010629 0.00315 0.009811 0.005427 -0.003356 0.013042 0.007635
0.008578 0.01232 0.008074 0.033886 0 0.000842 0.146179 -0.000185
-0.009213 -0.003562 0.004036 0.004584 -0.004989 -0.012111 0.014493 0.011275
-0.007868 0.029193 -0.007146 -0.01232 -0.003798 -0.0126 -0.038571 -0.016999
0.002163 -0.002894 0.011246 -0.003696 0.005795 0.006035 -0.000743 0.022871
0.026619 -0.008999 0.004226 0.008579 0.013798 0.019369 -0.007063 -0.007635
0 -0.006151 0.008638 -0.007816 -0.008226 -0.012611 0.010857 -0.009526
-0.020322 0.002358 -0.005709 -0.007878 -0.011914 -0.013965 -0.016667 0.015351
-0.030043 -0.019112 0.005521 0.003269 -0.000305 -0.004318 0.007533 -0.000364
0.000737 -0.015887 -0.008126 -0.002793 0.000305 -0.00503 -0.029533 0.004191
0.016949 0.014316 0.002436 0.021242 0.008852 0.004184 0.013097 0.001633
0.031159 0 -0.00486 -0.013943 0.006051 0.013715 0.01635 0.014493
0.006325 -0.019519 0.000888 0.00765 0.009624 0.015414 -0.007482 0.013929
-0.003492 0.025727 0.011976 0.006901 0.000596 0.001855 0.012816 0.018492
-0.008409 -0.002389 -0.017094 -0.014622 -0.001042 -0.013468 -0.004094 -0.009338
-0.012014 -0.008381 0.004905 -0.003014 0.000447 -0.001536 -0.004111 -0.003317
-0.007868 0 -0.011316 0.006977 -0.002979 -0.001196 0.005629 -0.002802
0.015862 -0.02626 0.001795 -0.022864 0.011055 0.002396 -0.01194 0.013347
-0.030518 -0.032858 -0.006496 -0.011109 -0.000148 0.003073 -0.009063 0.003466
-0.024158 0.016346 -0.021871 -0.022228 0.010049 0.003574 -0.000381 -0.012781
-0.027007 -0.002207 -0.032965 -0.024444 -0.007608 -0.000678 -0.029737 -0.019594
0 0.011062 -0.009535 -0.023302 -0.009435 -0.020363 -0.019646 -0.009636
0.016962 0.033135 0.018051 0.010005 -0.000744 0.001213 0.046092 0.013899
-0.037149 -0.002421 -0.030496 -0.026416 -0.004617 -0.00173 -0.029502 0.008546
-0.000787 0.004853 0.008047 0.010436 -0.002693 0.005719 0.005922 0.004766
0.028369 0.005131 0.009676 0.012393 0.017854 0.012407 0.012559 0.023542
-0.005364 0.003904 -0.008864 0.001785 -0.006486 -0.004255 -0.002713 0.000687
-0.016179 -0.015262 0.004351 -0.00331 -0.005935 -0.006667 -0.013214 -0.019211
-0.037588 0.00517 -0.018051 -0.036271 -0.011642 -0.011702 -0.019299 -0.001224
0.01546 0.002418 -0.002451 0.03419 -0.001812 0.00888 0.008032 0
0.015224 -0.004824 0.011057 0.001538 0.009834 -0.007076 -0.013147 -0.027141
0.066298 0.02272 0.019684 0.022262 0.015281 0.003824 0.011304 -0.00468
-0.007402 -0.010663 -0.005243 -0.005257 0.007821 0.009524 0.001996 0.000181
0.030574 0.014371 0.014854 0.03158 0 0.009434 0.003984 0.009944
0.01013 0.001181 0.002833 -0.007624 0.00366 0.008836 -0.000794 0.023989
-0.025072 -0.008844 -0.00612 -0.001735 0.004668 0.00219 -0.007546 0.016608
-0.008082 0.012195 0.014685 0.006207 0.006244 0.002857 0.014406 -0.006707
-0.028889 0.018513 0.020308 0.021219 -0.005195 -0.005028 0.023669 0.019737
0.019832 0.009521 0.006177 -0.007731 0.007688 0.003369 0.021195 0.016808
-0.031414 -0.008574 0.004093 0.008035 -0.002159 -0.000336 0.003396 0.002004
-0.015444 0.003748 -0.012681 -0.016184 -0.007934 -0.011419 -0.021813 -0.000167
0.016471 0.023263 -0.003899 0.001228 0.000873 -0.010022 0.009227 0.017833
0.009259 0.004491 0.014506 0.015204 -0.018306 -0.022306 -0.020952 0.011135
0.009174 -0.012853 -0.008398 -0.014734 -0.022199 -0.016322 -0.027237 0.00081
0 0.005944 0.029984 0.005148 -0.010898 0.001249 0 -0.000809
-0.013636 -0.008441 0.001556 0.002683 -0.000765 0.003207 -0.012 0.004858
-0.036098 0.003405 -0.001997 0.014108 0.013017 -0.001243 0.008097 0.014504
0.006374 0.010464 0.000222 0.00024 0.000453 -0.011204 0.00241 -0.001589
-0.003167 -0.023789 -0.008002 -0.027098 -0.01375 -0.000899 -0.00641 -0.026889
-0.002383 -0.001433 -0.009635 0.007148 -0.002451 9e-04 0.008065 -0.010464
-0.009554 0.016365 0.014253 0.024474 0.016894 0.013489 -0.0048 0.020159
-0.000804 0.015819 -0.004015 -0.010989 -0.001208 -0.000177 -0.009244 -0.002592
-0.035398 -0.006952 0.007615 0.007488 0.009376 -0.001775 -0.010953 0.010718
-0.013344 0.016802 -0.010447 0.004076 -0.000449 -0.009068 -0.008203 0.016549
-0.003381 -0.018177 -0.024933 -0.022923 0.003447 -0.004486 -0.009512 -0.005216
-0.050891 -0.010098 -0.002304 -0.030547 -0.005526 -0.017304 -0.010438 -0.035272
-0.002681 -0.014452 -0.008312 0.000504 0.005407 0.001467 -0.02827 0.007905
0.013441 0.003163 0.003027 0.003024 -0.003735 0.002198 0.004342 0.038562
-0.003537 0.012038 0.011374 0.014318 9e-04 -0.006213 -0.004756 -0.005035
0.011535 0.011328 0.001607 -0.010154 -0.00824 -0.005149 -0.000869 -0.019608
-0.016667 -0.006441 -0.012145 -0.015512 0.003323 -0.006654 -0.01087 0.029839
0.005352 0.007892 -0.025748 -0.037103 -0.026197 -0.027912 -0.013187 -0.02224
-0.01331 0.008669 -0.008809 -0.02085 -0.008349 0.002106 -0.01559 -0.058626
-0.011691 0.016357 0.005765 0.026415 -0.014655 -0.010019 0.039819 0.017015
-0.010009 -0.005728 0.002388 -0.020483 0.003006 -0.005644 0.00087 0.014388
0.023897 -0.017833 0.011773 0.009383 -0.004137 -0.00411 0.013043 -0.012865
-0.061041 -0.030168 -0.009974 -0.000266 0.005113 0.015527 -0.002575 0.016374
-0.01434 -0.011809 -0.011993 -0.020723 -0.001272 -0.01916 -0.01463 0.00411
-0.00291 0.001457 0.018208 0.013293 0.004776 0.014601 -0.00262 -0.022593
0.002918 -0.009022 -0.000238 0.001339 -0.005387 -0.006223 0.007005 -0.006198
-0.015519 0.004112 -0.002146 -0.007487 0.012743 0.004305 0.002174 0.012978
0.002956 0.012577 0.003585 0.016703 0.008808 0.004287 -0.016052 -0.009983
0.015717 -0.003466 0.009288 0.010599 0.016838 0.014164 0.022928 0.036134
0.034816 0.024058 0.008731 0.014421 0.01104 0.015688 0.023707 0.008921
0.046729 0.000283 0.000936 0.007496 -0.004246 0.008665 -0.003789 -0.021383
-0.000893 -0.005942 0.010049 0.023089 0.010661 0.006349 0.002113 -0.027435
0.004468 0.003131 -0.000463 0.000502 0.003617 0.013361 -0.010122 0.002703
-0.012455 -0.000851 -0.000463 -0.007519 0.001201 0.002564 0.015765 0.025101
0.011712 0.013064 0.00139 0.017929 -0.010198 -0.001096 0.024329 -0.000164
-0.021371 -0.013176 -0.016651 -0.046142 -0.009697 -0.005303 -0.018428 -0.011506
0.037307 -0.005682 0.007055 0.020546 0.00918 -0.00386 0.003755 -0.000665
0.012281 0.007429 0.018449 0.014781 0.004245 0.009596 0.014131 0.010982
0.018198 0.002552 0.005503 -0.000753 -0.015097 -0.015536 0.008197 -0.004444
-0.028936 -0.013578 -0.001368 -0.001257 -0.014408 -0.012254 -0.000813 -0.01802
-0.020158 0.006596 -0.000685 0.003271 0.019907 0.003759 0.005696 0.019697
0.009839 -0.001424 -0.005713 -0.010785 -0.00366 -0.005618 0 -0.003962
0.017715 0.017974 0.001379 -0.005325 0.000918 0.012994 -0.000809 0.028391
-0.013925 -0.008128 0.005967 -0.000255 -0.004587 0.010039 0.006883 0.02228
-0.014122 -0.017802 -0.001597 -0.004335 0.002458 0.005706 -0.000402 0.017846
0.014324 0.001439 0.007541 0.024584 0.007049 0.006223 0.006436 -0.014275
-0.02383 -0.005458 0.005897 -0.006748 0.014303 0 -0.002798 0.015426
0.009946 0.012421 -0.007892 -0.001762 -0.005701 0.001819 -0.001202 0.007131
0.027753 0.005136 0.009091 0.027225 0.014786 0.019426 -0.010835 0.035093
0.005227 -0.008799 -0.009685 -0.007853 0.00565 0.007836 0.027992 -0.016654
-0.000867 0.031501 -0.004776 -0.002721 -0.007983 -0.001944 -0.006314 0.007107
-0.026019 -0.019711 -0.000686 0.003844 -0.000298 0.001948 0.002383 -0.03003
0.016919 0.009629 0.009604 0.019681 -0.012224 -0.0129 0.009905 0.01161
-0.001751 0.004769 0.006115 -0.005619 0.004829 0.002685 0 0.009946
-0.022807 -0.007817 -0.012157 -0.023833 -0.014118 -0.011784 -0.008238 0.004546
-0.028725 -0.011536 -0.005925 -0.008306 0.006703 0.011382 -0.000396 0.028356
-0.060998 -0.005693 -0.016277 -0.010914 -0.002724 0.00393 -0.022556 0.00924
0.07874 0.008016 0.004195 0.012317 0.005463 -0.006762 0.001215 0.000291
-0.046533 -0.003124 -0.007426 -0.010393 0.006942 0.002687 -0.015366 -0.000436
-0.009569 0.023932 0.007482 0.002818 -0.010192 -0.008397 0.010267 0.008721
0.047343 -0.012799 0.003481 0.005619 0.009691 -0.004505 -0.010163 -0.005476
-0.01845 -0.002255 -0.006707 -0.005842 0.005699 -0.004887 -0.004928 -0.004347
-0.030075 -0.015819 -0.004424 -0.001533 0.017596 0.014005 -0.001651 0.017753
0.007752 0.000861 -0.003274 -0.000256 0.000293 0.01148 -0.013229 -0.00143
-0.014423 0.015773 -0.002816 0.00947 0.009083 0.009931 -0.017595 0.008018
0.010732 0.007058 0.005176 -0.004817 0.003484 0.006321 0.001706 -0.010511
0.048263 0.009252 0.000702 0.006369 -0.003183 -0.001047 0.017454 -0.000287
-0.010129 -0.013611 -0.014035 -0.001519 -0.024964 -0.01869 -0.010879 -0.022114
0.006512 0.005351 -0.001898 -0.016734 -0.013099 -0.0089 -0.013959 0.00793
-0.013863 -0.015686 0.004992 -0.005157 -0.002413 -0.009878 -0.015015 0.003788
-0.01687 0.005692 -0.008988 -0.004406 0.004233 -0.004172 -0.004791 -0.021771
0.029552 0.000849 0.009785 0.017443 -0.009636 -0.002732 0.004376 0.021662
-0.014815 -0.000565 -0.001418 0.008188 0.032837 0.023196 -0.004793 0.012925
0 -0.002546 0.008994 0.027919 0.02149 0.017494 0.007005 -0.011183
0.031015 0.005956 0.00563 -0.015062 0.005764 0.008772 0.003913 0.007539
-0.019143 0 0.002799 0.004763 0.015473 0.018261 0.000433 0.003022
-0.009294 -0.008458 -0.006978 -0.008234 0.001129 0 -0.014286 0.011621
0.012195 0.003696 0.007262 0.009811 0.008737 0.004099 -0.012297 -0.026947
-0.012975 -0.014731 -0.011163 -0.01993 -0.007265 -0.011907 -0.009337 -0.029296
-0.029108 -0.018401 -0.022813 -0.021861 0.01351 0.0136 -0.013016 -0.018769
-0.01354 -0.00205 -0.005054 0.008836 0.00361 0.002548 -0.002274 0.026779
0.037255 0.007338 0.010402 0.014426 0.010238 0.00288 0.022789 0.000745
-0.041588 -0.021853 -0.006943 0.001778 0.006984 -0.002894 -0.029412 -0.009829
-0.065089 -0.013405 -0.009482 -0.015209 -0.003017 0.006145 -0.026171 -0.018499
-0.011603 0.041969 -0.013009 -0.009524 -0.008528 0.001357 -0.015087 0.012872
0.017076 0.008114 0.018155 0.030405 -0.000555 0.005422 0.031594 0.011649
0.038825 0.00115 0.006595 0.008827 0 -0.002528 0.019954 -0.030956
0.059596 0.007178 0.005339 0.0125 0.012771 0.006927 0.012739 0.005864
0.010486 -0.010832 -0.004345 0 -0.010691 -0.004362 0.006289 0.005677
-0.009434 0.004611 0.010909 0.010123 0.008313 0.006067 0.001786 0.008696
0.030476 0.002582 -0.001919 -0.007822 -0.009343 -0.00469 -0.012032 -0.013158
-0.014787 0.00372 0.007208 0.007637 0.003606 0.003702 0.006315 -0.010881
0.013133 0.007412 0.013836 0.023227 0.005251 0.002012 0.008516 -0.001395
-0.015741 -0.004245 0.001647 0.017921 -0.007699 0.003179 0.008 -0.002793
0.011289 0.000284 -0.00047 0.002113 -0.001663 -0.002669 -0.000882 0.011047
-0.010233 -0.002273 -0.007285 -0.002108 0.005551 -0.001004 -0.011474 -0.010773
0.012218 -0.007973 0.000473 0.00493 0.017113 0.009543 0.002232 0.008245
-0.008357 0.018025 -0.005679 -0.00584 0.008141 0.005307 0.001336 0.025922
0.009363 0.001212 0.013803 0.003524 0.009421 0.002474 0.001335 0.013536
-0.018553 -0.00735 0.001408 0.002576 -0.004 -0.003127 -0.006219 0.001039
0.002836 -0.001135 0.012424 0.013078 0.008835 0.007758 0.014305 0.00756
-0.006598 0.0071 -0.009956 -0.015906 -0.01035 -0.001474 0.008814 -0.002501
0.033207 0.006486 0.003274 0.005153 0.01019 0.008858 -0.001311 0.018289
0.023875 0.008966 0.009324 -0.013051 0.000266 0.003577 0.013123 -0.003476
0.034081 0.004721 -0.003464 -0.005195 -0.022824 -0.005185 0.006908 0.008721
-0.035559 -0.004422 -0.007879 -0.001187 -0.00163 -0.005212 -0.003002 0.000577
-0.033273 -0.016935 0.004905 0.001663 -0.001088 -0.002947 -0.010323 -0.011537
-0.001861 0.004236 -0.000697 0.010202 0.008442 -0.002135 0.016949 0.004669
0.006524 -0.000562 -0.007676 -0.004227 0.004321 -0.001646 0.000855 0.016555
0.025 0.002532 -0.002813 0.008019 -0.009949 -0.00445 -0.012383 0.015571
-0.009033 0.004491 0.001175 0.000702 -0.002173 0 0.012106 0.020397
