ORCL PEP PG PFE OXY NKE NSC NOV NWSA NYX
0.003466 -0.016515 -0.008678 -0.026389 -0.007908 -0.026409 -0.003539 -0.016698 0 0
0.036269 0.066165 0.001796 0 0.013617 -0.000955 0.007103 0.016509 0 0
-0.013333 -0.016455 0.001905 0.007653 0.002621 -0.008413 0.010579 0.025522 0 0
0.024493 0.010994 0.019009 0.006962 -0.00098 0.024875 0.006481 0.000905 0 0
-0.010717 0.016548 -0.006364 -0.021056 -0.008832 0.011289 0.004953 -0.023508 0 0
0.0025 0.007674 -0.00751 -0.005136 -0.00198 -0.012837 0.016264 0.002315 0 0
-0.01995 -0.015694 -0.008123 -0.020006 -0.000661 -0.015831 -0.00097 -0.005081 0 0
0.015267 0.018757 0.017388 0.010866 -0.002316 0.033512 0.024272 -0.016249 0 0
0.004177 -0.00023 0.001764 0.003257 -0.006965 0.005559 0.004265 -0.030675 0 0
-0.011647 -0.003683 -0.011007 -0.001623 -0.003006 -0.013636 0.004247 0.021908 0 0
0.003367 0.011091 0.000223 0.007805 0.007705 -0.015319 -0.011315 -0.004288 0 0
0.02349 -0.007541 0.003116 0.01807 0.017952 0.017644 0.008584 0.039234 0 0
-0.009836 -0.003454 -0.000111 0.01141 -0.006532 -0.016592 0.003783 -0.007827 0 0
0.027318 0.002542 -0.004881 0.004074 0.009533 0.028057 0.007065 -0.010209 0 0
-0.017728 -0.001844 0.001672 -0.00593 0.003908 -0.002028 -0.004677 0.03985 0 0
-0.007383 -0.004849 -0.008125 0.00157 0.002595 -0.013858 -0.014568 0.027502 0 0
0.026446 0.013689 0.004264 0.023511 0.0055 0.012741 0.021459 0.017113 0 0
0.003221 -0.000229 -0.006927 0.018377 -0.013835 0.007771 0.013072 0.017256 0 0
-0.00321 -0.004808 -0.012039 0.001203 0.013377 0.00514 0.000461 0.019084 0 0
0.008857 -0.0023 0.008997 0.002103 -0.004507 -0.014612 -0.001382 0.022888 0 0
0.030327 0.009223 0.014673 0.009636 0.002587 -0.001297 -0.002768 -0.010171 0 0
-0.027111 -0.010738 0.004672 0.002386 -0.000645 -0.018931 0.002775 -0.001233 0 0
-0.031051 -0.00739 -0.003211 -0.053853 0.000323 -0.011162 -0.029059 -0.015638 0 0
-0.000501 0.000465 -0.007553 -0.022013 0.001936 0.005165 0.014252 -0.023829 0 0
-0.005253 0.006977 0.000895 0.012862 0.031562 -0.013133 -0.003747 0.061242 0 0
0.016529 0.009931 0.001677 0.020952 0.008742 0.007522 -0.00141 -0.020985 0 0
-0.01626 -0.003887 0.002456 -0.008706 0.018261 -0.007657 0.004237 -0.010305 0 0
0.045454 0.014233 0.014588 0.002823 0.019149 0.039738 -0.002813 0.027072 0 0
0.048221 -0.01426 0.007354 -0.006881 -0.008649 0.013358 -0.010813 -0.020276 0 0
-0.032428 0.004363 -0.007082 -0.014803 -0.012034 0.002197 0.000475 -0.024421 0 0
0.01403 0.010517 0.007572 -0.008312 0.027406 0.022835 0.04133 0.03182 0 0
-0.016141 -0.002262 -0.005445 -0.000322 -0.002667 -0.000357 -0.001825 -0.004523 0 0
0.017188 0.002948 0.007994 0.021928 0.003269 -0.021797 -0.004113 -0.008674 0 0
0.043011 0.01447 0.003476 0.022405 0.015403 0.020639 0.001836 0 0 0
-0.0162 -0.0078 -0.010718 0.010802 0.000583 -0.002505 0.001832 0.00125 0 0
-0.02021 -0.004942 -0.006347 0.010382 -0.018659 -0.005203 -0.005487 -0.011652 0 0
-0.017647 -0.006321 -0.002533 0.002418 -0.000299 -0.003066 -0.008276 0.006316 0 0
0.01252 0.008178 0.000331 0.004221 0.008685 0.011397 -0.010199 -0.002092 0 0
0.019201 0.004732 -0.001104 -0.000901 0.014549 -0.008406 0.008899 0.028092 0 0
0.004521 0.003826 0.003536 0.007212 -0.004097 -0.001808 0.009285 -0.020799 0 0
0.011253 0.003139 0.003854 -0.013126 -0.004702 -0.011775 -0.017939 -0.033736 0 0
0.012611 0.016987 0.013491 0.045949 0.001181 0.008249 0.028103 -0.031035 0 0
-0.022125 -0.013626 -0.00552 0.045665 -0.007372 0.012182 -0.030068 -0.028025 0 0
0.005394 0.001782 -0.003809 -0.003593 0.002674 0.008263 -0.01597 0.009153 0 0
-0.005961 -0.007785 -0.012344 -0.012483 -0.006222 0.003385 -0.021957 0.028118 0 0
-0.03081 -0.004035 0.00907 -0.000843 -0.002087 -0.005327 -0.013665 -0.015439 0 0
-0.012298 -0.005852 0.00296 -0.005342 0.006274 -0.011603 -0.033152 -0.005376 0 0
-0.009397 -0.005207 0.009617 0.000565 -0.009501 0.022756 -0.004094 0.001351 0 0
-0.021344 -0.008876 -0.018294 -0.001977 0.008094 0.004768 -0.02518 0.019343 0 0
0.010985 0.014007 -0.004521 0.018964 0.001189 0.000527 0.018977 -0.030891 0 0
-0.006871 -0.007246 -0.012295 -0.027778 -0.006534 -0.067627 -0.001035 0.002732 0 0
-0.033789 0.015055 0.000112 -0.024286 0.002989 0.007724 -0.005696 -0.000908 0 0
0.026644 -0.002472 0.008746 0.011127 0.003577 0.007291 0.006771 -0.030455 0 0
0.009732 0.001577 0.001667 0.003475 0.009801 -0.000557 0.015003 -0.009377 0 0
-0.021687 -0.009672 -0.001665 -0.012121 -0.011765 -0.006314 -0.010194 0.020823 0 0
0.03202 0.007722 0.009226 0.004966 0.002679 0.006915 0.004119 -0.034307 0 0
0.012729 0.016903 -0.0076 -0.002616 -0.007124 -0.003155 0.011282 0.012962 0 0
-0.004713 -0.012633 -0.017758 -0.002623 0.002989 -0.013219 -0.01572 0.033175 0 0
-0.005525 0.053872 -0.001695 -0.016365 -0.019374 0.012453 -0.003091 -0.044037 0 0
0.019048 0.010011 0.002377 0.016043 0.014286 -0.000559 0.009302 0.003359 0 0
-0.015576 -0.007381 -0.002484 -0.010526 -0.023374 0.001305 0.013825 -0.017217 0 0
-0.000791 0.008923 0.004641 0.000591 -0.022399 -0.011359 -0.010606 -0.00292 0 0
-0.017419 0.005475 0.003211 -0.015062 -0.022913 -0.000565 0.006126 -0.008785 0 0
-0.025786 -0.020314 -0.004967 -0.017691 0.01028 -0.015454 -0.028412 0.000985 0 0
-0.001075 0.011543 0.018834 0.019231 0.033386 -0.004594 0.019321 0.055583 0 0
-0.032044 -0.005494 -0.007127 -0.025457 0.010154 -0.017308 -0.013832 -0.021435 0 0
0.032506 -0.000213 0.003813 -0.00338 -0.011575 0.006849 0.006753 -0.024762 0 0
0.002486 -0.00085 -0.006704 0.015418 -0.004314 0.010107 -0.028896 -0.019043 0 0
-0.034711 -0.007233 -0.007537 -0.01154 0.000309 0.010198 0.027099 -0.00896 0 0
0.035959 0.009857 0.014961 0.015054 0.028465 0.003429 -0.019659 -0.029131 0 0
-0.018182 -0.015913 -0.013847 -0.007869 -0.011131 -0.013288 -0.007916 -0.022245 0 0
0.003367 -0.008193 -0.013702 -0.006406 -0.011865 -0.003655 -0.025532 -0.043915 0 0
-0.003356 0.007609 0.007463 0.025177 -0.002155 -0.010234 0.034934 0.021583 0 0
0.009259 -0.006041 0.001368 -0.000898 0.008639 0.009364 0.018538 -0.00325 0 0
-0.014178 -0.015628 -0.013315 -0.020384 0.000918 -0.020101 -0.015601 0.010326 0 0
0.003384 -0.006395 0.013149 0.011934 -0.004279 -0.001578 0.003698 -0.025282 0 0
-0.01855 -0.009321 -0.003529 -0.017236 -0.012891 -0.016397 -0.028421 -0.014349 0 0
-0.016323 0.002688 0.014509 -0.001538 0.012438 -0.001808 0.002709 0.020157 0 0
-0.00524 0.005139 -0.006757 0.0151 0.017813 0.018109 0.020529 0.044457 0 0
-0.00878 0.010447 0.009977 0.000911 0.010561 0.043676 0.004235 0.002627 0 0
0.034544 -0.005499 0.000449 -0.00182 -0.00209 -0.000568 -0.018977 0.01782 0 0
0.041096 0.008626 0.003254 -0.001215 0.008977 0.017999 0.006448 0.010814 0 0
-0.021382 -0.013816 -0.003355 -0.035291 0.002372 0.012098 0.001068 -0.012226 0 0
0.018487 0.000667 -0.001571 -0.012357 0.000888 0.007723 0.012267 -0.010315 0 0
-0.0033 0.005333 0.001686 0.008021 0.006799 0.008212 -0.013172 0.000521 0 0
0.008278 0.001326 -0.008079 0.001591 -0.004991 -0.003077 -0.006941 0.000521 0 0
-0.002463 -0.011038 -0.006787 -0.006355 0.001475 -0.007807 -0.004839 0.002082 0 0
-0.002469 -0.013393 -0.004784 -0.016949 0.007366 -0.005855 -0.010805 0.033247 0 0
0.0033 -0.004072 -0.007782 -0.030904 -0.008189 0.015829 0.013108 0.002514 0 0
0.011513 -0.011358 0.000115 -0.008056 -0.004718 -0.008878 -0.012938 -0.032096 0 0
0.005691 0.004366 0.00542 0.010829 -0.004148 0.010055 -0.001638 -0.005699 0 0
0.005659 0.008236 0.005621 0.004687 -0.008628 0.003077 0.003282 0.004169 0 0
0.000804 -0.000908 -0.004791 -0.003332 0.006302 0.004511 0.003272 -0.001038 0 0
0.025703 0.016807 0.001719 -0.003343 0.015509 0.008083 0.032609 0.022857 0 0
0.004698 -0.005137 -0.001259 0.00369 0.008223 0.015324 0.002105 -0.005587 0 0
0.043648 0.008981 0.00905 0.018048 0.028255 0.008775 0.025735 -0.02145 0 0
0.027633 0.000445 0.008174 0.013789 -0.002833 -0.004175 0.00512 -0.003653 0 0
-0.002907 -0.004226 0.029617 -0.009067 -0.005966 -0.007687 -0.006622 0.003667 0 0
-0.046647 -0.009828 -0.004922 -0.002941 -0.006573 -0.008979 -0.006154 0.007307 0 0
0.030581 0.011279 0.007035 0.031465 0.025604 0.009948 0.002064 0.012953 0 0
-0.008902 -0.006246 -0.00513 0.006673 -0.006499 -0.010026 -0.004119 -0.02711 0 0
-0.038174 0.007407 -0.002085 0.002841 -0.004551 -0.015814 -0.013444 -0.04101 0 0
0.010117 0 0.006486 0.002203 0 0.009749 0.016771 -0.001645 0 0
-0.033128 0.010286 0.003932 0.001884 0.007429 -0.001972 0.001546 -0.003844 0 0
-0.007968 -0.000664 -0.00185 -0.001254 -0.01021 0.012033 -0.010808 0.006064 0 0
0.006426 0.015061 0.009265 0.00408 0.004585 0.003727 0.021332 0.010959 0 0
-0.019952 -0.009819 -0.000972 0.003751 -0.003708 0.009901 -0.016811 -0.021138 0 0
0.006515 0.007492 0.008108 -0.001869 0.003435 0.002276 0.036269 0.007198 0 0
-0.019417 0.000875 -0.00622 -0.018721 -0.001712 0.074236 -0.02 0.012644 0 0
-0.012376 -0.010052 -0.00518 -0.009857 0.002858 -0.003577 -0.019388 -0.003257 0 0
0.005012 0.008609 0.001302 0.014772 -0.000285 -0.002611 0.003122 -0.001634 0 0
-0.035744 -0.008755 0.00065 -0.022152 0.000855 -0.004418 -0.020228 0.027278 0 0
-0.003448 0.004858 -0.002273 -0.011974 -0.003703 -0.007395 -0.007411 -0.007435 0 0
-0.012976 0.002637 -0.004774 0.000983 0.004002 0.00745 -0.017067 -0.040663 0 0
0.020158 0.01293 0.012865 0.010798 -0.002278 0.002136 0.003798 0.011712 0 0
-0.033505 -0.008438 -0.000861 -0.01651 0.005422 -0.002624 0 0 0 0
0.039111 0.018547 0.012497 0.013825 0.022992 0.017264 0.017838 0.014333 0 0
-0.024808 0.004927 0.00532 0.008117 -0.00222 0.008405 0 0.005978 0 0
0.050877 0.006182 0.004445 -0.008696 0.005284 0.01138 0.006373 0.020529 0 0
0.017529 0.006356 -0.009378 -0.000975 0.00083 -0.004596 0.008971 0.003176 0 0
0.00082 -0.002105 0.011594 -0.003252 0.004146 0.011941 -0.017782 0.007916 0 0
0.035246 0.008439 -0.001262 0.000326 -0.009083 0.006608 0.001065 -0.001571 0 0
-0.023753 0.003766 0.000105 0.009785 0.002778 -0.000938 0.003723 -0.004195 0 0
0 0.000417 0.006316 -0.006783 0.010803 -0.010325 -0.005299 0.005793 0 0
-0.004055 0.006875 -0.000941 -0.002602 0.007125 0.017072 -0.007991 -0.005236 0 0
0.004072 0.003311 0.005131 0.006847 -0.002177 0.00171 0.010204 -0.025789 0 0
-0.017032 -0.011961 -0.00375 -0.009067 -0.01009 0.001396 -0.004785 -0.016748 0 0
-0.012376 0.002296 0.006902 0.00915 0.002204 0.001704 0.012821 0.023077 0 0
-0.020886 -0.002915 -0.000935 -0.010363 -0.006872 -0.012065 0.017932 -0.000537 0 0
0.016212 0.005639 -0.002287 0.014398 -0.016053 -0.000313 -0.010881 -0.002149 0 0
0.005877 -0.005815 -0.002709 0.016129 0.023347 -0.004385 -0.026716 0.022079 0 0
-0.021703 -0.003133 -5.2e-05 -0.027936 -0.007422 -0.014944 -0.007535 -0.036881 0 0
0.00256 0.006287 -0.001155 0.012737 0.005262 0.002874 0.015184 0.007112 0 0
-0.001702 -0.000833 0.009564 -0.005482 0.003857 -0.012261 0.006945 -0.010321 0 0
-0.002558 -0.008545 0.007704 0.004215 -0.003842 0.003547 -0.015915 -0.011526 0 0
0.023932 0.01955 0.007231 0.017113 -0.017355 0.0249 -0.002695 0.021099 0 0
-0.007512 -0.007629 -0.002462 -0.007302 0.005046 -0.008307 0.047027 0.014682 0 0
0.025231 -0.002493 0.006889 -0.012472 -0.014505 -0.002529 0.031492 -0.015541 0 0
-0.018048 -0.003957 0.003676 0.023316 -0.001981 0.012518 0.008509 0.038106 0 0
0.018379 0 -0.008037 0.000316 0.006523 0.000156 0.025806 -0.020451 0 0
0.001641 -0.001464 -0.001538 -0.005062 0 -0.005633 -0.003387 0.000535 0 0
0.011466 -0.007749 -0.000411 0.006359 0.003663 -0.004563 0.003883 0.013911 0 0
0.02834 0.012453 0.002569 0.006635 0.008142 -0.009168 0.041748 0.012665 0 0
-0.018898 -0.010006 -0.007688 -0.002825 0.004456 0.005105 0.001398 0.008338 0 0
0.008828 -0.001685 -0.008367 -0.009128 -0.000277 -0.015079 -0.02094 -0.008269 0 0
-0.002387 0.010968 -0.000729 0.010165 -0.009983 -0.002095 0.009981 0 0 0
0.018341 0.002712 0.011154 0.023585 0.008964 0.000646 -0.004706 0.003127 0 0
-0.015662 -0.011652 -0.006701 0.032407 0.002221 -0.001937 -0.005201 0.015584 0 0
-0.022275 -0.003579 -0.006642 0.018834 0.009141 -0.000647 0.003327 -0.001023 0 0
-0.016273 0.007184 0.003448 -0.000293 -0.001921 0 -0.011369 -0.022529 0 0
-0.02316 -0.009859 -0.003957 0.003229 -0.0044 0.000485 -0.00575 -0.007334 0 0
0.018628 0.015678 0.004391 0.007022 -0.004972 -0.010351 0.000964 0.005277 0 0
-0.017456 -0.013976 -0.006973 -0.022371 -0.002221 0.023043 0.012037 -0.0021 0 0
0.005076 0.005077 0.003668 -0.013967 -0.003617 0.011342 0.000476 -0.017885 0 0
0.01431 0.010314 0.008981 0.021398 0.011449 0.021482 0.014741 0.011248 0 0
-0.014938 -0.00625 0.002587 -0.003246 0.010491 0.038658 0.007966 0.014831 0 0
0.014322 0.005451 -0.01022 0.00148 0.001913 0.00268 0.004184 -0.001566 0 0
-0.001661 0.003336 0.003755 -0.007686 0.000273 -0.001485 -0.008796 0.00575 0 0
0.040765 0.012261 0.008313 0.017873 0.026718 0.008922 0.018683 0.015073 0 0
-0.008793 -0.011702 -0.001134 -0.004097 0.005842 -0.00958 -0.008712 0.00512 0 0
0.040323 -0.00914 -0.001238 -0.002351 -0.004752 -0.017857 0.020814 -0.00866 0 0
0.006977 0.009434 -0.000207 0.012371 0.028382 -0.011212 0.02039 0.05036 0 0
-0.019246 0.007269 -0.002893 -0.004946 0.002837 0.004291 -0.000888 0.017123 0 0
0.005495 -0.004948 0.003523 0.006725 0.003344 0.00061 0.006667 0.023088 0 0
-0.015613 -0.01782 -0.002891 -0.001162 0.009548 -0.010522 -0.001324 -0.014575 0 0
0.013481 -0.007173 0.00321 -0.008433 -0.006391 -0.012791 0.003537 0.000954 0 0
0.003912 -0.000426 -0.009083 0.017009 0.019552 0.012957 0.017621 -0.010486 0 0
0 0 0.008542 -0.008074 0.012617 -0.004174 0.022078 0.031792 0 0
-0.010133 0.010452 0.010328 0.001163 -0.006479 -0.003105 -0.007624 -0.021475 0 0
0.033071 0.000633 0.008485 0.004646 0.009029 0.013859 0.000427 0.001431 0 0
0.009909 -0.005274 -0.002737 -0.007225 0.01392 0.013823 0.00128 0.006193 0 0
0.006038 -0.000212 0.009453 0.00262 0.01618 0.011968 0.001278 0.065814 0 0
-0.018004 0.000636 -0.018024 -0.004936 -0.007238 0.001946 0.00383 -0.007996 0 0
0.008403 -0.003816 0.00646 0.000875 0.00729 0.005528 0.031369 0.013883 0 0
-0.011364 -0.010853 0.003362 0.006414 -0.002895 0.005201 -0.03247 -0.016343 0 0
-0.00613 -0.006239 -0.001422 0.005794 0.012582 -0.001774 -0.005523 0.015716 0 0
0.002313 0.006062 -0.001017 0.000864 0.003823 0.004739 0.004699 -0.003095 0 0
0.013846 0.006241 0.009772 0.007194 0.014758 -0.000147 0.011905 0.019512 0 0
0.000759 -0.002994 0.004738 0.002 -0.001407 0.003243 0 -0.00261 0 0
0.003033 0 0.002107 0.007414 -0.007752 0.005877 -0.006303 -0.024858 0 0
-0.006803 -0.003432 -0.008911 0.006227 -0.004735 -0.012416 0.011839 -0.004472 0 0
0.031202 0.017004 0.00495 0.026723 0.039486 -0.000887 0 0.014376 0 0
0.00369 0.006349 -0.005026 -0.000548 -0.010069 -0.000888 -0.002507 -0.017272 0 0
0.027206 -0.012829 -0.008891 0.008498 -0.011096 0.003408 -0.025555 -0.018927 0 0
0.019327 -0.019813 0.010499 -0.009242 0.007714 0.010041 -0.00215 0.036748 0 0
-0.004916 -0.005216 0.005145 -0.0107 -0.002552 -0.007749 -0.012495 0.018609 0 0
0.03458 0.001311 0.006122 -0.012479 0.026744 0.014439 -0.001745 0.000435 0 0
-0.020464 -0.004146 -0.005486 -0.013199 0.002491 0.003631 0.012238 -0.016087 0 0
0.016017 0.002191 0.00331 0.000285 0.005197 0.001158 -0.009067 -0.00928 0 0
0.020562 -0.005247 -0.005198 -0.009388 -0.022477 -0.001879 -0.007843 0.001338 0 0
-0.002686 -0.002418 -0.005125 0.005169 0.015866 0.004489 0.005709 0.017372 0 0
-0.009428 0.014541 -0.003333 -0.013429 0.004527 0.007209 -0.008734 0.05035 0 0
0 0.00304 0.009476 0.031856 0.01397 0.008732 0.023789 -0.000834 0 0
-0.012237 0.007577 0.000807 0.014314 -0.016222 -0.011352 -0.001721 -0.016688 0 0
0.000688 0.000215 -0.008768 0 0.007906 -0.001292 -0.003017 0.064913 0 0
-0.004814 0.005156 0.014945 0.019369 0.005827 0.004599 0.009079 0.018327 0 0
-0.01859 -0.007267 -0.006511 -0.017372 -0.006684 -0.004149 -0.003856 0.019171 0 0
-0.018379 -0.004306 -0.005646 -0.009669 -0.005832 -0.014078 -0.027527 -0.001919 0 0
0.017934 0.016649 0.024133 0.023989 0 -0.001457 -0.014595 -0.005385 0 0
-0.023256 0.005104 0.000792 -0.002179 -0.006092 0.016489 0.000898 -0.005801 0 0
-0.015873 0.014388 0.005936 0.021294 -0.005675 0.00847 -0.017937 0.021393 0 0
0.019795 -0.006049 0.003344 0.008019 0.002511 -0.002847 -0.000457 -0.013709 0 0
-0.04601 -0.001049 0.011566 0.01485 -0.012753 0.009136 -0.002741 -0.008108 0 0
0.021854 0.019958 -0.004942 0.003397 -0.00346 0.000566 0.012874 -0.010899 0 0
-0.010325 0.034192 -0.003214 0.011719 0.008333 0.004666 0.005901 -0.00551 0 0
-0.010432 -0.005377 0.001856 -0.019562 0.012626 0.008584 0.014892 0.05461 0 0
0.008283 0.01702 -0.00195 -0.001313 0.01995 0.007953 0.004446 0.00788 0 0
0.023152 0.006104 0.008305 0.007361 0.002223 0.013289 0.004869 0.003351 0 0
0.00146 -0.003523 -0.007849 -0.011009 -0.009758 -0.011475 -0.010132 0.001484 0 0
0.005102 -0.007855 -0.003321 -0.009276 0.00112 -0.000553 -0.007566 -0.000371 0 0
-0.002175 0.009501 0.010485 0.009898 -0.002908 0.009403 -0.00852 0.0745 0 0
0.021802 0.005294 -0.001649 -0.009007 -0.010545 -0.007671 0.006332 -0.018972 0 0
-0.018492 0.00117 -0.005051 -0.003475 0.001361 -0.000552 0.005843 0.003516 0 0
-0.006522 0.008182 0.000683 -0.000268 0.004529 -0.010221 -0.00134 -0.012264 0 0
-0.026988 0.00657 0.010439 -0.005903 -0.00541 0.013117 -0.009396 -0.009223 0 0
-0.005997 0.000192 -0.017283 0.003239 0.00272 0.022865 -0.007678 0.035088 0 0
-0.005279 0 0.008941 0.002152 0.004747 0.001481 -0.010014 0.019716 0 0
0.006823 -0.00691 0.0037 -0.003221 -0.002475 -0.00632 0.001839 0.013229 0 0
-0.030873 0.003092 -0.005433 -0.012928 0.001353 -0.008796 0.01698 -0.005357 0 0
0.016317 0.00501 0.013169 0.006821 0.045721 0.003823 -0.013989 0.029956 0 0
-0.007645 0.002684 -0.016753 -0.006775 -0.022399 0.004488 -0.010069 -0.003268 0 0
0.002311 0.002486 0.003329 0.008458 -0.002423 -0.000406 -0.008322 0.015082 0 0
-0.000769 -0.00267 -0.003514 0.011093 -0.006184 0.012055 0.001865 -0.015827 0 0
-0.022308 -0.001339 -0.00333 -0.005352 0.024667 0.001472 0.016287 -0.006892 0 0
-0.027537 0.001149 0.006977 0.009147 0.01247 -0.004544 -0.010073 -0.00694 0 0
-0.004045 0.00899 0.000195 -0.005598 -0.012713 0.029132 -0.012951 -0.021631 0 0
0.008123 -0.006635 0.029661 -0.024933 -0.016805 -0.00013 -0.009372 -0.035034 0 0
-0.012893 -0.010337 -0.014972 -0.031069 -0.011987 -0.023092 -0.008515 -0.005287 0 0
-0.01551 -0.002901 0.001635 0.001419 0.014379 0.001607 0.019561 0.010985 0 0
-0.033168 -0.00388 -0.015367 -0.009634 -0.00443 -0.005348 -0.01825 0.013319 0 0
0.003431 -0.002921 0.005267 0.013448 0.01446 0.009543 -0.007626 -0.005534 0 0
0.012821 0.004297 0.011256 -0.014681 0.012281 0.013846 0.01585 0.022261 0 0
-0.020253 0 0.002015 -0.005731 0.009099 0.008798 -0.004255 0.002382 0 0
-0.009475 -0.009529 -0.00383 -0.021614 -0.006011 0.000651 -0.011871 -0.033605 0 0
-0.013913 -0.002749 -0.000577 -0.007364 -0.014471 -0.003773 -0.012974 -0.019319 0 0
0.005291 0.003347 -0.005867 0.013056 -0.019724 -0.003656 0.002921 0 0 0
0.011404 -0.003336 -0.00329 0.001172 -0.026604 0.003932 0.019417 -0.037607 0 0
0.035559 0.008466 0.014754 0.003803 -0.000459 -0.001567 0.025714 0.004466 0 0
-0.001675 -0.003124 -0.005644 -0.000583 -0.00046 -0.003007 -0.000929 0 0 0
0.013423 0.022522 0.008947 0.021289 0.02046 0.00459 0.011152 0.012227 0 0
0 0.020494 0.010488 0.003427 0.023429 0.002872 -0.002757 0.033309 0 0
-0.006623 0.010698 -0.010379 -0.002561 0.013647 0.013668 0.017972 0.001771 0 0
0.024167 0.005571 0.010488 0.015407 -0.005646 -0.019006 -0.002716 -0.025813 0 0
0.023596 -0.00554 0.001227 0.01152 0.003713 0.003273 0.014526 0.019964 0 0
0.015103 0.011699 0.002262 0.003611 0.009356 0.018789 -0.00179 -0.002491 0 0
-0.024276 0.004222 0.006112 -0.009134 -0.002587 -0.008837 0.002241 0.002141 0 0
-0.008828 0.002376 -0.00514 -0.003631 -0.002593 -0.00827 -0.007156 -0.004272 0 0
0.002429 -0.001823 -0.00047 -0.001962 0.010834 0.000261 -0.012613 0.009296 0 0
0.002423 0.004932 0.006767 0.001966 0.018435 0.006122 0.000912 0.022671 0 0
-0.008058 -0.004726 -0.011109 -0.00785 -0.020417 -0.011134 0.003191 -0.00381 0 0
0.004874 0.002922 -0.001133 0.011868 0.019123 -0.007463 -0.005452 -0.003477 0 0
-0.023444 -0.001821 0.00293 0.042725 0.014969 -0.002902 0.010507 0.031403 0 0
-0.00745 -0.000365 -0.001414 0.007499 0.009763 0.004233 -0.000904 0.016238 0 0
0.027523 0.00511 0.000472 -0.001063 0.008023 0.005401 -0.009502 -0.00233 0 0
-0.025974 -0.015616 -0.013299 -0.023417 -0.02551 -0.007469 -0.015989 -0.029696 0 0
0.005833 0.008486 -0.005449 0.00545 -0.001047 -0.00396 0.054317 0.001719 0 0
0.024855 0.004024 0.010527 -0.009756 0.016771 0.002916 0.067371 0.029866 0 0
0.012935 0.001093 0.003441 -0.003284 -0.009278 -0.006608 0.020627 -0.007667 0 0
-0.017558 -0.004732 0.002381 -0.003569 0.013319 -0.021684 -0.03274 0.004367 0 0
-0.012998 -0.000914 0.003706 0.004133 0.004313 0.012374 0.022984 0.0301 0 0
-0.020576 -0.013726 -0.013822 -0.015368 -0.018405 -0.011283 -0.006127 -0.044805 0 0
-0.039496 0.004082 0.017279 -0.00864 -0.019583 -0.01997 -0.011508 -0.052685 0 0
-0.015748 0.007023 -0.002076 0.005342 0.002975 -0.002634 -0.009563 0.001794 0 0
0.007111 0.006974 0.009835 0.012864 0.032839 -0.012092 0.007137 0.008954 0 0
0.001765 -0.008748 -0.004588 0.010768 0.001231 -0.008863 0.000834 -0.00923 0 0
0 0.00239 0.004798 0.000546 -0.006761 0.004258 0.001249 -0.025081 0 0
0.012335 0.006053 0.009082 -0.002184 -0.001238 -0.033922 0.012521 0.013598 0 0
-0.007833 -0.008933 -0.009835 -0.005198 -0.023337 -0.026042 -0.02432 -0.030094 0 0
0 -0.010302 -0.009839 -0.009901 -0.045676 -0.002554 -0.008872 -0.037009 0 0
0.023684 -0.000372 0.00388 -0.0025 0.010193 0.017169 0.00682 0.012034 0 0
-0.006855 -0.002603 0.000566 -0.000835 -0.000658 0.006811 0.009737 -0.004987 0 0
0.018119 -0.009135 -0.00782 -0.008681 -0.012511 0.002206 0.013417 0.019661 0 0
-0.016949 0.011289 0.010445 0.00565 0.028451 -0.00675 -0.014895 -0.001512 0 0
-0.02069 -0.004279 -0.001222 -0.002809 -0.000865 -0.024228 -0.01344 0.028777 0 0
0.00088 -0.005045 -0.00207 0.001408 -0.006273 0.006813 0.000851 -0.029076 0 0
-0.007036 -0.006573 -0.005469 -0.010689 -0.00936 0.000602 -0.000851 0.002275 0 0
-0.005314 0.017013 0.011471 -0.007961 -0.003735 -0.001653 0.00596 -0.003404 0 0
0 -0.00632 0.002062 -0.002293 -0.013013 0.015806 0.008887 -0.017078 0 0
0.011576 -0.000748 -0.006922 -0.010342 0.015642 0.021784 -0.004195 0.056371 0 0
0.012324 0.007488 0.014976 0.008418 0.018702 0.024656 0.000842 0.022661 0 0
-0.001739 -0.009662 -0.001485 0.004318 -0.013391 0.003397 -0.003788 -0.014296 0 0
0 0.004315 0.009108 0.014617 -0.035026 0.000705 0.018166 -0.019579 0 0
-0.006969 -0.002989 -0.006999 -0.001695 0.002722 0.00296 0.005394 0.023669 0 0
-0.024561 0.001686 0.007234 0.003113 0.01448 -0.001687 -0.009905 0.007225 0 0
0.002698 0.014964 0.001934 0.008181 -0.010482 -0.005491 0.017507 -0.01363 0 0
-0.016143 -0.005345 -0.007904 -0.005316 -0.000676 -0.006229 0 -0.024 0 0
0.006381 0.006856 -0.000741 0.001969 -0.002932 -0.013105 0.015977 0.006334 0 0
0.03442 0.006073 0.015111 0.01123 0.019 0.014867 0.02621 0.013328 0 0
0.014886 0.005122 0.007215 0.003331 0.006992 0.002418 -0.000393 0.009865 0 0
-0.004314 -0.002184 0.004262 -0.008578 -0.005323 0.000284 -0.026336 -0.005065 0 0
0.014731 0.00641 -0.002167 -0.004745 0.019175 0.013475 0.008882 0.008364 0 0
-0.014091 -0.005278 0.000181 -0.014302 -0.01422 -0.000281 -0.020008 -0.001442 0 0
0.014292 0.009513 0.004523 -0.001707 0.017088 0.006318 0.013475 0.039364 0 0
