HON IBM JNJ HNZ HAL HPQ JPM INTC HD
0.00281 0.00282 0.005686 -0.004831 0.009922 0.01182 -0.00708 -0.00358 0.013906
0.033888 0.021152 -0.012341 -0.005765 0.001282 0.034112 0.011586 0.045509 0.010733
0.004773 -0.003951 -0.00714 -0.006103 -0.005973 -0.000904 0.004112 0.010691 -0.051327
-0.016966 -0.001683 -0.000599 0.000614 0.018455 -0.104478 0.018719 -0.004156 0.012749
0.006904 -0.002408 -0.012592 -0.004296 0.004214 0.00202 -0.006604 0.001138 0.005834
-0.001714 0.001448 0.002834 -0.010478 -0.022241 -0.019657 -0.019653 0.037893 0.001221
-0.009959 -0.012173 0.000606 0.017129 -0.006438 -0.002571 -0.005307 -0.005476 -0.009756
-0.014915 0.006589 0.002017 -0.017146 0.006479 0.009278 -0.01067 0.017254 -0.007389
0.007394 -0.006061 -0.008254 -0.003738 -0.006867 -0.003064 -0.003595 0.011187 0.006824
0.013632 -0.001219 -0.002436 0.004378 0.038894 0.012807 0.019543 0.009993 -0.006161
-0.000345 0.001343 0.008954 0.007472 0.005824 0.008093 0.009142 0.010247 -0.0031
0.026906 0.045726 0.008471 0.019469 0.018404 0.013547 0.014027 0.005247 0.005286
0.00168 0.006646 0.0048 0.014247 0.004082 0.021782 0.004611 -0.018093 0.016429
-0.012408 0.018302 0.017516 0.007472 -0.012602 0.006783 -0.005164 0.013466 0.044221
0.00781 -0.01092 -0.012128 -0.000297 0.008645 -0.026468 -0.014129 0.003846 -0.014019
0.012803 0.024727 0.015842 0.003858 0.021225 0.013347 0.013454 0.016371 -0.000296
-0.031603 0.003591 -0.000975 -0.003547 -0.019984 -0.001951 -0.011256 -0.013365 -0.047407
-0.03504 -0.017669 0.015415 0.004746 -0.007749 -0.01955 -0.025686 -0.03925 -0.01182
0.012104 0.000911 0.004035 0.003248 -0.015619 0.005982 0.008987 0.013377 -0.000315
-0.000352 0.008872 -0.011866 0.000589 0.012109 -0.004955 0.009501 0.01106 -0.005353
-0.00563 -0.002368 -0.015301 -0.000588 -0.009488 -0.008466 -0.000882 -0.01235 0.03767
0.026893 0.020341 0.000197 0.002649 0.021241 0.028744 0.018546 0.032869 0.015863
-0.014817 0.003766 -0.012389 0.003522 -0.015905 -0.001961 0.001734 -0.001038 -0.009009
-0.010143 0.015116 0.010354 0.00585 0.006631 0.029961 0.03116 0.009695 0.005455
-0.011661 0.013913 -0.008475 0.00378 0.003294 0.008584 -0.006995 0.000343 -0.002411
-0.013228 -0.020262 -0.002584 -0.013139 0.006565 -0.040189 -0.014088 -0.022283 -0.010876
-0.017391 -0.000547 -0.003189 0.013314 0.014268 0.004926 0.013147 0.014691 0.007941
-0.015855 -0.021239 -0.011395 -0.000876 0.005225 -0.021569 -0.016361 -0.04005 -0.018182
-0.006369 0.000112 0.001618 -0.007598 -0.011595 -0.03507 -0.011184 -0.011879 -0.007716
-0.011312 -0.004026 -0.007066 0.000589 -0.027913 0.007269 -0.008411 -0.006557 -0.005288
0.011442 0.004492 0.013827 0.003531 0.022056 0.01134 0.013454 0.040337 0.005316
-0.00641 -0.012521 -0.006819 0.005279 -0.012622 -0.013252 -0.009235 -0.029961 -0.009331
0.019355 0.022869 0.015145 0.009335 0.028866 0.012397 0.030585 0.040334 0.032967
-0.011169 -0.002988 0.000597 0.01763 0.011222 -0.004082 -0.000565 -0.000349 0.010638
0.018072 0.006217 -0.003777 0.002556 0.006342 0.039959 0.004283 0.034591 0.011429
0.010355 0.005958 0.000998 0.002833 -0.008665 0.008867 0.010805 -0.001689 0.011597
0.002928 0.005703 -0.001196 0.004802 0.0147 -0.005859 0.01519 0.013194 0.013228
0.006569 0.010469 -0.006387 -0.003093 -0.010963 -0.005403 -0.0133 -0.009349 -0.002321
0.010515 -0.002266 -0.007834 0.002256 -0.019794 0.039012 0.002527 0.00337 0.021227
-0.013276 0.00238 -0.003037 -0.002532 -0.000404 0.000475 -0.005042 0.02217 -0.005695
0.046182 0.005719 0.01117 0.005642 -0.016162 0.009026 0.025901 0.012159 0.016609
0.009385 -0.00515 0.022896 0.000561 0.001232 0.007062 0.00933 0.009091 -0.004789
0.003443 0.000216 -0.008443 -0.002243 -0.014356 0.024778 -0.004894 0.021879 0.027172
0.015786 -0.037309 0.003762 -0.000281 0.011236 -0.029653 0.006557 0.014798 0.000551
-0.019932 -0.00056 -0.005524 -0.004497 -0.007819 -0.015045 -0.013572 -0.017685 -0.004406
0.007584 -0.002578 0.004364 -0.001976 -0.007051 0.024821 0.007155 0.015793 -0.001383
-0.006158 -0.000787 0.004345 -0.003677 0.016291 0.011178 0.001913 -0.001182 0.001385
-0.015146 -0.005285 -0.018486 -0.000568 -0.015619 -0.019806 -0.046087 -0.018741 -0.00249
0.005592 -0.003504 0.007814 -0.001705 0.004175 -0.013158 0.000572 -0.009518 -0.006101
-0.012861 0.003063 0.000994 -0.001423 -0.002911 -0.025238 -0.006571 -0.004484 -0.006696
0.014789 0.001131 -0.00854 -0.003135 0.015013 0.025892 0.005177 0.01094 0.011236
0.028452 0.01559 0.01242 -0.001429 -0.010682 0.030952 0.017167 0.039784 0.041667
-0.005398 -0.006229 -0.020974 -0.002004 -0.023256 0.007852 0.010689 0.003979 -0.0072
0.033243 -0.002462 0 0.008893 -0.006378 0.011916 -0.002505 0.002744 -0.004566
0.004925 0.00404 0.017179 0.004549 0.021823 0.010417 0.001674 0.001824 0.00027
0.006534 0.002235 -0.010928 0.007925 -0.007538 0.017481 0.022563 0.03308 0.012139
-0.002921 -0.006021 -0.012656 -0.007301 0.008017 0.012335 -0.002996 -0.010576 -0.006663
-0.010417 -0.007292 0 -0.00198 0.019255 0.005222 -0.001913 0.002375 -0.004561
0.001316 0.011414 0.000407 0.007653 -0.010267 0.01645 -0.006022 0.011263 0.00593
0.000986 -0.012089 -0.007321 0.00225 0.004564 -0.020443 -0.007436 -0.007327 0.00134
-0.021989 0.019148 -0.001639 -0.016559 -0.014044 -0.043043 -0.004162 -0.014172 -0.008295
-0.002013 -0.006559 0.007182 -0.001427 -0.001676 0.006361 0.004179 0.000599 -0.003508
0.019502 0.014884 0.008557 0.013147 0.003777 0.005418 -0.004162 0.020652 0.000271
-0.003628 0.004411 0.01697 0.004795 0.010452 0.003592 -0.000836 -0.009384 -0.016784
-0.015558 -0.009222 0.040127 0.00758 0.001655 -0.011633 -0.011155 -0.029011 -0.003579
-0.001345 -0.004986 -0.008634 0.00613 -0.021066 -0.004074 -0.00141 -0.017378 -0.019895
-0.021296 -0.009466 0.005225 -0.004708 -0.001266 -0.015909 -0.014685 -0.012101 -0.01466
0.00831 0.005059 0.006161 0.004452 -0.010139 0.025866 -0.003726 0.021357 0.014592
-0.004464 -0.011298 -0.014734 -0.006371 -0.002561 -0.027915 -0.00374 -0.021218 -0.00423
-0.00138 0.002715 -0.011847 -0.00223 -0.009414 -0.014358 0.010684 0.015394 0.009912
0.016926 0.011621 0.011792 -0.003353 0.003456 0.029135 0.007714 0.035272 0.022995
0.008832 -0.002565 -0.015346 0.014578 0.000861 -0.010959 0.007372 -0.011656 0.003838
0.00505 0.005367 -0.01953 -0.002487 0.006882 0.009234 -0.000563 0.008467 -0.001912
-0.00536 0.007007 -0.008048 0 0.002777 -0.00549 -0.003098 0.005697 0.005746
0.012125 0.005191 0.004057 0.001385 0.001713 0.0046 0.007345 0.014908 0.000272
-0.026622 -0.002857 -0.011111 0.005532 0.006413 0.02793 0.004206 -0.005582 -0.022573
0.013333 -0.004959 0.00429 0.002751 -0.009346 -0.001782 0.000279 -0.015066 -0.009479
0.018893 0.012403 0.003458 0.002743 0.009863 0.008478 -0.012004 0.005999 -0.018857
-0.009272 -0.008532 -0.003446 -0.002736 0.036093 -0.021681 -0.01215 -0.042934 -0.004016
0.009024 0.006178 0.014036 0.004664 0.009836 0.016734 0.014302 -0.01433 -0.000576
0.009606 -0.00625 0.00321 -0.011469 -0.003653 -0.023132 -0.017766 -0.043932 -0.01902
-0.005906 0.012137 0.004799 -0.007182 0.01833 0.001822 -0.004594 0.00562 -0.028202
0.022442 0.007304 -0.004975 0.002226 -0.0124 0.009091 0.008941 0.016108 0.043833
0.010007 0.003355 -0.0122 0.000833 0.031187 0.004955 0.003145 -0.001618 0.003475
-0.014701 -0.006472 0.001417 0.004993 -0.031422 -0.009861 0.004845 -0.020091 -0.008658
-0.011028 0.020302 -0.000809 -0.008004 0.019465 0.004543 0.013046 0.000661 0.000291
-0.007543 -0.006172 -0.001416 -0.001113 0.018298 -0.006784 -0.00168 -0.002974 0.022701
0.043291 -0.007173 0.012563 0.005014 0.059375 0.012295 -0.00028 0.024196 0.005407
0.007919 0.004421 0.002602 0.006375 -0.011799 -0.002249 0.003646 -0.01068 0.004812
0.031113 0.002684 0.007585 -0.000278 0.00709 0.000902 0.008944 -0.004907 -0.018873
0.003048 -0.006425 0.001387 0.006384 -0.03631 0.020721 0.001939 0.022682 -0.006604
-0.005469 -0.005604 0.003561 -0.00193 0.007689 0.001765 -0.001106 -0.000964 0.002601
0.002444 0.006828 -0.002168 -0.002487 0.001145 -0.004405 0.002491 0.009009 0.005477
0.010363 0.006674 0.012446 0.009141 -0.002668 0.014602 0.008559 0.025191 0.020069
-0.004223 -0.009517 0.002341 -0.000275 0.001911 0 0.001916 -0.003421 -0.008151
0.012723 0.00054 0.005645 0.000275 -0.008391 0.001744 0.003552 0.000312 0.005667
-0.002991 -0.012192 0 -0.012352 0.001154 0.008272 0.006262 0.003432 -0.013243
0.0051 0.016384 0.005807 0.005281 0.003458 0.022021 -0.001912 0.023321 0.000286
0.012836 0.000107 -0.004426 0.007741 0.027948 0.004225 0.025171 -0.000304 0.010848
-0.005895 -0.003009 0.000387 -0.009602 -0.011918 -0.017249 0.014678 0.033131 0.013838
0.048028 0.002802 0.004638 -0.001108 0.016962 0.056935 0.017096 0.007355 -0.008357
-0.011598 -0.019669 -0.011348 -0.017194 0.037806 -0.021466 0.002327 -0.007886 0.002528
0.002003 0.003728 0.019261 -0.009029 0.001786 0.021523 0.000774 0.005299 -0.013729
0.001143 -0.020208 -0.002672 -0.006549 -0.002496 -0.017018 0.002836 -0.016398 -0.003409
0.031954 0.0068 -0.004785 0.013184 -0.021086 0.018137 0.008226 -0.005954 0.011117
0.008571 0.041081 -0.003077 -0.005658 -0.019715 0.024291 -0.007649 -0.009883 -0.001128
0.026042 0.013827 -0.026813 0.002276 0.023836 0.008696 0.008993 -0.005142 -0.01383
-0.047288 0.018674 0.020813 -0.005109 0.033103 -0.017633 -0.004584 -0.008513 0.002003
0.017667 0.006179 0.020583 0.012268 0.003169 0.006781 0.025838 -0.012573 0.017995
-0.00992 -0.001945 0.009323 -0.01071 -0.009126 0.009905 -0.00399 -0.017702 0.008137
-0.008628 0.004 -0.000942 0.016809 0.024442 -0.007454 -0.008513 0.003794 -0.000278
0.021617 0.019918 0.009434 -0.002522 0.012448 0.032411 0.016667 0.021417 0.010579
-0.018961 -0.010516 -0.004112 -0.002528 -0.005464 -0.019142 -0.005713 -0.024669 -0.009917
-0.00056 -0.014373 -0.002252 -0.009856 0.009959 -0.052303 -0.022733 -0.007904 -0.030607
0.007567 0.00647 0.013732 0.010808 0.027882 0 -0.001789 -0.015615 0.021814
0.004729 0.012448 -0.008721 -0.004502 -0.002646 -0.020181 -0.004097 -0.011978 -0.003652
-0.00443 0.001612 0.002059 -0.000283 0.011277 0.013031 0.003086 -0.006553 -0.005075
-0.013348 0.006137 0.005791 0.002262 -0.009511 -0.007884 0.003076 0.03562 -0.006801
-0.017757 0.0019 0.011887 0.005642 -0.003311 -0.030113 -0.005367 -0.042675 0.011698
0.018078 -0.013275 0.000367 0.008415 -0.023256 0.005175 0.001028 -0.003331 0.001128
0.011838 0.002428 -0.006422 0.004172 0.008503 0.020163 0.019764 0.032086 0.02338
-0.008914 0.000101 -0.000739 -0.001385 0.012816 -0.000841 -0.005537 -0.010039 -0.004404
0.001124 0.00667 0.005914 -0.004161 0.010989 0.015152 -0.000759 -0.000981 -0.003318
0.013476 0.003514 0.004042 0.011421 0.022398 -0.011609 0.02001 0.014735 0.021637
0.023546 -0.006603 0.003477 -0.004406 0.019008 -0.03901 0.002235 -0.008067 -0.00706
-0.014614 0.004129 -0.006777 0.002766 0.000316 0.004365 -0.004955 -0.019519 -0.010938
0.001373 -0.00341 0.003319 0.004414 0.004741 0.016515 0.01245 0.02223 0.003594
-0.013782 -0.00956 -0.009557 0.000549 -0.026423 0.00513 -0.004427 -0.006816 -0.011295
-0.001398 -0.006299 -0.005938 -0.006039 0.007431 0.014887 0.008399 -0.023203 -0.009195
-0.003919 -0.00501 -0.00504 0.007457 -0.008659 -0.030595 -0.006124 0.00368 0.003937
-0.01602 -0.013873 -0.00469 -0.002193 0.003559 -0.009511 -0.006409 -0.033333 -0.008964
-0.001714 0.008649 0.021301 0.033516 0.000645 -0.017896 -0.002729 0.006897 0.017241
0.000572 -0.002583 -0.002215 -0.001063 0.003222 0.011111 0.003731 0.014384 0.01167
-0.000858 0.00259 -0.001665 0.012507 0.018947 0.020659 0.005205 -0.004051 0.01181
0.003148 -0.002996 -0.001112 0.004205 0.007249 -0.021964 0.011341 -0.010169 -0.014387
0.007418 0.005596 -0.002782 0.015441 0.017209 0.01277 0.012433 0.016781 0.014596
-0.011611 -0.002267 -0.016555 -0.006186 -0.014918 -0.006522 0.003371 -0.003031 0.005157
0.004871 0.000207 0.00662 -0.001556 -0.012539 0.005252 0.010319 -0.018919 0.00054
0.003707 -0.004647 -0.00357 -0.007532 0.002222 -0.006095 0.011876 0.021005 0.00135
-0.006818 0.000622 0.001886 -0.004449 -0.001901 -0.003942 0.009624 -0.023609 0.009434
-0.013158 -0.019285 -0.000565 -0.009201 0.003174 -0.003518 -0.001628 -0.043178 -0.006142
-0.015652 -0.000634 -0.008098 0.010348 -0.028788 -0.014122 -0.010945 0.010108 -0.004836
-0.029446 -0.015551 -0.017087 0.022847 -0.023779 -0.001343 -0.01036 -0.023946 -0.015418
-0.015777 -0.01988 -0.012749 -0.029012 -0.057724 -0.012999 -0.017131 -0.008422 -0.008517
0.017263 0.022914 -0.007826 0.002644 0.033994 0.015441 0.005083 0.022526 0
-0.012424 -0.015863 -0.002761 -0.011603 -0.000685 -0.025492 -0.01421 -0.021307 -0.018842
-0.014728 0.006861 0.010085 0.001868 -0.010966 0.003685 0.009773 0.002214 0.012708
0.021489 0.010168 -0.003915 0.007723 0.046431 0.015145 0.022986 0.023196 0.017847
-0.002134 -0.005782 0.001965 -0.003964 0.003973 -0.00226 -0.006149 -0.021231 0.013425
-0.00275 -0.013247 -0.018242 -0.007164 -0.027704 -0.019937 -0.016421 -0.026103 -0.008381
-0.027267 -0.006549 -0.010989 -0.00775 -0.013229 -0.011558 -0.012824 -0.009815 -0.016903
0.005039 0.003296 0.00303 0.001356 -0.008594 0.000468 0.004412 -0.002669 0.00416
0.002194 0.004928 0 -0.008399 -0.020458 0.010753 -0.005856 0.014144 -0.006076
0.02783 0.006756 0.011078 0.010656 0.000708 0.035615 0.018655 0.047493 0.032231
0.006997 0.004113 -0.001394 -0.014328 0.024407 -0.00134 -0.006024 -0.014754 -0.005922
0.010574 -0.00097 0.008777 0.019199 0.007942 0.036225 0.019636 0.011322 0.010019
0.009267 -0.003884 -0.002966 -0.004844 0.028434 -0.001726 -0.001902 -0.00939 0.002949
0.002666 -0.005199 0.00595 0.008383 0.012325 -0.012538 -0.000715 -0.008385 -0.001337
0.000591 0.005771 -0.003943 0.000268 -0.011517 0.00394 0.00739 0.006618 -0.007495
0.010924 0.019812 0.013064 -0.004021 -0.000666 0.006542 -0.009229 0.027027 -0.010788
0.022196 -0.000212 0.006643 0.002153 -0.021319 0.024263 0.005297 0.015292 0.015267
0.001143 -0.005097 -0.000776 0.000537 0.001021 -0.012267 -0.005988 -0.009807 -0.008056
-0.011986 -0.006617 -0.001942 -0.000268 0.009521 -0.00985 -0.003133 -0.022993 -0.012182
0.001155 0.00043 -0.009926 -0.011547 0.005389 -0.010813 -0.005318 -0.009051 -0.007947
0.010098 0.006658 0.006487 0.00326 0.021776 -0.010494 0.009964 0.008403 0.007182
-0.011711 -0.007467 0.003711 -0.009207 -0.024262 -0.016792 -0.036574 0.002536 -0.016456
-0.003468 0.007094 0.023545 0.00082 0.001344 -0.011685 -0.019231 -0.010842 -0.001115
0.00058 0.002882 0.036502 0.006281 0.00906 -0.004548 -0.012732 -0.025941 0.001117
0.016232 -0.017984 -0.007153 0.01194 0.020286 0.005025 0.012639 -0.007877 0.009481
-0.012265 -0.003684 -0.00388 0.000268 -0.005867 -0.012727 0.002547 0.008696 -0.005525
-0.018192 -0.014031 -0.014651 -0.008311 -0.018361 -0.025783 -0.020833 -0.022864 -0.009722
-0.000882 0.006729 0.010352 0.022168 -0.00334 0.007561 -0.022314 0.007844 -0.003086
0.018546 -0.005698 -0.000745 0.021423 0.031836 0.022983 0.018578 0.009344 0.022791
0.008093 0.005951 0.000746 -0.002071 0.001949 -0.006419 -0.002084 0.038084 0.003852
-0.00344 -0.009312 0.004098 0.007006 0.001621 0 0.006527 -0.013803 -0.003837
0.019563 0.00752 0.008534 -0.006442 0.024919 -0.01892 0.001816 -0.009945 0.004952
-0.007619 -0.007683 -0.003127 -0.012448 -0.02084 -0.026341 -0.017866 -0.019717 -0.014782
0.001706 -0.014711 -0.001661 0.006828 -0.024186 -0.022222 -0.007382 -0.008349 -0.007224
-0.01845 -0.010216 -0.001294 -0.003912 -0.015202 -0.02668 -0.001328 -0.015308 -0.015113
-0.000289 -0.001701 0.016657 0.015711 0.022819 -0.002538 0.006915 0.012048 0.001137
0.007232 0.011134 -0.002367 -0.004383 -0.014108 0.011705 0.011886 0.009217 0.00369
-0.006031 -0.000449 -0.013139 -0.003884 -0.010316 0.006036 -0.006787 -0.001522 -0.002828
-0.007223 -0.004721 0.014053 -0.005719 -0.016812 -0.011 -0.011827 -0.008397 -0.025525
-0.012806 -0.001924 0.008388 -0.012288 -0.034884 0.011122 -0.029787 0.018861 -0.039581
-0.019458 -0.014854 0.002713 -0.014029 -0.009922 -0.004 -0.029331 0.003022 0.013333
0.002405 0.002878 -0.005591 0.006711 0.034359 0.009538 -0.006213 0.045951 0.001495
0.0012 -0.003673 0.001814 -0.004267 0.002076 0 0.016482 -0.007202 0.001194
0.004194 0.004377 -0.005612 0.001607 0.013122 -0.003978 -0.000559 -0.004715 0.005667
-0.001193 -0.008946 -0.002276 0.005882 -0.006476 -0.020969 -0.002517 -0.014577 0.002372
-0.026284 -0.010184 0.003302 -0.010898 -0.00789 -0.005609 -0.009815 -0.007396 -0.009763
0.025384 0.006197 -0.00128 0.006987 -0.001383 0.016923 0.007363 0.01155 0.034359
0.001504 0.011504 -0.006407 -0.010942 -0.009349 0.036309 0.004779 -0.001473 -0.017331
-0.008111 0.00425 0.005527 0.004857 -0.009437 0.008759 0.004757 0.011066 0.002351
0.008783 -0.003317 0.006596 -0.006176 0.004234 0.004342 0.004734 0.005108 0.010851
-0.002702 -0.000344 -0.011467 0.001351 0.018974 -0.003842 0 0.006897 0.005222
0.011439 0.01837 0.019333 0.014571 0.021379 0.013501 0.021064 0.012978 0.018759
-0.000298 -0.003946 0.002168 -0.009308 -0.007427 0.010942 -0.000271 0.009609 0.004533
0.005954 0.002716 0.005588 0.003221 -0.027211 -0.005176 0.003258 0.00282 0.010716
-0.002664 0 -0.001434 -0.000803 0.015385 0.00473 -0.002977 0.003515 0.002232
-0.014837 -0.005305 0.001077 -0.004821 0.009814 -0.003296 0.000271 -0.007706 -0.004454
0.014759 -0.001589 0.00771 0.005382 -0.013014 0.006613 0.012212 -0.011295 -0.002517
-0.013357 -0.007161 0.006939 -0.002141 -0.008675 -0.008916 -0.009115 -0.021421 -0.005327
0.015042 0.002404 -0.003711 0.00456 0.009801 0.006629 0.008658 0.026633 -0.004228
0.028156 0.012334 0.006031 0.00534 0.019064 0.018815 0.023069 0.021677 0.014435
0.003459 0.015794 0.004408 0.002656 -0.004422 0.015697 -0.002097 0.008348 0.004883
0.006607 0.000555 -0.003686 -0.002384 -0.010933 -0.003636 -0.009984 -0.020352 -0.013638
0.010274 0.004107 0.005462 0.003452 0.00829 -0.007755 0.003185 0.008451 0.008747
0.006497 -0.004311 -0.001051 -0.003176 -0.002056 -0.003678 -0.016931 -0.022696 -0.006713
0.009543 0.005218 -0.014033 0.009291 0.008582 0.005095 0.002422 0.01572 0.007322
0.002224 -0.001767 -0.005871 0.001578 0.033016 -0.009217 0.001879 -0.010904 0.00643
0.003329 0.000664 -0.005906 -0.002101 -0.004942 -0.01907 0 -0.017425 -0.009167
0.01023 -0.004202 -0.005401 0.002105 -0.005629 -0.008061 -0.002412 0.000362 -0.00841
-0.007663 -0.006329 0.000543 -0.002889 -0.007326 -0.006214 -0.006178 -0.004341 0.009895
0.013789 0.005922 0.001628 0.012773 0.008051 0.00481 -0.001081 0.018895 -0.019037
0.020403 0.008554 0.004876 -0.00262 0.018968 0.011489 0.017857 0.017118 0.011415
-0.011997 -0.008812 0.000899 -0.009719 -0.003592 -0.005206 0.003987 -0.019986 -0.001129
-0.006746 -0.004889 -0.021368 -0.000265 0.017699 -0.009991 0.005825 -0.006082 -0.004237
-0.012768 -0.00938 0.008624 0.025471 -0.018035 0.008169 -0.001053 -0.014399 0.005957
0.008531 -0.004735 0.014008 0.005433 -0.020007 0.00572 0.008959 0.008035 -0.008178
-0.000546 -0.001586 -0.000718 0.008749 0.012718 0 0.012536 0 0.000853
-0.015561 -0.007374 -0.004129 -0.008929 0.00033 -0.024645 -0.006706 -0.021014 -0.005966
-0.004992 -0.005257 -0.002163 -0.004891 -0.001652 -0.00826 -0.002358 -0.025537 -0.008574
-0.008083 -0.015395 -0.007227 0.003621 -0.009265 -0.018128 -0.021796 -0.008355 -0.000577
0.009553 -0.004084 -0.007643 -0.005155 0.012024 0.010978 -0.01047 0.008809 0.009518
-0.010854 -0.019918 0.004218 -0.005181 -0.007591 -0.013327 -0.002984 -0.004556 -0.020286
0.018571 0.002869 0.0042 -0.001042 -0.007981 0.007003 0.002177 0.013349 0.002333
-0.008011 0.012636 -0.001819 0.007299 -0.008381 -0.000993 0.001901 -0.01242 0.008438
-0.008076 0.003532 0.008927 -0.002847 0.002028 0.006962 0.006504 -0.003811 0.00577
-0.004211 -0.013138 0.009751 -0.002855 0.029352 -0.017284 -0.018578 -0.105585 -0.01004
0.006484 -0.001308 -0.010193 -0.001822 0.017699 -0.012563 -0.012346 -0.009837 -0.005216
0.019608 0.003095 0.026197 -0.007823 0.014493 -0.000509 -0.003611 -0.018143 -0.011943
-0.014835 0.012103 -0.007042 -0.001577 -0.007619 0.005601 0.003624 0.007919 -0.019163
0.001115 0.012427 -0.001596 0.000526 0.005438 0.012658 0.011111 0.014404 0.021641
0.019777 -0.012274 -0.009945 -0.009997 -0.015272 -0.0155 0.011538 -0.02926 -0.013533
-0.000273 0.00891 0.008789 -0.009833 0.002908 0.013712 -0.001086 0.031472 0.008053
-0.00929 -0.01406 -0.00889 -0.006978 -0.015786 -0.019038 -0.006797 -0.025784 -0.023669
0.005792 0.002828 -0.005562 -0.006757 -0.014403 0.007661 -0.001642 0.013233 -0.003636
0.024129 0.009284 0.003969 0.008163 0.025905 0.013685 0.012065 0.013061 0.016727
0.020348 -0.000349 0.000539 -0.003239 0.010036 -0.0035 0.004335 0.008165 0.002094
-0.005773 0.010716 -0.003772 -0.006499 0.008974 0.014049 0.001888 0.033291 0.006567
-0.00739 0.003457 -0.003606 0.005451 0.008577 -0.002969 0.005116 0.005734 0
-0.003988 -0.004364 0.004523 0.010572 -0.014173 0.010918 0.002143 0.021329 0.009193
-0.01228 -0.011305 -0.001621 -0.005633 0.002556 -0.005891 -0.009088 -0.029317 -0.014987
-0.009189 0.003034 0.002706 0.000809 -0.023901 0.009383 0.003777 -0.00662 0.002088
-0.024277 -0.009073 -0.006477 -0.012129 -0.016977 0.002935 -0.024993 -0.012516 -0.01816
-0.033268 -0.01796 -0.011228 -0.008731 -0.014613 -0.029268 -0.005237 -0.038023 -0.002426
0.000868 0.000839 -0.002015 -0.006606 0.007752 -0.001005 -0.000554 -0.008784 0.000304
0.024848 0.017235 0.009176 0.012469 -0.002341 0.003521 0.025506 -0.001329 0.013977
0.004511 -0.015296 0.018367 0.001916 -0.024807 -0.021554 -0.002433 -0.016859 -0.008391
-0.026102 -0.017684 0.005357 -0.008468 -0.027501 -0.13166 -0.001084 -0.041516 -0.004231
0.002882 0.020679 -0.008437 0.00551 -0.007423 -0.026549 0.000271 0.015066 0.005766
0.01523 0.001311 0.009903 0.013151 -0.010328 0.024242 0.023596 -0.006493 0.025347
-0.005661 0.000238 0.008023 0.001623 -0.017632 0 0.005034 0.004155 0.032961
0.019285 0.01297 0.008666 0.006749 0.032967 0.037278 0.010282 0.033056 0.026496
-0.01881 -0.002819 -0.004384 -0.015822 0 0.010268 -0.008351 -0.009451 0.005829
0.013162 0.004241 0.004579 0.008447 0.019504 0.022586 0.017105 -0.017719 0.003311
-0.002542 -0.007038 0.000175 -0.011078 -0.01287 -0.0127 -0.002587 0.012488 -0.009901
0.010476 0.000709 0.002103 0.028142 -0.006342 -0.011186 0.001038 -0.01005 0.009167
0.022415 0.00425 0.008571 0.00186 0.007092 0.023756 0.022026 0.012921 0.007432
-0.003837 -0.004467 -0.002428 0.005835 0.013732 0.004972 0.000254 -0.0082 -0.00082
0.003026 0.002952 0.003303 0.00712 0.005557 0.003848 0.006844 0.011484 0.000547
-0.021393 -0.006357 -0.002946 -0.004713 0.002073 -0.01862 -0.015609 -0.019074 -0.00164
0.008408 0.003436 0.009732 -0.002631 0.009824 -0.001674 0.012276 -0.014352 0.003148
0.000556 -0.00555 -0.005336 0.003957 0.02434 0.001677 -0.008085 0.006576 0.008753
0.015 0.004156 -0.001557 0.00578 -0.006024 0.005022 0.014773 0.009333 0.028471
-0.004379 -0.002128 0.0026 0.000261 0.014141 -0.017213 0.000251 -0.073047 -0.011864
0.012919 0.006873 0.000173 -0.00235 -0.02158 0.016384 0.000502 -0.00798 0.004269
-0.010312 0.010474 0.007086 -0.014921 0.01493 -0.002779 -0.012541 -0.008547 -0.00983
-0.003839 0.006755 -0.013043 0 0.01538 0.010033 0.009398 0.02282 -0.006976
0.003303 0.003702 0.001043 -0.008504 -0.001976 0.009382 0.00151 0.019831 0.014321
0.006584 -0.003112 0.010075 0.002948 0.014847 0.02187 -0.01608 0.011181 -0.00293
0.002726 0.002659 0.003439 -0.000802 -0.000975 -0.011284 0.008427 -0.001442 0.018969
-0.011144 -0.004036 -0.002913 -0.008291 0.005857 -0.006522 -0.010382 -0.016851 0.006555
0.005223 -0.002895 -0.001031 0.002966 0.0055 -0.003282 0.012794 -0.015181 0.008075
0.004649 -0.004413 0.006882 0.006184 0.014157 -0.006037 0.001769 0.023869 -0.010078
-0.004355 -0.000467 -0.010253 -0.013095 0.002221 0.016565 -0.00681 0.016027 0.003915
-0.011208 0.000233 -0.000345 0.00176 0.021526 0.015752 0.018283 0.007648 0.00858
-0.018247 -0.016449 -0.010363 -0.01471 -0.006508 -0.004278 -0.006234 -0.031309 -0.013921
-0.000282 -0.0051 -0.012914 -0.001382 0.005614 0.011815 -0.009787 -0.001959 -0.002353
-0.004507 0.006557 -0.000177 -0.001938 0.041563 -0.0138 0.007349 -0.012267 0.007075
-0.007074 -0.003198 -0.000354 -0.018585 -0.010721 -0.009688 -0.015597 -0.010432 -0.003123
0.014249 0.003802 0.010083 0.01922 0.015352 -0.008696 0.006389 -0.012048 0.013573
0.00281 0.005919 -0.001226 0.001941 -0.015713 0.015351 0.007618 0.019817 0.014164
0.004763 0.008943 -0.012274 -0.003045 0.014759 0.012419 0.00126 -0.000498 -0.004571
