 BMY BA BK BAC BHI BAX BRB
-0.014085 0.014839 -0.025989 -0.022373 0.004286 -0.025309 0
-0.028958 -0.018277 -0.000889 -0.02552 -0.021337 -0.031666 -0.004144
-0.000398 -0.005353 0.005044 0.001423 0.011046 -0.00436 -0.012483
0.002387 0.003042 -0.009153 -0.00469 -0.009776 -0.020801 -0.029494
0.025 -0.003499 -0.025328 -0.036841 -0.011034 -0.014088 -0.023155
0.014712 0.048689 0.03638 0.01705 -0.009689 0.022908 0
-0.019458 0.004464 -0.004425 0.025656 -0.013045 -0.014412 -0.01037
0.003502 -0.008889 -0.018963 -0.015776 -0.023431 -0.036895 -0.001497
-0.04304 -0.001345 -0.012987 0.003466 -0.027991 -0.022425 -0.017991
0.011066 -0.017288 -0.034272 -0.009929 0.026899 -0.017921 0.015267
0.033644 0.028101 0.062104 0.02936 0.026194 0.052068 0.022556
-0.028627 -0.02 -0.011933 0.015815 -0.045946 -0.011332 0.011765
-0.035931 -0.019955 -0.033515 -0.023631 0.005036 -0.037661 0.011628
-0.030569 -0.055993 -0.025929 -0.030467 -0.032258 -0.040593 -0.012931
-0.044924 0.009069 0.028865 0.015419 -0.018447 0.013175 -0.016012
0.026685 -0.024775 -0.001247 -0.007809 -0.026706 0.026507 -0.014793
0.052863 -0.009714 -0.024345 -0.011952 -0.031504 -0.002192 -0.016517
0.003347 0.027918 -0.012156 -0.02198 0.011193 0.004639 0.003053
0.006255 0.050648 -0.007124 -0.019608 0.007956 0.054921 0.003044
-0.067551 -0.038426 -0.022645 -0.036769 -0.002402 -0.262843 0.009105
-0.013333 -0.03318 -0.014775 -0.017409 -0.054008 -0.007813 0.007519
-0.018018 -0.03482 -0.025903 -0.020319 -0.050545 -0.025197 -0.056716
-0.03211 0.008305 -0.023793 -0.039323 -0.04481 0.030048 -0.026899
-0.026066 0.060232 0.069893 0.018998 0.082598 0.086888 0.027642
0.019465 0.042486 -0.01742 0.016102 -0.00963 0.035786 -0.003165
-0.009547 -0.021891 0.010228 0.028357 -0.006731 0.019225 0.010317
0.085783 0.000714 0.079649 0.042985 0.064006 0.063423 0.073134
0.010652 -0.009041 0.00125 -0.000311 -0.012739 -0.016967 0.026279
0.028986 -0.003121 -0.000312 0.034536 -0.039427 0.043671 -0.025678
-0.034998 -0.021435 -0.034978 -0.025564 -0.039739 -0.043348 0.02123
0.013268 -0.019198 -0.005178 -0.019907 -0.066745 0.001572 0.007885
-0.04103 -0.031117 -0.035459 -0.022831 -0.046424 -0.065115 -0.02845
0.020938 0.02072 0.033727 0.026909 0.041228 0.017902 0.01757
0.036558 0.042882 0.007504 0.023851 0.009688 0.016488 0.011511
0.012903 0.009732 0.079016 0.048123 0.054652 0.03163 0.008393
0.01741 -0.012048 0.001801 0.006141 0.037975 -0.007075 0.001552
0.002922 -0.012195 -0.001798 -0.005232 0.006098 -0.012932 0.025352
-0.052018 -0.080741 -0.032113 -0.015924 -0.020455 -0.024332 0.016552
0.036435 -0.019071 0.04 0.024347 0.071152 -0.027131 -0.008175
-0.040237 0.031362 0.008348 0.005797 0.10361 -0.001408 0.019074
0.014122 0.000267 -0.007688 -0.009942 -0.036964 -0.040903 0.002674
0.036554 0.026667 0.032777 0.02023 0.019022 0.033529 -0.001333
-0.001679 -0.016104 -0.004616 -0.015549 -0.06 -0.007684 -0.021362
0.034483 -0.008184 0.014493 0.00768 -0.007092 0.032119 0.012278
0.045122 0.024754 0.014286 0.011648 0.0575 0.014171 0.008086
-0.010891 -0.035584 -0.018592 -0.013504 -0.024654 -0.019178 0.005348
0.022808 -0.006464 0.016647 0.023055 0.012465 0.034637 -0.00133
-0.027682 0.003795 -0.004235 0.005634 -0.02394 0.017009 -0.005326
-0.009095 0.013503 -0.011908 -0.019468 -0.018921 -0.00876 -0.004016
-0.030726 -0.009592 -0.004591 0.004999 -0.029643 -0.007231 -0.001344
0.027172 -0.00269 0.01326 -0.00398 0.012146 -0.021041 -0.017497
-0.038076 -0.043431 -0.082504 -0.042095 -0.040364 -0.033067 -0.009589
0.037083 0.039199 0.028837 0.012513 0.015157 0.021659 -0.004149
0.008839 -0.022252 -0.015371 -0.000742 -0.02053 -0.006974 0.019444
0.005575 0.03275 0.01959 0.029263 0.033537 -0.011236 0.002725
0.002376 0.003762 0.011708 -0.000577 0.028761 0.003693 0.016304
0.024496 -0.004551 -0.007715 -0.010397 0.026523 -0.002264 0.013369
-0.003857 -0.00269 -0.001794 0.003064 -0.015712 -0.009929 -0.003958
-0.027875 -0.01699 -0.039844 -0.020512 -0.018446 -0.066189 0
0.039825 -0.023868 0.016225 0.014407 0.023491 -0.004603 -0.006623
-0.006128 0.046374 -0.006141 0.009956 0.011299 0.029593 -0.001333
-0.029287 -0.025248 -0.012975 -0.013482 -0.035265 -0.032036 0
-0.0131 0.013227 -0.027856 -0.025716 0.002895 0.020724 -0.00534
-0.034594 -0.033995 -0.043464 -0.044344 -0.005413 -0.004848 -0.026846
0.01125 0.027027 -0.023224 -0.004104 -0.007257 -0.016748 -0.004138
-0.001236 -0.029605 0.001034 0.011886 -0.005117 -0.039331 -0.020637
0.012789 -0.012429 -0.043373 -0.028974 -0.040411 0.009994 0.025173
0.040733 0.012872 0.047139 0.024194 0.055896 0.03926 -0.00676
0.024266 0.032194 0.017182 0.03811 0.074692 0.016278 0.005556
-0.064196 -0.050616 -0.024324 -0.027913 -0.022267 -0.050771 0.009669
-0.028175 -0.016427 -0.004848 -0.00437 0.001725 -0.02738 0.010944
0.027311 0.05479 0.01183 0.036834 0.026869 -0.030442 -0.002706
-0.042536 -0.045 -0.07978 -0.02963 -0.025159 -0.109386 -0.027273
0.000865 -0.002036 -0.105007 -0.068391 -0.006882 0.027293 0.015483
-0.060043 -0.067036 -0.057203 -0.0301 -0.012821 -0.007749 0.006868
0.006434 0.011559 -0.076616 -0.041379 -0.036504 0.038304 -0.016371
0.019635 -0.011427 0.093525 0.028777 -0.011658 0.019341 -0.026352
-0.031348 -0.049047 -0.057018 -0.053322 -0.022853 -0.006676 -0.029915
-0.026815 0.029895 0.072093 0.046353 0.018106 0.008136 0.001468
0.028029 0.020734 0.030803 0.048359 0.01445 0.005263 0.041056
0.041128 -0.029375 -0.018939 0.022054 0.033966 0.024084 -0.001268
0.014203 0.035093 0.071643 0.083018 0.024373 0.022836 0.037935
-0.003063 -0.051322 0.010809 0.01673 -0.037931 -0.024992 -0.008084
0.039508 -0.017049 0.067039 0.025879 0.027957 -0.085783 0.019108
0.008868 -0.032688 0.010471 0.01079 -0.017085 0.040748 -0.005376
-0.018418 0.046897 0.015174 0.014859 0.003193 0.020115 -0.016216
0.006397 -0.007246 -0.009479 -0.00995 -0.019448 -0.003521 0.009615
0.008051 0.01858 0.007729 0.006461 0.025965 -0.026502 0.001361
0.015973 -0.02443 -0.032871 -0.02311 0.030931 -0.04029 0.002717
-0.000827 0.012354 0.027946 0.019568 -0.028299 0.028744 -0.01084
-0.006211 -0.044195 0.002572 -0.004583 0.021404 0.019118 0.007534
-0.020833 0.024845 -0.041407 -0.000863 -0.026451 -0.034993 -0.006118
0.042553 0.016835 0.011086 0.014545 0.040579 -0.060935 0
0.00449 -0.014901 -0.017013 -0.009226 -0.011021 -0.003981 0.014911
0.02438 0.021849 0.019231 0.00659 0.048193 -0.031974 -0.005257
0.00595 -0.024013 0.009434 0 -0.017734 0.038398 0.00542
0.02011 0.062353 -0.004112 0.010817 0.026078 0 -0.004043
0.043293 0.065355 -0.001501 -0.013095 0.03291 0.021471 -0.001353
-0.012597 -0.038416 -0.034586 -0.037808 -0.037539 0.002336 -0.00271
0.009381 0.027563 -0.02648 -0.004893 0.007866 0.025631 0.014946
-0.029368 -0.05877 -0.0092 -0.005364 -0.016585 -0.002272 -0.01071
0.020299 0.013769 0.033508 0.008989 0.000661 0.06186 -0.007104
-0.067943 -0.002211 0.003906 -0.000594 -0.030734 0.031451 -0.005247
-0.021345 -0.002228 0.054864 0.021394 0.03239 0.038808 0.008357
-0.010288 0.004785 0.009222 0.000582 0.001981 0.002668 0.005435
0.020374 -0.018413 -0.019737 -0.020061 -0.002966 0.006321 -0.004054
-0.013855 0.015524 0.002983 0.012016 -0.009917 0.013223 0.001357
0.035537 0.01051 0.035316 0.018763 0.039065 -0.027732 -0.017615
0.034318 0.022376 0.070018 0.027626 0.022494 0.026846 -0.001379
0.022377 0.048089 -0.004362 -0.0021 -0.010371 0.021895 -0.005525
0.009057 -0.015 -0.003707 -0.000982 0.008892 0.00064 -0.019444
-0.019447 0.005375 -0.007104 -0.023034 -0.022348 0.005113 -0.001416
0.01106 0.040095 0.031346 0.020558 0.023503 -0.029571 0.007801
-0.000377 -0.027698 0.002643 -0.012819 0.029884 0.048165 0.017593
-0.002641 0.001468 -0.007249 -0.013841 0.034514 -0.016255 0.002766
0.001892 0.004106 -0.029207 0.002749 -0.005019 0.007626 -0.012414
-0.009441 -0.009054 -0.015385 0.002742 -0.027003 0.011984 -0.006983
0.030118 -0.028588 -0.034722 -0.018155 -0.019213 -0.012153 -0.009845
0.030348 0.01335 -0.011511 0.009467 0.03296 0.009464 0
-0.012931 -0.02994 -0.02984 -0.002784 -0.021674 0.001875 -0.015625
-0.013828 -0.00463 -0.003001 0.019544 0.003385 -0.023706 0.053391
0.001845 0.008682 -0.011287 0.00173 -0.001533 -0.061917 -0.020548
-0.066298 -0.014756 -0.025875 0.000576 0.022113 0.009381 0.001399
-0.01144 -0.020281 -0.010938 -0.01855 -0.01262 0 -0.005587
-0.006385 0.016561 0.040679 0.029744 0.017955 0.020654 -0.001756
-0.030924 -0.002193 0.005693 -0.012379 -0.028401 -0.005396 0.013014
-0.011604 0.005338 -0.155094 -0.013543 -0.001538 -0.008477 -0.001389
-0.014675 0.007183 0.062081 0.000438 -0.013559 -0.018468 -0.005563
0.003404 0.014264 0.021026 0.026277 0.049672 -0.015679 -0.006993
-0.002545 0.002446 -0.010297 -0.002703 0.009226 -0.006372 -0.005634
0.002976 -0.00427 -0.004994 -0.005135 -0.012091 0.006413 0.014164
-0.008902 -0.000613 0.007528 0.00129 -0.014627 -0.012389 0.018156
-0.001283 -0.009194 -0.015774 -0.009593 -0.023932 -0.008961 -0.005487
-0.004283 0.017631 0.010544 0.009108 -0.007138 0.00651 0.001379
0.007742 0.002736 0 -0.003295 0.006252 0.006109 0.002066
0.038013 0.026978 0.052588 0.015955 0.036968 0.024643 -0.014433
0.029963 0.008855 0.006741 -0.006225 -0.024865 -0.00488 0.004184
0.02101 -0.001463 0.05002 0.014379 -0.016283 0.02627 -0.016597
-0.006727 -0.024319 -0.004501 0.001544 -0.045284 -0.011945 -7.1e-05
-0.037849 0.006006 -0.039186 -0.004064 -0.007197 0.003109 0.004308
0.047619 0.01194 0.049804 0.013086 0.019769 0.043388 -0.001477
-0.005929 -0.001475 0.004856 -0.002778 -0.010339 0.0033 -0.007042
0.001988 0.013294 0.002974 0.008078 -0.011753 0.020724 -0.007021
0 -0.004373 0.009266 0.001382 -0.014866 0.005479 -0.004357
-0.000397 -0.023426 -0.007345 -0.014211 0.010731 -0.024359 -0.001435
-0.012703 0.003298 0.00111 -0.006298 0.040146 0.007227 -0.002874
0.021713 -0.005081 0.002587 0.006761 -0.011483 -0.010111 -0.002882
-0.004329 -0.026735 -0.030225 -0.010492 -0.036463 -0.003954 -0.017341
-0.007905 -0.019136 -0.013683 0.002403 0.014735 -0.022494 0
-0.008765 0.002203 0.01514 0.009873 0.017492 -0.010152 0.019118
-0.040595 -0.026374 -0.027916 -0.027654 -0.028868 -0.015385 -0.011544
-0.024298 -0.012577 -0.006294 -0.014364 -0.047094 -0.010764 -0.020438
0.009446 0.027106 0.005542 0.006995 0.025237 0.016146 0.005961
0.014037 -0.026709 0.002362 0.007091 0.027692 -0.010017 0.001481
-0.030621 0.001633 -0.018068 -0.012645 -0.010645 -0.021284 -0.001479
0.02077 0.030333 0.012 0.019502 0.017485 0.004635 0.001481
0.008902 -0.015195 -0.002767 -0.000286 0.01388 0.004613 0.013166
-0.020168 0.004179 -0.023385 -0.019849 0.019231 -0.003886 -0.026135
0.001286 -0.012804 -0.015828 -0.00204 0.01599 -0.007801 0.008996
0.001285 -0.003913 -0.028866 -0.001168 0.007397 0.001072 -0.02526
-0.010265 -0.018003 -0.004246 -0.007015 -0.027908 -0.018208 -0.021341
0.019879 0.009 0.00597 0.003974 0.022258 -0.023273 -0.018692
-0.011441 -0.014205 -0.0195 -0.007037 -0.004418 -0.005957 0.012698
-0.007287 -0.007038 -0.018158 -0.007825 -0.027258 -0.017229 -0.014107
-0.032815 -0.004387 -0.007486 0.005952 -0.045617 -0.007241 -0.011129
-0.018304 0.022034 0.015972 0.018787 0.003756 0.039923 -0.016077
0.02774 -0.004975 0.015284 0.013649 0.020068 0.026947 0.026144
-0.010177 0.006 -0.007312 -0.000859 0.004001 -0.011503 0.025478
0.008046 -0.033466 -0.0026 -0.004158 0.009631 -0.003636 -0.020186
0.026164 0.016112 0.006082 0.012957 0.020395 0.025183 0
-0.001729 -0.038799 -0.031088 -0.024019 0.020309 -0.017088 0.004754
0.025541 -0.01053 0.01426 0.005825 -0.01485 0.017385 -0.006151
-0.023639 -0.012416 -0.007469 -0.010714 0.00898 0.002136 -0.001746
0.022482 0.003951 0.012395 0.012732 -0.012079 0.004618 0
-0.014799 -0.013954 -0.003935 0.000578 -0.00193 0.00389 -0.019078
0.001288 -0.016328 -0.003073 -0.009532 -0.01354 0.00634 0.027553
-0.021003 0.012542 -0.020255 -0.007728 -0.006863 0.00175 0.007886
0.013573 -0.025865 0 0.013666 -0.001974 0.005241 -0.01252
-0.026782 -0.02169 -0.031461 -0.00278 0.012529 -0.004519 0.007765
0.011984 -0.012232 -0.00232 0.012326 -0.005861 0.002095 0.019028
-0.012719 -0.012384 -0.042326 -0.031164 -0.025876 -0.015679 0.044753
-0.044869 -0.011756 -0.02137 -0.018103 -0.017149 -0.017699 0.000739
-0.002791 -0.002776 -0.008437 0.0032 -0.024974 -0.017297 -0.006642
0.009795 0.007952 0.045045 0.026732 0.015088 -0.207921 0.017831
0.000462 0.00789 -0.00431 -0.00429 0.00242 -0.090278 -0.005839
0.035088 0.052838 0.041366 0.026891 0.004828 0.02799 0.013216
0.000892 0.034573 0.029561 -0.011285 0.036033 0.011386 -0.014493
0.007576 0.004312 -0.004486 0.016974 -0.001987 0.0279 0.013235
-0.021672 -0.004651 0.010365 0.000288 0.021905 -0.018571 0.001451
0.009494 0.010065 -0.009813 0.014097 -0.020786 -0.006793 -0.004348
-0.038961 -0.038078 -0.035135 -0.024113 -0.020564 -0.049341 -0.024745
0.022833 0.012579 0.010271 0.007413 0.010159 0.007194 -0.002985
-0.02779 -0.03544 -0.000924 -0.010965 -0.008046 -0.003061 -0.011826
0.007498 0.004545 -0.011101 -0.003793 0.027712 0.000512 -0.009241
0.002791 -0.015837 0.000468 0.004247 0.004933 -0.019949 -0.001529
-0.019944 -0.039847 -0.041608 -0.025372 -0.020615 -0.02714 -0.022971
0.034075 0.024342 0.024878 0.017355 0.026729 -0.004292 0.026646
0.018307 0.038566 0.044741 0.026765 0.005532 0.033944 0.064122
0.01411 -0.004126 0.006834 -0.009023 -0.034628 -0.011464 -0.012912
0.009874 -0.001883 -0.000452 0.011707 0.008381 -0.016869 0.005814
-0.001778 0.033962 0.019466 -0.008 -0.006981 0.006971 0.00289
0.004898 -0.00146 0.001776 0.020305 -0.0077 0.010117 -0.001441
-0.019052 0.004386 -0.012411 -0.009739 -0.001012 0.006853 0.004329
0.004968 -0.014192 0.017953 0.014966 0.026342 0.008377 0.001652
-0.002247 -0.022887 -0.003968 0.001826 -0.019414 0.024922 0.004088
0.015766 0.029467 0.022576 0.009252 -0.024161 0.013171 0.014143
-0.000443 0.001468 0.044156 0.009444 -0.036795 0.005 -0.006902
-0.017303 -0.023818 0.010029 -0.009494 -0.028561 -0.047264 0.007092
0.017156 0.000375 0.021928 0.012363 0.018008 0.011488 0.012676
0.011984 0.004878 0.006883 -0.001098 0.001805 0.01239 0.003477
0.043421 0.038088 0.042622 0.01978 0.020901 0.030597 0.017325
0.042455 0.01223 -0.001157 0.004176 0.02012 0.059871 -0.009537
-0.004435 -0.018124 -0.004633 -0.01328 -0.00692 0.014006 -0.010316
-0.029972 -0.015925 -0.013964 -0.013322 -0.011847 -0.006906 -0.018068
0.017119 0.006988 0.025964 0.015018 -0.004584 0.035234 -0.002123
0.034893 0.013879 0.010736 0.00095 -0.00921 -0.007613 -0.002837
0.01309 -0.017291 0.003414 0.004204 0.001073 0.037906 -0.006899
0 -0.006232 -0.009452 0.002701 0.000893 0.004783 -0.000215
0.012138 0.055699 0.028244 0.008889 0.013615 0.01428 0.008596
-0.002708 -0.034941 -0.001485 -0.010279 0.015907 -0.008959 0.034091
-0.000388 0.018827 0.012639 0.003642 -0.001044 -0.012484 0.009615
0.003104 0.008529 -0.014317 -0.002016 0.015674 -0.000436 0.005442
-0.009671 -0.008457 -0.039106 -0.007676 0.008916 -0.018753 -0.017591
0.012891 0.034115 0.017054 0.004207 0.010877 0 0.001377
0.01504 0.024742 0.027058 0.006892 0.003699 0.010222 0.017882
-0.005319 -0.009054 -0.002968 -0.00255 0.00402 0.018478 -0.002703
0.003438 0.003723 -0.007443 -0.005113 0.013013 0.012959 -0.00271
0.003807 0.02272 0.023622 0.006492 0.004611 0.05032 0
-0.020857 0.008621 -0.003663 -0.003494 0.00623 -0.08648 -0.000679
-0.05306 -0.044379 -0.035662 -0.022789 -0.013359 -0.001333 -0.000816
-0.04499 -0.004816 0.006862 0.000552 -0.005945 0.018692 -0.001225
0.027409 -0.004494 0.021583 0.007447 0.059801 0.007864 -0.005586
0.011255 0.010417 0.00556 0.000958 0.003135 0.013004 0.005617
0.015251 0.030584 -0.001474 0.008616 0.015313 0.019683 0.006131
0.010962 -0.003001 0.031008 0.016814 0.023392 -0.003777 -0.002031
0 0.016053 0.024705 -0.008668 -0.010226 0.00674 -0.012212
-0.002811 -0.014154 -0.011181 -0.010223 -0.023093 -0.003347 -0.01511
0.031011 0.02404 0.022615 0.008426 0.027994 0.063812 -0.009763
0.015625 0.042061 0.020733 -0.000943 -0.006657 -0.01618 0.001408
-0.003077 0.004693 0.010494 0.021314 -0.00396 0.016446 0.019691
0.001543 0.044846 0.01407 0.021001 0.016208 0.012234 0.004138
0.03621 0.003875 -0.007268 0.000783 0.019561 0.014425 -0.010989
0.001115 0.035036 -0.022296 0.002607 0.004132 0.00269 0
-0.014482 -0.04848 -0.029952 -0.014171 0.0097 -0.02568 -0.004167
0.008666 0.034369 0.013333 0.016748 0.01048 0.014556 0.004184
0.010459 0.031769 0.025277 0.016732 0.035436 0.025591 0
0 0.009887 -0.00439 0.000638 -0.018642 -0.032136 0.005556
0.001848 -0.011469 -0.013908 0.000637 -0.02013 -0.022266 0.012431
0.036162 0.030277 0.027864 0.017837 -0.006655 0.038753 0.00955
0.027778 -0.007141 0.00502 -0.000626 -0.009321 0.015769 0.005405
-0.001386 -0.008852 -0.018648 -0.001378 -0.006469 -0.005301 0.007997
-0.019778 -0.00921 -0.007465 -0.016556 0.013022 -0.026646 -0.001267
0.015575 0.000845 -0.000684 0.006377 -0.006427 0.013297 -0.000667
-0.029278 -0.030115 -0.034554 -0.012546 0 -0.027017 0.000668
-0.007181 0.001161 0.009213 -0.004748 0.000882 -0.004363 0.001335
-0.004702 -0.002609 -0.012289 0.014184 0.001763 -0.003984 -0.017333
0.019259 -0.000291 0.015997 0.012842 -0.006158 0.0152 0
-0.018538 -0.005233 0.00105 -0.000628 -0.005901 -0.009062 -0.009498
-0.013803 0.002922 0.004893 -0.007286 -0.003562 0.033797 -0.006849
0.011418 0.009615 -0.001044 0.012274 -0.002681 -0.016154 0
0.011037 0.004329 -0.000696 0.005 -0.000896 -0.022283 0.001379
-0.008006 -0.006322 -0.007666 -0.004851 -0.006577 -4e-04 -0.006887
0.009905 0.012435 0.040379 0.011124 -0.01625 0.01 -0.001387
0.002543 -0.000571 0.013837 0.007169 0.007648 -0.005148 -0.011111
-0.010507 0.006859 0.00233 0.004541 0.015483 -0.004777 0.018258
-0.007689 -0.015328 -0.016274 -0.003054 -0.028999 -0.004 0.008276
0.002214 0.014125 0.00709 0.015686 0.012315 0.018474 0.005472
-0.001841 -0.017055 0.034194 0.006998 -0.023114 -0.014984 0.006803
-0.015861 -0.032967 0.019125 0.000479 -0.001868 -0.009207 -0.013514
0.002624 -0.001495 -0.00159 -0.008623 -0.012789 -0.030707 -0.015068
-0.006355 -0.006589 -0.013782 -0.015221 0.011058 0.021676 -0.001391
0.003386 0.005427 0.015275 0.019995 0.035 0.060792 -0.004178
-0.025122 -0.029985 -0.008963 -0.011666 -0.015097 0.004615 -0.005594
0.01 0.006801 0.00323 0.01229 -0.016554 0.031394 0.001406
-0.014851 0.003684 -0.016742 0.002043 -0.010287 -0.003712 0.009129
0.022033 -0.014989 -0.016699 -0.016795 -0.007559 0.004098 0.003479
-0.003404 0.014907 0.01665 0.019156 0.016503 0.048237 -0.004161
-0.010626 0.002754 -0.01474 -0.00838 -0.00843 -0.026549 0.001393
0.003836 -0.021971 -0.008644 0.000604 -0.031801 -0.024727 0.008345
0.011846 0.014665 0.01006 -0.001568 0.012683 0.021253 -0.004138
-0.010574 0.01845 0 -0.002175 0.012364 0.008032 -0.002632
-0.012595 -0.021135 -0.019588 -0.022163 0.004776 0.025353 -0.000139
0.014689 -0.006169 -0.000677 0.010651 -0.024715 0 0.002639
-0.019048 -0.031037 -0.020671 -0.022059 -0.016894 -0.035676 -0.004017
-0.010485 0.022101 0.000346 0.010025 0.02842 0.010256 0
0.02394 0.000627 0.003113 -0.000868 0.049165 0.011965 0.004172
-0.002683 0.010022 0.007241 0.009438 0.008576 -0.005733 0.00277
0.010377 -0.00093 -0.008901 -0.008365 0.000607 0.021261 0.033149
0.001141 0.012104 0.023489 0.010172 -0.000304 -0.001411 0.009358
-0.012538 -0.00184 -0.006075 -0.00786 0.001822 -0.005654 -0.005298
-0.003463 0.01853 0.01562 0.007798 -0.002727 0.002132 0.002663
-0.000386 -0.001213 -0.007021 0.000983 0.004558 0.004255 -0.003984
0.000773 0.019429 0.005724 -0.005276 0.009377 0.00565 0.006667
-0.005017 0.022335 0.004352 0.001727 -0.004795 -0.004916 0.005298
0.008534 0.000874 0 0.006157 0.018067 -0.017996 0.003953
0.001538 0.01688 0.001667 -0.008812 0.010352 -0.006468 0
-0.026114 0.021179 -0.013644 -0.032226 -0.023126 -0.026763 0
0.017744 -0.01065 0.002699 -0.009186 -0.008091 0.013006 -0.007874
-0.011623 0.011615 -0.005384 0.002962 -0.002719 0.011372 0.00496
-0.005488 0.012041 -0.008457 -0.003338 -0.009997 -0.022488 -0.004936
-0.007883 0.023243 0.003412 0.008631 0.021114 0.029314 0.002315
0.007946 0.011087 0.00034 0.012133 0.002697 0.012978 0
0.023256 0.008024 0.022094 0.002271 -0.012851 0.018505 -0.002309
-0.010401 0.018042 0.010974 -0.007932 -0.005147 -0.004542 0.002646
0.003503 -0.01251 0.004276 -0.022564 -0.017651 0 -0.002639
0.005043 -0.019266 0.000655 -0.00118 -0.006815 0.009828 -0.001336
0.027788 -0.005382 0.001309 0.0109 0.013412 0.013208 0.002662
0.000751 -0.017045 0.011115 -0.011302 -0.023084 -0.012007 -0.001321
-0.00788 -0.019543 -0.036534 -0.016292 -0.010082 0.020486 0
-0.005295 0.002807 0.012081 0.00975 -0.005411 0.01395 0.002646
0.003802 -0.00168 -0.0063 0.003042 -0.00288 0.028859 0
-0.006061 -0.004487 -0.009343 0.015429 -0.005777 -0.004892 -0.013852
0.011052 0.008732 0.022567 0.008312 0.003551 -0.017699 0.012709
-0.001508 -0.010612 0.001647 0.00425 -0.014152 0.001001 -0.014531
0.021895 0.020039 0.033213 0.02206 0.015661 0.016667 0.006702
0.006649 -0.009685 0.000955 -0.005898 0.016383 -0.011803 0.011984
-0.015046 -0.025147 -0.019714 -0.007826 -0.023388 -0.017253 -0.002763
0.014903 0.007452 -0.003892 0.005725 -0.005502 0.011816 0.001451
-0.008811 -0.027027 -0.015956 -0.008223 0.004556 -0.030697 -0.007905
-0.044444 -0.012866 -0.032429 0.001275 -0.017169 0.004131 0.001182
-0.016279 0.007405 -0.00855 0.003822 -0.024061 -0.010285 -0.005133
0.007092 0.012937 0.017937 -0.001015 0.00439 -0.004503 0.00264
0.003912 -0.003483 -0.013555 -0.008638 -0.005044 0.011134 -0.00266
0.025331 0.02942 0.045689 0.01512 0.03143 0.028906 0.004667
0.003073 -0.000283 -0.014455 -0.000379 0.001966 -0.000334 -0.000664
-0.009575 0.014718 0.01 0.004546 0.018313 -0.006691 0.009296
0.007734 -0.001116 0.014852 0.011314 -0.003532 0.003705 -0.002632
-0.00614 0.010053 0.001626 -0.001243 -0.005801 0.021477 -0.003298
-0.00695 0.003041 0.004221 -0.000124 0.006483 0.005913 0.000794
-0.006221 0.014057 0.019722 0.004108 0 -0.023514 0.00119
-0.002347 0.004349 -0.012365 0.005578 0.007407 0.003344 0
-0.006275 0.009472 0.020867 0.007643 -0.017583 0.000333 0.003303
-0.005919 -0.004021 0.021384 0.009298 -0.00423 0.004332 0.008558
0.003573 -0.004038 0.004618 -0.005333 -0.015033 -0.000995 0.004896
-0.009889 0.012162 -0.011033 -0.001584 0.009622 -0.014945 0.010003
-0.002397 -0.005607 -0.036566 -0.002807 -0.017088 -0.018206 -0.009583
-0.000801 0.000806 -0.008041 -0.003549 -0.003678 0.010646 -0.014221
0.006012 -0.017977 -0.005188 -0.004791 0.015101 -0.018688 0.007839
-0.033865 -0.012022 0.002282 0.000123 -0.035372 -0.013158 -0.00719
0.035052 -0.006084 -0.005236 0.009256 -0.009596 0.009123 -0.002633
-0.004781 0.00946 -0.001316 0.000978 -0.024221 0.007302 0.005941
0.005204 -0.006615 0.01614 -0.10127 -0.006383 -0.016224 0.003937
0.012346 0 -0.000648 -0.009787 0.004283 0.014035 0.013072
-0.016916 0.068257 0.008109 0.020728 -0.036958 -0.019031 0.003871
4e-04 0.007013 0.007722 0.010893 0.027491 -0.030335 0.001928
0.0148 -0.007222 -0.004151 0.00745 0.019113 -0.033103 -0.001796
-0.000394 0.010912 0.014748 0.003433 -0.0092 0.013168 0.015294
-0.018533 -0.004626 0.000632 -0.005922 0.020714 -0.018195 0.010127
0.004419 -0.003357 -0.013262 0.008737 0.010847 0.001891 0.002506
0.0104 0.007513 0.00352 0.008399 0.009692 0.004908 0
-0.007522 0.000257 0.004464 -0.00898 0.007199 0.01127 0
-0.002393 -0.001799 -0.011746 -0.007091 -0.010211 -0.005944 0
-0.0012 -0.013134 -0.000964 -0.001323 0 0.001495 0
0.020817 0.024008 0.004823 0.003973 0.008253 0.004851 0.009375
0.018039 0.021244 -0.0176 -0.005276 0.005457 0.037505 0.000619
0.030431 -0.016291 -0.020195 -0.00915 0.005767 0.0068 0.012252
-0.007477 0.012484 -0.007646 -0.002008 -0.021922 -0.017775 -0.0011
0.00226 -0.022899 -0.013065 -0.008314 -0.007241 -0.018096 0.002448
0.001879 0.014679 0.006449 0.00568 0.002431 0.011795 0.002442
-0.024756 -0.001269 -0.013491 -0.004975 -0.003812 -0.01275 0.001218
0.001923 -0.012452 0.017778 0.00473 -0.008696 -0.004059 0.005474
0.024952 0.000772 0.02217 0.007397 -0.004912 0.012968 0.010163
-0.013109 -0.0162 0.001643 0.002003 -0.001058 0.000732 0.009702
-0.003795 0.000523 0.005906 0.005596 0.018002 0.009137 -0.005813
0.00381 0.002874 0.000652 -0.00053 0.000693 0.007606 -0.000716
0.017457 -0.009638 0.007171 0.012197 0.002425 0.017254 0.002985
-0.001492 -0.004997 0.019417 0.003405 0.019703 -0.005654 0.002262
