GD GE F FDX GILD FCX GS GOOG 
0.019728 0.027508 0.030641 0.020643 0.013294 0.036254 0.025030 0
-0.010427 0.003918 -0.007207 -0.004866 0.037070 0.041983 -0.000465 0
0.009268 0.002276 0.035390 0.022463 -0.001698 -0.055120 0.008143 0
-0.003145 -0.000973 -0.001753 0.013301 0.004763 0.036719 0.000692 0
0.006435 -0.001949 0.002634 -0.006342 -0.009988 0.040560 0.001384 0
0.001881 -0.017247 0.007005 0.003265 0.016245 0.026626 -0.006679 0
0.002764 -0.002318 0.018261 0.017902 0.013798 -0.037701 0.008579 0
0.018043 -0.026883 -0.000854 -0.003488 -0.000166 -0.000834 -0.000690 0
0.016862 -0.013301 0.023077 0.040694 0.016268 0.052969 0.014148 0
0.029654 0.012444 -0.001671 0.032236 0.002940 -0.016680 0.005331 0
-0.000823 -0.015022 0.015900 -0.005160 -0.029642 0.001346 0.001241 0
-0.009294 0.005893 0.016474 0.008735 -0.001175 0.005647 -0.008563 0
-0.007481 -0.016196 -0.017018 -0.012989 -0.035288 -0.023529 -0.009319 0
0.008734 0.008056 0.021434 -0.004935 0.017244 0.000548 -0.001835 0
-0.007117 0.003475 -0.017756 0.000138 0.027363 0.038861 0.007011 0
-0.014335 -0.018352 -0.026294 -0.005647 -0.027801 -0.015806 -0.013125 0
0.003394 0.001411 0.020253 -0.000554 -0.006515 -0.007762 0.009020 0
0.001087 -0.003170 -0.015716 0.005683 0.007938 0.000270 -0.013563 0
-0.001448 -0.002827 0.010084 -0.007718 -0.016949 0.007551 0.027616 0
0.005196 0.010631 0.031614 0.016250 0.035528 0.005353 0.046037 0
0.017190 0.010870 0.010484 -0.001777 -0.125462 0.010650 0.004336 0
-0.008745 0.001734 -0.022526 0.012048 0.045000 0.012908 0.008419 0
-0.002146 0.004501 -0.001646 0.024892 0.003865 0.007802 0.005031 0
0.009677 -0.007239 0.007420 0.006600 0.007516 -0.000516 0.024388 0
-0.009940 -0.004861 0.008183 -0.003278 -0.023654 0.059902 -0.002495 0
-0.000239 -0.008025 -0.012175 -0.000526 -0.019754 -0.025335 -0.005003 0
0.002271 0.000352 -0.004930 0.015664 0.024715 -0.007748 0.011103 0
-0.007991 -0.011252 0.006606 -0.003370 -0.009091 0.032746 0.004662 0
-0.012024 0.001778 0.002461 -0.002861 -0.024902 -0.049268 -0.009280 0
-0.001460 -0.002130 0.007365 -0.008086 0.001344 -0.012827 0.000208 0
0.012553 0.020989 0.060926 0.004207 0.039310 0.048597 0.006243 0
0.002648 -0.012544 0.006126 0.009165 0.015498 0.002974 -0.007032 0
-0.016327 -0.016232 -0.013699 -0.002335 -0.014172 -0.024215 -0.023120 0
-0.003051 -0.002511 -0.019290 -0.011573 0.008293 -0.023297 0.004797 0
-0.012609 0.022654 -0.007868 -0.012761 -0.013690 0.041483 -0.005517 0
0.005579 0.036217 -0.002379 -0.001866 0.014066 0.024147 0.002134 0
-0.003452 -0.017645 -0.012719 -0.006542 0.016630 -0.014341 -0.023102 0
-0.001237 -0.013472 -0.005636 -0.052815 0.021032 0.002219 0.013187 0
0.003344 0.006653 0.022672 0.010783 0.044718 0.013780 0.020974 0
-0.013580 0.005565 0.029295 0.008984 -0.018032 0.029612 0.014012 0
0.007259 -0.004843 -0.006154 -0.001948 0.008238 0.005186 0.004364 0
0.004846 -0.003476 0.021672 0.013382 -0.001191 0.020872 -0.006103 0
0.007543 0.012557 -0.006061 0.011004 0.025392 0.028027 0.014571 0
-0.006505 0.015501 -0.015244 0.001088 -0.005651 0.008939 -0.000821 0
0.030883 0.001357 0.020124 -0.005300 -0.020057 -0.004430 0.019405 0
0.010665 -0.012534 -0.006070 -0.003826 0.000512 -0.015795 -0.005640 0
-0.008893 -0.001715 -0.009924 -0.005212 -0.018070 0.023056 -0.007090 0
0.019261 0.009278 0.019275 -0.003998 -0.005903 0.021653 0.007855 0
-0.001878 0.006469 0.021936 -0.006644 -0.009605 -0.011246 -0.006073 0
-0.012700 0.005413 -0.013323 0.004738 -0.012873 -0.062336 -0.006110 0
0.009290 0.022880 0.030758 0.015963 0.000715 0.047119 0.007582 0
-0.002478 -0.009539 -0.001456 0.007651 0.000000 -0.003564 0.008237 0
-0.002484 0.007307 0.040816 0.005559 0.001071 0.005366 -0.014120 0
0.016010 0.010551 0.004902 0.002023 0.004993 -0.018234 -0.002353 0
0.019610 0.002610 0.022300 -0.044409 0.012420 0.016988 0.008511 0
0.014081 0.003905 0.017042 -0.018448 0.029618 -0.030735 -0.010168 0
0.002258 0.001297 0.021448 -0.003874 0.011064 -0.051700 -0.009964 0
-0.001352 0.003561 0.101706 -0.001872 0.003704 -0.041434 0.018365 0
0.005414 0.003226 -0.036927 -0.004473 -0.002516 0.002528 0.000713 0
0.008750 -0.006431 0.001855 -0.002464 -0.005549 0.013616 -0.006821 0
-0.001112 -0.005825 -0.001235 0.000581 -0.003213 0.036318 0.003998 0
0.004899 0.010091 -0.001236 0.015684 -0.005937 0.010562 0.016745 0
-0.001662 -0.003568 -0.010520 -0.013440 -0.007850 0.001663 -0.004218 0
0.003107 0.008464 0.000625 -0.021739 0.002408 -0.000948 -0.004336 0
-0.008076 0.004519 0.005000 0.005778 -0.004461 -0.005222 -0.016206 0
-0.003011 0.014781 0.031716 0.000884 0.002413 0.048676 0.000515 0
-0.003244 -0.006650 -0.003014 -0.005151 -0.003783 -0.020478 -0.005968 0
0.021324 0.009882 0.027207 -0.009911 0.075941 0.001161 0.021014 0
0.016923 0.017992 0.006474 -0.008218 -0.016041 0.015081 0.001217 0
-0.003674 -0.013954 -0.031579 -0.020187 0.016955 0.016000 -0.012658 0
-0.004881 0.009120 -0.009058 0.048432 0.007534 -0.034871 0.002872 0
0.004360 -0.014958 -0.007922 0.011879 -0.022753 -0.061538 -0.001125 0
0.013348 0.012338 -0.006143 0.000580 -0.006350 -0.034199 0.017508 0
-0.007844 0.000000 -0.008035 0.004056 0.015075 -0.073145 0.017710 0
0.015705 0.042187 0.004984 0.008944 0.023245 0.005298 -0.006526 0
0.000533 0.000300 0.004960 -0.010581 0.002524 0.067961 -0.000796 0
-0.016626 0.014688 0.014189 0.011561 0.028639 0.005974 0.010956 0
-0.003251 -0.009749 -0.000608 -0.006571 -0.002601 0.007230 -0.008079 0
-0.003697 -0.009248 -0.036519 0.001294 0.008436 -0.026916 -0.009237 0
0.030449 0.028004 0.008212 -0.001149 -0.018555 0.001844 0.027940 0
-0.012921 0.001465 -0.001253 -0.004313 -0.053773 0.019195 -0.012026 0
-0.008047 -0.012577 -0.016311 -0.013141 -0.000655 -0.041022 -0.027214 0
0.013088 0.007998 -0.047497 -0.000585 -0.005408 -0.034167 0.011190 0
-0.023810 -0.011754 -0.020216 -0.014934 -0.096886 0.026741 0.001509 0
-0.002625 0.000000 -0.040578 -0.001635 0.026637 -0.013565 0.002612 0
0.008005 -0.012489 -0.016487 -0.005955 -0.001066 0.003850 0.013426 0
0.017733 -0.000903 0.012391 -0.023064 -0.000178 -0.015890 -0.013841 0
0.020951 0.010247 0.018718 -0.004752 -0.003559 0.032851 -0.009123 0
0.014344 -0.010143 0.009187 0.018638 0.010000 0.064151 0.025293 0
-0.005161 -0.008740 -0.008403 0.022985 0.020509 0.005319 0.005230 0
-0.000830 -0.011858 0.016243 0.014043 -0.006064 -0.002268 0.003043 0
-0.004465 0.017846 0.017373 0.017638 0.021440 0.053788 0.048052 0
0.003651 -0.006651 -0.006148 -0.006303 0.009556 0.000240 0.002895 0
-0.002910 -0.004260 -0.013058 -0.006631 -0.014537 -0.012937 -0.014432 0
0.006358 0.010086 0.015320 0.005369 -0.001544 0.036408 0.010109 0
-0.008079 -0.009077 -0.013032 -0.008372 -0.010823 -0.033958 -0.000187 0
-0.005325 -0.004580 0.004170 0.001019 -0.031956 0.025697 -0.010571 0
-0.008713 0.003068 -0.019377 0.003490 -0.001435 -0.032380 0.007091 0
-0.009637 0.022018 -0.013409 -0.005362 -0.024254 -0.015877 0.001408 0
-0.020744 -0.004189 -0.027897 0.001894 -0.003683 0.018863 -0.022031 0
0.012885 -0.009315 0.005151 -0.003054 0.012013 -0.007795 0.014379 0
-0.008732 -0.003033 0.000000 0.003209 -0.003104 0.022342 0.004442 0
0.001849 -0.004591 0.006589 -0.001454 -0.005862 0.024256 -0.003951 0
-0.004993 0.008303 0.017455 0.007280 0.010134 0.038687 0.013979 0
0.000218 -0.009149 0.009292 0.003758 -0.007114 -0.042664 -0.008850 0
-0.000327 0.011080 -0.016997 -0.002880 0.020761 -0.005187 0.001034 0
-0.009165 0.001522 -0.013689 -0.007077 0.000720 0.012088 0.018871 0
-0.001432 -0.003951 0.029949 0.010909 0.031115 0.014520 0.004884 0
-0.009925 -0.028685 -0.028369 -0.006907 -0.024420 -0.019160 -0.015589 0
-0.007240 -0.008483 -0.012409 -0.005940 0.009834 -0.004707 -0.014811 0
-0.020420 -0.014575 -0.025129 -0.034282 -0.004780 -0.037361 -0.020896 0
-0.011110 -0.021865 -0.012888 0.001057 -0.005515 0.014984 -0.005408 0
0.018184 0.005917 0.020737 0.023691 0.028623 0.015005 0.018837 0
-0.010352 -0.009804 -0.020316 -0.010908 -0.020348 -0.033858 -0.020109 0
-0.000690 0.006601 0.004608 0.019821 -0.015800 0.001481 0.002334 0
0.000115 0.008525 0.022171 0.046179 0.015512 0.019714 0.009218 0
0.012766 -0.001300 -0.003740 0.005448 0.007282 0.014016 -0.002981 0
-0.020213 -0.018880 -0.019519 -0.009725 -0.024863 -0.000238 -0.010029 0
0.006606 -0.024220 -0.011485 -0.002946 -0.033273 -0.043147 -0.013248 0
-0.008636 -0.007140 -0.001549 0.007317 -0.029181 -0.029646 0.000888 0
0.014170 -0.000685 0.007758 -0.007543 -0.002698 -0.024647 -0.021205 0
0.004924 0.017820 0.014627 0.027586 0.030526 0.008950 0.026300 0
-0.002849 0.013468 0.007587 -0.003013 0.008436 0.006522 0.018655 0
-0.002286 0.012625 0.009789 0.016486 0.028072 0.009850 0.004530 0
0.005498 0.006890 0.017897 0.008515 0.002713 0.008214 0.000384 0
0.017658 -0.005539 -0.005861 0.007237 0.000000 -0.004837 0.000863 0
0.005597 0.003277 -0.011054 -0.004790 0.006492 0.008698 0.015812 0
0.007904 0.014370 0.017884 0.016979 0.027952 0.006848 -0.000472 0
0.016346 0.016742 0.030015 -0.006967 0.009587 -0.026196 -0.002360 0
0.016409 -0.001900 -0.004975 0.002648 -0.027624 0.013709 -0.001135 0
-0.001825 -0.003807 -0.023571 -0.008978 0.011719 -0.014800 -0.003126 0
-0.006129 0.000318 -0.005852 -0.016520 0.008600 -0.009065 0.004276 0
0.010819 0.006686 0.007358 0.013411 -0.007308 -0.011239 0.001135 0
-0.010703 -0.019608 -0.020453 -0.006550 -0.026117 -0.052075 -0.025515 0
0.003138 -0.016774 -0.012677 0.005920 0.018538 -0.014021 -0.016583 0
-0.007010 0.009186 -0.009063 0.002541 0.005125 0.003697 0.003156 0
0.003150 0.015280 0.016768 -0.006004 0.007736 0.017002 0.016023 0
-0.014075 -0.004163 0.000750 -0.008322 0.020412 -0.013653 -0.008514 0
-0.000659 -0.020257 0.015730 -0.011505 -0.025474 -0.051130 -0.025078 0
0.010549 0.007548 0.101770 0.010954 0.014737 -0.037809 0.000901 0
0.024576 0.004886 0.055556 0.020994 0.023859 0.054146 0.018000 0
0.006262 -0.005186 -0.004439 -0.016317 0.015198 -0.043440 -0.011198 0
-0.005379 0.001955 -0.000637 -0.015779 0.023786 0.006137 0.007370 0
0.007423 -0.006504 0.021670 0.016717 0.013485 -0.030192 -0.002373 0
-0.021579 -0.017349 -0.026825 -0.015229 -0.017153 -0.072327 -0.024874 0
0.010436 0.000999 -0.008387 -0.009990 0.002283 0.010847 -0.001423 0
-0.003194 -0.003328 -0.000651 -0.005944 -0.008299 0.022803 -0.015367 0
0.006195 0.011686 -0.005859 0.012794 -0.008369 -0.000328 0.001757 0
0.004565 0.004621 0.009168 0.003158 -0.034420 0.015415 0.004643 0
-0.004861 0.001643 -0.018819 0.000411 -0.000171 -0.014535 -0.012530 0
-0.003186 -0.000656 -0.015212 -0.010398 -0.027597 -0.028187 -0.010400 0
-0.004581 -0.015425 -0.032908 -0.009816 -0.020800 -0.035076 -0.022176 0
-0.012200 0.001000 -0.027083 -0.013125 -0.014761 0.022020 -0.010103 0
-0.008126 0.007326 0.026410 0.007074 0.012242 0.004446 0.010966 0
0.012671 0.004959 0.007649 0.001686 0.016967 -0.007831 -0.002041 0
0.009816 -0.001645 -0.005521 -0.009397 0.005680 -0.025395 0.005704 0
0.016770 -0.006260 0.020125 0.005239 -0.016414 0.015141 0.005993 0
-0.008509 -0.006300 -0.029252 -0.006338 0.033555 -0.008325 -0.014147 0
0.001271 0.015349 0.012614 0.016726 0.085764 0.041973 0.006798 0
-0.008254 -0.005915 -0.025606 -0.006831 0.005437 0.036254 -0.006752 0
-0.005335 -0.000661 0.007102 -0.003228 0.004294 -0.014577 -0.003021 0
0.002467 0.013893 0.004231 -0.005211 0.002850 0.059500 -0.007143 0
0.002247 0.004241 0.003511 0.017837 -0.008369 -0.005585 -0.000109 0
0.012172 0.013970 0.027292 0.026008 0.015605 0.025585 0.015044 0
-0.009705 0.002563 0.023161 0.001762 0.033553 0.017645 0.003007 0
0.019600 -0.000959 0.001332 -0.008931 -0.003186 0.004185 -0.001071 0
-0.000940 -0.004479 -0.012633 0.004642 -0.005783 0.001191 0.006646 0
0.000000 -0.002571 0.012795 -0.010329 0.024644 -0.020815 -0.009690 0
0.014326 0.001933 -0.009973 0.013046 -0.005229 0.000304 -0.013226 0
-0.004639 -0.003215 -0.009402 0.005287 -0.034239 -0.044323 -0.013294 0
0.008907 0.007419 0.010847 0.000809 0.003576 0.013977 0.010712 0
0.014064 0.014409 0.019450 0.019941 0.006043 0.034774 0.022509 0
-0.008099 -0.006629 0.014474 0.011096 -0.007085 -0.003936 0.004488 0
0.003266 -0.009215 -0.001297 -0.006015 -0.023267 -0.055927 -0.010638 0
0.005086 0.009942 0.011688 0.012235 -0.019692 0.018995 0.000108 0
-0.010020 0.002540 -0.023107 -0.003249 0.001134 -0.045814 -0.015912 0
0.004601 0.007602 0.012484 0.009258 0.033495 0.021854 -0.014421 0
0.010686 0.009431 0.014276 0.009948 0.008298 0.014582 -0.002550 0
-0.000302 0.007786 0.000640 -0.003070 -0.015062 0.012456 -0.007113 0
0.004029 0.006799 0.015985 0.003850 0.015292 0.025867 -0.001791 0
-0.007424 0.000614 -0.015104 -0.003196 -0.022205 -0.018450 -0.004373 0
0.002426 0.007669 0.022364 0.005771 -0.002700 0.012845 0.020385 0
0.009780 0.017352 0.022500 0.020655 0.037420 0.021342 0.012362 0
-0.012182 0.001496 -0.012836 -0.003748 -0.007521 0.020291 0.016027 0
0.016881 -0.032762 -0.018576 0.001003 0.004485 0.007717 0.014594 0
-0.010636 0.004040 -0.012618 0.011900 -0.015550 -0.023564 -0.013644 0
0.010148 0.000619 0.014058 0.003590 0.024711 -0.021116 0.007935 0
-0.008753 0.002165 -0.013863 0.007648 0.022589 0.021572 0.001702 0
-0.013192 -0.012037 -0.040256 -0.009671 -0.000746 -0.019608 -0.005416 0
-0.004388 -0.010622 -0.004660 -0.004944 0.007020 0.015077 -0.000427 0
-0.002665 0.005052 0.000669 -0.005466 -0.007119 -0.013944 -0.015063 0
0.014902 0.005969 0.000000 0.011491 0.002540 0.067937 -0.017679 0
0.015291 -0.009994 -0.012701 -0.020375 -0.019967 0.008060 -0.006293 0
0.006383 0.014826 0.026405 0.007689 -0.006690 0.016848 0.000556 0
0.006640 0.013367 -0.000660 -0.000125 0.004592 -0.015726 0.006774 0
0.000197 0.007362 0.000000 -0.005380 0.001067 -0.010271 -0.003309 0
-0.030909 0.008831 -0.003300 0.006289 -0.021157 0.020876 -0.005201 0
-0.011376 0.007244 -0.004636 0.016250 -0.006997 0.015337 -0.017355 0
-0.003391 -0.008391 -0.011976 -0.006150 -0.022236 0.006993 -0.012227 0
0.009278 0.004231 0.008754 0.000247 0.010730 -0.018333 0.002865 0
-0.002554 -0.000602 -0.025367 0.024623 -0.011409 -0.015280 0.025143 0
-0.001024 -0.018368 -0.004795 -0.014974 -0.047924 -0.037356 -0.025418 0
-0.008098 0.008589 0.008259 -0.004904 0.007744 0.015522 0.003889 0
0.006821 -0.010949 0.001365 -0.007392 -0.027898 -0.019400 0.000456 0
-0.003593 -0.006458 0.004772 -0.002606 -0.032308 -0.020983 -0.005940 0
0.011023 0.015166 0.009498 0.001244 0.034097 0.011023 0.020223 0
0.003770 0.014939 0.027554 0.009197 0.000343 0.010600 -0.000901 0
0.008527 -0.002403 -0.015800 0.008867 0.021459 0.031166 0.011047 0
-0.005335 0.001204 -0.015385 -0.000488 0.086387 0.012787 -0.016724 0
0.012244 0.000301 0.022418 0.006961 -0.017636 0.002870 0.002835 0
-0.014396 -0.011726 -0.022591 -0.007762 -0.002047 -0.029471 -0.008593 0
0.001623 0.000304 -0.001360 -0.004034 -0.007732 -0.021521 -0.000342 0
-0.013873 -0.020073 -0.033356 -0.027369 0.012405 -0.020789 -0.021107 0
-0.019203 -0.021726 -0.009155 -0.014006 -0.031888 -0.013231 -0.014569 0
-0.002199 0.010470 0.000711 -0.010494 0.000649 -0.013408 0.000000 0
0.009234 0.007535 0.017045 0.021857 0.038917 0.044564 0.008989 0
0.000208 0.003428 -0.006285 -0.004050 0.026690 -0.025113 -0.007736 0
-0.022349 -0.018323 -0.026001 -0.017029 -0.031925 -0.017381 -0.009333 0
0.005423 0.008858 -0.004329 -0.011894 -0.010835 0.020215 0.004651 0
0.011316 0.012857 0.018841 0.027999 0.027623 0.025697 0.018635 0
-0.001359 -0.004954 0.006401 0.000764 -0.010196 0.021129 0.006642 0
0.009424 0.019913 0.010601 0.008521 0.032465 0.019805 0.012154 0
-0.004149 -0.002135 -0.020979 -0.008827 -0.020408 0.031884 -0.009607 2
0.015000 -0.001834 0.007857 0.008906 0.021759 0.017978 0.013972 16207
0.002566 -0.004288 -0.004961 0.020807 -0.019030 -0.016832 -0.003530 6762
-0.002457 0.003691 -0.009259 0.009512 -0.002463 -0.006455 0.000343 14911
0.004105 0.004903 0.003595 0.003549 0.031332 0.020621 0.028562 7184
-0.003577 0.000000 0.000716 -0.005731 0.036217 0.011071 0.012107 10432
0.009128 -0.000610 0.010737 -0.002575 0.002166 0.018889 -0.007024 9793
-0.008029 -0.006103 -0.011331 -0.000984 -0.017438 0.001343 -0.014699 14684
0.000410 0.006755 0.010745 0.009108 0.013934 0.009659 0.005609 2502
0.003073 0.002745 -0.014883 0.003537 0.027051 0.003189 -0.005131 11355
0.004697 0.007299 0.033094 0.012761 0.004225 0.001060 0.020966 8084
-0.007114 -0.008454 -0.010446 -0.003840 -0.013745 -0.011379 -0.009444 9134
0.001024 0.015225 0.024631 0.014336 -0.016496 0.010171 0.022506 9535
-0.003579 0.009598 -0.021291 -0.003563 -0.014748 -0.009009 -0.008566 4978
-0.002258 0.005942 -0.005614 0.001431 0.022894 0.010963 0.004703 25
0.000514 0.000591 -0.014820 0.020369 0.018365 0.002645 0.013715 13447
0.001645 -0.003837 0.010029 0.009806 0.006762 -0.015563 0.005047 11315
0.000103 0.002074 -0.008511 -0.001965 -0.001120 0.014469 0.005342 14496
0.005644 -0.008575 -0.012160 -0.005213 -0.006444 -0.019546 -0.017960 3235
0.002551 0.000000 0.010138 0.013041 0.010716 0.008890 0.008116 10279
0.011603 0.020579 0.019355 0.012759 0.029297 -0.006142 -0.011915 13684
-0.005333 -0.000292 -0.006329 0.004994 -0.005693 0.003761 -0.004020 9629
0.007283 0.007308 0.007077 0.001581 0.018539 0.038544 0.035122 8165
-0.006628 -0.015380 -0.016163 -0.039238 -0.028640 0.006701 -0.015912 3243
-0.004751 -0.009137 -0.014286 -0.014670 0.001653 -0.004352 -0.003426 11321
0.013306 -0.000299 0.000000 0.007504 0.004127 0.023399 0.004405 5681
-0.006215 -0.008680 0.006522 0.009576 -0.027397 0.013819 -0.007809 8350
0.010188 0.005737 0.002160 -0.002342 0.007324 0.039653 0.003342 16119
-0.000200 0.004203 -0.004310 -0.001878 0.011186 -0.049583 0.002364 14019
0.019674 0.003886 0.013709 0.007643 0.033739 0.015801 -0.000429 7462
0.006366 0.011614 0.009964 0.006652 0.008293 -0.009877 0.007293 12049
-0.001363 0.004416 -0.002819 0.015998 0.019899 0.004988 0.010115 10678
-0.004970 -0.002052 0.000707 -0.002853 -0.001041 -0.001489 -0.008433 12409
0.001959 0.009692 0.001412 0.010299 0.016667 0.018887 0.015520 6345
-0.003531 -0.012507 -0.022567 -0.016310 -0.026127 0.002439 -0.007118 8256
-0.014078 -0.006186 0.006494 -0.010478 -0.005786 0.021655 -0.006431 5595
-0.000799 0.007706 0.000000 0.005934 0.002116 -0.020005 -0.001061 10405
0.013291 0.000588 -0.009319 0.005090 0.008976 -0.026002 0.004780 9593
-0.010848 -0.009112 -0.009407 -0.022557 -0.017530 -0.085579 0.001374 12637
-0.001994 -0.007416 -0.041636 0.000824 -0.003728 0.000549 -0.018898 5432
-0.001099 0.002690 0.009909 0.014118 0.002139 0.014278 0.013236 9165
-0.004100 0.010134 0.010566 0.008121 0.022139 -0.022740 0.000956 14272
0.004720 -0.013573 -0.034354 -0.003452 -0.027662 -0.033241 -0.012626 5670
-0.016492 -0.006282 -0.002320 0.014665 0.014761 0.029513 -0.007737 15481
0.017480 0.004515 0.012403 0.017981 -0.029886 0.011689 0.014945 15931
-0.001099 -0.012586 -0.006891 -0.018670 -0.093511 -0.017607 -0.008238 16452
-0.005499 -0.001517 -0.020817 -0.009569 -0.009323 0.030244 -0.003020 16270
0.020611 0.022188 0.011811 0.019209 0.032787 0.006795 0.014499 13514
0.017831 0.009515 0.022568 0.013317 0.027043 0.001620 0.024957 12032
-0.005807 0.002356 0.009132 0.008464 0.002576 -0.054986 0.013840 14724
-0.005841 0.002645 -0.009878 0.006295 -0.011419 0.033086 0.009751 8670
0.002154 -0.002052 0.015349 -0.004609 0.020791 -0.012424 -0.000610 13240
-0.018175 0.000000 0.000756 0.002977 -0.001980 -0.021806 0.002339 4186
0.037719 0.008223 0.000755 -0.008904 0.034864 0.034010 0.008321 9835
0.014386 0.022138 0.040000 0.014641 0.018899 0.053068 0.006340 14411
0.010211 0.002850 0.002177 0.005028 0.005914 0.011286 0.008500 16235
0.003837 -0.001989 -0.002896 0.015010 -0.016034 -0.016870 -0.006346 10758
-0.016968 0.008542 0.022513 -0.007501 -0.001358 0.032999 0.006586 11856
0.014131 -0.002823 -0.012074 0.000000 -0.007343 -0.029134 -0.001190 3515
0.013186 0.013590 0.024443 0.023537 0.018904 0.022901 0.022333 16283
-0.002861 0.012570 -0.001404 0.006013 -0.006722 0.039115 0.016117 3945
0.000741 -0.004138 0.008433 -0.004299 -0.027612 -0.018326 -0.000382 9564
-0.002775 0.000000 -0.009756 -0.012848 -0.021158 -0.004541 -0.008603 16005
0.000278 0.006925 0.007037 0.007574 -0.019625 0.014445 0.009545 125
-0.001484 0.013205 0.002096 0.003494 0.029011 -0.025731 0.001146 13319
-0.011516 -0.015205 -0.013250 -0.007702 -0.031576 0.003077 -0.017075 7371
0.012307 -0.004963 -0.004240 0.013078 0.007278 -0.004346 0.003688 12611
-0.000464 -0.007758 0.000000 0.001574 -0.003468 -0.008729 0.003771 9078
0.003250 -0.004747 -0.000710 0.002934 0.003480 0.023828 0.011463 15058
0.001666 -0.005612 0.012074 0.000000 -0.002601 0.026309 -0.001524 12871
0.001109 -0.003950 -0.001404 -0.002925 -0.010142 0.001479 0.002289 6291
0.000092 0.001700 -0.003514 -0.004192 0.008782 -0.036919 -0.003045 3640
0.010151 0.018665 -0.002821 0.009576 0.005223 -0.008945 0.011837 7370
-0.009136 -0.002221 0.006365 0.010110 0.007217 -0.035585 0.005660 2200
0.012631 -0.003061 0.005622 -0.002167 0.016910 -0.000267 -0.001219 3947
-0.010380 -0.004466 -0.002795 0.007549 0.010428 -0.010698 0.006575 11988
-0.028522 -0.010092 -0.002803 -0.012009 -0.005579 -0.021898 -0.010077 13096
-0.004262 0.011328 -0.001405 0.028776 0.019074 -0.005251 0.005561 5825
-0.000476 0.008681 0.002111 0.006564 0.014038 0.020839 0.007593 11218
0.013417 0.018601 -0.001404 -0.007630 -0.012486 -0.003538 0.017769 6899
0.011174 0.021532 0.000703 0.003541 0.020341 0.025949 0.009598 4912
-0.005572 -0.002668 0.006325 0.003024 0.000539 -0.005059 -0.005161 15396
-0.010178 0.000267 -0.002095 -0.007538 -0.026117 0.010971 -0.005734 4311
-0.006038 -0.007489 -0.004899 -0.010532 -0.015482 -0.007411 -0.035240 10571
0.009396 -0.009701 0.008439 0.023539 -0.021342 0.009664 -0.015655 11268
0.005454 0.009796 0.022315 0.000800 0.004591 -0.008243 0.000386 13068
-0.014028 0.001617 0.003411 0.004396 0.000571 0.022788 0.011755 4841
0.014891 -0.002959 0.008158 -0.008953 -0.012846 -0.005242 -0.005809 8729
-0.003364 -0.001900 -0.002023 -0.008732 -0.007808 -0.003953 -0.000479 5910
-0.009752 -0.005439 -0.004054 -0.009619 -0.001457 0.004233 -0.001437 11565
0.012121 0.003281 0.009498 0.011246 0.028313 0.003688 0.009117 3132
-0.015999 -0.003543 -0.009409 0.005257 0.006529 0.007087 -0.004755 462
-0.002282 0.001094 0.004071 -0.004828 -0.008178 -0.004430 0.002580 12381
-0.003145 -0.002732 -0.010811 -0.004649 -0.005118 0.000785 -0.008387 12376
-0.024665 0.002466 0.004781 -0.011067 -0.007431 -0.026681 0.008747 15531
-0.025975 -0.012025 -0.003399 -0.017864 -0.024474 -0.039505 -0.006479 14829
-0.001006 -0.006086 -0.015689 -0.001254 -0.013873 -0.011472 -0.004507 3601
0.001813 0.008071 0.001386 -0.003663 0.006286 -0.001415 0.013776 12670
0.003620 -0.006074 0.013841 -0.002941 -0.002082 0.009637 -0.004276 13201
0.016732 -0.002500 -0.006826 0.007165 0.000298 -0.005334 0.001909 4419
0.000296 -0.014202 -0.008247 -0.001883 -0.022646 0.003669 -0.007716 5423
0.003251 0.007910 -0.007623 -0.009852 0.010366 0.013779 -0.008640 6437
0.003153 -0.012612 -0.016760 -0.007516 -0.019010 0.012849 -0.003195 122
-0.003733 0.008232 -0.001420 -0.004693 0.004922 0.009653 0.012434 12246
0.010353 0.012387 0.001422 0.005679 0.025712 0.043431 0.007484 11006
-0.014346 -0.014461 -0.010653 -0.006393 -0.006267 -0.027225 -0.008952 13891
-0.000990 -0.001975 -0.033740 -0.018016 0.004505 -0.010226 -0.006342 10123
-0.003865 -0.006785 -0.026003 -0.013432 -0.016741 0.015226 0.001741 13376
-0.015023 0.003700 -0.003051 0.023246 -0.019155 0.000268 -0.000871 14796
-0.002323 0.012479 0.012242 0.022393 -0.007439 -0.014190 -0.003681 11096
0.037562 -0.005882 0.016629 -0.000635 0.035915 0.013036 0.003889 16041
0.013661 0.003381 -0.011985 -0.002965 -0.017486 -0.006434 0.007166 4334
-0.006257 0.003931 -0.003791 0.002761 -0.002455 -0.029682 0.020385 7789
0.000194 0.010629 0.002283 0.012920 0.018148 0.023637 0.016302 13124
0.001743 0.004152 -0.006834 0.000732 0.010876 0.007063 0.005100 10811
0.005801 -0.000827 0.014526 -0.003239 -0.024208 0.015916 0.001753 16130
-0.008459 -0.004966 -0.012057 -0.010271 -0.011332 -0.007701 0.001381 12257
0.007368 0.004990 0.008391 0.020438 0.030359 -0.006422 0.011771 13671
0.011837 -0.000552 0.015129 -0.002698 -0.022249 -0.011042 -0.003908 14856
0.008370 0.005520 -0.019374 0.007180 -0.010763 -0.012800 0.017885 8454
-0.003490 -0.009333 -0.003040 -0.001240 -0.025800 -0.009379 -0.000897 14328
