GD GE F FDX GILD FCX GS GOOG 
-0.011114 -0.025411 0.000598 -0.003681 -0.016238 0.026882 -0.003230 0
0.004616 -0.013804 0.050807 -0.017181 -0.024759 0.025131 -0.012961 0
0.015783 -0.007154 0.034699 0.003947 -0.004231 0.008682 -0.012626 0
-0.008260 0.032268 -0.006047 0.011047 0.076487 0.024810 0.012404 0
-0.012692 -0.010622 -0.018805 -0.019259 -0.025000 -0.009387 -0.012378 0
-0.006528 -0.016871 -0.008455 -0.016239 0.024292 0.037406 -0.016498 0
-0.003740 -0.020281 0.007959 0.020154 -0.068511 -0.045192 -0.009753 0
0.012684 -0.006369 -0.007896 0.012041 0.041301 -0.036254 -0.014051 0
0.008016 -0.001923 0.003411 0.002975 -0.031242 0.031870 0.004928 0
-0.005865 -0.033076 -0.019263 -0.010195 -0.038418 0.020759 -0.022001 0
-0.003500 -0.001993 -0.022530 -0.014045 0.001750 -0.013393 0.000136 0
-0.006623 0.003328 0.001773 0.010446 -0.003202 0.010558 0.026423 0
-0.001212 -0.028192 -0.011799 0.014474 -0.064252 -0.012935 -0.023762 0
-0.003843 0.030717 -0.011940 0.006856 -0.001561 -0.034778 0.000000 0
0.014112 -0.008278 0.014502 0.020427 0.028759 -0.028721 0.010683 0
0.007108 -0.018364 0.001787 0.009919 -0.073230 -0.005376 -0.035322 0
0.027336 0.032313 -0.008323 -0.001786 -0.002295 -0.003243 0.005548 0
0.001742 -0.016474 -0.011990 0.015921 0.029905 -0.015184 -0.016552 0
-0.010142 -0.005025 -0.035801 -0.011808 0.050734 0.035242 0.021739 0
0.032397 0.027273 0.029578 0.009809 0.088977 -0.020213 0.034180 0
0.013611 0.020977 0.034230 -0.011657 -0.010039 0.010315 0.005840 0
0.002424 -0.025682 -0.026005 -0.010007 -0.017183 0.013971 -0.017551 0
0.016279 -0.021417 -0.045510 -0.001986 -0.060189 0.020668 -0.023506 0
0.012174 -0.025253 -0.013350 0.019895 -0.049100 0.000000 -0.029574 0
-0.023241 0.022452 0.021263 -0.006561 0.062219 -0.004154 0.012757 0
-0.045181 -0.023649 0.012618 -0.143163 -0.029287 -0.006257 -0.001400 0
-0.000679 0.026990 -0.018692 0.046875 0.017107 -0.008395 -0.007708 0
0.021832 0.013559 0.001270 0.026468 -0.006728 -0.020635 0.031073 0
0.009876 -0.028428 0.014585 0.035285 0.012315 -0.035656 0.004794 0
-0.014574 -0.020654 -0.030000 -0.018727 -0.078467 0.020728 -0.030130 0
-0.024809 -0.012302 0.015464 -0.011069 -0.078548 -0.064215 -0.006185 0
0.019627 -0.007117 -0.029188 0.019105 0.047278 -0.025220 -0.007072 0
0.022425 0.064158 0.025490 0.006438 0.056430 0.028881 0.053419 0
-0.001694 -0.008757 -0.034417 -0.008090 -0.014244 0.021637 -0.004733 0
0.005752 -0.038396 -0.002640 0.007018 -0.028243 0.042931 -0.036549 0
-0.031877 -0.044170 -0.074123 -0.015822 -0.102737 -0.009879 0.009026 0
-0.045129 0.011091 -0.057898 -0.034641 0.075330 -0.015521 0.023760 0
-0.023225 0.045704 -0.043247 -0.010706 0.014011 -0.029842 -0.001365 0
-0.021389 -0.012238 0.015067 0.017635 0.016926 0.006965 -0.002734 0
0.037347 -0.024779 -0.023438 0.007286 0.070652 -0.042075 -0.004112 0
-0.077836 0.025408 0.001600 -0.009384 0.093591 -0.021661 0.025189 0
-0.031389 -0.019469 0.023163 -0.003158 -0.045547 -0.011685 0.015038 0
-0.081988 -0.042599 -0.032787 -0.025737 -0.034650 -0.021157 0.018519 0
0.001746 -0.032428 -0.009685 -0.065231 -0.034950 -0.072473 -0.064935 0
0.022662 -0.033515 -0.013855 -0.000217 -0.052202 -0.112406 -0.059306 0
0.042250 0.069758 0.044628 -0.000870 0.046472 0.071815 0.046065 0
0.016939 0.004523 -0.006329 0.017193 -0.044408 0.048991 -0.021736 0
-0.026996 0.043152 0.003185 0.006204 -0.031325 -0.004121 0.005627 0
-0.035655 0.095324 0.042063 0.055071 0.030206 0.057241 0.044840 0
0.014324 0.037767 0.005331 -0.011084 0.017247 0.014351 0.016506 0
-0.023295 0.018987 0.028030 0.038313 0.033232 -0.018006 -0.010149 0
0.002842 -0.024845 -0.031180 -0.044161 -0.021989 -0.024231 -0.015858 0
0.015404 -0.060510 -0.045977 -0.040657 -0.029866 -0.013423 -0.020836 0
-0.043568 -0.040678 -0.055422 -0.038955 0.067451 -0.044218 -0.034615 0
0.021571 0.047703 0.034014 0.047216 . 0.039146 0.027186 0
0.006583 0.037100 0.009868 0.005317 0.030460 0.030822 0.015021 0
0.045903 0.039024 -0.029316 0.021578 0.080818 0.010631 0.047216 0
-0.001652 0.014085 -0.006711 0.011597 -0.010474 0.064431 0.015478 0
-0.009100 -0.004630 -0.016892 -0.026817 0.018524 -0.020383 -0.001325 0
-0.057841 -0.040310 -0.017182 -0.013042 -0.051674 -0.017654 -0.007432 0
-0.004937 0.030695 -0.007867 0.031330 0.078234 0.008344 0.049606 0
-0.029386 0.012226 0.022907 -0.008060 -0.017786 0.031190 0.013376 0
0.022412 -0.022917 -0.018949 0.019792 -0.002300 -0.018519 -0.000251 0
0.026279 0.042472 0.064969 0.013483 -0.004321 -0.019497 0.024771 0
-0.009743 -0.019459 -0.018137 -0.015723 0.013889 0.013470 -0.012147 0
0.008956 0.001550 0.003359 0.006553 0.029966 0.015190 -0.007825 0
0.001625 0.012384 0.018410 0.016887 0.026323 0.036783 0.000376 0
-0.023465 -0.013761 -0.032046 -0.027211 -0.013769 -0.028863 -0.020148 0
-0.042306 -0.005581 0.025467 -0.011724 -0.007939 0.034056 0.018518 0
0.016949 -0.003742 -0.015728 0.003330 -0.083885 0.028144 -0.008150 0
-0.010499 -0.020344 -0.021867 -0.016387 -0.017470 -0.033197 -0.025537 0
0.017904 -0.030351 0.000000 -0.006326 0.041079 -0.012048 0.003892 0
0.024625 -0.006590 0.012038 0.004881 -0.055359 -0.000610 -0.001034 0
-0.051755 -0.056053 -0.070518 -0.027878 -0.049252 -0.103112 -0.045925 0
0.017433 0.008433 0.010055 0.031936 0.024590 -0.031293 0.023729 0
0.025702 -0.024390 -0.032579 -0.034105 -0.039040 0.011236 -0.034570 0
-0.010537 0.010714 -0.045837 0.014837 0.073926 0.040972 -0.007546 0
0.029351 0.016961 0.058824 -0.002365 0.012093 0.026684 0.027094 0
0.025107 0.010424 0.009259 -0.008621 0.015012 -0.068226 -0.011978 0
-0.009477 -0.002751 0.023853 0.000000 -0.013885 0.044630 0.003814 0
0.031436 -0.034483 -0.024194 -0.018478 -0.057239 -0.032043 -0.020220 0
0.000120 -0.033929 -0.022039 -0.014396 0.040260 -0.006897 0.011080 0
0.043122 0.031423 0.003756 -0.011910 0.003433 -0.010417 -0.005479 0
-0.045035 -0.007168 -0.020580 0.009779 -0.004666 -0.065965 -0.023829 0
0.014631 -0.012635 -0.020057 -0.036036 0.062500 -0.007513 -0.006491 0
-0.008819 -0.029250 -0.038012 0.115888 -0.032353 0.024224 -0.046300 0
-0.001202 0.007533 -0.010132 -0.000209 0.020061 -0.002217 0.003127 0
0.016853 -0.013084 -0.011259 0.021990 -0.016389 -0.051852 -0.025089 0
-0.025334 -0.018939 -0.033126 -0.024590 0.002424 -0.046875 0.009746 0
-0.003401 0.049421 0.067452 0.037815 0.036567 0.019672 0.017192 0
0.022547 -0.022593 0.014042 0.051619 -0.014286 0.021704 0.008747 0
-0.020381 -0.072755 -0.047478 -0.028874 -0.007394 0.019670 -0.028072 0
-0.010464 0.007356 0.017653 -0.007532 -0.000894 0.038580 -0.001512 0
0.032583 0.062880 0.010204 0.047134 0.036982 0.002972 0.036650 0
-0.009288 -0.053435 -0.057576 -0.024413 -0.052344 -0.044444 -0.042367 0
-0.001322 -0.007258 -0.018221 0.017009 -0.027921 -0.022481 -0.040427 0
-0.017451 -0.024777 -0.054585 -0.018454 -0.036840 -0.049167 -0.013514 0
0.009309 -0.044148 -0.018476 -0.039365 0.036305 -0.064220 -0.040612 0
-0.068811 0.017429 -0.088235 0.000204 -0.003441 -0.012478 0.034772 0
-0.007950 -0.057816 -0.077419 -0.026294 0.029190 -0.054152 -0.037662 0
0.029016 0.027273 0.062937 0.045007 0.046966 0.050573 0.030364 0
0.024737 0.071239 0.094737 0.030849 -0.022429 0.121708 0.051080 0
0.003502 0.005783 -0.046875 -0.001555 0.051549 -0.116599 0.017134 0
-0.000125 0.075975 0.118537 0.045543 -0.036554 0.120990 0.071975 0
-0.020194 -0.022901 -0.068771 -0.023641 0.002941 -0.056419 -0.028571 0
-0.009287 0.050391 0.027845 0.024785 0.019941 0.045927 0.065882 0
-0.016566 -0.008925 -0.027091 -0.007628 -0.015239 0.002486 -0.026628 0
0.028989 0.018762 0.156174 0.003000 0.009927 0.003306 0.058823 0
-0.003046 -0.002947 -0.015707 -0.004673 0.014455 0.047776 -0.029451 0
0.036533 -0.006280 -0.024468 0.001878 -0.016814 0.000000 0.024414 0
-0.004789 -0.033457 -0.033806 -0.010684 -0.058261 0.001572 -0.022216 0
-0.015301 0.009231 -0.015801 0.024062 0.054817 -0.038462 0.020552 0
-0.026942 0.000381 0.006881 -0.005920 -0.010825 0.028571 -0.005541 0
0.010689 -0.015238 -0.048975 -0.021031 -0.000885 -0.011905 -0.016445 0
0.007263 -0.027079 0.020359 0.022433 0.021553 0.007229 -0.000138 0
0.001012 0.003976 0.004751 -0.010971 0.004046 -0.027113 -0.010503 0
0.002148 0.029703 -0.003546 0.011844 0.050662 0.047541 0.025838 0
-0.022699 0.019231 0.015421 -0.010405 0.001370 0.048513 0.034173 0
0.015871 0.000000 0.039720 0.018213 0.000274 0.012687 0.010269 0
0.042169 0.003774 0.050562 0.006823 0.047319 0.023581 -0.002476 0
-0.006460 -0.018421 -0.058824 -0.011538 -0.023244 -0.023038 -0.032658 0
0.000981 -0.038683 -0.006818 0.011673 -0.046791 -0.041267 -0.013099 0
-0.023284 -0.035458 -0.027460 -0.009707 -0.000281 -0.011530 -0.017789 0
0.004517 -0.014870 0.015294 -0.008692 0.006173 -0.013997 0.004040 0
-0.013365 0.010063 -0.012746 0.020522 -0.005577 0.009464 0.005828 0
-0.016331 0.017020 0.032864 0.025960 0.053842 0.043750 0.034488 0
0.014157 -0.026122 -0.017046 -0.047577 -0.038052 0.030689 0.003467 0
0.004315 -0.010897 0.017341 -0.004116 -0.010512 0.006536 0.002259 0
0.019712 0.012712 -0.028409 -0.016156 -0.006150 -0.007936 -0.004508 0
-0.003346 0.037657 0.044444 0.008211 0.020253 0.032727 0.031034 0
0.039040 0.082661 0.155655 0.006818 0.044389 0.077465 0.032812 0
-0.009214 -0.014898 -0.010659 -0.007901 0.041975 -0.022876 -0.010507 0
-0.007246 0.013232 0.065622 -0.008153 0.006081 -0.023411 -0.001390 0
-0.026399 -0.016791 -0.005515 -0.029440 -0.074037 0.012329 -0.027468 0
0.026240 0.030361 0.019409 0.035848 0.059831 0.054804 0.036574 0
-0.008280 -0.001105 0.031732 -0.000380 0.011547 -0.005773 -0.009668 0
0.015961 0.002950 0.006151 0.005897 -0.031202 -0.025806 -0.001141 0
-0.009063 -0.016544 -0.130131 -0.006619 -0.034302 -0.000662 -0.003554 0
0.010854 -0.008598 0.019076 0.014087 0.019794 0.007290 -0.027389 0
-0.018217 -0.027149 -0.012808 -0.007133 0.030045 -0.021711 -0.024885 0
0.000492 0.009690 -0.013972 0.014180 0.010583 -0.014795 0.000672 0
-0.016212 -0.021113 -0.043522 -0.016592 -0.021711 -0.017065 -0.014094 0
0.003246 0.016863 0.017989 0.012891 -0.018799 -0.001389 0.007488 0
0.004853 0.008099 0.006237 -0.026602 -0.004258 -0.002782 -0.007162 0
-0.010402 -0.009181 0.017562 0.001540 -0.001069 0.064854 0.010344 0
-0.029533 -0.015444 -0.015228 0.001153 -0.045479 0.013098 -0.015223 0
0.012121 0.036471 0.024742 0.026488 0.020179 0.034906 0.019562 0
-0.011849 -0.016269 -0.006036 0.002244 -0.007692 0.006871 0.002147 0
0.007349 -0.013077 -0.017206 -0.012873 -0.004706 0.004342 -0.013255 0
0.022015 -0.010133 0.007209 0.019656 -0.008345 0.012971 -0.046133 0
-0.012273 0.021654 0.000000 0.007414 0.002244 -0.003049 0.022191 0
0.000254 -0.008478 -0.015337 -0.000368 0.020991 0.014067 -0.016838 0
-0.000887 -0.015546 -0.003115 -0.004233 -0.011787 -0.006031 -0.018117 0
-0.000761 -0.001184 0.019792 0.003327 -0.017476 0.022452 0.002595 0
0.004317 -0.016205 -0.021450 -0.006080 -0.023998 -0.008902 -0.023436 0
-0.001517 -0.008097 0.002088 0.004078 -0.016199 -0.001198 0.003239 0
0.004938 -0.006122 -0.031250 0.000923 -0.000294 0.005995 -0.000587 0
0.019277 0.046407 0.068817 0.024714 0.026176 0.039928 0.022761 0
0.003708 -0.003140 -0.026157 -0.001080 0.017770 0.009169 0.010481 0
-0.000369 0.025591 0.040289 0.048288 0.027880 -0.000568 0.037227 0
-0.016262 -0.005758 0.005958 -0.003953 -0.003836 -0.030114 -0.004110 0
-0.005761 -0.015444 -0.011846 -0.006903 -0.044004 -0.025776 -0.024484 0
0.003905 0.015686 0.021978 0.001911 0.030783 0.022249 0.039481 0
-0.003513 -0.009653 0.026393 -0.005376 0.033212 0.052353 0.016278 0
-0.011584 -0.000390 0.007619 0.003836 0.018098 -0.032979 -0.006674 0
0.000637 0.002730 -0.004726 -0.005385 0.005041 -0.018497 0.003762 0
-0.014513 -0.020226 -0.021842 -0.011002 -0.021911 0.001178 -0.015930 0
-0.000389 -0.006352 0.012621 -0.009182 0.025641 0.078235 0.001496 0
-0.038012 -0.005993 -0.025887 -0.009980 -0.043421 -0.001637 -0.014127 0
-0.001888 -0.032958 -0.001968 -0.019262 -0.012930 -0.036612 -0.021769 0
-0.123767 -0.021197 -0.039448 -0.035426 -0.002508 0.034600 -0.010563 0
0.006168 0.016985 0.027721 -0.000571 0.003912 0.035088 0.023772 0
0.003831 -0.037161 -0.025974 -0.032749 -0.027554 -0.015890 -0.036846 0
-0.002290 -0.000434 -0.028718 0.016732 -0.001145 0.012379 -0.010846 0
0.023565 0.004338 0.010560 0.019361 0.024928 -0.003721 0.009503 0
-0.007325 -0.005184 -0.008359 -0.006648 0.013978 0.005870 0.006662 0
-0.004518 -0.020842 -0.040469 -0.007839 0.010201 0.004244 -0.030355 0
0.000605 0.026164 0.011099 0.013683 -0.047489 -0.008452 0.010386 0
-0.003931 0.022040 0.009879 0.007034 -0.010602 -0.023442 0.016887 0
0.003036 -0.025370 -0.020652 -0.017746 -0.030988 0.034915 -0.024982 0
-0.001211 -0.002169 0.008879 0.006150 0.000000 -0.042699 -0.001629 0
-0.005000 -0.004783 -0.011001 0.006304 0.005678 -0.072687 -0.011274 0
0.001218 -0.008301 -0.021135 -0.010630 0.005052 0.005938 -0.014254 0
0.003346 -0.003084 0.017045 -0.003645 0.013010 -0.012987 0.000609 0
-0.008640 -0.005745 -0.011173 -0.007510 0.022183 0.005383 -0.010496 0
-0.009939 -0.011111 -0.011299 -0.013000 -0.027984 -0.020821 -0.011530 0
-0.005405 -0.003596 -0.035429 -0.008256 -0.040247 0.021871 0.009642 0
0.012888 0.013983 0.029621 0.024777 0.010101 0.004756 0.027418 0
0.000613 0.019128 0.027618 0.008897 -0.021212 -0.015385 0.019490 0
0.003830 0.019206 -0.012318 -0.008819 0.001858 0.028846 0.003382 0
-0.023046 0.000000 -0.019274 -0.014507 0.000618 0.008762 -0.007182 0
-0.001718 0.019272 -0.024277 0.006869 0.037060 -0.001737 0.011219 0
-0.031299 -0.015966 -0.017772 -0.036257 -0.027695 -0.019722 -0.033577 0
-0.012116 0.023911 -0.025332 0.008293 0.003982 -0.004142 0.005891 0
-0.013083 -0.017515 0.003713 0.007021 0.001220 0.009507 -0.001652 0
-0.002817 0.022679 0.027127 0.002789 0.023157 0.004709 0.018201 0
-0.015288 0.006276 -0.001201 0.021057 0.012507 -0.002929 0.026001 0
-0.011137 -0.006237 -0.030048 0.018482 0.000294 -0.002938 -0.020590 0
-0.010239 -0.020921 -0.040892 -0.011270 -0.007057 -0.001178 -0.034255 0
-0.027759 0.017094 0.002584 -0.006182 -0.002073 0.005900 0.009286 0
-0.028374 0.006303 -0.039949 -0.006998 0.013056 -0.007038 -0.010558 0
0.006571 0.014614 -0.030872 -0.003723 0.077914 0.005907 0.016463 0
-0.011423 -0.028807 -0.031856 -0.024194 0.026902 -0.059894 -0.035093 0
-0.022377 -0.010593 -0.055794 0.001209 -0.012966 0.010618 -0.021604 0
-0.017448 0.019272 0.072727 -0.013489 0.015013 0.004326 -0.001589 0
0.004010 0.059244 0.007062 0.020816 0.053883 0.034462 0.062530 0
0.001712 0.017453 -0.051893 -0.004398 -0.016291 0.017252 -0.002396 0
0.068160 0.024172 0.063609 0.032329 0.042293 0.008772 0.034224 0
0.026484 0.004949 0.050070 0.005252 0.000733 0.024348 0.009869 0
0.011602 0.021970 0.010596 0.067724 -0.003175 -0.019808 0.009917 0
-0.022937 -0.004818 -0.017038 0.029358 0.000980 -0.011547 -0.002704 0
0.000701 0.042831 0.069333 0.008099 0.016646 0.021612 0.028824 0
-0.002101 -0.045357 -0.057357 -0.031436 -0.037563 -0.044025 -0.030236 0
-0.008947 0.009353 0.009259 0.007573 0.030273 0.005383 0.011013 0
-0.006904 -0.014084 0.002621 0.005727 -0.016027 0.010113 0.005093 0
0.006417 -0.006015 -0.009150 0.008007 0.061204 -0.032980 -0.006615 0
-0.002125 -0.015507 -0.022427 -0.002648 -0.023256 0.056029 -0.006659 0
-0.022542 -0.020361 0.014845 -0.025310 -0.000238 -0.016724 -0.028954 0
0.005992 0.024706 -0.005319 0.003269 0.015480 -0.000586 0.022620 0
0.012274 0.035209 0.036096 0.030407 0.024156 0.027582 0.039931 0
-0.013374 0.018484 0.016774 -0.014931 0.020838 -0.009138 -0.000691 0
-0.015182 0.002904 0.001269 -0.004101 -0.009646 0.003458 -0.004008 0
0.011562 0.004705 0.020279 0.004834 -0.027633 0.016657 0.003469 0
0.002721 0.010807 -0.018634 -0.009088 0.000932 0.022034 0.005393 0
-0.018636 -0.027085 0.005063 0.006653 -0.037933 0.019901 -0.010866 0
-0.000371 0.002930 -0.005038 0.004109 0.032656 0.007046 0.006119 0
0.001299 -0.000730 0.025316 0.022238 -0.020848 -0.000000 0.000968 0
0.030202 0.014620 0.048148 0.014271 0.006938 -0.010276 0.028583 0
0.008993 0.019452 -0.016490 0.020076 0.019245 0.019126 0.027521 0
0.038859 -0.016608 0.105389 -0.021362 -0.006993 0.001609 -0.017507 0
0.021277 0.023715 0.019502 0.012375 0.033803 -0.027302 0.011968 0
0.015625 -0.011583 0.054198 -0.023260 -0.008856 0.006054 0.003285 0
0.028288 0.029474 0.040323 0.017730 0.018786 -0.005470 0.025933 0
0.004504 0.013798 0.052326 0.001537 0.026535 0.014301 0.001277 0
0.002082 -0.009867 -0.033149 0.010914 0.023658 -0.040130 -0.013770 0
-0.010868 0.000344 -0.051429 -0.008266 -0.012626 -0.020904 -0.017582 0
0.010826 0.014085 0.020080 0.019391 0.004768 0.004039 0.008435 0
0.001279 -0.004065 0.015748 -0.005340 -0.000647 0.003448 -0.000784 0
-0.009100 0.001701 0.007752 0.004529 -0.004101 -0.008591 -0.007194 0
-0.029966 -0.011885 -0.031068 -0.010521 -0.001734 0.043328 -0.007510 0
0.020927 -0.000687 0.006012 0.025148 0.025836 0.007198 0.016859 0
-0.004392 -0.008597 0.000996 0.016299 -0.011640 -0.000550 -0.001436 0
0.009150 0.010059 -0.001990 -0.001134 -0.023769 0.001100 0.009282 0
-0.003400 -0.009272 -0.002991 -0.007622 -0.003071 -0.014286 0.000000 0
-0.019821 -0.013172 -0.008000 -0.006700 0.005721 0.020067 -0.040674 0
0.014586 0.018616 -0.003024 0.020895 0.021440 0.012022 0.012692 0
0.024342 -0.001035 0.015167 0.020790 0.015849 0.025378 0.006533 0
-0.001754 -0.014498 0.009960 -0.008368 -0.012018 0.013691 -0.007153 0
0.008468 0.002102 -0.011834 -0.016558 0.013231 -0.011429 0.000000 0
0.028200 -0.004544 -0.005988 0.004857 0.024221 0.015239 0.015344 0
-0.001541 -0.022121 0.006024 0.006928 -0.024265 0.024845 0.007884 0
-0.024691 -0.010772 -0.019960 -0.027520 -0.009905 -0.015151 -0.030639 0
-0.002215 0.006534 -0.020367 0.003620 -0.020860 0.024615 0.001345 0
-0.005709 -0.004688 0.005198 -0.018033 -0.007609 0.034034 0.008731 0
0.019139 0.004710 0.005171 0.004507 0.038992 -0.005324 0.012383 0
0.015806 -0.003246 -0.016461 0.016121 0.012018 0.015572 0.001578 0
0.000616 0.024240 0.060669 0.015538 0.075833 0.048874 0.030598 0
0.002925 -0.001413 0.010848 0.002094 -0.026917 -0.023298 0.018094 0
0.006141 -0.000707 -0.016585 0.006590 0.005174 0.029935 -0.003880 0
0.019530 0.015929 0.041667 0.021555 0.034647 -0.003179 0.023998 0
0.012272 0.010453 0.054286 0.009847 -0.035400 0.036446 0.025031 0
-0.003696 0.001724 -0.034327 -0.025074 0.000000 0.007473 -0.006464 0
0.019291 0.010671 -0.012161 0.019686 0.013688 0.001745 0.027108 0
-0.006988 0.014305 0.003788 0.004204 0.044031 0.009582 0.024047 0
0.005864 0.017461 0.010377 -0.020000 -0.021556 -0.003020 0.016037 0
-0.020697 -0.005281 -0.017740 -0.006486 -0.048467 -0.012549 -0.013078 0
0.025748 0.014930 0.045627 0.014650 0.018321 0.007888 0.013251 0
0.044980 0.012749 0.030000 0.012879 0.033017 0.019565 0.011725 0
0.017356 0.002905 -0.005296 0.007443 0.003636 0.007676 0.006797 0
-0.017197 -0.013518 -0.026619 -0.017085 0.026125 -0.006348 -0.013060 0
0.018470 0.022512 0.023701 0.020044 0.047946 0.036201 0.026130 0
0.037224 -0.004467 0.040071 -0.009825 -0.001241 0.024250 0.000000 0
0.011831 -0.015064 -0.013699 0.000000 -0.041726 0.023274 -0.028415 0
-0.041575 -0.028311 -0.020833 -0.015194 -0.049472 -0.044706 -0.033521 0
0.034431 0.005023 0.021277 -0.008029 0.047758 0.001642 0.003841 0
-0.032499 -0.004665 -0.019097 -0.016188 -0.024000 -0.031967 -0.011246 0
-0.006501 0.002009 0.004425 -0.024520 0.006481 0.019898 0.015478 0
0.006271 -0.022386 -0.012335 -0.012734 0.013258 -0.006227 -0.021016 0
0.004606 0.002734 0.001784 0.045561 0.011215 0.018379 -0.007431 0
-0.016318 -0.018182 -0.017809 0.001923 0.040850 -0.008614 -0.021034 0
-0.006032 0.002096 -0.003626 -0.008155 -0.013497 0.013653 0.016630 0
0.017655 -0.001743 -0.015469 -0.007093 -0.009901 -0.018367 0.025075 0
0.000542 -0.000699 0.004621 0.009417 0.024727 0.011642 -0.005242 0
-0.012245 -0.002097 0.000000 -0.010455 0.030163 -0.003699 -0.008197 0
0.016116 0.025219 0.029439 0.023570 0.018257 0.011139 0.035891 0
0.022096 -0.015716 -0.002681 0.021598 -0.002368 -0.002040 0.003647 0
-0.003581 -0.014925 -0.003584 0.000466 0.005426 0.011447 0.001931 0
-0.018501 -0.006695 0.000899 -0.008080 -0.017369 0.006871 -0.019041 0
-0.009764 -0.002483 0.014376 -0.001566 0.017333 0.001606 0.008897 0
-0.006710 -0.002845 0.001772 0.008786 0.134447 -0.014481 0.024279 0
0.020267 -0.013195 0.029178 0.000311 0.027658 -0.024082 -0.015877 0
0.047162 -0.010481 -0.055842 -0.003420 -0.026176 -0.012547 -0.008634 0
-0.015228 -0.010226 -0.014559 0.000312 -0.029881 0.038119 -0.009397 0
0.041017 0.025092 0.014774 0.018715 0.018839 0.019992 0.014461 0
-0.006168 -0.022318 -0.040036 0.010410 -0.012327 0.004000 -0.022694 0
0.004940 0.009205 0.002844 -0.015303 0.009741 -0.006773 0.005368 0
-0.006680 0.000365 0.000945 -0.000462 -0.003618 0.039310 -0.000696 0
-0.006344 0.000729 0.008499 -0.006312 0.000303 0.013894 -0.008130 0
0.007279 0.036079 0.027154 0.010844 0.031458 0.050247 0.014871 0
0.003803 -0.002110 -0.010939 -0.001379 0.010997 -0.012323 0.000926 0
-0.010861 -0.016567 -0.001843 -0.005064 0.015083 -0.009174 0.003815 0
-0.000383 0.002509 -0.007387 -0.015425 -0.017145 -0.018519 0.001382 0
0.013412 0.016804 0.038498 0.008773 -0.008141 0.010943 0.002185 0
-0.001260 0.000703 -0.014467 0.004193 -0.053935 0.000373 -0.023411 0
0.001641 0.000703 -0.005505 0.000619 0.010225 0.001119 -0.005288 0
-0.014111 -0.023876 -0.029520 -0.010665 -0.050452 -0.014163 -0.020673 0
0.003195 -0.004317 0.012357 0.003749 -0.008559 0.001512 0.013872 0
0.005096 0.014451 0.006573 0.001868 0.020199 -0.010947 0.008328 0
-0.009252 0.000000 -0.000933 0.012894 -0.006067 0.053053 0.012625 0
0.009339 0.007123 0.000000 0.012423 0.015582 0.029358 -0.000699 0
0.007351 0.001768 0.001867 0.013180 0.009807 -0.019366 0.022388 0
-0.002894 -0.010942 0.007456 -0.000149 -0.018797 0.017235 -0.003193 0
0.013880 0.018915 -0.004625 0.001944 -0.008780 0.020120 0.006293 0
-0.005352 0.008056 0.000929 0.005373 0.003704 -0.007266 -0.002160 0
0.046672 0.035441 0.012070 0.003118 0.019576 -0.012897 0.005811 0
-0.002152 0.001678 0.015596 0.008584 0.028014 0.041667 0.008610 0
0.002156 -0.013400 0.013550 -0.008511 -0.010395 0.000000 -0.014939 0
0.004782 0.024109 0.016934 0.011248 0.028295 -0.015932 0.004561 0
-0.012969 -0.009284 -0.015776 -0.018147 -0.034752 -0.060282 -0.012599 0
0.001929 -0.001004 -0.013357 -0.010732 0.004052 -0.010631 -0.002989 0
0.023340 0.001005 0.029783 -0.004369 -0.006209 0.053724 -0.002537 0
0.002234 -0.004351 0.020158 -0.002724 -0.000781 0.045007 -0.006242 0
0.007273 -0.002353 -0.017182 0.017147 0.035016 0.009421 0.010352 0
0.002795 -0.003706 0.010490 0.001044 0.007099 0.000000 0.018766 0
0.007316 0.029422 0.064879 0.017735 0.015147 0.008667 0.022149 0
0.005073 0.022339 -0.030057 -0.004979 -0.030433 -0.002644 0.004091 0
-0.002179 0.006427 -0.005863 -0.010302 0.025903 0.019549 0.004845 0
-0.013105 -0.008940 -0.011794 -0.008476 -0.006981 -0.009750 -0.003287 0
-0.003145 0.010954 0.008525 -0.001050 0.035447 0.008205 0.004288 0
-0.006076 -0.007011 -0.016906 -0.012019 -0.008956 0.013997 0.004817 0
-0.015048 -0.004172 -0.021496 -0.009732 -0.036146 -0.002247 -0.025602 0
0.006207 0.014502 0.005272 0.002150 0.010736 0.006757 0.004472 0
-0.001898 0.001588 0.013986 -0.000307 0.004638 0.007031 0.009907 0
0.005586 -0.004123 -0.019828 -0.003985 -0.016977 0.011742 -0.016863 0
0.020683 0.016879 0.022867 0.016928 -0.062869 -0.002823 0.019395 0
-0.007874 -0.006577 -0.012038 0.006507 0.000647 -0.003146 0.000770 0
-0.002334 0.012295 0.020888 0.031424 0.005654 0.033765 0.024725 0
-0.014740 -0.005606 -0.018755 -0.034257 -0.036787 0.028388 0.005147 0
-0.011755 -0.016599 -0.003475 -0.003925 -0.037525 0.014544 -0.011416 0
-0.042533 0.005096 0.004359 0.010759 0.005718 0.000585 -0.038852 0
-0.027858 -0.023764 -0.022569 -0.022639 -0.032047 0.003216 -0.036380 0
-0.017942 -0.007790 -0.009769 -0.013652 -0.007654 -0.039639 -0.003496 0
0.013013 -0.016787 -0.013453 -0.007932 -0.005919 -0.022155 -0.009588 0
0.005579 0.016739 -0.006364 0.016147 0.010466 0.036934 0.003542 0
0.007226 -0.018439 -0.014639 -0.006017 0.000714 -0.009279 -0.012941 0
