date  hour minute second price size
20100104 9 33 58 57.68 100
20100104 9 33 58 57.68 100
20100104 9 34 1 57.69 100
20100104 9 34 2 57.68 100
20100104 9 34 2 57.685 100
20100104 9 34 2 57.68 100
20100104 9 34 4 57.69 100
20100104 9 34 4 57.68 100
20100104 9 34 4 57.68 100
20100104 9 34 5 57.68 100
20100104 9 34 5 57.68 200
20100104 9 34 5 57.67 100
20100104 9 34 5 57.67 100
20100104 9 34 5 57.67 100
20100104 9 34 7 57.68 900
20100104 9 34 9 57.68 100
20100104 9 34 11 57.69 100
20100104 9 34 11 57.69 100
20100104 9 34 11 57.69 200
20100104 9 34 11 57.69 100
20100104 9 34 11 57.69 100
20100104 9 34 11 57.6701 1000
20100104 9 34 12 57.67 100
20100104 9 34 14 57.67 100
20100104 9 34 14 57.67 100
20100104 9 34 14 57.67 100
20100104 9 34 14 57.67 100
20100104 9 34 18 57.66 100
20100104 9 34 18 57.68 300
20100104 9 34 21 57.68 100
20100104 9 34 21 57.68 100
20100104 9 34 21 57.67 100
20100104 9 34 21 57.68 100
20100104 9 34 23 57.68 100
20100104 9 34 25 57.69 100
20100104 9 34 31 57.67 100
20100104 9 34 33 57.69 100
20100104 9 34 33 57.69 100
20100104 9 34 33 57.69 100
20100104 9 34 33 57.69 100
20100104 9 34 33 57.69 100
20100104 9 34 33 57.69 100
20100104 9 34 34 57.7 100
20100104 9 34 38 57.7 300
20100104 9 34 38 57.68 100
20100104 9 34 38 57.7 100
20100104 9 34 38 57.7 100
20100104 9 34 38 57.7 100
20100104 9 34 39 57.68 100
20100104 9 34 39 57.68 100
20100104 9 34 39 57.7 100
20100104 9 34 41 57.7 100
20100104 9 34 41 57.7 137
20100104 9 34 41 57.7 763
20100104 9 34 41 57.66 300
20100104 9 34 41 57.66 100
20100104 9 34 41 57.68 200
20100104 9 34 42 57.66 300
20100104 9 34 42 57.68 100
20100104 9 34 42 57.66 200
20100104 9 34 43 57.65 100
20100104 9 34 44 57.65 100
20100104 9 34 44 57.65 100
20100104 9 34 44 57.65 100
20100104 9 34 45 57.68 200
20100104 9 34 45 57.68 100
20100104 9 34 46 57.69 100
20100104 9 34 46 57.69 100
20100104 9 34 47 57.65 125
20100104 9 34 50 57.66 200
20100104 9 34 50 57.68 110
20100104 9 34 50 57.69 100
20100104 9 34 52 57.68 200
20100104 9 34 52 57.66 200
20100104 9 34 52 57.68 100
20100104 9 34 54 57.68 1000
20100104 9 34 55 57.67 100
20100104 9 34 55 57.6564 975
20100104 9 35 0 57.68 300
20100104 9 35 0 57.68 100
20100104 9 35 0 57.68 200
20100104 9 35 0 57.68 100
20100104 9 35 0 57.68 100
20100104 9 35 0 57.68 100
20100104 9 35 0 57.67 100
20100104 9 35 1 57.68 200
20100104 9 35 1 57.69 100
20100104 9 35 1 57.69 100
20100104 9 35 1 57.67 100
20100104 9 35 1 57.67 100
20100104 9 35 1 57.68 100
20100104 9 35 1 57.68 300
20100104 9 35 2 57.68 100
20100104 9 35 2 57.67 100
20100104 9 35 2 57.67 100
20100104 9 35 2 57.69 200
20100104 9 35 3 57.69 200
20100104 9 35 4 57.69 300
20100104 9 35 4 57.69 100
20100104 9 35 4 57.69 200
20100104 9 35 4 57.69 100
20100104 9 35 4 57.69 400
20100104 9 35 4 57.69 300
20100104 9 35 4 57.7 100
20100104 9 35 4 57.7 100
20100104 9 35 5 57.69 100
20100104 9 35 5 57.69 100
20100104 9 35 5 57.7 100
20100104 9 35 5 57.7 100
20100104 9 35 5 57.7 200
