XOM UTX WAG XRX WMB WFC WY WMT VZ USB UPS UNH
0.009807 -0.00213 -0.007925 0.004982 -0.016299 -0.002156 -0.019057 -0.009157 0.003601 0.003781 -0.001604 -0.00735
0.002266 0.0196 -0.000108 -0.000708 0.000975 0.004488 0.00049 0.012392 0.006197 0.014726 0.000134 -0.012227
-0.018261 0.006471 0.020541 -0.007796 -0.027751 0.016879 0.011093 0.017427 0.0094 0.0189 0.013253 0.033647
0.00124 0.010779 -0.002754 0 0.012519 0.011391 0.003872 -0.000816 0.008349 0.005962 0.007531 0.006072
0.0023 0.001871 -0.004249 0.017857 0.01088 0.003862 0.020411 0.006122 -0.000955 -0.010537 0.012064 -0.00855
-0.003884 -0.002614 -0.019842 -0.004211 -0.000489 -0.014105 0.00819 -0.010548 -0.017533 -0.001997 -0.02099 0.010315
0.013291 0.007115 0.007619 0.002819 0.024474 -0.008454 0.006405 0.00205 0.009085 -0.007669 -0.001588 0.010544
0.003498 0.00336 0.01469 0.001406 0.039178 0.022955 0.004657 0.007365 0.019293 0.007056 0.018293 0.009937
0.015162 -0.003907 0.004684 0.000702 0 0.001923 -0.0017 0.00528 0 0.001001 0.017313 -0.000328
0.019227 0.004856 -0.000212 -0.004909 0.012874 0.011198 0.010525 0.002424 0.002208 0.01 0.000512 -0.002625
0.004885 0.010595 0.012929 -0.008457 0.022696 0.009809 0.004289 0.011689 0.003148 0.010231 0.020335 -0.002138
0.00352 0.000552 0.000209 0.008529 -0.024856 0.006737 -0.009913 0.00737 -0.000628 -0.000327 -0.002883 -0.002308
0.004009 -0.001654 0.002092 -0.002114 0.017296 0.001245 -0.001386 -0.001582 0.004082 0.003922 0.004039 -0.006113
-0.022792 -0.004235 -0.005637 -0.012006 -0.035794 -0.008704 0.001388 -0.009705 0.006254 0.001953 -0.009681 -0.029255
-0.00681 0.001849 -0.014067 0.012866 0.009281 0.000941 0.020333 -0.0198 -0.000932 0.003574 -0.003555 0.028596
-0.005314 -0.006275 -0.027257 0.002117 -0.011494 -0.015508 0.001057 -0.009182 -0.005288 -0.019747 -0.007517 -0.003496
0.022747 0.007058 0.009413 0.041549 0.030233 0.001273 0.009199 -0.010914 0.005003 0.000991 0.002182 0.026896
-0.004718 0.014201 0.001301 -0.017579 -0.000903 -0.002066 0.006575 -0.001249 -0.008401 0.005609 -0.007942 0.008134
0.007449 -0.008547 -0.004765 -0.004129 0.002259 0.005096 -0.007274 -0.017303 -0.00502 0.007546 -0.018205 0.005971
0.003025 0.008254 0.007182 0.012439 0.036519 -0.002852 0.001944 0.010182 0.000946 -0.005536 0.014729 0.014437
-0.011225 -0.003093 0.007995 -0.011604 -0.002392 -0.006991 -0.011642 0.00273 -0.009137 -0.015062 0.000518 -0.009962
0.006777 0.009124 -0.008575 -0.017956 0.014873 -0.0048 -0.001812 -0.001047 -0.006995 -0.003657 -0.028238 0.00559
-0.015483 0.00217 0.002378 0.0218 -0.019828 0.006592 0.003026 0.007966 -0.004803 0.005672 0.010264 0.011277
0.006154 0.002346 0.00604 0.002065 0.040018 -0.004153 0.001207 0.012479 -0.011583 -0.007299 -0.002639 -0.007382
0.003398 0.011341 -0.008791 0.008242 0.005497 0.013633 0.002862 0.016228 0 0.02139 -0.002513 0.003639
0.013546 0.016198 0.013628 0.021798 0.035324 0.012975 -0.002554 0.003841 -0.005859 0.003272 0.009682 -0.006779
-0.006181 0.008933 -0.012804 -0.009333 -0.012591 -0.004842 -0.012048 -0.005049 0.002292 0.003914 0.001839 0.005238
-0.024038 0.007465 0.000649 0.01144 -0.023447 0.000628 0.010213 0.000203 -0.00392 0.004548 -0.003278 -0.003
-0.0062 -0.015337 -0.015554 -0.035263 -0.002106 -0.001569 0.005885 -0.006292 0.000984 -0.017464 -0.012497 -0.020431
0.003986 0.0049 -0.005047 0.017241 0.012664 -0.003771 -0.00165 -0.007353 0.000655 0.001317 0.002131 0.019564
-0.005697 -0.000697 -0.000882 0.011525 -0.002918 0.004258 0.004358 0.001029 0.00262 0.004273 0.018477 0.011576
-0.008681 0.008191 -0.004636 -0.002011 -0.004181 0.004711 0.00763 -0.001028 0.002286 0.011129 0.002871 -0.000627
0 -0.009853 -0.001552 -0.001343 0.00042 0.000781 -0.005197 -0.00535 -0.006843 0.000324 0.003904 -0.001569
-0.021541 -0.009253 -0.016659 -0.011432 -0.028535 -0.006716 -0.007761 -0.012619 -0.001312 -0.000647 -0.007 -0.000786
0.006802 0.002115 0.000452 -0.001361 0.00432 -0.007075 0.009025 0.002305 -0.006242 -0.007448 -0.002611 -0.002358
-0.000178 -0.009495 -0.004516 0.003406 -0.009892 -0.001425 0.000894 -0.007525 0.000661 -0.006267 -0.007068 -0.008668
-0.001245 -0.007456 0.003856 -0.005431 0.006516 -0.003647 -0.011915 -0.014322 -0.004955 -0.007965 -0.009359 -0.012083
0.040947 0.011089 0.025531 0.017747 0.031506 0.015438 0.004522 -0.012179 0.008632 0.013048 0.005323 -0.006598
0.00171 -0.006015 -0.031064 -0.001341 0.006276 -0.011599 0.02416 0.001947 0.029296 0.003633 0.001324 0.00243
-0.004951 -0.003737 -0.009095 -0.010746 -0.010395 -0.00111 -0.008791 -0.013601 0.011513 0.004936 0.000397 -0.00307
0.019732 0.003215 -0.004819 -0.00611 0.003782 0.005874 0.001478 0.004159 0.003952 0.007859 -0.005946 0.019614
-0.000505 0.011396 0.012451 0.013661 0.016325 -0.000158 -0.002362 -0.003705 0.004147 0.000325 0.012229 -0.023847
0.007744 0.000704 -0.014348 -0.005391 0.008649 -0.000789 0.013316 0.003282 0.00413 -0.004547 -0.005384 0.019707
0.006849 -0.01513 -0.001848 0.02439 -0.005717 0.005213 -0.000584 0.015482 0.012021 -0.004241 -0.005149 -0.012139
-0.010453 -0.009289 0.003472 0.01455 0.004517 -0.01163 -0.017531 -0.017823 0.003751 -0.00426 -0.009025 0.010994
0.022301 0.003606 0.000923 -0.022164 0.005724 0.005724 -0.01145 -0.007433 0.00218 0.006581 -0.002277 -0.025428
0.009349 0.005749 0.008988 -0.024667 0.021138 -0.010277 0.001053 -0.009912 -0.021753 -0.018307 0.005638 0.000985
-0.013975 -0.006074 0.011421 0.001367 -0.014331 0.015974 -0.003456 0.005117 -0.010483 -0.00333 0.008943 0.000984
0.013514 0.006111 0.002484 0 0.012924 -0.015566 0.011309 0.013723 0.008668 -0.009689 0.013097 0.006715
-0.015772 -0.017328 -0.028385 -0.024573 -0.002392 -0.017729 -0.005218 -0.017467 -0.015277 -0.02058 -0.017498 -0.032374
0.011069 -0.009816 -0.016462 0.007698 -0.019984 0.001789 0.009442 0.005556 0.001939 0.004478 -0.000399 -0.02505
-0.003922 0.03635 0.006601 0.004167 -0.002039 -0.000325 0.004306 0.010387 -0.003548 0.000686 0.012498 0.005518
-0.012303 0.009743 -0.004684 -0.010373 -0.028606 0.006657 -0.007244 0.005468 0.015863 -0.000343 0.008011 -0.005659
-0.004318 0.009123 0.011529 -0.010482 -0.00589 0.009194 0.01385 0.007614 0.00956 0.015084 -0.015763 -0.001552
0.022352 0.021384 -0.002326 -0.004237 0.011426 0.002078 0.006022 -0.010363 0.01452 0.005404 -0.001985 0.011228
0.029695 -0.006638 -0.001632 -0.008511 0.009205 -0.003668 0.027595 0.012435 -0.007467 -0.002687 -0.006631 -0.013153
-0.005704 0.000171 0.010743 0.023605 -0.011609 -0.001761 -0.008809 -0.006464 -0.007524 0.00741 0.000134 0.028561
-0.012749 -0.006339 0.001386 0.000699 -0.003356 0 -0.009031 0.000651 0.004422 -0.002675 -0.002002 0.001346
0 -0.00431 0.008076 0.003492 -0.022727 -0.008732 -0.020108 0.003034 -0.008176 -0.010392 -0.014045 -0.002353
-0.00904 -0.00987 -0.000458 -0.008351 -0.007321 -0.004241 0.003717 -0.01707 0.002219 -0.007453 -0.008818 0.00438
0.009448 -0.001574 0.00229 0.016842 0.016486 0.000164 0.032593 -0.009013 -0.001898 0.003754 0.005886 -0.018115
-0.022914 -0.003503 -0.010966 -0.00069 -0.039266 0.00131 -0.005308 -0.007542 -0.001585 -0.00204 -0.009525 -0.013837
0.002642 -0.002988 0.00231 0.012431 -0.002665 0.003272 0.005337 0.014752 0.034603 0.007496 0.014975 -0.002425
-0.007783 -0.000176 -0.008988 -0.021828 -0.014254 -0.001631 -0.001148 0.006608 0.002148 0.001691 -0.001489 0.008508
-0.008178 0.007406 0.006046 0.011158 -0.010393 0.008166 -0.005315 0.001094 0.015922 0.011479 0.013691 0.008953
0.00286 0.003676 0.002774 -0.004138 0.00274 -0.001296 -0.004043 -0.005246 -0.007233 -0.000668 0.003343 -0.000171
-0.000839 0.013777 0.033426 0.003463 -0.023224 0.016221 0.020734 0.020655 0.017608 0.008016 0.011862 0.014678
0.003526 0.003785 0.022195 0.004831 0.014452 0.013408 -0.008523 0.009473 0.018795 0.004639 0.005005 -0.007569
0.008199 0.001204 0.00306 0.010989 0.017923 0.007245 0.005014 -0.005545 0.011713 0.004288 0.002359 -0.008475
0.004979 -0.003436 0.000218 0.002717 0.004515 -0.005317 -0.002138 -0.011366 0.006657 0.000657 0.001971 -0.008547
0.003468 0.01431 -0.001742 -0.004065 0.019775 -0.001572 -0.014857 -0.007809 -0.012363 -0.008205 -0.013115 0.002931
-0.008229 0.00085 0.006982 0.02381 -0.029088 0.013856 -0.001885 -0.005684 -0.01048 0.018862 0.008239 0.023552
-0.007136 -0.005605 -0.003684 -0.000664 -0.008625 0 -0.002325 0.004837 -0.00206 0.004222 -0.007908 -0.001512
0.009861 0.005807 -0.011744 0.000665 0.02381 0.002795 0.005097 -0.00547 -0.003243 0.000323 0.000664 -0.00942
-0.008275 -0.002208 0.005282 -0.013953 -0.010286 -0.001239 0.001739 0.006821 0.007394 0.006143 0.008364 0.000849
-0.009179 -0.004425 -0.017951 0.004043 -0.025305 -0.004497 -0.012294 -0.008741 -0.01057 -0.006748 -0.016327 -0.012046
0.016338 0.003419 -0.004681 -0.00604 0.012981 0.007632 -0.005711 -0.00463 0.014837 0.004529 0.008165 0.003435
0.008452 -0.006985 -0.000672 0.01553 0.003204 -0.01314 0.000884 -0.001993 -0.005848 -0.011272 -0.004912 -0.014547
0.002136 -0.007377 -0.005155 0.005984 -0.011405 -0.000313 -0.005739 0.005992 -0.012353 -0.009772 0.007472 -0.01702
-0.016399 -0.00242 -0.012615 -0.019828 -0.064144 -0.001567 0.013912 -0.004633 0.004467 -0.002303 0.007813 0.001767
-0.002167 0.00052 0.007073 0.012812 -0.038955 0.012084 -0.001606 0.003325 -0.006522 0.005275 0.010513 -0.004938
-0.002339 0.001558 0.024468 0.001332 0.033094 -0.00124 0.015058 0 -0.002089 0.002296 0.0013 0.013825
-0.013231 -0.007607 -0.009288 -0.00266 -0.011964 -0.007763 0.008642 -0.000663 0.004187 -0.003927 -0.003896 -0.015035
0.004413 0.007317 0.014509 0.002 0.007064 0.00532 0.012138 0.001989 0.018165 0.007884 0.008605 -0.003017
0.007773 0.003113 -0.00044 0.005988 0.019539 0.001712 0.018623 -0.001324 0.003802 -0.007171 -0.006076 -0.007833
0.019618 0.005345 0.009245 0.001984 0.009337 0.008701 0.00831 0.005964 0.00204 0.013132 0.015737 0.020815
0.003453 -0.006517 -0.01614 0.009241 -0.005842 -0.000308 0.009203 -0.001153 0 0.005185 0.001665 0.00791
0.010161 0.005179 -0.003769 -0.005886 0.026445 0.000616 0.004083 0.022948 0.00378 0.002257 -0.00294 -0.013429
-0.009572 0.009789 0.008456 0.002632 -0.00334 0.001848 -0.006642 0.007118 -0.003187 0.002252 0.001795 0.002121
-0.006388 -0.001701 -0.005958 -0.010499 -0.012446 0.001076 -0.004503 0.022917 -0.005522 -0.002567 0.001024 -0.002822
0.000989 -0.004429 -0.007991 0.005305 -0.025206 -0.003838 -0.012748 0.007328 0.003799 0.000644 -0.002301 -0.005661
0.005435 0.011807 0 -0.010554 0.013923 0.007552 0.010553 -0.000208 0.013392 0.002894 0.010379 0.00765
0.003276 -0.006427 -0.002685 0.004 0.016184 -0.006119 0.000962 0.009148 -0.002585 -0.008015 0.000127 -0.004767
-0.001306 0.009021 -0.004487 -0.003984 0.004344 0.000154 0.00453 -0.007211 0.0072 -0.001293 -0.000507 -0.010467
0.001962 -0.001012 0.01465 0.002667 -0.001922 -0.00077 0.009292 -0.00498 -0.001144 0.000324 0.000888 -0.015238
-0.005547 -0.015873 -0.023767 -0.013963 0.008666 -0.013399 -0.010154 -0.004171 -0.010879 -0.006147 -0.000253 -0.011105
0.005414 0.000515 0.001138 0.018206 0.001432 0.002185 0.012857 0.006283 0.013604 0.013021 0.009256 0.03056
-0.002611 -0.004973 -0.010909 0 0.021449 -0.00109 -0.012829 -0.008117 -0.015134 -0.006171 -0.001005 0.005538
-0.004254 -0.000862 -0.008961 0.006622 -0.001867 -0.004054 -0.009166 -0.008812 -0.012467 -0.003268 -0.001761 -0.00711
0.002793 0.003623 -0.005333 -0.006579 0 0.007202 0.007179 -0.009949 0.010569 0.000656 0.00252 -0.006982
0.011797 -0.000516 0.008858 -0.011921 -0.00187 0.008394 -0.001371 -0.005773 0.00523 0.002621 0.013446 -0.003065
0.00664 0.001376 0.004852 0 0.02904 0.004008 0.01057 0.007957 -0.004624 0.006536 0.003224 0
-0.001126 0 0.009197 0.002681 0.022758 -0.002917 0.019424 -0.006614 -0.010308 0.000649 0.005438 -0.014286
-0.01224 -0.010476 -0.012759 -0.014706 -0.022252 -0.008777 -0.013458 -0.011598 0.003266 -0.010383 0.004794 -0.015043
0.009946 0.001041 0.009001 -0.000678 0.010469 0.000621 -0.009319 -0.006953 -0.009174 -0.000984 -0.00208 -0.023468
0.000969 -0.004681 -0.016468 -0.007468 -0.013514 -0.000466 -0.015951 -0.004376 -0.022103 -0.002954 -0.003678 -0.016784
-0.00871 0.000523 0.000233 -0.011628 0.000913 0.000155 -0.001801 0.008791 0.008552 -0.001646 0.002338 0.037051
0.001627 -0.005223 0.002558 0.015225 -0.004106 0.004038 0.006246 -0.002832 -0.00636 0.002967 0.001719 0.000748
0.00796 0.0063 -0.017625 0.004772 0.018781 -0.002939 -0.000138 0.001092 -0.010363 -0.001315 -0.006863 -0.034206
0.024013 0.024348 0.010859 0.01289 0.035072 0.009308 0.026349 0.012658 0.022482 0.005596 0.016782 -0.038707
0.011961 0.066214 0.014713 -0.013396 0.009557 -0.005072 0.002016 0.001509 -0.013253 -0.001637 0.001456 -0.009865
-0.00591 0.022452 -0.014499 -0.005431 -0.015921 0.004635 -0.004427 -0.001506 -0.006105 0.003279 -0.005696 0.019113
0.016896 0.000156 -0.009575 0.010239 -0.005684 0 0.011048 -0.0125 -0.001229 -0.002288 -0.000244 -0.010974
-0.009077 0.004827 -0.004952 -0.054054 -0.014072 0.001076 0.000666 -0.006111 -0.006765 -0.000983 -0.000488 0.011902
-0.007142 -0.005889 -0.009005 -0.008571 -0.007136 -0.000154 -0.016513 0.001976 0.006192 -0.003607 -0.013294 -0.015949
-0.013292 0.000935 0.009804 0.013689 -0.003594 0.007835 -0.007583 0.00767 0.017846 0.006581 0.000989 -0.007901
-0.010777 -0.004828 -0.007104 -0.007818 -0.000902 0.023933 -0.035748 -0.007395 0.007255 0.012749 0.005804 -0.024913
0.010574 -0.017058 0 0.005731 -0.010379 0.022629 -0.00283 -0.013365 -0.008704 0.014848 -0.004665 0.041675
0.00539 0.001911 -0.007393 0.019231 0.00684 -0.010045 -0.008798 0.019987 -0.007266 -0.015585 -0.002344 0.001206
0.01971 0.010011 -0.003123 0.026555 0.019928 -0.001618 -0.006586 0.005008 -0.004575 0.003877 0.009273 -0.024498
-0.013917 -0.003147 -0.008436 -0.008169 -0.001332 -0.000295 0.003315 0.011482 0 -0.000644 0.000245 -0.040552
-0.007213 0.006471 -0.004618 0.016472 -0.020453 0.012324 0.014323 -0.006211 0.004902 0.006119 0.009186 -0.001716
0.010899 0.017877 0.014408 -0.003376 0.029505 0.01012 0.01027 0.018319 0.006707 0.003841 0.011529 -0.003009
-0.004531 -0.000308 0.009389 -0.00813 0.017637 -0.00697 -0.007483 0.006772 -0.003029 0 -0.002879 -0.028239
0.00361 0.002774 -0.004293 -0.008197 0.008232 -0.001316 0.005548 0.006306 -0.002126 0.006378 -0.00012 -0.028394
0.004066 0.016598 -0.009341 -0.008265 0.002149 -0.005125 0.001697 -0.00188 -0.015525 0.008238 -0.003008 0.05411
-0.006575 -0.004989 -0.017166 -0.008333 -0.018868 -0.006917 -0.022313 -0.011092 -0.013605 -0.003457 -0.007725 -0.038986
-0.019225 -0.013977 -0.016728 -0.010504 -0.033217 -0.004742 -0.015889 -0.015026 -0.003448 -0.010722 -0.011854 0.033131
-0.003856 -0.001849 0.015762 0.010616 -0.022152 0.007445 -0.001908 0.019123 -0.008493 0.004144 0.005689 0.018761
-0.000645 0.006329 -0.015271 -0.015406 -0.01202 0.003843 -0.010294 0.013494 0.005711 0.001905 -0.006886 0.006638
-0.028728 -0.018024 -0.002876 -0.016358 -0.021994 -0.021349 -0.026449 -0.022103 -0.028076 -0.011407 -0.012754 -0.002553
-0.004819 -0.017098 0.014322 0.003615 -0.010048 -0.012036 -0.004121 0.008113 -0.012983 -0.011218 -0.002885 -0.033909
0.00935 0.000638 0.02056 -0.018732 0.006767 0.005939 0.003218 0.002118 0.016113 0.008104 0.005535 -0.019426
0.005459 0.003828 0.001214 0.005874 -0.012002 0.00878 -0.010846 0.000634 -0.00356 0.000643 0.004503 -0.020261
-0.006417 -0.00715 -0.006788 -0.018248 -0.006803 0.003752 -0.007104 0.00359 0.002598 -0.002571 0.002491 -0.016085
-0.004802 -0.006881 0.005126 -0.003717 -0.001957 0.001645 -0.024421 0.010732 -0.003887 -0.001933 -0.006211 -0.017048
0.023627 0.005317 0.002914 -0.002985 0.033824 0.001343 0.014031 0.029565 0.013008 -0.002582 0.006875 0.00784
0.000975 0.003366 0 0.032186 0.011854 0.002385 0.015881 0.004045 0.010915 0.004207 0.005959 0.016502
-0.02241 -0.002556 -0.026634 -0.026831 0.032802 -0.01487 -0.012072 -0.02719 -0.018419 -0.008701 -0.01518 0.00487
0.011794 0.001281 0.00995 0.0231 0.025408 0.001811 0.002037 0.003106 0.009706 0.003576 0.009398 0.01454
0.003284 0.010877 0 0.031318 0.012389 0.019437 0.016886 -0.001238 0.024031 0.014253 0.005711 0.040036
0.008837 -0.00269 0.050493 -0.012006 0.016608 0.007094 -0.010763 -0.011573 -0.000626 0.011817 0.000494 0.027559
-0.025953 -0.025067 -0.018523 -0.015011 -0.029235 -0.011741 -0.031085 -0.013381 -0.01221 -0.013258 -0.017767 -0.016177
0.005829 -0.022783 -0.006689 -0.002903 -0.014615 0.004604 -0.015239 -0.003391 0.004754 0.00064 0.005401 -0.000865
-0.026159 -5e-04 -0.006975 -0.0131 -0.025169 0.008574 -0.016452 0.000213 0.004416 0.008951 -0.005122 0.002165
0.012751 0.004832 0.012836 0.00885 -0.015278 0.015242 -0.009771 0.005527 -0.005653 0.000634 -0.000628 -0.000648
-0.012926 -0.004311 0.018891 -0.003655 0.010813 -0.002165 0.003847 -0.003594 -0.005054 0 -0.007414 -0.010378
-0.009524 -0.007161 -0.008449 -0.012472 -0.022326 0.001302 -0.03099 -0.00297 -0.005397 -0.002217 -0.004178 -0.013328
-0.027301 -0.002851 0.005917 -0.013373 -0.032826 -0.03092 -0.025275 0.011492 0.007022 -0.003491 0.000763 0.005979
0.0203 0.00286 0.013647 0.006024 0.023119 -0.008051 0.01076 0.003787 0.002219 -0.009554 -0.006606 -0.009905
0.022837 0.01996 0.007196 0.020958 0.042308 0.005862 0.038918 0.019912 0.018026 0.006431 0.017391 -0.005113
-0.005413 0.015458 -0.004379 0.002199 0.000461 -0.004035 -0.008063 -0.007193 0.010873 -0.000639 -0.003519 -0.010279
-0.02398 -0.013765 -0.005324 -0.000732 -0.037805 -0.002851 0.004403 -0.000828 -0.011371 -0.001918 0.000126 -0.017837
0 0.001314 0.011171 -0.002928 -0.007667 0.000301 -0.009442 0.003315 0.017718 -0.002883 0.005297 0.004828
0.011675 0.008363 0.008055 0.025698 0.017866 0.002407 0.026894 0.009705 0.003971 0.00257 0.007402 0.008236
-0.00155 0.006505 -0.004566 -0.007874 -0.020398 -0.003451 0.002818 -0.008589 -0.003955 -0.001602 0.002491 0.008169
0.002242 0.006301 0.000229 -0.018759 0.077482 -0.013552 -0.003306 -0.011139 0.002749 -0.004493 -0.001242 0.018006
0.012392 -0.000642 0.011236 0.011029 0 0.00519 0.003317 0.002712 -0.001523 0.005158 0.003483 -0.006412
0.014111 -0.013496 0.005442 -0.033455 0.025618 -0.010782 -0.005124 -0.009153 -0.010372 -0.005773 -0.002231 -0.016021
0.024644 -0.00114 0.000225 0.018811 0.010079 0.01704 -0.00432 0.006089 0.005241 0.003871 0.008696 0.004749
0.020452 0.031958 0.020744 0.018464 0.013449 0.017359 0.032705 0.016486 0.021159 0.006171 0.019335 0.013054
-0.016354 0.002054 -0.009499 0.008702 0 -0.004748 0.005817 -0.011086 0.005706 -0.003228 -0.005316 -0.00511
0.01304 0.008988 0.008921 -0.001438 0.015839 0.005367 -0.006426 -0.012456 0.001792 0.00842 0.007288 0.005136
0.006436 -0.002188 -0.002874 0.00288 -0.014328 -0.008304 -0.016815 -0.011562 -0.00775 -0.003854 -0.005547 0.002222
0.014708 0 0.009754 0.005743 -0.013254 0.00927 -0.000658 -0.00638 0.004055 0.003546 -0.006184 -0.006207
-0.009926 -0.011746 0.006586 0.007852 -0.009532 0.009037 -0.002468 -0.015411 -0.009388 -0.004497 -0.010615 0.012492
0.003183 -0.003645 0.019193 -0.001416 -0.000437 0.00323 0.002969 0.003913 0.008254 0.00484 0.003576 0.031505
0.014911 0.015429 0.001498 0.004965 0.010941 0.00761 -0.01398 -0.001083 -0.008793 0.000963 0.003318 0.027125
-0.000156 -0.009398 -0.001923 -0.017643 -0.003463 -0.011184 0.001168 -0.021244 -0.01193 -0.006096 -0.011757 -0.000624
0.001563 -0.028621 -0.006209 -0.012931 -0.009991 -0.001322 -0.03932 -0.021927 -0.017337 -0.008715 -0.016855 -0.00104
0.012955 -0.04265 -0.009263 -0.018923 0.016235 -0.003236 0.007631 -0.025136 -0.003781 0.001954 -0.00958 -0.009581
-0.013868 -0.014453 0.011089 0.011128 -0.022884 0.01151 -0.014458 -0.000697 -0.001265 0.008125 0.000127 0.002103
0.009531 0.015873 0.003871 -0.007337 0.010164 -0.004376 -0.015892 0.003487 0 0.001934 0.004963 0.01574
0.000774 0.037194 0.019494 0.012565 0.013998 0.037802 0.026087 0.023859 0.023433 0.015122 0.018741 0.052273
-0.006341 -0.013427 -0.009246 -0.018978 -0.02157 -0.000565 -0.026807 0.002036 -0.002166 0.006022 -0.018396 -0.014137
-0.004981 -0.004813 -0.012725 -0.009673 -0.007055 0.005651 -0.01635 -0.01287 -0.011783 0.002205 -0.003039 -0.004182
0.022368 0.02485 0.01783 0.025545 0.028863 -0.004495 0.004517 0.01624 0.022592 0.005659 0.016131 0.016
0.005814 0.009439 0.011819 0.029304 0.020285 -0.002399 0.031475 0.005402 0.010433 -0.003126 -0.1025 0.013583
0.013082 -0.004191 -0.008344 -0.001424 0.019459 0.002263 0.020052 -0.022386 0.015184 -0.000314 -0.055292 -0.018644
-0.001952 -0.002266 -0.001683 -0.013542 -0.007469 -0.011149 0.006325 -0.003206 -0.00329 -0.007215 0.00914 -0.021176
0.007974 0.008437 -0.011167 0.029624 -0.002926 0.033395 -0.005096 0.021365 0.012305 0.011058 0.02279 -0.032552
0.011045 0.000644 -0.003196 -0.011228 0.016771 -0.000967 0.001537 9e-04 0.002668 0 -0.015712 -0.000418
0.006495 -0.008201 -0.00171 0.009936 0.007423 0.002765 -0.015854 -0.009213 -0.016263 -0.003125 -0.001451 -0.000209
0.0044 0.00989 0.021413 0.016866 -0.004503 0.00579 0.00589 0.006351 0.007815 0.000627 -0.010464 0.015684
-0.001606 0.007224 0.013836 -0.00622 0.015214 0.003453 0.013398 0.008114 -0.001193 0.007832 0.00749 -0.016471
0.00468 -0.00271 0.00517 0.002086 -0.009721 0.004818 -0.01511 0.00313 0.008361 0.004352 -0.012536 0.016538
0.007861 0.008311 -0.004114 -0.009022 0.007362 -0.008493 0.000872 -0.001114 -0.013918 -0.00031 -0.018158 -0.001442
0.000578 -0.019179 0.009502 0.029412 -0.008526 -0.012572 -0.012367 -0.008032 0.007207 -0.001238 -0.004811 0.019179
0.000289 -0.025372 -0.019439 -0.029932 0.000819 -0.024346 0.002822 -0.012596 0.008646 -0.00434 -0.004079 -0.008903
0.00534 0.002321 0.011895 0.015428 -0.007774 -0.004016 -0.011607 0.022551 0.003251 -0.000311 0.008495 -0.032258
0.005625 -0.004963 -0.001444 -0.004144 0.004124 0.002016 -0.010676 -0.004455 0.00383 -0.00654 0.000451 0.003586
-0.006884 0.00532 0.004957 0.010402 0.010267 -0.004167 -0.003957 0.009174 -0.004403 0.002821 0.011878 0.001892
-0.008087 0.009261 0.021167 0.012354 0.00935 0.009235 0.015529 -0.012195 0.013856 0.009378 0.02526 0.009862
-0.016305 0.023021 -0.00488 -0.004746 0.009263 0.007435 0.035562 0.001066 -0.004653 0.003407 0.045362 0.000208
0.007548 -0.003539 0.005469 -0.001362 -0.01237 0.000568 0.00103 0.004501 0 0.002778 -0.001386 0.018696
0.014982 -0.001776 -0.019944 0.00955 0.007273 -0.003121 -0.00566 -0.003137 0.005551 0.000308 -0.007955 0.00938
0.010564 -0.006145 0.003905 -0.008784 -0.001203 0.001992 -0.01587 -0.008991 0.002905 -0.005231 -0.015616 0.001212
0.005442 -0.009112 -0.003481 -0.006817 0.007229 -0.009372 0.052235 -0.000454 0.002317 0.002784 0.013863 0.001614
-0.008261 -0.002135 -0.00452 0.015786 -0.015151 0.00086 0.021989 -0.007034 -0.006069 -0.005861 -0.005921 0
0.015654 0.00362 -0.005986 -0.006081 0.006501 0.008594 -0.002445 -0.001371 0.00756 0.006205 -0.007374 0.03062
-0.004101 -0.005247 -0.00706 -0.006798 0.016149 -0.008804 -0.008333 0.004119 0.001443 -0.009559 0.008143 -0.005473
-0.004686 0.014175 0.024676 0.005476 0.001589 0.006304 0.004943 0.012534 0.007205 -0.000623 -0.000567 0.008844
-0.009843 0.010401 0.000816 0.002723 0.000793 -0.007688 0.003279 0.00135 0.006581 -0.003115 -0.002694 -0.005845
-0.015992 0.001609 0.00469 0.002716 -0.023385 -0.004591 0.012584 0.002922 0.005969 -0.002813 0.002843 0.014109
-0.009224 0.007066 0.003856 0.002708 -0.000406 0.00173 0.000646 0.002241 -0.005934 0.005014 -0.006946 0.003865
0.006354 0.008771 0.007885 0.006752 0.00812 0.002014 0.003226 0.016324 0.011086 -0.000624 0.014704 -0.002887
0.00558 0.007272 0.001003 -0.002683 0.005638 0.000287 0.01881 0.00264 -0.001968 0.002184 -0.000281 -0.021235
-0.018984 -0.006121 0.013427 0.004035 -0.029636 0.006029 -0.009626 -0.00373 -0.001408 0.003736 -0.010695 -0.005523
0.007592 -0.008843 -0.006328 -0.017415 0.010731 -0.010559 -0.007329 0.003084 -0.003949 -0.006514 -0.00825 -0.004165
-0.013001 0.009081 0.013134 0.015678 -0.02205 0.008941 0.013804 0.025911 0.002549 0.004995 -0.002295 0.013742
-0.02799 -0.006789 0.011196 -0.003356 -0.021712 0.001715 -0.019633 0.016481 0.003955 0.007145 0.019983 0.013752
-0.003696 0.004928 -0.009324 0.009428 -0.002988 0.008562 0.008236 0.012213 0.008441 0.013263 0.022692 0.018023
0.010201 0.010598 -0.033137 0.000667 -0.001712 0.003961 -0.003844 0.000208 -0.002511 -0.001218 0.005926 -0.009138
-0.009945 -0.01393 0.013182 -0.006667 -0.0253 0.00451 -0.007557 0.006032 0.006434 0.005791 -0.016989 -0.004611
