XOM UTX WAG XRX WMB WFC WY WMT VZ USB UPS UNH
0.001673 -0.020561 -0.003916 -0.007778 0.070615 -0.00719 -0.030569 0.003938 0.006376 -0.016953 -0.005348 0.001339
0.003062 -0.020826 -0.018676 -0.020157 0 0.002194 -0.003363 -0.007658 -0.004132 -0.00101 -0.006071 0.027193
-0.029975 -0.016845 -0.015693 -0.005714 -0.025532 -0.014889 0.008859 -0.020704 -0.02213 -0.040445 -0.005236 -0.005101
0.020029 0.019038 -0.002035 0.018391 0.091703 0.029118 0.0046 0.007496 0.019802 0.01686 0.009123 -0.004254
0.001403 0.025645 0.041808 0.006772 -0.026 0.022246 0.022268 0.031477 0.039667 0.025907 0.012691 0.004273
-0.018207 -0.027157 0.029364 0.001121 0 -0.011198 -0.004275 -0.00037 -0.037086 -0.015657 -0.006867 0.014509
0.013409 0.022298 -0.000317 -0.00224 0.00616 0.005983 0.002045 0.010176 -0.005819 0.007183 -0.000691 -0.007204
-0.013232 0.017316 -0.001268 0.01459 0.038776 -0.00531 0.004897 -0.005128 -0.013935 0.003566 0.002595 0.001083
-0.013409 -0.005892 -0.00127 -0.029867 -0.033399 0.013239 -0.009543 0.004418 -0.014556 0 0.001898 0.01374
-0.003181 0.005104 -0.018754 -0.00114 0.050813 -0.02255 -0.017015 -0.015762 -0.019722 -0.019797 -0.010849 -0.013661
0.006092 0.002457 0.008746 -0.005708 0.025145 0.011427 0.00438 0.016387 0.013314 0.015018 0.001045 -0.00844
-0.010092 0.000817 -0.001284 -0.005741 0.018868 -0.014283 0.003115 -0.029315 -0.007883 0.017347 0.005217 0.014077
0.01573 0.019592 0.033119 0.035797 0 0.012111 0.013455 0.022461 0.021778 0.026078 0.010381 0.013021
0.005162 0.020176 -0.006225 0.00223 -0.001852 0.013889 0.00674 0.020676 -0.005184 0.031281 0.005137 -0.004037
-0.010271 -0.022602 -0.046978 -0.003337 -0.053803 -0.014963 -0.003246 -0.013565 -0.035032 0.011848 -0.016525 -0.039569
0.009801 -0.036454 0.009859 0.004464 0.156863 0.01626 0.015673 0.015952 0.009001 0.018735 0.01074 0.019989
-0.004568 0.015667 -0.006183 0.038889 0.116949 -0.011579 0.004409 -0.00776 -0.013678 0.005057 -0.008226 -0.025367
0.015773 0.009518 0.021284 -0.020321 0.040971 0.018743 0.03751 0.01837 0.024721 0.030192 0.037843 0.019884
-0.002259 -0.004551 -0.013786 0.086245 -0.043732 0.007108 0.013269 -0.000179 0.060018 0.015098 0.007326 -0.006024
-0.005942 -0.007185 -0.030559 -0.034171 0.030488 -0.012248 -0.01841 -0.015541 0.007494 -0.020123 0.000331 0.003857
-0.009678 -0.006908 0.003353 -0.014568 -0.004438 -0.003363 -0.020108 -0.001996 -0.006612 -0.009375 0 -0.004391
0.017821 0.01474 0.019385 0.027455 0.034175 0.010755 -0.013418 0.019818 0.028563 0.007661 0.019167 0.001433
-0.016379 0.009956 0.033115 0.010278 0 0.004173 4e-04 0.008736 -0.004314 -0.007156 0.006647 -0.003523
0.010623 -0.001131 -0.020628 0.003052 -0.001437 0.002701 -6e-04 -0.004595 0.012185 -0.002252 0.000483 0.017899
0.007955 -0.002427 -0.001944 0.015213 -0.023022 0.002487 -0.01956 -0.006747 0.000535 0.013995 -0.003059 -0.013025
0.015784 0.028219 0.05 -0.000999 0.039764 0.012815 0.011312 0.003754 0.020321 0.026714 0.007589 0.018916
-0.016371 -0.019401 0.000309 0.016 -0.005666 -0.019388 -0.005288 -0.010151 -0.025419 -0.025585 -0.005609 0.007447
-0.007052 0.012546 0.018856 0.023622 -0.022792 0.007076 -0.000613 0.005937 0.016133 0.007121 0.005963 0.007928
0.005966 0.004766 -0.004854 -0.011538 0.010204 -0.007026 0.001227 -0.014845 -0.005292 0.008838 -0.006408 -0.014031
-0.001977 -0.000949 0.004878 -0.019455 -0.02886 -0.014031 0.004291 -0.001271 -0.03352 -0.028033 -0.00645 -0.005929
0.010753 0.025479 0.020935 0.013889 0.007429 0.007222 0.026653 0.014361 0.020094 -0.002253 0.004869 0.013881
0.002255 0.031636 -0.0211 0.01272 0.032448 0.01434 0.007333 0.016129 0.011873 0.011743 0.009367 0.007701
-0.000563 0.006432 -0.004857 0.003865 0.011429 -0.003742 -0.005509 -0.02134 -0.002933 0.005357 -0.0016 -0.006263
-0.009006 0.005945 -0.015863 -0.001925 0.124294 -0.003548 -0.014837 -0.028654 0.000802 0.00222 -0.001122 0.000107
0.002272 0.00534 0.00093 0.031823 0.028894 0.007958 0.012048 -0.002597 -0.008552 0.01728 0.015723 -0.004699
0.004534 -0.004132 -0.010839 0.004673 0.013431 0.005402 -0.000992 -0.015625 -0.025606 0.016115 -0.01664 0.023822
-0.011566 -0.013335 -0.023247 -0.032558 -0.053012 -0.017152 -0.019067 -0.008503 -0.011065 -0.027004 -0.000967 -0.011634
0.007991 -0.015918 -0.014442 0.014423 -0.050891 -0.003785 -0.018425 0.00648 0.001119 -0.003965 -0.003872 0.015376
0.013307 0.002442 -0.01563 -0.017062 -0.010724 -0.001689 -0.00165 -0.004166 -0.001118 0.007077 0.000486 0.022454
0.004471 0.010504 0.008932 0.033751 0.04336 -0.004651 0.013636 0.005895 0.011189 0.005709 -0.002914 -0.011338
0.000834 -0.004971 -0.009836 -0.016791 0.025974 0.004673 0.00693 -0.017013 0.015768 0.0131 0.000812 -0.013534
0.020289 0.028917 0.014238 0.024668 0.034177 0.019873 0.019838 0.009615 0.020425 0.016379 0.006164 -0.001257
-0.007082 0.003679 0.014692 0.005556 -0.011016 -0.010158 -0.010719 0.01619 -0.005071 -0.00212 -0.003224 0.001049
-0.013169 -0.026096 -0.014479 0.010129 -0.016089 -0.00377 -0.010433 -0.010122 -0.006438 -0.020824 -0.000323 -0.004295
0.011954 0.027397 0.005224 -0.003646 -0.005031 0.015346 0.021492 -0.003787 0.021868 0.028646 0.010031 0.009363
0.004945 0.016996 -0.003248 0.017383 0.016435 0.012422 0.01707 -0.002851 0.017437 -0.002532 0.008489 -0.016677
0.010935 -0.000288 0.06028 -0.014388 -0.00995 0.007566 -0.009563 0.007434 0.010127 0.002538 0.005083 0.01749
0.011358 0.006773 0.003073 0.042883 0.077889 0.019687 0.02601 0.019111 0.017224 0.020253 0.009008 -0.006667
-0.006417 0.011022 0.000306 0.00175 0.019814 0.007166 0.003265 0.014111 0.004549 -0.002481 -0.003132 0.01741
0.004844 0.00538 -0.002757 -0.034934 -0.002286 -0.005929 -0.027182 -0.014647 -0.013082 0.017413 -0.000628 0.008762
0.003214 -0.024926 -0.003686 -0.019005 -0.016037 -0.00994 -0.014364 -0.000557 -0.007647 -0.012225 -0.005502 -0.007255
0.002136 0.021086 0.018187 -0.015683 -0.020955 0.016466 0.001198 0.018033 0.015926 -0.002475 0.006007 0.017293
0.017581 0.028996 0.000303 0.002812 0.043995 0.016002 0.017547 0.011505 0.01062 0.018197 0.004714 0.024486
0 -0.002062 -0.02391 0.081308 -0.003421 0.001944 -0.001764 -0.006499 -0.004503 0.006093 -0.00219 0.007605
-0.007068 -0.006749 -0.015504 -0.044944 -0.036613 -0.013778 -0.022576 -0.017263 -0.008545 -0.005652 -0.002038 -0.010978
0.010018 0.019415 0.022992 0.039819 0.009501 0.019284 0.022294 0.021635 0.010139 0.010962 0.008167 0.020813
-0.016706 -0.005169 0.008005 -0.011314 -0.02 0 -0.010609 -0.003439 0.003011 0.001205 -0.00296 0.01835
-0.00876 0.000957 -0.001833 -0.023768 0.021609 0.003861 -0.002184 0.004904 0.006755 0.001604 -0.002031 -0.005816
-0.012319 -0.01776 -0.015912 -0.062218 -0.003525 -0.017308 0.01791 -0.013577 -0.003231 -0.006808 -0.002662 -0.042386
0.000271 0.007649 0.002799 -0.004808 -0.027123 0.001957 0.02737 -0.004221 0.027425 -0.004435 0.007692 0.013219
0.001355 -0.022636 -0.076279 0.004831 -0.086061 -0.008594 -0.006089 -0.009583 -0.013832 -0.019036 -0.005764 -0.005139
-0.001083 0.00466 0.007049 0.025962 0.007958 0.003743 0.016849 0.017492 0.001476 0.013625 -0.003447 0.003775
-0.006504 -0.007591 0.008333 -0.015933 0.026316 -0.005496 -0.00113 -0.009144 -0.020885 0.004073 -0.011478 -0.010095
0.001091 -0.004249 0.001983 0.013333 0.01282 0.015788 0.013384 0.003876 0.007026 0.017647 0.010816 0.010998
-0.008992 0.004267 -0.00132 0.00094 -0.003797 -0.00816 -0.005766 -0.010848 -0.011712 -0.011656 -0.008655 -0.006725
-0.012648 0.003258 -0.005616 -0.005634 0.003812 -0.012733 0.01029 -0.002416 -0.005295 -0.00366 0.011111 0.000597
0.007519 0.006494 0.004319 0.007554 -0.03924 0.006151 -0.017222 0.01267 0.001267 0.00898 0.006279 0.001194
0.002764 0.008557 -0.0043 0.025305 0.02108 0.005127 0.020916 0.025391 0.017975 0.002023 0.00234 0.023256
-0.006064 -0.006398 -0.009302 -0.026508 -0.019355 -0.005297 -0.010705 -0.013817 -0.008953 -0.015341 -0.005136 -0.011072
-0.000277 0.015398 0.009725 0.026291 0.028947 0.008678 0.016231 0.02893 0.005019 0.01968 0.007353 0.021017
-0.011096 0.0193 0.024244 0.004574 -0.003836 -0.006648 -0.013769 0.002653 -0.00387 0.00201 0.005746 0.004232
0.005891 -0.017582 -0.012646 0.001822 -0.005135 0.000591 0.004468 -0.016579 -0.017717 -0.002408 -0.002779 0.001149
-0.010039 -0.011702 -0.003284 -0.017273 -0.003871 0.002754 -0.020756 -0.002331 -0.018294 -0.009654 -0.001548 -0.013395
0.002817 0.022427 0.017133 -0.000925 0.009067 0.017854 0.007002 0.016178 0.017585 0.009342 -0.004343 -0.006982
-0.008427 -0.010354 -0.007775 0.041667 -0.006419 0.022166 0.009209 0.002123 -0.032757 0.02173 0 -0.026367
-0.003116 -0.009912 0.025792 0.021333 -0.023256 -0.020743 -0.010987 0.011827 -0.014667 -0.014573 -0.002648 0.003611
-0.007673 0.003754 -0.008912 -0.046997 -0.084656 0.000193 -0.011486 -0.011689 -0.019486 0.002798 -0.002186 -0.028383
0.008018 0.021333 -0.00578 -0.021918 -0.020231 -0.01906 0.00781 -0.015004 -0.011041 -0.01674 0.000939 0.065419
0.019318 0.010308 -0.025194 0.005602 0.00885 0.00844 0.03024 0.021505 0.004745 0.015403 0.006568 0.012551
-0.013935 -0.009934 -0.006627 -0.029712 0.008772 -0.002725 -0.003852 -0.018246 -0.034167 -0.013972 0.006525 0.000954
0.00961 0.030508 -0.012675 0.042105 0.053623 0.014247 0.034438 0.016798 0.025884 0.01417 -0.008643 0.006477
-0.0014 0.003947 0 -0.017447 -0.038514 -0.001539 0.004451 -0.00703 -0.009532 -0.004391 -0.000156 0.0318
-0.011775 -0.019004 -0.018581 -0.006542 -0.020029 -0.008479 -0.004785 -0.015398 -0.018115 -0.01243 -0.008097 -0.023115
0.014468 0.010554 0.015491 0.009407 0.014599 0.012439 0.002315 0.010066 0.010089 0.019082 0.004082 0.01615
-0.00028 0.013485 0.013559 0.041007 -0.018705 -0.003648 0.004264 -0.000534 0.026826 -0.011952 0.000313 0.010349
-0.008951 0.001043 -0.001672 -0.01701 0.002933 -0.001734 0.000177 -0.01193 -0.01612 0.003226 -0.006252 0.00878
-0.003105 -0.00443 -0.004355 -0.001821 -0.040936 -0.009265 0.006545 0.007389 -0.004802 -0.006431 -0.001573 -0.007253
0.007361 -0.015314 0.00673 -0.014599 -0.032012 -0.015585 -0.003717 0.000179 -0.006529 -0.008091 -0.006301 -0.048584
-0.007026 0.000133 -0.01738 -0.013889 0.028347 -0.00851 -0.007106 -0.011447 -0.017714 -0.019984 -0.000476 0.007871
0.007925 0.006911 0.031293 -0.047887 -0.050536 0.003393 0.004294 0.010132 0.042467 0.006658 -0.003013 -0.001905
-0.007301 -0.018347 -0.010224 0 0.017742 -0.010145 -0.027258 -0.009493 -0.022042 -0.032658 -0.004136 -0.02958
0.011315 -0.013312 -0.005998 0.009862 0.064976 0.013264 0.003663 0.007957 0.028531 0.011111 -0.003994 -0.040511
0.013986 -0.005587 0.010057 -0.001953 0.044643 -2e-04 0.010036 0.022605 -0.019417 0.004227 0.009142 0.024185
0.007448 0.003837 -0.002987 -0.001957 0.082621 0.005805 0.011201 0.013509 -0.009901 0.006313 0.004768 -0.002001
0.006846 -0.003413 0.000999 -0.007843 0.034211 -0.00597 0.005896 -0.001212 0.005714 -0.007946 0.003005 0.018247
0.005203 0.021644 0.009644 -0.000988 0.062341 0.008208 0.00444 0.019064 0.025 0.022344 0.001577 0.007483
-0.00572 0.001475 -0.001318 -0.004946 -0.008383 -0.006156 -0.003006 -0.012415 -0.01275 -0.017732 -0.002519 -0.014074
0.012055 0.017539 -0.00066 0.013916 -0.003623 0.008591 0.025186 -0.002411 0.00365 0.007557 0.005525 0.015266
-0.002978 0.006316 -0.00033 -0.005882 -0.019394 0.000792 -0.000865 0.002935 0.001958 -0.005417 0.004396 0
0.002444 0.006668 0.01496 -0.004931 0.013597 -0.003563 0.006926 0.014114 0.000837 0.006284 -0.000469 0.008787
-0.0065 0.0226 0.011401 -0.000991 0.009756 0.000795 0.012898 -0.000679 -0.001953 -0.002914 -0.001564 -0.003678
0.003272 -0.010669 -0.000322 -0.002976 0.028986 -0.008535 -0.008149 -0.001698 0.000559 0.004593 0.000157 -0.022732
0.006793 0.023061 0.019652 -0.010945 0.00235 -0.005806 0.008216 0.006975 0.006983 -0.000416 0.00047 -0.014314
-0.014035 -0.012215 -0.012638 -0.023139 -0.002345 -0.010673 -0.016638 -0.013347 -0.023024 -0.016632 0.001257 -0.013514
0.00657 -0.005864 0.00864 -0.017508 0.015276 0.011398 -0.003798 0.011986 -0.011925 -0.000423 -0.006277 -0.004294
0.001632 0.00436 -0.002221 0.089099 0.010417 -0.001409 0.005199 0 0.006034 -0.003384 0.001263 0.011088
0.011404 0.00549 -0.006041 0.00385 0.028637 -0.002418 0.00931 0.000169 0.001714 -0.004669 -0.008044 -0.00589
0.008054 0.012698 0.028471 0.009588 0.01225 0.011515 0.01247 0.003214 0.015113 0.009808 -0.002385 -0.003064
0.003995 0.00627 0.013064 0.023742 0.0044 0.001398 0.003881 -0.002192 -0.007865 0.009291 0.000319 0.01291
0.007162 -0.003489 0.003991 0.006494 0.007667 0.020144 0.02437 0.012675 0.006512 0.009205 0.007967 0.007485
0.002897 -0.003376 -0.015291 0.009217 -0.001087 0.006256 -0.002789 0.001001 0.019691 -0.000829 0.001265 -0.00502
0.002101 -0.00276 -0.01118 -0.011872 -0.008705 -0.011074 -0.002797 0.001667 0.011035 -0.00166 -0.00221 0.006458
-0.004979 -0.017992 -0.010678 -0.026802 -0.018661 -0.005305 -0.006105 -0.019807 -0.00955 -0.001662 -0.000158 -0.005414
0.013168 0.020115 -0.016825 0.014245 0.014541 0.011456 0.017596 -0.005094 -0.01405 0.003331 -0.003798 0.018347
-0.009358 -0.012309 -0.012916 -0.012172 -0.014333 -0.004296 0.008809 -0.026114 -0.017882 -0.004149 -0.00556 -0.00396
-0.002886 -0.010427 0.024534 -0.001896 -0.006711 -0.018631 -0.048512 -0.00368 0.017354 -0.014167 -0.007348 -0.006162
0 0.00604 0.015964 -0.017094 -0.011261 -0.004796 0.013086 0.011434 -0.013143 0.007608 -0.005472 4e-04
-0.007105 0.003065 0.008799 0.001932 0.002278 0.009438 0.021976 -0.000348 0.009634 0.000419 -0.004693 -0.002399
-0.005831 -0.004202 -0.008411 -0.016393 -0.014773 -0.004575 0.000164 0.004697 -0.01684 -0.00587 0.017883 0.002806
0.005332 0.020972 0.010368 0.019608 0.012687 0.008193 0.017561 0.011602 0.013703 0.017714 0.021562 0.000799
-0.023071 -0.007264 0.014925 -0.024038 0.018223 0.003171 -0.025806 -0.014207 0.001126 0.000829 0.001563 0.011981
0.006515 0.002271 0.005208 0.061084 0.020134 0.019561 0.021192 0.015628 0.009564 0.026087 0.010303 -0.001776
-0.002427 -0.003651 -0.006096 -0.011142 0.017544 0.001357 -0.013457 -0.005984 -0.017832 -0.001614 -0.00309 -0.012453
-0.007299 -0.009097 -0.020239 -0.005634 0.012931 -0.011032 -0.010682 -0.018404 -0.015319 -0.016977 -0.008059 -0.005204
0.009259 0.010583 0.007825 0.016997 0.001064 -0.001566 0.001661 0.009637 -0.04552 0.009868 0.004688 -0.002817
-0.004317 -0.012869 -0.015839 -0.023213 -0.017003 -0.005488 -0.018574 -0.017355 -0.015998 -0.007329 -0.008709 -0.010291
0.006775 -0.000511 -0.006627 -0.018061 -0.029189 0.004336 -0.004731 0.004769 0.001534 0 0.001569 -0.021407
-0.00996 -0.00243 0.018424 -0.013553 -0.014477 0.008634 -0.008489 -0.001582 -0.001838 -0.006768 0.001253 0.006875
0.006525 0.016024 -0.02932 0.026497 0.013559 0.006031 0.009075 0.00757 0.002762 0.012078 0.003442 0.009311
-0.011345 -0.024981 -0.015424 -0.01912 0.050167 -0.004061 -0.008145 -0.024113 -0.007344 -0.012757 -0.005301 0.03157
0.020492 0.033644 0.028721 0.011696 0.039278 0.027184 0.016938 0.021665 0.016646 0.034181 0.008621 0.028617
0.005623 0.007136 0.009518 0.00289 -0.008172 0.001134 -0.002355 0.001577 0.009096 -0.008464 0.001865 0.009467
0.005059 0.016781 0.007542 0.024976 0.015448 0.005098 -0.003373 0.007361 0.013822 0.005285 0.008221 0.006699
0.009007 -0.005012 0.010605 0.007498 -0.004057 0.002067 -0.000338 0.008873 0.001778 0.006065 0.001538 -0.020913
0.006563 0.004669 0.018518 0.022326 0.015275 0.015186 0.000338 0.015692 -0.008876 0.003215 0.004301 0.002913
-0.007825 0.002813 -0.005455 -0.028207 -0.007021 -0.000185 0.007953 -0.006452 -0.012985 0.001202 -0.000918 -0.007744
-0.002366 0.007317 0.008531 0.011236 0.010101 0.001108 0.005875 0.007519 -0.009792 0.015606 0.011482 0.006439
0.009223 -0.00569 -0.02145 0.028704 0.03 0.006458 -0.001836 -0.009159 -0.000309 -0.007092 -0.000605 0.011438
0.0047 0.01315 0.022847 0.015302 0.031068 0.009166 0.006521 0.009072 -0.014529 0.005159 0.006664 0.014951
0.006757 0.012619 -0.006942 -0.02305 -0.017891 0.00218 -0.003156 0.006446 -0.01192 0.012633 0.013991 -0.009443
-0.006453 -0.006646 -0.004255 0.009982 -0.033557 -0.002538 -0.006832 -0.004382 0.02127 0.001559 0.004303 -0.021354
0.010912 0.008363 0.002747 0.009883 0.016865 0.000545 -0.000839 0.005417 0.001554 0.003503 0.014035 0.039938
-0.006425 -0.00782 -0.001826 -0.012455 -0.031219 -0.00109 -0.010915 -0.009261 -0.003104 -0.010861 -0.002331 0.011428
-0.001035 0.006687 0.011894 0.034234 0.012085 0.006727 0.007131 0.002719 0.018369 0.001176 0.003943 0.016855
-0.006991 -0.004982 -0.000904 0.001742 0.014925 0.002348 -0.008766 -0.000508 -0.016814 0.027419 0.0032 0.01184
-0.026076 -0.011803 -0.00181 0.002609 -0.019608 -0.013874 -0.018367 -0.012379 0.009639 -0.016393 -0.001305 -0.009901
0.006693 0.000965 0.007555 -0.045967 -0.001 0.00877 0.017498 0.007898 0.023714 0.018992 0.007985 -0.018545
0.006649 0.00241 -0.002999 -0.028182 -0.003003 -0.003804 -0.004938 -0.010051 0 0.00038 0.006913 0.005002
-0.002906 0.009619 0.015042 -0.009354 0.004016 -0.010182 -0.004278 -0.005507 -0.000301 0.014449 -0.003719 -0.034101
0.006889 0.001429 0.028749 0.014164 0.004 0.008633 0.020278 0.016785 -0.004514 0.02024 0.009763 -0.000954
-0.005 0.005727 0 -0.003724 0 -0.000364 0.009095 0.001532 -0.008162 0.011389 0.003981 -0.001528
-0.039937 0.013934 0.004322 -0.011215 0.000996 0.008927 0.031255 -0.00085 -0.000305 0.000363 0.014304 -0.02334
0.007714 -0.012361 -0.001147 -0.007561 0.014925 0.016974 -0.018576 0.002551 0.02439 -0.01162 0.012566 -0.00333
0.002734 0.013107 0.017231 0.012381 0.017647 0.009943 -0.003985 0.001527 -0.011309 -0.007715 -0.003171 -0.009041
-0.009815 0.002564 -0.000565 -0.010348 -0.019268 -0.015999 -0.007335 -0.006436 -0.009934 -0.007034 0.002905 -0.014677
-0.007985 0.004418 -0.000565 0.013308 0.003929 0.003037 -0.020151 -0.012615 0 0.004101 -0.001793 0.006441
-0.003053 0.010764 0.015828 -0.010319 -0.036204 0.001077 -0.015938 0.011913 -0.013378 0.010026 0.007323 -0.018
-0.003062 -0.007443 0.006678 -0.004739 -0.064975 -0.002691 0.006792 -0.003242 -0.008629 -0.003309 0.003292 -0.025458
0.005624 -0.014421 -0.004975 -0.020952 -0.011944 -0.001619 -0.014703 -0.005135 0.009326 -0.001476 -0.006016 0.008151
0.00811 -0.00199 -0.005278 0.000973 0 0.007566 0.000527 0.002753 -0.000924 0.015885 -0.006878 0.014096
-0.000832 0.01513 0.012566 0.034985 0.008791 0.014304 0.009475 -0.005491 0 0.004364 0.008726 0.014718
0.006663 0.0029 -0.004602 -0.012206 -0.007625 0.00758 -0.005736 -0.042098 -0.015721 0.002896 -0.000275 0.005238
-0.00717 -0.006362 -0.004993 0.002852 -0.003293 -0.010847 -0.00542 -0.009366 0.021297 -0.001805 -0.005082 -0.004409
-0.011111 -0.010594 -0.001394 -0.014218 0.008811 0.000354 -0.002461 0 0.003987 -0.009403 -0.000414 0.003422
-0.01264 -0.020591 -0.011446 -0.022115 -0.00655 -0.007249 -0.011982 -0.005091 -0.008552 -0.012778 -0.004419 -0.015045
0.00825 -0.001802 0.005366 0.016716 -0.015385 0.004452 0.001427 0.008955 -0.007702 0.004438 0.004023 0.050509
-0.003668 0.002527 -0.004494 0.008704 -0.002232 -0.000709 -0.002493 -0.002536 -0.011798 -0.000736 -0.002763 -0.015122
0.00085 0.007203 0.008747 0.010546 0.016779 0.002484 0.008391 -0.004721 0.011624 -0.001842 -0.011956 0.01811
0.006225 0.014303 0.023217 0.00759 0.0022 0.003717 -0.000531 0.023171 0.009317 0.014396 0.01998 0.020882
0.007312 0.003643 0.001093 0.077213 0.020856 0.007759 0.003366 -0.000713 0.016308 0.008006 0.004001 0.019508
0.012842 0.010654 0.004369 0.04458 0.008602 0.003675 0.002648 -0.006067 -0.008174 0.001083 0.000824 -0.001115
-0.002205 -0.007183 0.000816 0.019247 0 -0.000523 0.003698 -0.001077 0.002442 -0.000721 -0.000961 0.002418
0.005249 0.01972 0.006248 0.000821 0.040512 0.007326 0.035965 -0.020489 -0.002132 0.004691 0.009894 0.013915
0.003023 0.001945 -0.008639 -0.015587 0.009221 -0.010043 0.005419 -0.027156 -0.006103 0.001078 -0.008845 0.00494
0.001096 -0.003312 -0.00354 0.0175 -0.012183 -0.007346 0.006569 -0.006224 -0.010132 0.00287 0.002746 -0.007647
0.013136 0.007792 0.005193 0.022932 0.021583 0.002996 -0.006526 0.006263 0.031327 0.000358 0.007393 -0.005872
-0.006483 -0.002501 -0.022567 -0.028823 -0.022133 -0.002108 -0.015496 0.008676 0.004511 -0.003576 -0.004893 -0.015135
0.016857 0.009347 0.014465 -0.006595 0.00823 0.007218 0.031138 -0.001496 -0.011677 0.010409 0.002595 0.007496
0.006417 -0.000678 0.014532 -0.021577 -0.011225 -0.013634 -0.00083 -0.014794 -0.012723 -0.010657 -0.003814 -0.006696
0.003985 -0.002486 0.001622 -0.022053 -0.017544 -0.000354 -0.008635 0.006463 0.023934 -0.002513 -0.004102 -0.003184
0.003175 0.011329 0.002428 0.043365 0.028391 0.008686 0.008375 -0.002644 -0.000899 0.0036 0.001648 0.009769
0.003957 0.026101 -0.013459 -0.004156 0.014315 0.001933 0.010797 -0.00587 0.002699 0.003587 0.006032 0.013395
-0.006831 -0.000546 -0.010914 -0.005843 -0.022177 -0.016313 -0.006245 -0.033524 0.002692 -0.008935 -0.001226 0.000184
0.017725 0.021518 0.004414 0.015113 0.015464 0.01908 -0.000827 0.01281 0.011635 0.014064 0.004638 0.007159
0.010658 -0.004277 -0.00357 0.027295 0.006091 0.002625 0.007944 0.011675 0.008552 0.008535 -0.001358 0.019136
0.013632 0.007625 -0.014609 0.049114 0.008073 0.008552 0.014778 0.013487 0.005848 0.019393 0 0.006617
0.004821 0.002878 -0.012308 -0.002302 -0.013013 0.005018 0.007443 -0.004753 -0.007267 0 0.00272 -0.004264
-0.003283 0.010096 -0.013594 0.013846 0.004057 -0.00155 0.012046 0.013754 -0.000586 -0.003459 0.007052 0.006601
0.007094 -0.000736 0.018949 0.040212 0.00303 0.00638 -0.003809 -0.005653 0.001172 0.014925 0.002424 -0.00709
0.002013 -0.009686 -0.000282 0.006565 -0.004028 -0.001542 -0.00701 -0.006254 -0.006146 0.003762 0.000134 0.003392
0.005523 0.006379 0.006764 -0.014493 0.004044 0.001716 0.004332 0.001526 -0.001472 0.003407 0.002821 0.005159
0.013234 0.009296 0.010638 0.004412 0.007049 0.007024 0.016773 0.007235 0.012091 0.013243 0.002009 0.028319
0.002464 -0.009839 0.001385 -0.000732 -0.013 0.002722 0.00707 -0.002268 0.019814 0.005743 -0.008822 -0.004991
0.007866 0.001797 0.006362 0.010989 -0.005066 -0.000848 -0.00156 0.005116 0.002286 0.000336 0.005394 0.0064
-0.009024 -0.004326 -0.018417 -0.015217 0.002037 -0.012226 0.002344 -0.014138 0.004846 -0.006716 -0.012072 0.014782
0.023382 0.006041 -0.012882 0.016924 0.064024 0.004814 0.01325 -0.003442 0.028936 -0.009949 0.003802 -0.048103
-0.006734 -0.002528 -0.006241 0.01809 0.008596 -0.003251 -0.003846 0.023408 0.016543 -0.0149 -0.006087 0.01032
-0.007264 0.003274 -0.016843 0.003554 0.004735 -0.010127 -0.001853 0.002625 0.002034 -0.000703 -0.003266 0.009334
-0.002439 -0.001158 0.000871 0.002833 0.019793 -0.000347 0.01965 -0.004114 0.015317 -0.006688 -0.008192 0.002094
-0.014914 -0.014438 -0.017697 -0.014124 0.003697 -0.004683 -0.01305 -0.016147 -0.029095 -0.013111 -0.010463 -0.009055
0.014147 -0.006095 0.016834 0.005014 0.01105 -0.00732 -0.000308 0.002099 0.019145 -0.002154 0.00473 -0.00369
-0.004405 0.004841 0.008713 -0.019957 -0.032787 -0.011938 0.002153 0.004761 -0.004084 -0.011515 -0.004292 -0.003351
0 0.026231 -0.001728 0 0.016008 0.000888 0.014119 0.007202 0.007654 0.00364 0.007648 0.026013
-0.009833 -0.004695 0.003461 -0.005091 -0.024096 0.003018 -0.004843 0.006586 0.000543 0.033007 -0.001656 0.005519
0.005462 0.022013 -0.002874 -0.011696 0.044634 0.012212 0.00517 -0.000187 0.001898 0.000702 0.009124 0.006175
0.009383 -0.027692 -0.009513 -0.006657 -0.001818 0.002798 -0.00121 -0.00991 0.006495 -0.010526 -0.012329 -0.001534
0.013454 0.011287 0.011641 0.018615 0.029144 0.008544 0.011209 0.009443 -0.004571 -0.008865 0.002774 -0.00222
-0.003621 -0.006676 -0.003452 -0.021199 -0.023009 -0.012794 -0.002547 -0.005051 0.012696 -0.00322 0.000415 0.038159
-0.005814 -0.010186 0.006351 0.017924 -0.001812 -0.004553 -0.050007 0.019368 0.002934 0.007179 -0.000691 -0.016483
0.012427 0.010185 0.002582 0.023478 -0.009982 0.021112 0.003794 0.007379 0.004521 0.004989 0.010791 0.003855
-0.008664 0.006931 -0.010873 0.086021 -0.000917 -0.010855 -0.015748 -0.003296 -0.018268 0.012411 -0.003696 -0.007346
-0.009225 -0.005528 -0.004339 -0.024422 -0.036697 -0.006096 -0.0184 -0.021312 -0.00863 -0.001051 -0.004808 -0.000673
0.016173 -0.000839 0.003777 0.000677 -0.034286 0.01367 -0.008696 0.022714 0.008977 -0.006311 0.000966 0.025076
-0.016397 0.002834 0 -0.010142 0 -0.007434 0.017213 -0.011564 -0.006201 -0.00247 -0.017101 -0.000493
