nibm        vol       vix
0.01855407 0.02367081 29.89
0.02467289 0.02272651 30.11
-0.007336025 0.02231874 33.32
0.01631639 0.0225694 33.67
0.04102618 0.02143168 32.64
-0.01889437 0.02096215 39.97
0.02124713 0.02383492 37.44
-0.01403209 0.02324848 38.86
-0.01760413 0.0230328 36.33
-0.01465706 0.02217331 36.45
0.01869262 0.02164018 35.08
0.03190561 0.02093776 34.81
-0.008727802 0.02072706 37.5
0.002486088 0.02215995 35.82
0.007913227 0.02110015 36.74
0.03114191 0.01997416 38.01
0.07074011 0.01909042 37.52
0.01367305 0.0206999 40.65
0.008641228 0.02996488 38.98
0.05882156 0.02861519 39.68
-0.05312457 0.02714702 40.52
0.01583674 0.03182794 37.33
0.02713073 0.03433637 34.6
0.03455314 0.03277299 36.97
-0.04788309 0.03212095 39.69
0.02549834 0.03227301 34.12
-0.006185828 0.03393092 36.83
0.05833593 0.03303268 37.31
-0.00458348 0.03118089 39.46
-0.003336428 0.03486012 42.64
0.03532256 0.0328693 41.02
-0.04456984 0.03098922 42.13
-0.1044573 0.03136766 37.55
0.007852752 0.0327077 35.7
-0.07676287 0.04517695 36.04
0.05369407 0.04261524 34.02
-0.1065927 0.04686774 36
-0.02799739 0.04737656 34.1
-0.0173565 0.0559007 33.53
0.01413037 0.05332035 33.11
-0.00147591 0.05046165 34.09
0.0340864 0.04772454 33.2
-0.03354986 0.04492391 34.03
-0.02647054 0.04370755 30
-0.002348241 0.04246344 31.07
-0.02483894 0.04081976 32.27
-0.003426124 0.0384429 31.23
-0.01832605 0.0370188 31.14
-0.02578372 0.03488235 29.3
0.009988722 0.0333456 30.82
-0.0001219926 0.03242821 31.23
0.03227942 0.03074818 30.73
0.01737609 0.02898784 31.42
0.003873492 0.02926823 29.41
-0.02378 0.02818552 31.3
-0.002523813 0.02662272 30.58
-0.01711765 0.02617915 31.24
0.008834913 0.02471199 28.67
0.01042819 0.02391407 26.65
0.01028269 0.02278148 27.66
-0.04051027 0.02180675 27.41
-0.03952259 0.02089945 25.32
0.00555138 0.02348656 23.81
-0.02074728 0.02540216 23.16
0.01331323 0.02405624 24.07
-0.03056509 0.02360224 25.97
0.008933788 0.02272598 27.25
-0.004362471 0.02349033 27.5
0.02423122 0.02239254 27.46
0.01799901 0.02119269 28.33
0.007556478 0.02153651 28.92
0.008948922 0.02119995 30.1
0.03372536 0.02021052 28.88
-0.01508859 0.01935803 30.78
-0.007889794 0.02132706 28.76
0.01571687 0.02068188 27.76
0.00212225 0.01969581 27.29
-0.0200477 0.01934626 28.18
0.0161802 0.01833126 26.24
0.01480201 0.01843141 26.66
0.005957712 0.01825395 28.29
-0.01426379 0.01797124 30.21
-0.005872722 0.01715427 26.71
0.006249487 0.01683523 26.2
0.0159231 0.01605523 26.49
0.01462848 0.01539559 27.37
0.01445294 0.01554182 29.55
-0.01626009 0.01553675 29.62
-0.03884853 0.01551495 28.62
-0.01331595 0.01555619 25.39
-0.02348212 0.01913805 24.68
-0.02842321 0.01856205 24.91
0.02127062 0.01902487 25.13
-0.03283208 0.02006641 25.53
-0.007785613 0.02021767 24.25
0.001940882 0.02169838 24.32
-0.01215285 0.02063638 24.9
0.01123892 0.01953314 24.57
0.0177384 0.01884685 25.51
0.05678201 0.01823725 25.01
0.009391967 0.01823311 25.7
0.01048477 0.02512542 27.59
-0.01679713 0.02392928 29.01
0.02574457 0.02287057 27.53
0.007242161 0.02221162 31.51
-0.02132206 0.02259988 34.69
-0.002617571 0.02149809 31.93
0.02547064 0.02136376 31.26
0.001277816 0.02020672 31.32
0.0002560328 0.02083537 31.17
0.0140401 0.0197115 31.02
-0.002202573 0.01865401 32.76
-0.005163645 0.01826759 33.04
0.005304042 0.01731107 33.35
-0.0104512 0.01647516 34.01
0.006696371 0.01574427 33.99
0.01156664 0.01527573 33.68
0.008401191 0.01469935 34.33
-0.02074336 0.01450458 33.7
-0.02398407 0.01409174 32.62
-0.00226643 0.01486515 31.11
0.005928539 0.01596988 31.31
-0.01144723 0.01517044 31.16
0.01753891 0.01456582 30.25
-0.006471018 0.0142777 31.98
0.02134724 0.01476091 31.74
0.001551202 0.01415977 31.94
-0.008632631 0.01517755 30.53
0.007985802 0.01443991 29.63
0.008180368 0.01397321 30.43
-0.01333963 0.01358159 31.83
0.008527254 0.01323861 30.38
-0.01071143 0.01325669 31.37
0.02864745 0.01296841 31.08
0.004633719 0.01278306 33.31
0.002258549 0.01534141 33.61
-0.04257661 0.01467089 33.51
-0.006986537 0.01398209 31.76
-0.04286503 0.01885209 30.98
-0.0001209927 0.01796439 31.75
0.005715301 0.02168724 30.43
-0.00243603 0.02049965 31.54
-0.03231907 0.01949236 30.44
0.03171051 0.0184565 28.67
-0.01448459 0.02018126 30.39
0.02303119 0.02168049 28.75
0.001226752 0.02096298 28.23
0.007393263 0.02119855 27.96
0.03038911 0.02005046 27.75
-0.003817703 0.01913834 29.15
-0.03408737 0.02062353 28.36
-0.005508799 0.0195312 28.02
0.01376835 0.02133161 28.21
0.003968866 0.02022678 29.13
0.004983397 0.01967161 28.45
0.0171309 0.01867138 27.13
-0.003803757 0.01776948 27.11
0.003296427 0.01775779 25.6
-0.01662307 0.01685863 24.44
-0.03340576 0.01603725 23.41
-0.00108641 0.01605391 22.56
-0.01651389 0.01846801 22.52
0.01073845 0.01749134 21.5
-0.02686683 0.01733434 21.95
-0.00140002 0.01682383 20.7
0.006434658 0.01801074 20.8
0.01561427 0.01706576 20.33
-0.0146748 0.01633632 20.8
-0.006323962 0.01633762 20.84
0.008911591 0.01613679 20.76
-0.01159353 0.01542439 21.21
-0.01937116 0.01496235 21.59
0.01206246 0.01464676 20.63
-0.01137802 0.01515503 21.13
0.007685458 0.01495511 20.8
0.007294541 0.01462402 21
-0.01728181 0.01415633 21.24
-0.01642635 0.01370626 19.69
-0.01095082 0.01409286 19.52
0.01432715 0.01432824 19.91
-0.0134383 0.01402567 20
0.01017358 0.01417172 19.24
0.02895827 0.01409284 18.4
0.0078971 0.01384599 20.51
-0.004768612 0.01619359 21.29
0.001160673 0.01560533 21.21
0.009571663 0.01488091 19.78
-0.0281024 0.01415885 19.17
0.001368937 0.01385949 19.99
0.00240088 0.01583316 20.03
-0.007753861 0.01504693 20.43
0.008097698 0.01433399 19.47
0.04102201 0.01382775 20.85
-0.005116886 0.01345659 20.84
0.0282894 0.01843018 20.62
0.02284804 0.01751431 20.83
-0.02406803 0.01897335 21.25
0.00354327 0.01944879 22.15
-0.0272834 0.01986182 20.64
0.0002380283 0.01883862 20.21
0.01439714 0.01975205 20.41
-0.02092748 0.01869181 20.66
0.002369806 0.01833093 20.22
-0.004733778 0.01852687 20.01
0.00177257 0.01757102 19.76
-0.004366453 0.01670538 19.8
0.02070283 0.01586441 19.14
-0.005395419 0.0151105 20.58
0.01372476 0.01587901 20.75
-0.02229755 0.01515347 20.81
0.01108623 0.01510465 19.4
0.01109027 0.0159278 19.16
-0.01312548 0.01557202 19.52
-0.01366422 0.01525087 19.46
0.009366731 0.01502924 19.03
-0.02517152 0.01487745 19.39
-0.001857274 0.01449536 20.06
0.009084136 0.01584918 19.48
0.01699154 0.0150541 18.93
-0.01018199 0.01463655 19.19
-0.006223593 0.01500267 18.47
-0.01187027 0.01458284 19.59
-0.00346499 0.01398541 19.55
0.04010663 0.0137894 19.76
-0.004669083 0.01316515 20.22
0.01467921 0.01803304 19.11
0.007910203 0.01713358 19.78
-0.005482941 0.01695676 19.17
0.009645367 0.01630695 18.64
-0.02471993 0.01555284 18.6
0.01216267 0.01512798 17.75
0.009005427 0.01629544 18.36
0.01032209 0.01598823 18.67
-0.0035756 0.01548265 18.85
-0.0002459697 0.0151122 19.49
0.001724486 0.014394 20.75
0.01590278 0.0136956 21.27
-0.0007507181 0.01306749 22.68
-0.01171807 0.01352383 21.5
-0.002352231 0.01288724 20.26
-0.001729504 0.01279499 19.59
-0.006029784 0.01222413 19.75
0.00381025 0.01168848 17.94
-0.004424199 0.01132024 18.77
-0.002816031 0.01093819 18.47
-0.0209314 0.0105658 18.27
0.003958826 0.01017714 18.18
0.001684418 0.01173661 17.86
0.002410904 0.01132549 17.82
-0.001446953 0.01087703 17.84
0.0122477 0.01048311 18.55
-0.006567387 0.01008026 19.53
0.006079442 0.01053137 19.49
0.001219744 0.01029736 19.13
-0.001342099 0.01013112 18.48
-0.04471138 0.009770319 18.63
-0.006624013 0.009425028 19.02
-0.01813653 0.01672358 19.44
0.01098006 0.01597861 18.71
-0.02442624 0.01616181 18.17
-0.003584568 0.01577584 18.26
0.01782696 0.01678746 18.85
-0.0009105853 0.01595119 20.01
-0.008832875 0.01623808 19.25
0.002370808 0.01541132 18.68
-0.02013689 0.01487338 19.28
-0.003758926 0.01417231 18.03
-0.01500289 0.01485101 18.15
-0.0138171 0.01415562 17.57
0.02047009 0.01423077 17.54
0.0005471497 0.01418059 19.65
0.02146779 0.01506864 19.47
-0.0001119937 0.01432702 21.22
0.004034126 0.0153332 22.26
-0.004481941 0.01456933 22.23
0.01260005 0.01393625 21.67
-0.02261142 0.01332721 22.72
0.002992473 0.01338035 21.07
-0.006197754 0.01454843 20.8
-0.005940321 0.01388576 19.5
-0.005686799 0.0133423 19.51
-0.01041458 0.01283159 19.41
0.002268571 0.01235169 19.18
-0.002377172 0.01220666 18.82
-0.005702709 0.01170244 18.45
0.005163307 0.01121495 17.55
-0.0002159767 0.01087247 17.37
0.03802279 0.01059484 17.69
0.0005601569 0.01018019 17.19
0.002581329 0.01571189 17.62
0.0007873098 0.01492554 17.04
0.005299015 0.01422531 16.55
0.003510153 0.0135456 17.67
-0.003058319 0.013043 17.68
-0.001130361 0.01250975 17.71
-0.01546972 0.01197282 18.05
0.006248481 0.0114518 16.82
0.002465036 0.01194496 16.43
-0.004031861 0.01163059 16.33
-0.002232506 0.01117696 16.1
0.006039199 0.01077111 16.55
0.007318717 0.01035472 16.55
-0.01134935 0.01018001 16.86
0.01216267 0.01011656 16.74
-0.01896698 0.01032211 16.93
0.006580605 0.01072624 17.62
-0.01477432 0.01184098 17.54
-0.0044013 0.01155661 16.75
0.009264786 0.01194871 16.47
0.004998472 0.011492 16.94
0.009511087 0.0114448 18.6
-0.005046246 0.01110649 19.11
0.01136231 0.01112558 18.8
-0.002711321 0.01076158 19.48
-0.01155399 0.01101103 18.98
0.002568295 0.01058403 17.44
-0.005352649 0.01074946 16.71
-0.006982565 0.01037087 16.23
-0.005177573 0.01008727 16.32
0.002861089 0.00992262 16.77
0.004971337 0.009671887 16.27
-0.01232671 0.009396579 16.63
0.008568606 0.009251067 16.3
-0.006158994 0.009692639 17.09
0.006269613 0.00979498 16.54
-0.01206394 0.009608648 17.63
-0.007277455 0.009527814 17.87
-0.003349385 0.009895748 16.73
0.006493034 0.009770576 16.41
-0.02009866 0.009462765 17.23
0.006191126 0.009414613 15.93
0.00719885 0.01100845 15.58
-0.004411256 0.01077898 16.16
-0.002680405 0.01064205 16.42
0.006445729 0.01029446 16.94
0.005619761 0.009925268 16.49
-0.006804795 0.009823199 16.66
-0.006651827 0.009674964 17.45
0.009562576 0.009540876 17.09
-0.0005398543 0.009410669 17.68
0.01226693 0.009650002 18.31
-0.01625123 0.009311828 18.22
-0.0001069943 0.009888632 17.49
0.003013536 0.01075177 16.73
-0.002798082 0.01032511 15.5
0.01986501 0.009997678 15.61
-0.003721068 0.00965595 16.75
0.02041497 0.01136522 16.82
-0.006776984 0.01093449 18.04
-0.0402596 0.01243987 16.75
-0.01373228 0.01204381 15.56
-0.01850178 0.01707845 15
-0.006159988 0.01672394 15.21
0.001946894 0.01685416 14.34
-0.003992021 0.01608257 14.71
-0.01972223 0.01528763 14.84
0.01057168 0.01456608 14.55
0.01447729 0.01513064 15.35
-0.006449159 0.01481246 16.78
-0.01237116 0.01487795 17.14
-0.001610702 0.01426675 16.63
-0.006118245 0.01408339 17.11
-0.001898197 0.01341043 17.34
0.0133639 0.0129018 17.87
-0.002425057 0.01231731 17.71
-0.0001009949 0.01257914 16
-0.006647854 0.01202553 16.39
-0.00350784 0.0115004 15.94
0.006624896 0.01118074 15.39
-0.004120499 0.01075898 15.31
0.003415827 0.01058302 15.58
0.00960599 0.01022999 15.4
0.006318922 0.009926498 15.59
0.005022592 0.01010103 15.8
0.01397013 0.009971364 16.04
-0.008611812 0.009771523 16.29
0.002586342 0.01050081 15.9
-0.002586652 0.01040947 14.93
0.003000497 0.01006013 14.83
-0.005580401 0.009708529 14.55
0.002269574 0.009435206 14.44
-0.0002069786 0.009251635 14.86
0.004657831 0.008993652 14.55
-0.0006218066 0.008712444 14.4
0.01947338 0.008618902 14.48
0.0006342011 0.008369919 15.79
0.01567319 0.01034733 16.6
0.02008027 0.009959557 18.67
-0.02265542 0.01090227 20.67
0.01599016 0.01235787 18.3
-0.00683757 0.01373265 21.13
-0.01011665 0.01410486 20.34
0.00579878 0.01357221 18.11
0.01333552 0.01328135 18.53
0.006570539 0.01282473 19.15
-0.00329058 0.01301668 21.58
-0.004915897 0.01262455 20.67
-0.006733281 0.01208389 19.81
-0.004104565 0.01163446 17.88
0.0009704708 0.01130735 17.33
0.003891562 0.01089311 16.5
0.005212562 0.01046602 16.28
-0.005754412 0.01016187 16.74
-0.0196183 0.009954572 16.65
0.0002120225 0.009730082 15.64
0.005110034 0.01116489 14.97
0.006638989 0.0107077 15.32
-0.0004299076 0.01044247 15.76
-0.006635933 0.0102999 16.26
0.007495018 0.00990837 15.28
-0.007068956 0.009739636 17.26
-0.002877855 0.009740359 15.62
0.01814768 0.009617139 15.74
0.003690803 0.009309898 14.94
0.01413037 0.01079608 15.42
-0.006706461 0.01045418 16.67
0.005714296 0.01108824 15.6
-0.005933363 0.0108097 14.61
0.009355628 0.0105698 14.01
-0.007491866 0.010297 14.77
0.007712666 0.01039927 15.07
0.01482028 0.01023685 16.29
0.01026854 0.01019889 16.6
0.001702448 0.01097229 17.19
-0.01107247 0.01107999 16.62
0.0004491008 0.01065152 16.55
0.004732179 0.01075986 15.77
0.001925853 0.01033675 17.05
0.01496543 0.0100857 18.13
-0.002873866 0.009744633 19.77
0.003679762 0.01062245 18.57
-0.004367449 0.01023042 18.14
0.008986256 0.009938046 18.86
0.01023621 0.009650532 18.47
