nibm        vol       vix
-0.006177878 0.009798659 19.96
-0.01143833 0.01005696 19.33
-0.004240994 0.009846095 18.93
0.003322513 0.01009786 18.67
0.0003440592 0.009791275 18.49
-0.01820331 0.009523377 18.08
0.003953806 0.009200738 15.96
-0.002712318 0.01051452 15.97
0 0.01020883 15.28
0.005319121 0.009847448 15.5
0.001590264 0.009494729 16.3
0.007186763 0.009360863 16.08
-0.002401115 0.00907389 17.03
-0.01225856 0.009127202 16.78
-0.01567057 0.008852022 15.39
-0.000554846 0.009348756 15.01
-0.004098589 0.01022812 15.39
0.004320319 0.00984227 15.04
-0.005204433 0.009553027 16.07
0.001768563 0.009354811 15.05
-0.0006637796 0.009159303 14.79
0.004210853 0.008894795 15.15
0.006349113 0.008621363 14.99
-0.005904534 0.008510842 15.26
-0.008517622 0.008561757 14.31
0.008851055 0.008487162 13.98
0.00490099 0.008625599 14.81
0.009424269 0.008899001 15.19
0.004746246 0.008800846 16.07
0.001587259 0.009111602 15.47
0.007401322 0.008981674 14.34
0.005270867 0.008728393 15.2
0.01551473 0.00884367 15.08
0.004092362 0.008775668 16.25
0.02011904 0.009936309 15.81
-0.002864892 0.009689952 16.2
-0.01255683 0.01143712 15.78
-0.003525777 0.01097936 14.96
0.01322507 0.0111987 14.46
0.001308856 0.01077598 13.76
-0.00309022 0.01124166 14.71
-0.01203034 0.01079248 14.34
-0.01235042 0.01039159 15.17
0.01234995 0.01063298 14.17
-0.00887054 0.01087646 16.41
0.01415978 0.0112218 15.75
-0.002824009 0.01107384 16.5
-0.009241169 0.01161168 17.3
0.0003490609 0.01113934 16.55
-0.01065899 0.01102876 16.15
-0.003451038 0.01058339 15.68
0.00437355 0.01066008 15.32
0.01136939 0.01027953 15.37
-0.003029407 0.01001521 16.03
0.00911441 0.01037061 16.21
0.01812324 0.01000307 18.32
-0.0008386482 0.01011878 19.34
-0.01708816 0.0114174 18.89
0.01541419 0.0109378 17.47
0.01784223 0.01173196 18.04
-0.02046809 0.01232902 19.08
-0.001310141 0.01315928 17.98
-0.0002379717 0.01404966 17.57
-0.01288661 0.01337716 17.02
0.002822981 0.01275161 16.23
-0.004232032 0.01278292 16.96
0.007062884 0.01224874 16
-0.0007087488 0.01176255 15.88
-0.004240994 0.01151706 15.33
0.004477007 0.01102957 14.98
-0.002947651 0.01064297 14.91
0.006377292 0.01035049 14.71
-0.00343011 0.009982646 15.44
0.005565458 0.009869554 15.29
-0.004147388 0.009555528 14.91
0.002130267 0.009431377 14.28
-0.006849489 0.009181141 13.91
-0.01041953 0.008925136 14.07
-0.006732287 0.008874337 14.06
-0.003695164 0.009151776 14.01
0.003116852 0.009068039 13.76
-0.002655471 0.008834423 13.17
0.004044167 0.008647482 13.56
0.002899199 0.008421321 14.64
0.004422766 0.00832231 14.39
0.0004671091 0.008176309 14.03
-0.0002329729 0.008126231 14.43
0.01658579 0.007929502 13.66
0.005113049 0.007744852 14.74
-0.006535596 0.00934243 14.8
0.003203125 0.009211236 14.28
-0.003794791 0.009107946 14.62
-0.005901552 0.008898513 13.83
-0.008903248 0.008684326 13.21
-0.01136517 0.008596372 13.34
-0.005061171 0.00875688 12.75
-0.001834317 0.009159277 13.41
-0.008212187 0.008975572 13.95
0.007066912 0.008703882 13.28
0.008155163 0.008787222 14.5
0.0009234262 0.008865191 15.05
0.00729857 0.009034152 14.71
0.01193089 0.008761935 15.05
0.002356775 0.00886363 15.42
-0.000825659 0.009472047 16.43
-0.01253116 0.009197058 15.04
-0.03936878 0.008897608 14.71
0.006173014 0.00942151 15.13
0.008139032 0.01532457 14.85
0.008091649 0.01471896 14.54
-0.01183074 0.01427045 15.28
-0.006425313 0.01385882 16.58
-0.01117335 0.01367265 16.39
0.005571492 0.01315627 15.72
-0.002789107 0.01298891 15.39
-0.004002977 0.01254562 16.27
-0.003987041 0.01200069 16.27
-0.00803662 0.01152721 16.18
-0.01285601 0.01109128 14.04
-0.009694853 0.01089637 13.97
-0.002890818 0.01115967 13.84
0 0.01108368 13.8
-0.002566703 0.01065462 13.61
-0.01252622 0.01023625 13.08
-0.005575428 0.009869545 13.04
-0.006275269 0.01024108 13.33
0.01079607 0.009980328 13.38
-0.00598903 0.009782574 13.21
0.003778128 0.01010559 13.21
0.006858466 0.00987942 12.98
-0.006963697 0.009623419 13.5
-0.001785405 0.009585599 12.97
-0.001887218 0.009471456 12.67
0.007782203 0.009156047 12.72
-0.008201277 0.008869282 12.78
0.01328181 0.009001868 13.3
-0.01725232 0.009047827 13.24
0.001252784 0.009810461 12.97
-0.01368986 0.01084017 12.98
-0.00605861 0.010422 12.96
0.0162056 0.01085055 13.19
-0.005706686 0.01055849 13.67
-0.008858646 0.01146758 13.19
0.008652324 0.0111032 12.88
0.002278594 0.01096673 12.76
-0.008877478 0.01092563 12.54
-0.0002059788 0.01052396 12.73
-0.00123224 0.01045108 12.35
0.01290998 0.01004799 12.27
-0.003631398 0.009678904 11.95
-0.00485619 0.01027928 11.83
-0.006062585 0.009936111 11.55
-0.001126365 0.009669293 11.45
0.002253537 0.009489772 11.23
-0.008171522 0.009166585 12.14
0.001221746 0.008915803 12
-0.001221254 0.008969623 11.62
-0.002843952 0.008708922 12.56
0.008455648 0.008454201 13.29
0.01080011 0.008250949 14.08
0.002070141 0.008535925 13.98
0.003113843 0.009052167 14.09
0.004375559 0.008806025 13.58
0.001044545 0.008621705 13.49
0.007132375 0.00852072 13.23
-0.002208559 0.00829708 13.19
0.008014027 0.00844335 12.56
0.003712884 0.008226094 12.84
-0.008466062 0.00846822 12.43
0.01914918 0.008346317 12.47
0.001074577 0.008498382 13.18
0.006689324 0.01037677 13.83
0.006407484 0.009993092 14.36
-0.004348531 0.009901657 14.65
0.002606394 0.009799336 14.06
-0.0003259469 0.009523543 13.44
-0.009844385 0.00925237 13.24
-0.005689782 0.008948307 13.24
-0.004698943 0.009154884 12.82
-0.004677046 0.009005374 12.03
0.008091649 0.008819057 11.66
-0.0103166 0.008649941 11.79
-0.0002119775 0.008841413 11.21
0.002329712 0.009112409 11.73
0.01530858 0.008820847 11.6
-0.0006467908 0.008604523 12
-0.005804123 0.009768969 11.51
-0.00288982 0.009420853 11.43
-0.008089194 0.009251154 11.52
-0.003069285 0.008976326 11.27
0.009237535 0.009015884 11.1
0.005133152 0.008767045 11.77
0.01023722 0.009062074 11.18
0.002385844 0.008961487 13.14
-0.00584588 0.009341263 12.39
-0.00172551 0.009078986 11.57
0.002373815 0.008946304 11.49
-0.007746915 0.008675705 12.08
0.004081317 0.008474606 12.04
0.00550412 0.00854627 12.5
0.0004330938 0.008436248 12.93
0.008370939 0.008430329 11.94
-0.005769325 0.008204948 12.26
-0.002385153 0.008487539 12.4
-0.0006497888 0.00841249 12.7
0.009786734 0.008201787 12.49
-0.004252943 0.007990783 12.8
0.005674067 0.008470151 12.39
0.008021083 0.008316054 13.15
0.008753198 0.008336847 13.49
0.006475924 0.008564162 13.29
-0.002572688 0.008835859 13.14
0.0001120063 0.008858228 13.61
-0.01133254 0.008610847 14.27
-0.001987025 0.008365657 14.06
-0.00374199 0.008826038 13.42
0.004844717 0.008569979 13.75
-0.0008826104 0.008385089 14.49
-0.007689361 0.008339028 13.64
0.01034028 0.008115874 14.02
0.001327881 0.008227636 14.09
0.00833867 0.008736912 14.11
0.006384337 0.008499562 13.68
0.006311878 0.008736759 13.15
0.009543394 0.008763465 12.33
0.01611109 0.008781213 12.62
0.005233672 0.009108187 11.98
0.01385656 0.01029406 11.3
0.01105791 0.01007517 13.31
0.08662054 0.01073599 14.53
0.0006522126 0.01095579 17.74
0.01538169 0.02966173 16.56
0.04706226 0.02797147 14.96
-0.02766575 0.02686912 16.92
-0.00242805 0.02953648 14.41
-0.005375526 0.0291507 15.38
-0.01093005 0.02749563 14.62
-0.02124962 0.02598245 14.91
0.01490655 0.02473918 14.87
-0.006171914 0.02426109 16.86
-0.001700553 0.0234327 15.31
0.0005231368 0.02220315 15.12
-0.007945352 0.02098463 14.53
0.020711 0.01984522 13.85
0.0005301405 0.01892165 13.98
0.003726936 0.01915333 14.05
0.02266083 0.01813416 13.75
0.0002730373 0.01723408 14.91
0.009046799 0.01793583 14.45
-0.007408489 0.01699624 16.12
-0.01600031 0.01640697 16.32
0.0006732266 0.01571814 15.68
-0.02748286 0.01570955 14.57
-0.0104225 0.0149243 13.63
0.009767548 0.0165644 13.32
-0.001308144 0.01602241 13.14
0.009191109 0.0155634 12.95
-0.002502865 0.01478445 12.69
-0.01488861 0.01439881 12.58
0.0005191347 0.01371295 12.24
0.02030884 0.01383026 12.15
-0.01693086 0.01317636 13.29
-0.006615072 0.01421584 12.36
0.02037415 0.01449196 11.84
0.01047871 0.0139182 12.15
-0.000532858 0.01483703 12.28
0.003203125 0.0145403 12.39
-0.001736491 0.01383112 12.7
0.002137282 0.01322777 12.08
-0.003738005 0.01261771 11.96
0.002134276 0.01207867 11.65
-0.01865295 0.01159145 11.79
-0.009782 0.01113224 11.46
0.008602899 0.01212017 11.15
-0.002092809 0.01194898 11.48
0.001830675 0.01179737 11.47
-0.01067482 0.01129838 11.08
0.02384812 0.01085528 11.05
0.01873949 0.01090059 12.13
0.001758545 0.01303382 12.18
-0.01903763 0.01387081 12.52
0.007598798 0.01323047 11.58
0.007117268 0.0139109 11.77
-0.006314025 0.01350061 12.04
-0.00160571 0.01309763 11.4
-0.01354584 0.01262331 11.68
-0.02049846 0.01205667 12.27
-0.02451016 0.01224101 12.49
0.00429722 0.01330013 11.45
-0.0135853 0.01478451 11.28
-0.01746264 0.01414415 10.95
-0.01183865 0.01408197 10.84
0.0004851177 0.01443789 10.81
0.006943047 0.01419317 10.33
-0.02283919 0.01351297 10.77
-0.0106956 0.01309863 10.45
0.002366799 0.01435552 10.23
-0.0004738877 0.01403152 10.97
0.002846046 0.0133917 10.52
0.0009504515 0.01276464 11.1
0.002976425 0.01223254 10.99
0.0008353488 0.01170115 10.36
0.004065252 0.01125716 10.52
0.0003590645 0.01079934 11.57
0.001439035 0.01047336 12.08
-0.008962715 0.01007233 11.75
0.01124499 0.009720837 11.83
-0.002882841 0.009746459 12.52
-0.002396127 0.01012692 12.48
-0.001677592 0.009776261 13.21
0.01788397 0.009444795 12.4
-0.007772714 0.009130315 12.38
0.005702227 0.01061295 12.42
-0.003764904 0.01044807 12.74
0.01465182 0.01024248 12.26
0 0.009906675 13.52
0.001846704 0.01070861 13.3
-0.01964575 0.01028594 13.42
0.001934871 0.009925956 13.42
0.006924922 0.01132097 13.42
0.008692672 0.01087848 13.34
0.002708665 0.01071139 14.17
0.008917644 0.01070286 13.73
-0.01187225 0.01033261 13.72
0.009883683 0.01038903 13.52
-0.0009925073 0.01061368 13.65
0.01348654 0.01072805 12.6
0.001006506 0.01030282 13.15
-0.01944178 0.01087635 13.57
0.0004941221 0.01045115 12.93
0.002225475 0.01169807 12.52
-0.007889794 0.01120209 12.93
-0.0004908795 0.01077643 11.98
0.008999373 0.01060307 11.65
0.003349604 0.01018709 12.39
0.005857119 0.01026887 12.91
-0.003991025 0.009959254 12.49
0.01126724 0.009812689 11.22
0.009233498 0.009522151 12.14
0.01459093 0.009939142 12.64
-0.008346074 0.01007462 13.79
0.002688611 0.01083761 13.33
0.007592752 0.01069054 12.96
-0.007464074 0.01032069 13.04
-0.01917596 0.01026358 12.76
-0.0107599 0.01011314 12.63
0.001743519 0.0113883 12.24
-0.002862898 0.0113789 11.92
0.004234955 0.01092747 12.46
0.003626568 0.01051038 13.2
0.001504131 0.01021813 14.55
-0.009987954 0.009924553 14.96
-0.009273864 0.009586936 14.59
-0.0235964 0.009723572 15.55
0.01209384 0.009776322 15.63
-0.0001219926 0.01193119 16.22
-0.001823337 0.01210508 16.47
-0.002909763 0.01157386 14.87
-0.01071835 0.01108878 14.67
-0.008231032 0.01065972 15.33
0.01195214 0.01073275 13.5
-0.001922151 0.01058816 16.11
-0.00167859 0.01092847 16.13
0.001318869 0.01049508 14.74
0.005653954 0.01009349 14.53
0.007021594 0.009737754 14.59
0.01087189 0.00960054 16.02
-0.005634099 0.009578291 14.25
0.003548288 0.00993989 15.32
0.006517191 0.009710423 14.85
-0.02208336 0.009459651 13.48
-0.00156777 0.00941369 13
-0.007322128 0.01137521 13.17
0.003114846 0.01090293 13.1
0.003734966 0.0106792 13.08
-0.01378653 0.01032494 12.8
-0.006645867 0.01002649 11.9
0.002249528 0.0105281 11.63
-0.01377371 0.01029903 12.18
-0.01173982 0.009948801 12.23
-0.004035845 0.0104611 12.26
-0.01007706 0.01066202 11.25
0.00548401 0.01029937 11.12
-0.007987019 0.01035585 10.82
-0.009163883 0.01014588 10.6
0 0.01004517 10.96
-0.003484921 0.01005016 10.88
0.0001120063 0.009680698 11.84
0.002247524 0.009384852 11.89
-0.003480935 0.009071876 12.06
0.006296783 0.008829547 11.24
0.002485085 0.008610679 11.01
-0.007996939 0.008645327 11.6
0.004723136 0.00845115 11.52
0.01384642 0.008547245 12.18
0.006075418 0.008475522 12.21
0.01168096 0.009433775 11.69
0.02652366 0.009357834 11.47
0.006953117 0.009851605 11.11
-0.004800459 0.01282919 10.48
0.001916836 0.01247657 10.73
0.007343901 0.01199117 10.68
0.003388735 0.01149545 11.38
-0.007729054 0.01129574 11.19
-0.001202277 0.01089937 10.81
-0.00311913 0.01070264 10.29
0.005887296 0.01028045 10.27
-0.0006028183 0.009922709 11.57
0.007736852 0.009781922 11.35
0.00242995 0.009432718 11.61
0.001704452 0.009490733 12.07
0.001340899 0.009216479 11.14
-0.006688581 0.008945164 11.37
-0.02926458 0.008689262 11.31
0.01446512 0.008653312 11
-0.004052776 0.0123962 11.13
-0.001188294 0.01277464 10.86
0.007153526 0.0122419 10.94
0.00479749 0.0117009 11.2
0.002046092 0.01146756 11.23
-0.009592841 0.01111718 11.91
0.0085091 0.01069377 12.25
0.02104081 0.01066113 11.98
-0.000614811 0.01064236 14.56
0.006902769 0.01232385 13.93
-0.0007417249 0.01177523 13.31
0.002350761 0.01151785 12.87
-0.003709113 0.01103035 12.42
-0.007500799 0.0106221 11.97
0.004051195 0.01025229 12.39
-0.007841177 0.01010555 12.95
0.008702759 0.009841497 12.36
0.01563357 0.009762726 13.23
0.005768606 0.009869032 12.96
-0.004266884 0.01082323 13.04
-0.01429928 0.01058531 13.59
0.004963297 0.01023728 12.83
-0.01150061 0.01077085 13.12
0.01100332 0.01049177 12.87
-0.008047532 0.01066366 13.35
0.002964389 0.01088725 12.25
-0.0007417249 0.01071366 12.31
0.00247506 0.0103511 11.48
0.002605391 0.009955381 12.01
-0.01050364 0.009641571 12.41
0.01423686 0.009359787 11.88
0.001247778 0.009578558 11.87
-0.006595204 0.01038071 11.46
0.004848736 0.009999792 11.59
0.004246002 0.009819375 12.34
-0.0005008745 0.009624374 11.54
-0.0002499688 0.009415348 11.72
-0.000499875 0.009097001 11.96
-0.003618446 0.008806613 12.74
-0.01053135 0.008540988 12.66
0.001480095 0.008354292 12.32
-0.006765065 0.008721061 12.68
-0.004403291 0.008488794 11.85
-0.01152829 0.008481153 11.37
-0.006014874 0.008332765 10.74
0.006135785 0.008822817 11.35
-0.005175584 0.0087272 11.98
-0.003355364 0.00873532 12.12
-0.00274822 0.008599884 11.79
-0.007606993 0.008398404 11.62
0.01491264 0.008197823 11.21
-0.001921153 0.008292078 11.17
0.003364654 0.009460818 11.19
0.007854768 0.009148197 11.46
-0.008456146 0.008942043 11.58
-0.0008416457 0.0090721 10.95
0.008812718 0.009131473 11.57
-0.007128532 0.008837725 11.39
-0.004684013 0.009077127 11.57
-0.008590992 0.00902959 11.14
0.004286173 0.008840222 11.13
0.01599626 0.008940229 11.45
0.004617645 0.008801091 12.26
0.01151504 0.01003585 12.19
0.005064804 0.009807106 13
-0.01511716 0.01021065 12.76
0.004155623 0.009990018 12.38
-0.02024959 0.01067347 12.58
0.01755825 0.01036281 11.4
-0.001953091 0.01176279 11.32
0.00439866 0.01265128 11.64
-0.00549587 0.01208598 11.59
-0.006796849 0.01166406 11.75
-0.008191359 0.01127325 11.75
-0.006338867 0.0109827 11.76
0.01853064 0.01080957 11.84
0.001336893 0.01053634 11.59
-0.002308334 0.01181279 12.54
-0.003391243 0.01131945 11.99
0.003270342 0.01086073 11.99
-0.01025919 0.01046195 11.86
0.001081585 0.01013227 11.62
-0.00409361 0.01022632 12
0.003972881 0.009855138 11.99
0.005322137 0.009564565 11.78
0.0008493606 0.009347401 12.49
-0.006050658 0.009229034 14.19
0.008846011 0.008938453 13.57
0.0108921 0.008832846 13.35
0.007534312 0.009076427 16.26
0.004722132 0.009516885 16.99
0.003244257 0.00954708 17.18
0.002376822 0.009371677 17.72
0.000626196 0.00913916 18.26
-0.004501851 0.008894966 17.36
-0.007583175 0.008630323 15.5
0.00733282 0.008471629 14.26
0.003249273 0.008529958 18.66
-0.009838443 0.008664427 16.44
0.01460615 0.008500016 14.52
0.005801798 0.008768424 14.32
-0.008815033 0.009784677 16.65
0.007677396 0.009652435 17.34
0.02715026 0.009673381 17.8
-0.007758822 0.009697392 18.35
0.007889037 0.01286079 18.12
0.001168683 0.01248171 20.96
-0.01008795 0.01222322 23.81
-0.01087861 0.01169568 21.46
0.007795305 0.01159386 15.9
0.003598467 0.01157158 17.25
-0.004111536 0.01139704 17.83
-0.003967121 0.0110001 16.69
0.01427744 0.01061155 15.52
0.00116668 0.01025088 15.88
-0.0006487895 0.01093928 15.89
0.006762816 0.01051166 15.62
0.000913417 0.01010294 16.4
-0.01336331 0.01000517 15.79
0.009973571 0.009649538 13.03
-0.01550025 0.01015741 13.08
0.003209144 0.01033941 13.05
-0.004106557 0.01101555 14.15
0.02161799 0.01063614 13.65
-0.003265662 0.0102781 13.97
0.002612409 0.01215319 14.02
0.01303053 0.01164821 13.14
0.01656444 0.01119735 14.49
0.009065972 0.01157673 17.79
-0.001765441 0.01235578 18.05
-0.007569281 0.01219848 18.64
-0.02408169 0.01166513 17.74
0.007786234 0.011384 15.55
0.008247921 0.01321783 16.21
-0.0149822 0.01288246 17.4
0.001316867 0.01261044 14.98
0.000791313 0.01287978 14.85
-0.004211121 0.01230511 14.62
-0.01058083 0.01176623 14.94
-0.005829973 0.01131802 14.33
0.01654207 0.01130061 14.95
-0.00236121 0.01095668 15.05
-0.0001309914 0.01184208 14.34
0.005517192 0.01134355 14.46
0.005151245 0.01087041 14.34
-0.00145594 0.01061303 15.23
-0.0007956834 0.01035897 15.23
-0.004632255 0.009966226 15.2
0.003438906 0.009601974 14.46
-0.01577295 0.009356051 14.3
-0.005203439 0.009133495 14.26
-0.02574279 0.01007026 13.42
-0.003533749 0.009807095 12.41
-0.006655801 0.01238283 12.24
0.007790265 0.01186652 11.64
0.004170685 0.01151444 12.22
0.003553306 0.01134538 12.19
-0.008984518 0.01097646 12.4
-0.006279244 0.01061342 12.4
-0.005492886 0.01053931 12.31
-0.0133564 0.01028807 12.18
0.002213448 0.01001885 12.28
0.003082747 0.01046791 12.22
-0.005419289 0.01010241 12.31
0.006902769 0.009797071 11.96
0.007074969 0.009570066 12.63
0.01102253 0.00954177 13.74
-0.0157444 0.009530562 13.88
-0.003341411 0.009917 13.16
-0.0165434 0.01070136 12.99
0.0008513623 0.01031438 11.92
-0.003158008 0.01114176 11.18
-0.005682822 0.01069323 11.55
0.008475818 0.01030215 11.76
0.004509151 0.01004118 11.78
-0.01875502 0.01009215 11.98
0.02193584 0.009852306 11.39
0.004913049 0.01111422 12.25
-0.009680988 0.01284337 12.59
-0.006079482 0.01238106 12.12
0.004982392 0.01217551 11.53
0.001218742 0.01176768 11.58
0.0006101861 0.01140009 11.72
0.0008543649 0.01093688 11.98
0.002690616 0.01050147 12.57
-0.01760315 0.01010416 12.24
0.002168349 0.009784544 11.86
-0.002649487 0.01087448 11.98
-0.01029087 0.010474 11.56
-0.002259446 0.01008934 11.68
0 0.01019177 11.52
-0.006039724 0.00982303 11.62
-0.01616169 0.00947234 11.09
-0.007292346 0.009311145 10.75
-0.002764176 0.01027206 11.09
-0.03247493 0.01010912 11.73
-0.000444901 0.009757228 11.34
-0.006876304 0.01383068 10.9
-0.01186533 0.01317202 10.63
0.0007652928 0.01271839 11.08
-0.003709113 0.01265791 10.78
0.003162997 0.01209228 10.66
0.008557511 0.0116032 10.56
-0.008119944 0.01117335 10.8
-0.009030106 0.01110123 11.2
0.005756537 0.0109111 11.1
0.001307855 0.01080831 11.51
0.002949345 0.0105711 11.42
-0.01293399 0.01017573 11.16
-0.001618689 0.009858982 11.16
-0.001507863 0.01028085 11.09
0.001837688 0.009896 10.75
0.007166619 0.0095417 11.01
-0.003372307 0.009245188 10.79
-0.01316397 0.009276234 10.86
0.001930863 0.009012888 10.5
-0.003858546 0.009599882 10.31
-0.003630402 0.009300806 10.16
0.005986886 0.009051639 10.05
0.001824664 0.008817266 9.97
-0.004715863 0.008803536 9.9
0.001819655 0.008572894 10.14
0.020564 0.008430214 10.73
0.001093598 0.008234309 12.3
-0.00185927 0.01047018 11.62
-0.004361475 0.01007919 10.83
0.007315695 0.009713708 10.91
-0.02446527 0.009446187 11.66
-0.01031957 0.009466075 11.23
0.003817277 0.01188245 11.27
-0.001168317 0.01177968 11.33
0.003934731 0.0113593 12.67
0.002346751 0.01088541 12.07
-0.005112907 0.01054609 10.71
-0.006882263 0.01017786 10.65
-0.006206699 0.009900598 10.18
0.0006291979 0.009748395 9.97
-0.001467922 0.009569484 10.05
-0.00585085 0.00924633 10.6
0 0.008946606 10.3
0.0009374393 0.008827905 10.26
0.006904783 0.008562472 10.53
-0.00429576 0.008332925 11.36
-0.01597079 0.008453784 11.26
0.002368803 0.008303232 10.64
-0.00185428 0.009445722 10.99
-0.001234238 0.009173483 11.56
-0.01063524 0.008884721 12.04
0.009094227 0.008614505 11.51
-0.01507776 0.008953797 12.14
-0.01176057 0.009206738 12
0.01186208 0.01002564 11.91
0.00242995 0.01028776 11.47
-0.006969655 0.01066111 10.87
-0.01478811 0.01028571 10.15
0.00796665 0.0101003 10.74
0.005715301 0.01072039 10.59
0.03353714 0.01064943 10.85
-0.009726543 0.01042502 10.4
0.0003090478 0.01477558 10.77
-0.00329058 0.01434639 10.34
-0.001128363 0.01365396 9.89
0.0006151892 0.01303599 11.22
-0.01112291 0.01243589 11.13
-0.008387724 0.01188521 11.45
0.002216455 0.01185172 10.96
0.001514146 0.01160587 10.42
-0.001715528 0.01114759 10.31
-0.01212717 0.01070977 10.08
0.005293988 0.01029134 10.55
0.000100005 0.01055707 10.65
-0.000803677 0.01031645 10.32
0.0107991 0.009925934 10.44
-0.0003039538 0.00956502 11.1
0.002946336 0.009920103 11.61
-0.009215407 0.00955992 10.34
0.002826992 0.009297973 10.23
-0.0007077495 0.009397704 10.22
-0.003630402 0.009145996 10.02
0.00262043 0.008850727 10.24
0.005971796 0.008635056 10.2
0.007847713 0.008446973 10.18
0.008425394 0.008475265 10.58
0.03091395 0.0086662 11.15
0.01091536 0.00888918 18.31
0.00723511 0.0132165 15.42
0.01495933 0.01312344 15.82
-0.009961222 0.01276147 18.61
-0.02144344 0.01314711 19.63
-0.001491887 0.01288625 15.96
0.0100564 0.01396857 15.24
-0.003006476 0.01330297 14.29
-0.008858646 0.0131273 14.09
0.01498776 0.01254274 13.99
-0.01126234 0.01226231 18.13
0.003311477 0.0127237 17.27
0.002142293 0.01260973 16.43
-0.007904676 0.01210397 16.79
-0.005411332 0.01160466 14.59
-0.009059835 0.01135058 13.27
0.001784591 0.01098292 12.19
0.001682414 0.01087477 12.93
0.0003160499 0.01046472 12.95
0.002846046 0.01008592 13.16
0.004973347 0.009716024 13.48
-0.003283603 0.009436194 14.98
0.003283384 0.009286771 15.14
-0.01002756 0.009019764 14.64
-0.009304578 0.008822281 14.53
-0.001144345 0.009065191 13.46
-0.00321682 0.009202919 13.24
-0.001035464 0.008904354 13.23
0.001657373 0.008670057 13.14
0.01356864 0.008417632 12.68
-0.005344692 0.008218252 13.49
0.00776507 0.00918668 12.71
-0.01308206 0.009014946 12.2
-0.009725553 0.009127313 11.98
0.02417795 0.009684288 12.14
0.005394524 0.009783421 12.42
-0.003071279 0.01229197 12.54
-0.006638914 0.01189946 12.07
-0.03386988 0.01140984 13.04
-0.02970928 0.01109791 13.12
0.005534286 0.01500658 13.21
-0.002672426 0.01700479 12.79
-0.01022752 0.01624314 12.45
-0.009348169 0.01542978 14.22
0.009250656 0.01497463 13.51
-0.005657963 0.01450416 13.08
-0.001554791 0.01414871 13.09
-0.001941115 0.01356292 12.91
-0.005124846 0.01292698 13.15
-0.01049771 0.01234109 13.21
-0.002869878 0.01187862 12.88
-0.01234252 0.01179126 13.6
0.003876504 0.01130582 12.95
0.007034685 0.0114599 13.96
-0.00987211 0.01106872 14.01
0.005304042 0.01089007 13.5
-0.02513057 0.01085916 13.51
0.008835922 0.01059061 12.76
0.003181054 0.01282144 13.3
0.01055248 0.01259857 13.06
0.01555942 0.01208949 13.24
-0.01176354 0.01209039 14.08
-0.006917022 0.01265016 13.34
-0.009584918 0.01258815 13.53
0.003090772 0.01218653 12.83
0.0005631585 0.01199343 13.05
0.002914242 0.01152955 12.78
0.003677755 0.01104725 13.29
0.03294373 0.01065493 13.63
0.005973808 0.0103248 14.87
-0.01239783 0.01457456 17.06
-0.001453943 0.01401972 14.84
0.008562554 0.01386462 14.71
-0.007593099 0.01320622 16.67
-0.007054062 0.01292533 14.73
-0.01186928 0.01253105 13.64
-0.002281396 0.01214168 13.94
-0.01104676 0.01214726 13.42
0.004706056 0.01162416 12.85
-0.005644042 0.01161361 14.67
0.02047111 0.01124602 14.21
-0.006299119 0.01089805 15.75
-0.00218561 0.01242118 16.65
-0.00094855 0.01200287 18.89
-0.004919878 0.01148941 15.53
0.006628923 0.01100455 15.54
0.002282603 0.01064573 16.23
-0.01484034 0.01048156 15.4
-0.01369776 0.01011688 14.92
-0.009029115 0.01074119 15.48
0.0005501513 0.01112329 14.72
0.003124877 0.0109978 15.16
-0.004317665 0.0105569 17.57
-0.00164864 0.0102135 16.64
0.006242444 0.009899632 15.54
-0.009713669 0.009546487 15.15
-0.01007112 0.009470419 15.59
-0.00279509 0.009595391 15.63
-0.04213186 0.009739088 16
0.009104319 0.009419328 15.23
-0.01358234 0.0160388 16.95
0.001805629 0.01553504 16.81
-0.0164775 0.01532289 18.55
0.01338316 0.01457901 18.1
0.00783965 0.01475758 20.74
0.009559547 0.01472084 24.17
0.03437718 0.01425393 20.87
-0.01248375 0.01394449 23.52
-0.01056499 0.01732104 23.67
0.01190458 0.01684962 21.22
-0.01771712 0.01629198 25.16
0.003166007 0.01596447 22.94
0.001321873 0.01610388 21.56
0.02011598 0.01533286 21.45
-0.01710192 0.01458102 26.48
-0.0006208073 0.01535415 28.3
0.005873214 0.01550304 26.57
0.007344908 0.01472656 27.68
0.01394174 0.01415477 30.67
-0.0109706 0.01370778 30.83
0.01526492 0.0138526 29.99
0.001649359 0.01359816 26.33
-0.008765471 0.01390385 25.25
-0.01309587 0.01325918 22.89
-0.01593339 0.01290553 22.62
-0.001764442 0.01293905 20.72
0.01277526 0.01327289 22.72
-0.0226867 0.01265979 26.3
-0.006958732 0.0128129 23.81
-0.01137605 0.01410147 25.06
-0.01277308 0.01357478 23.38
0.002626446 0.01338059 22.78
0.002208437 0.01332869 24.58
0.0177557 0.01274752 23.99
-0.002161662 0.01220022 26.23
-0.01329621 0.01304038 27.38
0.01157068 0.01244872 25.27
0.0004310929 0.01255743 24.96
0.007097125 0.01260064 24.76
0.005312084 0.01203591 24.92
-0.01825732 0.01176637 26.48
-0.0003429412 0.01141571 20.35
-0.001627675 0.01229312 20.03
0.0006852347 0.01174709 20.45
0.004548328 0.0112467 19
-0.002234502 0.01078779 19.37
-0.006758112 0.01048572 18.6
-0.003488907 0.01009244 17.63
