SLB TXN SO SLE RTN RF  S TGT  T QCOM TWX
0.009984 0 -0.0109 0.00321 0.005212 -0.015512 0.021246 -0.00809 0.001712 -0.026147 -0.008425
-0.009007 -0.00371 0.003555 0.009067 0.003564 0.004221 0.007628 0.01447 0.019231 0.02411 -0.010458
-0.010419 -0.027128 -0.016649 -0.003171 -0.028737 -0.018212 -0.033723 -0.0236 -0.025996 -0.036383 -0.019155
0.019265 -0.002187 0.016571 0.005832 0.006649 0.008847 0.000712 0.001062 0.009471 0.012493 0.003367
0.023297 -0.002192 0.002835 0.009489 -0.005945 0.005941 -0.032028 0.008225 -0.002985 -0.001645 0.008725
-0.000644 -0.008786 0.000353 0.003655 0.002326 -0.000844 0.029412 0.023947 0.000855 -0.028838 0.013307
0.008382 0.023823 -0.006711 -0.003642 0.003646 -0.008162 0.007143 0.006168 0.005128 0.014706 0.019698
0.004263 0.022186 0.009957 -0.002611 0.015852 0.010216 0.028369 0.021711 0.003401 0.024526 0.002576
0.005306 0.022763 -0.00669 -0.008901 -0.000975 -0.005337 -0.015862 -0.0015 -0.021186 0.029108 -0.012845
0.003167 0.037785 0.001063 0.020602 0.012366 0.014685 0.007008 -0.056084 -0.000866 0.014539 0.005856
-0.005682 0.006484 -0.003895 0.001553 -0.003536 -0.003618 -0.011134 0.00504 0.006499 -0.000521 -0.000647
0.014815 0.036174 -0.003555 0.005685 0.015806 0.005028 0.002815 0.023753 0.012914 0.019552 0.010356
0.004588 0.008608 -0.001427 -0.011819 0.005081 -0.012229 0.003509 0.00439 0.005525 -0.010995 0.024984
0.014947 -0.013751 0.000357 -0.00416 -0.013902 0.002251 0.032168 -0.002314 0.003381 -0.001034 -0.015625
0.007363 0.064904 0 -0.006788 -0.004806 -0.006738 0.001355 0.005412 0.001264 0 0.018413
-0.016447 0.029797 -0.004286 -0.012093 0.006761 -0.015545 -0.02571 -0.015637 -0.026083 0.005952 -0.001247
-0.016309 -0.008768 0.009326 -0.001597 -0.010553 0.003158 0.003472 0.008073 -0.011663 0.00283 -0.017478
0.005456 0.003096 0 -0.012793 0.021008 0.003148 0.013841 0.010075 0.009615 0.015906 0.005718
-0.007305 0.035714 0.012793 -0.0054 0.000317 -0.003424 0.000683 0.000512 -0.017316 0.037121 0.001263
0.04037 0.011494 -0.001754 0.026873 0.012658 0.004867 0.004775 0.028119 0.004405 -0.000732 0.02082
0.004396 0.003788 -0.002461 0.011727 0.001875 0.004558 0.002716 0.009448 -0.014912 0.008787 0.011125
-0.00404 0.007966 0.012685 0.011591 0.001248 0.008792 0.006093 0.022414 0.001336 -0.002904 0.00978
-0.009734 -0.016223 0.004871 -0.002083 0.007788 0.002811 0.009421 0.000723 0.020454 -0.020383 0.014528
-0.021708 0.021564 0.001385 -0.009786 0.004637 0.003645 -0.002667 -0.019018 0.007407 0.018083 -0.000597
0.014235 0.040149 0.001729 -0.011616 -0.000923 -0.000838 0.004345 -0.01816 -0.00519 0.002676 -0.009552
0.021465 0.035814 0.016569 0.013355 0.004004 0.007548 -0.004698 0.003499 0.005652 0.030818 -0.008439
-0.010709 -0.027276 -0.008149 -0.008434 -0.004294 -0.010266 0 -0.053549 -0.009079 -0.015537 -0.016413
-0.016953 -0.075039 0.002739 0.015417 -0.017252 -0.029717 0.006069 0.014737 0.016579 -0.028694 -0.011125
-0.000623 0.011529 -0.008877 0.015183 0.003135 0.010113 0.008713 0.013745 -0.000429 0.009355 0.006875
0.004782 0.00802 0.003789 0 -0.002813 -0.001155 -0.000664 -0.001535 0.006011 0.04439 -0.002483
-0.004759 -0.010469 -0.00755 -0.01083 -0.01943 -0.003179 -0.027261 0.004099 -0.015792 0.014713 -0.018668
0.006237 0.047397 0.007953 0.005735 -0.026207 0.009858 0.005468 0.006634 0.015178 0.033142 0.017755
-0.003099 -0.020606 -0.009605 -0.012442 -0.005251 -0.008326 0.016995 -0.004056 0.003417 -0.01448 0.016199
0.020725 0.006188 0.014548 0.009449 0.007918 0.015344 0.055481 0.00789 0.023414 0.03368 0.008584
0.03533 -0.00902 -0.001024 -0.018201 -0.003273 -0.001996 0.020266 -0.009091 -0.007488 -0.01487 -0.010334
0.001569 -0.029789 -0.015038 -0.009004 -0.013465 -0.009429 -0.01676 -0.029052 -0.019279 -0.009545 -0.009214
-0.007245 0.028145 0.008675 0.01069 -0.029294 0.005769 -0.008838 0.036483 -0.037607 0.003586 0.0062
0.004536 -0.042721 -0.012384 -0.004759 -0.008916 -0.005736 -0.045223 -0.015194 -0.027087 -0.028138 -0.028959
-0.030238 -0.000867 0.00836 0.002657 -0.029758 -0.005769 0.007338 0.005657 0.005933 -0.014476 -0.015228
-0.013565 -0.020815 0.015544 -0.00053 0.00428 -0.004932 0.013245 -0.021989 -0.009982 -0.028911 -0.020619
0.009442 0.025244 0.012245 -0.013256 -0.002841 0.002624 -0.002614 -0.018301 0.007333 0.040576 -0.013158
-0.01586 -0.015119 -0.013777 -0.013434 -0.002849 -0.004071 -0.010485 0.002131 0.012284 -0.038533 0.007333
0.022314 0.019737 0.008518 0.019063 0.018214 0.029489 -0.001325 0.026309 0.01573 0.016319 0.013898
0.00384 0.010753 0.002365 0.027258 -0.008067 -0.001134 -0.005968 -0.009839 -0.004425 0.015112 0.012402
0.008255 0.048936 -0.005393 -0.01769 -0.004274 0.000568 0.000667 0.029027 0.004889 0.023261 -0.007737
0.005591 -0.008114 -0.002372 0.007415 0.003577 0.014188 0.005333 -0.005083 0.007077 -0.001364 0.012995
0.002184 0.011043 -0.001019 0.012093 -0.010691 0.011192 0.019894 0.013793 0.006148 -0.00387 -0.007697
0.000594 -0.001618 -0.0034 -0.003636 -0.008646 -0.000277 0.007802 -0.009826 -0.016041 -0.011654 -0.016807
-0.003564 0.012561 0.009894 -0.009906 0.000363 0.003875 0.009677 0.02799 -0.005415 0.00948 0.020381
0.00934 0.019608 0 -0.006846 0.000726 -0.000827 0 -0.020545 -0.004083 0.014888 0.013531
-0.0063 0.003925 -0.006419 0.009014 0.005445 0.006898 0.003195 0.013647 -0.01139 0.013767 0.001271
-0.006142 0.010164 0.00646 0.001576 0.022383 0.004385 -0.000637 0.013962 -0.013825 -0.007124 -0.00254
-0.017943 -0.011223 -0.0125 0.017314 -0.007768 -0.008186 0.015296 -0.008114 0.010748 -0.010762 -0.001273
0.015834 0.001957 0.0065 -0.016503 0.000356 0.004677 0.012555 -0.002231 0.015719 0.016999 0.014659
-0.010791 -0.025 -0.002379 -0.004719 -0.003913 -0.000274 0.00186 -0.014161 0.001366 -0.035881 -0.021357
0.006869 0.028446 0.009199 -0.004215 0.005357 -0.007669 0.005569 -0.006804 0.018182 0.028664 0.008986
0.030498 0.062719 0.018231 0 -0.003908 -0.004416 -0.031385 0.01218 -0.017857 0.018652 -0.010814
-0.066394 -0.009897 -0.001326 -0.01164 -0.013909 -0.009703 0 -0.019554 0.004545 -0.02912 -0.031511
0.001043 0.011107 0.005976 0.023555 -0.033996 0.006159 0.010165 -0.002046 0.01086 -0.003181 -0.013944
-0.018542 0.005126 0.00066 -0.011506 -0.026582 -0.005287 -0.006918 -0.016654 0.026858 0.007522 0.013468
-0.001698 0.023679 -0.00033 0 0.000769 0.021259 0.0076 0.010943 0.02354 0.000905 0.010631
0.004678 0.044484 0.002969 0.020635 0.003075 0.007395 -0.001886 0.022938 0.004685 0.062387 0.015122
-0.015873 -0.005068 -0.002303 0.013478 0.02069 -0.007069 0 -0.004787 0.004239 0.011064 -0.009715
-0.005376 0.011652 0.001978 0.006138 -0.005255 0.007119 0.001259 -0.00557 -0.008865 0.010522 0.007848
0.015568 -0.020325 -0.007989 0.013218 -0.000755 -0.000816 0.006289 0.011711 0.021295 -0.011037 -0.007787
-0.017458 0.034924 0.007383 -0.002509 0.021526 0.013061 0.015625 0.00302 0.003753 0.016003 0.022891
0.007801 -0.003007 -0.006995 -0.014084 -0.007394 0.00188 -0.003077 -0.010537 -0.007894 -0.019275 -0.004476
0.004085 0.019772 -0.003019 -0.00051 0.005959 -0.001609 -0.026543 -0.015213 -0.011725 -0.015427 -0.004496
-0.001285 0.01183 -0.005384 0.013272 -0.003702 0.007519 -0.009512 0.007981 -0.019492 0.001502 0.016129
-0.000429 0.004222 -0.006089 0.000504 0.00223 0.005064 -0.024328 -0.007407 -0.007779 0.029576 0.005079
-0.011154 -0.026843 0.003404 0.005035 -0.011865 -0.001326 -0.001312 0.004889 0.023519 -0.027685 -0.009476
0.004122 -0.01429 -0.007802 0.00501 -0.003002 -0.006904 0.010512 0.009475 0.001702 -0.006209 -0.007015
0.008641 0.035064 0 0.007976 0.023335 0.012032 0.016255 0.012938 0.000425 0.029944 0.026975
0.019919 -0.016612 0.002051 0.000989 0.031629 -0.001321 -0.005758 -0.023291 -0.010616 -0.002301 -0.005629
-0.00042 -0.045048 0 0.003953 -0.012121 -0.002645 -0.010296 -0.009231 0.013305 -0.006289 -0.007547
-0.013235 -0.016996 -0.005118 -0.002461 -0.013353 -0.008223 -0.002601 -0.007764 -0.009318 -0.014346 -0.008872
-0.018097 -0.016937 -0.016118 -0.00444 -0.011704 -0.015245 -0.028683 -0.007042 -0.011971 -0.027611 -0.007673
0.00889 0.013281 0.013942 0.019326 0.016284 -0.000543 0.001342 0.012632 -0.003894 0.013207 -0.001289
-0.001504 -0.013107 -0.011344 -0.017015 -0.008012 -0.010326 -0.002011 -0.016112 -0.00391 -0.027373 -0.003871
-0.004305 0.017588 -0.003825 0.004451 0.002203 0 0.032908 -0.002905 0.004361 -0.018986 0.007124
0.000649 0.038448 0.006632 0.013294 0.01685 0.00961 0.011704 0.026225 0.001303 0.028916 0.020579
0.007345 0.00034 0.005895 0.002915 -0.00036 0.002176 -0.02635 0.006195 0.017346 0.010179 0.013863
0.00579 0.004754 0.010686 0.009569 0.003964 0.006784 -0.0033 -0.00667 -0.002984 -0.024572 0.016159
0.000426 0.005745 -0.001705 -0.004843 -0.005384 0.00027 -0.007285 0 -0.004703 0.002024 -0.004281
-0.003836 0.014113 0.007175 0.002433 -0.003248 0.005928 0.012675 0.022211 -0.003436 0.023569 0.012899
0.023748 -0.002319 0.002714 -0.008738 0.009775 -0.007501 0.009223 -0.014401 -0.000862 -0.015351 0.012129
-0.012748 -0.020259 0.004736 0.021058 0.012191 0.004049 -0.019582 0.00564 -0.001294 -0.009577 -0.008388
0.019687 -0.012203 -0.000673 0.01295 0.017712 -0.010753 0.008655 0.023451 0.037581 0.104115 -0.01148
0.022213 -0.026767 0.003032 0.002367 -0.014967 -0.011956 0.014852 -0.02391 0.015404 0.007739 0.003056
0.009748 -0.004231 -0.003695 -0.002362 0.015194 0.025027 0.00459 0.001276 -0.00902 -0.005255 0.004875
0.00181 -0.026558 -0.006406 -0.000947 -0.012878 -0.010464 0.000653 -0.003058 -0.008275 -0.015847 -0.000606
0.003413 0.015642 -0.003393 -0.018957 0.006347 -0.010575 -0.009132 -0.000511 0.0267 0.0064 -0.004854
0.001801 0.024355 0.003745 0.01256 0.008059 0.017813 0.005267 -0.002302 0.00772 0.028513 0.023171
0.019373 0.004196 0.005767 -0.000477 0.009732 -0.001077 -0.022266 -0.006152 -0.009677 0.017152 0.04112
-0.01298 -0.013231 -0.001686 0.013842 -0.013769 -0.01779 0.004689 -0.042559 0.012622 -0.018235 0.008586
0.003387 -0.01482 -0.001689 -0.001883 0.009424 0.007684 0.007333 0.003233 -0.003619 -0.005592 -0.005108
0.000794 -0.008596 0.00643 -0.004717 0.020401 -0.005447 0.015222 0.031149 0.011703 -0.00944 0.00057
0.046627 0.043353 0.002017 0.004265 0.008472 0.01105 0.014993 0.002604 0.009573 0.043796 0.018814
0.007204 -0.018698 0.004027 -0.017461 0.002688 -0.001639 0.017341 -0.012727 -0.002766 -0.008741 0.012871
0.028609 0.013409 0.008021 0.009126 -0.006367 0.009031 0.008207 0.003946 0.00832 0.023908 -0.009945
-0.011894 0.015669 0.001989 0.004284 0.006071 -0.000271 -0.009393 -0.003407 -0.005108 0.024306 -0.004464
0.017778 -0.006514 -0.005295 -0.004739 0.004023 -0.009224 0.005057 -0.009992 -0.007899 -0.012706 -0.000561
0.005822 -0.005176 -0.002329 -0.001905 0.002003 0.001917 -0.003145 0.001859 0.003583 0.003596 0.000561
0.007055 0.020465 0.003668 0.023855 0.006998 0.011205 0.022082 0.024655 0.026973 0.033754 0.007847
-0.002335 0.001699 0.005648 0.006058 -0.003971 0.003243 0.003704 -0.006986 0.006566 -0.008026 -0.004449
-0.014764 -0.003054 -0.000661 0.005558 0.004682 0.002155 0.00984 0.000521 0.000384 -0.008275 0.005028
-0.001097 -0.002383 -0.006281 -0.005988 -0.005992 -0.014516 -0.005481 -0.017708 0.002685 -0.005748 0.012785
0.015551 0.021153 0 0.009268 0.004019 0.010911 0.041029 -0.008484 0.034813 0.021074 -0.002744
-0.010809 0.002005 0.000665 0.004132 -0.008672 -0.001619 0.04 0.031283 0.002588 -0.009498 0
-0.024768 -0.001334 -0.00266 -0.012803 0.015141 -0.001081 -0.013009 -0.007778 0.010785 0.028213 0
0.005602 0.063439 0 -0.001853 0.011932 -0.002164 0.014327 -0.013326 0.018081 0.05721 0.023115
0.002786 -0.002198 -0.005 -0.002784 0.012774 0.001627 0 -0.018803 -0.050381 0.000339 -0.010221
-0.012037 0.032096 -0.00067 -0.00698 -0.01132 -0.00785 0.028249 0.007827 0.024046 0.018993 0.013043
0.002812 -0.018598 -0.003017 -0.015464 0.002617 -0.009277 0.015385 0.024103 -0.014163 -0.010817 -0.005365
-0.005234 0.009009 0.000336 0.004284 0.011746 -0.000275 0.021645 0.002876 0.008696 0.011272 0.007551
-0.009959 0.036022 -0.003361 0.003791 0.012899 0.012121 -0.01483 0.018253 0.002249 -0.003161 -0.002677
0.022775 -0.003566 -0.00742 -0.010859 0.019421 -0.001361 0.010215 0.002817 -0.010097 -0.004172 -0.002147
0.032288 -0.002982 0.008155 0.026253 -0.017801 0.001363 -0.010112 -0.031665 0.020023 -0.013239 -0.011296
0.00755 -0.033503 0.013482 0 0.019714 0.025857 0.005376 0.008966 -0.018889 -0.001868 0.035909
-0.008385 -0.017951 0.000333 -0.046977 -0.009978 0.001592 -0.010695 0.003659 -0.006418 -0.028246 -0.014706
0.075387 -0.023952 0.005319 -0.008785 0.007244 0.05298 0.004324 0.015625 0.003799 -0.003152 0.011727
0.021583 0.032935 -0.003968 0.003939 0.007505 -0.012579 -0.012917 -0.012308 0.01022 0.026699 0.004742
0.015395 -0.046577 0.002656 0.001962 -0.018932 -0.006879 -0.008724 0.00675 -0.027726 -0.023097 -0.013634
-0.002419 0.007254 0.004636 0.014684 -0.012971 -0.019497 -0.045655 -0.03378 -0.015029 -0.009457 -0.045189
-0.000485 -0.003583 0.000989 0.02412 -0.009615 -0.021455 0.002882 0.014678 0.005477 0.017327 -0.011693
-0.010353 0.024845 -0.007328 0.004239 -0.012621 0.002674 0.000575 -0.001578 -0.007782 0.018596 -0.010141
0.006865 -0.014035 -0.005705 -0.003752 0.015733 -0.009333 0.033889 0.016596 0.037647 -0.017915 -0.010245
0.000487 -0.004853 -0.004387 0.001883 -0.001291 -0.008075 -0.002778 0.010625 -0.014361 -0.002085 -0.007476
0.000811 -0.022432 -0.006102 -0.010808 -0.002262 -0.006784 -0.049025 0 -0.019939 -0.01828 -0.004056
-0.013457 -0.00133 -0.007503 0.007601 0.012306 0.001366 0.026948 0.002564 0.004695 0.008335 0.005236
0.006081 0.042624 0.004811 -0.001414 -0.003519 0.010914 0.022818 0.008696 0.01324 0.014597 0.014468
0.014864 -0.002874 -0.001026 -0.002361 -0.008026 -0.004588 -0.003346 0.002282 -0.01422 -0.009187 0.001141
0.021407 0.004164 0.007874 0.017511 -0.003236 0.004338 0.007834 0.044776 0.011306 0.01627 0.014245
0.000158 0.008612 -0.000679 0.00093 0.008117 0.007019 0.026652 0.008475 0.000771 0.022207 0.003933
0.008035 -0.01012 0.005438 -0.000929 0.011594 -0.006434 -0.004327 0.001681 -0.012327 -0.012799 -0.024622
0.000781 -0.016933 -0.002705 0.004186 0.011143 -0.00081 -0.002716 -0.013183 -0.023011 -0.015865 -0.010901
0.000625 0.013 0.003051 0.005095 0.013854 -0.00108 0.013617 0.017246 -0.007186 0.032241 0.015081
-0.0167 0.008662 0.010814 -0.01659 -0.012422 -0.001081 0.000537 0.011461 -0.016888 -0.008228 0.014286
0.006984 -0.017176 0.003343 0.020619 0.007547 -0.002977 0.008056 -0.013715 -0.010634 -0.004572 0
-0.005202 -0.009061 -0.005998 -0.007805 -0.000312 -0.006515 -0.02504 0.022297 -0.012815 0.010376 -0.003944
0.005348 -0.028739 -0.004358 0.001388 -0.031533 0 0.00929 0.006567 0.005025 0.05101 -0.00905
0.019127 0.005716 -0.001684 0.00647 -0.022244 -0.001366 -0.026529 -0.00466 0.005417 -0.021624 -0.012557
-0.000155 0.025075 0.004722 -0.006428 0.008572 -0.003557 0.001112 0.004448 0.000829 0.017518 0.013295
0.004654 0.019243 0.008728 0.012361 -0.01373 0.000275 -0.011111 0.006758 -0.001242 0.026095 -0.003423
-0.004169 -0.0192 0.008985 0.004604 0.007623 0.012901 -0.003933 0.017593 -0.004561 -0.009576 -0.012593
0.030702 0.012072 0.003298 0.006874 0.033224 0 0.083474 0.010237 0.009996 -0.005389 -0.001159
-0.001655 0.008382 -0.003616 -0.000455 -0.005094 -0.004607 -0.014055 -0.018689 0.050722 -0.011793 -0.008125
-0.00874 -0.017263 0.00033 0.001822 0.00928 0.011163 -0.015312 0.000229 -0.009419 -0.004015 -0.008192
-0.006233 0.012362 0.002968 0.002273 0 0.001077 0.016086 0.004129 -0.001981 0.013099 0.020649
-0.005813 0.011247 0.007234 0.012245 -0.000634 0.016676 0.001583 -0.013023 -0.006749 0.020937 -0.00867
0.002154 -0.027645 -0.002612 -0.005824 -0.006662 0.000794 -0.00079 -0.00625 0.005196 -0.00407 0
-0.005374 -0.011111 0.003273 0.019378 -0.010859 -0.000793 -0.005839 -0.001864 -0.000398 0.002043 -0.002915
-0.02439 -0.019167 -0.010767 -0.003979 -0.010333 -0.016402 -0.024026 -0.026138 -0.031822 -0.003922 -0.02807
-0.016456 -0.016172 -0.006926 -0.002663 -0.017945 -0.022862 -0.04267 0.071172 -0.011915 -0.027087 -0.001805
0.00547 0.02089 0.001328 -0.004895 -0.000332 0.01569 0 0.020805 0.01289 0.020071 0.015672
0.00256 -0.023147 0.006965 -0.010286 0.00565 -0.006775 -0.030286 -0.010739 -0.007389 -0.003174 -0.037389
-0.002394 0.015453 0.002635 -0.009037 -0.017184 0.004409 0.002946 0.003323 0.003722 0.020853 0.003699
0.036154 0.006087 0.014126 0.014592 0.01076 -0.001374 0.048766 -0.006403 0.010713 0.0092 0.035627
0.003242 -0.015462 -0.013282 -0.013034 0.000665 0.006878 -0.010644 -0.002444 0.00693 0.0017 -0.008897
-0.020314 -0.051212 -0.009849 -0.014117 -0.003657 -0.012022 0 -0.003564 -0.003239 -0.00725 0.014363
-0.020578 -0.017272 -0.009615 0.00739 -0.005339 -0.007467 -0.010193 -0.011402 -0.021121 -0.031852 -0.031268
-0.003368 -0.005859 0.002343 -0.008253 0.015096 -0.003901 -0.010869 -0.008593 -0.004979 -0.011555 -0.000609
-0.017058 0.015838 0.000334 -0.00601 0.004627 -0.005874 -0.022556 -0.000228 -0.011259 0.010067 0.002438
0.000491 0.044598 0.006678 0.013953 0.010197 0.015194 0.040237 0.013461 0.015183 0.011413 0.027356
0.005891 -0.007636 0.00796 -0.008716 0.002279 -0.00388 0.011377 0.002026 -0.006232 -0.018436 -0.004734
-0.00179 0.017489 0.002962 0.003239 0.009097 0.016138 0.010124 0.02067 0.01296 0.062338 0.00654
0.034387 -0.001375 0.002625 0.002768 0.005795 0.001643 0.006682 -0.004843 0.005365 -0.000457 -0.002953
0.005987 0.005852 -0.001963 0.00552 0.003201 -0.00164 0.019358 -0.00376 0.007389 0.010826 -0.001185
-0.03054 0.023272 0.002951 0.010979 0 0.009858 0.029843 -0.015986 0.007742 0 0.006524
-0.001777 0.017057 -0.007519 0.002715 0.01702 -0.008948 0.024236 0.009702 0.005661 0.029265 0.015321
-0.003075 0.017429 -0.002964 -0.006318 0.003789 -0.018331 -0.01286 0.007374 0.018898 0.01407 0.005223
-0.004708 -0.057531 -0.000661 -0.000908 0.005348 0.010312 0.026055 0.007098 0.000888 -0.012719 0.004619
-0.008971 0.004801 -0.005289 0.006818 -0.007196 -0.008828 -0.019299 -0.012996 -0.018762 0.002049 -0.01092
0.008723 -0.004096 -0.010635 -0.009029 0.004727 -0.001392 0 -0.014283 -0.004882 -0.015632 0.010459
0.023984 0.009938 -0.012429 0.005467 0.000314 -0.009197 0.005697 0.015395 0.000409 0.011576 -0.00115
-0.011472 -0.016627 -0.006463 -0.009968 -0.005958 -0.015471 -0.016478 -0.025418 -0.008582 -0.014818 -0.027058
-0.003868 -0.010352 -0.003423 0.011899 0.003785 -0.012286 -0.008377 -0.019446 -0.004122 0.002829 -0.009467
0.014239 -0.023013 0.006527 -0.006784 0.000943 -0.010414 -0.006864 0.019365 0.008278 -0.019305 -0.002389
0.023452 -0.012848 0.008532 0.013206 -0.005652 0.021923 -0.00319 0.013504 -0.0078 -0.017868 -0.004192
-0.009353 0.026753 -0.010152 0.00764 -0.007578 -0.012872 0.012267 -0.01084 0.00993 0.026673 0.011425
-0.018253 -0.036972 -0.008547 -0.011151 -0.003182 -0.006085 0.014226 -0.002055 -0.002048 -0.032437 -0.003567
-0.009136 0.000366 0.001724 0.003608 0.009256 0.026531 -0.01039 0.008922 0.016831 0.021884 0.00179
0.032676 0.010234 0.005164 0.033258 0.018343 0.013064 0.0021 0.019501 0.025434 0.030984 0.008934
-0.033521 0.010854 0.001027 0.012614 -0.004348 0.002243 0.009429 -0.004893 0.000787 -0.013259 -0.006494
0.004538 -0.01718 0.008895 0.005584 -0.003119 -0.006713 -0.032174 -0.011623 0.003147 -0.012392 -0.004159
0.007583 -0.01311 -0.005426 -0.001282 0.001564 0.002535 -0.003753 0.007237 -0.000392 -0.00514 0.00358
-0.023219 -0.013238 -0.007842 -0.010265 -0.013746 -0.021067 -0.021529 -0.007185 -0.010985 -0.010637 -0.01843
-0.034754 -0.048278 -0.002062 0 0.013621 -0.008321 -0.0044 -0.018544 0.006347 -0.010751 0.027862
-0.005944 -0.012977 0.00244 -0.002593 0.008125 0.00434 -0.011602 -0.000691 -0.018526 -0.030275 -0.008839
0.017769 -0.025896 0.003825 0.012565 -0.00279 0.001152 -0.023477 0.01614 0.013253 0.024336 0.023781
-0.006547 0.010225 0.002425 0.001284 -0.001865 0.00777 -0.004579 0.000681 0.007134 0.010472 -0.006388
-0.013349 0.008502 -0.006911 -0.005556 0.007474 -0.003998 0.032202 0.013832 0.001574 0.005568 -0.002922
-0.014386 0.006825 0.006611 0.007306 -0.010201 0.004014 0.002228 -0.012525 -0.005894 -0.016921 -0.004103
-0.026064 0.013557 -0.027999 -0.011519 0.001249 -0.014849 -0.012785 -0.020159 -0.022134 -0.010327 -0.022366
-0.010526 0.008261 -0.003912 -0.005179 -0.00811 -0.014493 -0.02027 0.006704 -0.009297 0.006008 -0.019868
0.003065 0.027702 -0.000714 -0.003905 0.002201 0.009706 -0.005747 0.016992 -0.000816 0.01713 0.014128
0.019234 -0.013667 -0.004644 0.002178 0.010982 0.01806 0.009249 0.001355 0.000408 -0.01267 0.00424
0.011817 -0.010777 0.002871 -0.013472 0.014587 0.000572 0.010882 -0.026607 0.007347 0.00892 -0.010253
-0.00122 -0.01323 0.011095 0.011013 0.013154 0.00143 -0.014164 -0.003938 -0.007293 -0.012719 0.005484
0.000524 -0.008281 -0.009204 -0.005665 -0.022645 -0.00257 -0.016667 -0.018372 -0.008163 -0.017125 -0.015152
-0.005058 0.003181 0.009646 0.001315 0.012357 0.01002 0.027469 0.028903 0.011934 0.023338 0.005538
-0.001928 0.008323 -0.0046 -0.010503 0.006713 0.00907 0.00967 -0.001845 -0.00732 -0.007185 0.000612
-0.000176 -0.010613 0.000711 0.000442 -0.01455 0.003652 0.00507 -0.005776 -0.004097 0.010069 -0.003058
-0.005622 -0.009138 -0.001776 0.004421 0 0.013154 0.005605 0.004183 0.000823 0.018692 0.020859
0.025088 -0.003609 0.006762 0.007042 0.002461 0.006354 -0.01728 0.012729 -0.005754 0.002294 -0.00601
0.015857 0.019316 0.021562 0.001311 0.010739 0.008784 0.001702 0.008455 -0.005788 0.020595 0.021765
-0.013912 -0.011449 -0.004498 0.006547 0.00425 0.00898 0.00453 -0.010877 -0.022869 -0.003438 0.016568
-0.020991 0.031949 0.004866 0.015937 0.002418 0.015372 0.011838 0.017411 0.014894 0.003455 0.000582
0.00804 0.010449 0.000346 -0.01463 0.002714 0.009827 -0.010585 0.00653 -0.006289 0.004042 -0.008726
0.012594 -0.009575 0.001383 0 0.000301 -0.00868 -0.021396 -0.009843 0.001688 0.014612 -0.000587
-0.012956 -0.026295 0.008287 0.010044 0.008419 0.005041 -0.006329 0.025305 0.005476 -0.001029 0.008221
-0.016626 -0.03336 -0.006164 0.000865 -0.001491 -0.006072 -0.00579 -0.000441 -0.006284 -0.005002 -0.006989
0.003203 0.035744 0.004135 -0.006911 0.001792 0.005046 0.005824 -0.003307 0.008853 -0.005322 0.008211
0.027497 0.04046 0.005148 0.010874 0.007452 0.009514 0.030979 0.01482 0.014626 0.020809 0.001745
-0.000345 -0.007244 -0.007853 0 0.006509 0.001309 0 0.006975 0.002471 0.009755 0.008711
0.000345 -0.03149 -0.012388 0.003012 0.002351 -0.015686 -0.004525 -0.012338 0.011504 -0.012833 0.001151
0.008287 -0.003569 0.006272 -0.006435 0.007625 0.008234 0.011364 0.00263 0.007717 0.02045 0.006326
0.005137 -0.026661 -0.006579 -0.015544 -0.004366 -0.014752 -0.011236 0 -0.01048 -0.016318 -0.011429
0.020784 0.00695 0.008017 0.011404 0.008769 0.003519 0.015341 0.010055 -0.003259 0.009895 0.008093
0.038551 -0.019082 -0.00242 -0.003469 0.010432 -0.00458 -0.025182 -0.004544 -0.001226 -0.009366 0.009748
-0.003214 -0.037666 0.00104 -0.006963 0 -0.011908 0.003444 0.00413 0.004092 -0.007273 0.004543
-0.000161 -0.003011 0.00277 0.003506 0.006596 -0.001096 -0.001144 -0.00433 0.002445 -0.025788 -0.000565
-0.008546 -0.007765 0.006215 0.00786 -0.010541 -0.001097 0.000573 0.009567 -0.00813 -0.01504 -0.006787
0.000163 0.036957 -0.000686 0.006499 0.010078 0.019489 -0.025758 -0.027353 -0.013525 0.037563 -0.012528
0.028455 0.019706 0.003091 -0.004735 0.009407 -0.000269 0.013513 0.014615 0.007478 -0.000736 0.000577
-0.008063 -0.008635 -0.002054 -0.011246 -0.012426 -0.001885 -0.017391 -0.008075 -0.018969 0.011487 0.004035
0.008288 -0.003318 -0.003431 -0.007437 -0.008579 -0.017809 0.026549 -0.022002 0.00042 0.005824 0.000574
-0.013753 -0.010404 0.004475 0.003526 -0.003173 0.019231 0.002874 -0.009224 0.014706 -0.005935 -0.011475
-0.001122 0.011354 -0.00891 0.002635 0.019387 -0.009434 0.002865 -0.039737 0.004555 0.04194 0.009867
0.019095 0.005405 0.007953 0.007008 0.015328 -0.005442 0.005714 0.004256 -0.000412 0.019986 0.010345
-0.00126 -0.026468 -0.009949 0.00609 -0.011742 0.020783 0.004545 -0.00518 -0.004536 -0.012743 -0.00967
0.002365 -0.02209 0.005891 0.001729 -0.012164 0.01092 -0.015272 -0.011834 -0.001243 0.003053 -0.001149
-0.00755 -0.031277 -0.003445 -0.003453 -0.020737 0.00491 -0.001149 -0.012216 0.000829 -0.023384 -0.009201
-0.002219 0.013901 0.000346 0.000433 0.012059 0.003909 0.007476 0.006062 0.001347 0.012752 0.017992
