SLB TXN SO SLE RTN RF  S TGT  T QCOM TWX
0.0255 0.01505 -0.003736 -0.010035 0.022769 -0.001786 -0.002468 0.011827 -0.009065 0.006604 0.005245
0.023435 -0.022405 0.004063 -0.002385 -0.024711 -0.004772 -0.026719 -0.004434 -0.001464 -0.063801 -0.007536
0.02954 -0.009437 -0.002801 -0.006575 0.010728 -0.014384 -0.002542 -0.003036 0.002931 -0.045433 -0.008762
0.01562 0.020755 0.000624 -0.016246 -0.004743 0.004561 -0.006626 0.005279 -0.001461 0.014937 0.011786
-0.002842 -0.011667 -0.010293 -0.023242 0 -0.010593 0.003078 -0.0204 0.000732 -0.034921 -0.011066
0.017267 -0.023272 0.002206 0.008766 -0.007715 0.007342 0.008696 -0.000825 0.002194 0.02016 0.008245
0.056691 0.035912 0.006289 -0.001241 0.012577 0.012147 0.010649 0.017747 0.01058 0.027109 0.00993
0.01544 0.009667 0.001562 -0.004351 0.006549 -0.006301 0.003011 -0.009124 0.006859 -0.011594 0.000578
0.003686 0.013866 0.007488 0.01186 -0.002692 0.014493 0.002501 -0.004911 0.001434 -0.015223 -0.002312
-0.007345 -0.025724 0.002168 -0.002468 -0.00315 -0.0125 -0.007485 -0.007403 -0.001074 -0.032691 -0.007532
-0.013411 -0.014037 0 -0.001237 -0.004739 0.001206 -0.002514 0.018645 0.003315 0.00786 -0.008757
-0.019531 -0.011186 0.007726 0 -0.001587 0.001806 -0.012097 0.001017 0.002892 -0.012217 -0.008245
0.011952 -0.00857 0.009506 0.02291 0.003634 0.002103 0.002551 0.007924 -0.012978 -0.005263 -0.010095
0.052283 0.02455 0.004253 0.006053 0.017199 0.003898 0.005089 0.010683 -0.005113 0.028307 -0.006599
0.003292 -0.014175 -0.00847 0 -0.012903 -0.022401 -0.00962 -0.022138 -0.002937 -0.033959 -0.009058
-0.012082 -0.031496 -0.007321 -0.010229 -0.001578 -0.008555 -0.016871 -0.01081 -0.022091 -0.026365 -0.020719
0.027782 0.01626 -0.000615 -0.007295 -0.002724 0.051772 -0.00416 -0.01567 0.000753 -0.005197 -0.006223
-0.063023 -0.013217 -0.001537 0.011023 -0.008648 0.037797 0.008877 -0.00398 0.006396 0.005224 -0.012523
-0.017717 -0.009517 0.006159 -0.007874 0.000918 0.001694 -0.003106 -0.042482 0.008972 0.022976 0.010146
0.025379 0.003559 0.013468 0.01221 0.019725 0.021139 0.013499 0.004173 0.017784 -0.017914 0.012555
-0.040162 -0.005319 0.006342 -0.001809 -0.000675 -0.008556 -0.007172 0.015967 -0.006189 -0.023959 -0.00434
-0.003406 -0.037433 0.006302 0.003625 0.011929 -0.002784 -0.012384 -0.007966 0.001465 -0.039331 -0.003113
0.049146 0.031111 0.000298 0.006622 0.001335 0.012842 0.016197 0.00217 0.016094 0.027294 0.013117
0.020785 0.039871 0.008348 0.004785 0.019991 -0.001378 0.005141 0.007579 0.042117 -0.031091 0.003083
0.014739 0.017617 -0.000591 -0.015476 0.000871 0.014905 0.006138 -0.014184 0.018998 0.02042 -0.008605
-0.001198 0.001697 0 -0.012092 -0.017624 -0.013598 0.039146 0.004796 0.006102 -0.01315 0.00496
-0.021739 -0.00441 0.000888 0.03672 -0.005537 0.017921 0.003914 0.008028 0.012803 0.03679 0.007403
0.024521 0.014651 -0.001478 -0.002361 0.003786 -0.007657 -0.035088 -0.011623 -0.002329 -0.014809 0.01041
-0.000449 -0.021155 0.010953 -0.001775 -0.006878 0.007991 -0.014141 -0.00588 -0.007669 -0.022121 -0.015152
0.007034 0.009949 0.001464 0.004149 0.005809 0.004374 0.03125 0.002848 0.027554 -0.00319 0.025846
-0.000892 0.027853 -0.012939 -0.004132 -0.002221 0.002722 -0.118231 0.013325 0.010464 0.014257 -0.0012
-0.030939 -0.007601 0.011388 0.009484 0.004007 0.005429 -0.011831 0.017892 0.002265 0.012909 -0.005405
0.016731 -0.001665 -0.016889 -0.001762 -0.001109 -0.00567 -0.034208 -0.010165 -0.005812 -0.020108 -0.01087
-0.017663 0.007338 0.00874 -0.022941 -0.006437 -0.011947 -0.0183 -0.017116 -0.002598 -0.021387 -0.011599
-0.006762 0.009603 -0.003884 -0.004214 -0.004915 -0.003847 0.016236 -0.014367 -0.015304 -0.009746 -0.021618
-0.004796 0.02427 0.002399 0.018138 0.012573 0.008276 -0.007692 0.053887 -0.000661 0.011035 0.012626
-0.005597 -0.022735 -0.000598 -0.003563 -0.001996 -0.002736 -0.008945 0.01425 0 -0.017404 0.000623
-0.020012 0.012451 0.00509 0.014303 0.00711 -0.0107 -0.009627 -0.004752 -0.007611 0.008406 0
0.01404 0.036893 0.006256 0.001175 0.024928 0.019689 -0.010328 0.010588 0.012337 0.055374 0.001869
-0.002045 0.024345 -0.008881 -0.006455 0.01765 0.000544 0.006139 0.016434 -0.003623 0.067137 0.003731
-0.017657 0.003961 0.002987 0.002363 0.009095 0.001903 -0.004271 0.009522 0.006612 -0.016653 0.017968
0.027122 0.004249 0.003276 -0.004714 -0.002096 -0.003798 0.005515 -0.000602 0.00197 0.003226 0.00426
0.016406 -0.011484 0.001187 -0.011841 -0.00252 -0.002179 -0.012188 -0.018072 0.001639 -0.005895 0
0.010454 -0.006726 0.003854 0.004793 -0.000842 0.007096 -0.00802 -0.001636 -0.000327 0.011051 0.004848
-0.021908 -0.031087 -0.010632 -0.005367 -0.010959 -0.002439 0.021144 -0.023556 -0.002291 -0.019728 -0.002412
-0.006844 0.001271 0.005075 -0.007194 -0.002344 0.006248 -0.003045 -0.014265 -0.000328 0.016917 -0.006651
0.009397 -0.002538 -0.003861 0.006643 -0.003845 -0.009719 -0.004887 -0.001915 0.005251 0.002951 -0.000609
-0.027153 0.010178 0.013119 0.003599 0.005575 -0.007634 0.012277 0.017484 0.0111 -0.00535 0.004872
0.011643 0.017002 -0.004414 -0.000598 0.001279 -0.007418 0.013948 0.020956 0.009687 0.011027 0.005152
-0.021441 0.011765 0.002069 0.000598 0.010434 -0.000554 0.007177 -0.002874 -0.002558 0.008513 0.003025
-0.012405 -0.002754 0.010914 -0.005977 -0.005058 -0.003323 0.004751 -0.003911 -0.001924 -0.006331 0.002413
0.010848 -0.020252 -0.001459 0.004209 -0.003389 0.00389 0.010047 0.011573 0.015419 0.018052 0.008424
0.007439 0.003132 -0.006721 -0.001198 0.017003 0.003321 0.005851 0.000409 0.003164 0.021904 0.002387
-0.054414 -0.027474 -0.002648 0.04429 -0.001881 0.001379 -0.030541 -0.013273 -0.00473 -0.029344 -0.002381
-0.00696 -0.020867 0.000295 -0.029093 -0.002303 -0.006336 -0.003606 0.00745 -0.008872 -0.028128 0
-0.009402 0.016393 0.004129 0.010453 -0.00063 0.002218 -0.004222 0.03862 0.002238 -0.011631 0.006563
-0.045729 0.025161 0.002056 0.016552 0.00588 -0.000553 -0.001817 0.013647 0.007974 0.007389 0.001778
-0.010307 0.022656 0.002052 0.013661 -0.014405 0.007196 0.01517 0.02439 0.009494 0.02282 0.008284
0.033071 -0.013846 0.007605 0.00876 -0.000212 0.00687 0.011357 0.005905 -0.001254 -0.009296 -0.003521
-0.025469 -0.013105 -0.004644 0.001336 -0.003178 0.004913 0.006501 0.008521 0.012241 -0.002681 -0.004122
0.021416 0.009485 0.008166 0.000667 0.004463 0.004617 0.019378 0.007135 -0.012093 -0.010484 0.006505
0.045487 0.013154 -0.009546 -0.002667 0.008887 -0.009732 0.002304 -0.001119 -0.014124 -0.005705 0.00705
-0.018015 -0.017002 0.00146 0.001337 -0.00755 -0.003822 -0.003448 0.015118 0.000955 0.013661 0.014586
-0.029249 0.016981 0.003791 0.014686 0.008876 0.005207 0.008074 0.011583 0.01972 0.027224 0.012651
0.025138 -0.026902 0.002615 0.007237 -0.014453 -0.006816 -0.019451 -0.01145 0.006862 0.009709 -0.006814
-0.006957 0.017159 -0.006954 0.001306 0.003826 -0.004667 0 0.00809 0.019207 -0.016112 0.013722
-0.001051 0.022805 0.012256 0.014351 0.010586 0.006343 0.003501 0.01915 0.017933 0.021395 0.022561
0.01946 0.014661 -0.003459 0.025723 0.002305 0.014798 -0.008721 0.002505 -0.00418 -0.006206 0.025924
0.041273 0.001505 0.010703 0.003135 -0.001254 -0.00027 -0.01349 -0.001785 -0.023388 -0.007806 -0.000538
0.003138 0.018635 -0.008872 0.001875 0.004186 0.002431 -0.007729 0.005723 -0.006141 -0.029111 -0.020979
0.021238 -0.018885 -0.004909 0.002495 0.000625 -0.008623 0.027561 -0.017603 0.00587 -0.018098 0.001648
-0.018056 -0.008722 0.010157 0 0.019163 -0.001631 -0.016326 0.010317 -0.010135 -0.046492 -0.004937
-0.042193 -0.021541 0.004309 -0.000622 0.001232 0.00599 0.005928 0.017736 0.009929 0.02135 0.011025
0.013027 -0.002791 0.00143 0.016812 0.009231 0.013802 0.022393 0.014434 0.005223 0.011864 0.012541
0.013536 -0.017413 -0.002285 0.009798 0.00813 0.009343 0.029395 0.01822 -0.013982 0.012284 0.002154
-0.005008 -0.009177 -0.004581 0 -0.009677 0.001851 0.034714 -0.002215 -0.004698 0.003034 0.009135
-0.020638 0.003833 -0.000863 -0.007277 -0.001629 -0.004224 -0.021645 0.000683 0.012587 -0.003574 0.00426
0.015076 -0.006363 -0.001439 -0.004276 0.016109 0.00053 -0.002212 0.001024 0.018334 0.022903 0.006363
-0.030211 0.024015 0.008936 0.004295 -0.004616 0.003445 -0.029934 -0.001535 0.005798 0.018613 0.007376
0.006439 0.015948 0 0.004276 0.00504 0.003433 0.022286 0.018443 0.019417 0.03125 0.006276
0.0166 0.009849 0.002571 0.005474 0.016048 0.022895 -0.00559 0.000671 0 0.023113 -0.009356
0.032148 0.00762 0.002565 0.00363 0.002961 -0.00566 -0.017988 -0.007205 -0.018155 -0.000502 0.012592
0.008899 -0.021174 0 0.000603 -0.009646 0.000776 -0.01431 -0.016371 0.002122 -0.022099 0.004145
-0.017315 -0.024413 0.016487 0.011446 0.003777 -0.008532 0.001742 -0.001544 -0.00363 -0.021058 0.010836
0.042221 0.001584 -0.003076 0.002978 -0.00099 -0.007562 -0.016232 -0.013233 0.02459 0.001574 0.005615
-0.041467 -0.007906 0.003646 -0.000594 -0.002379 -0.003153 0.014143 0.010101 0.020444 -0.00681 0.004061
0.012146 0.016258 0.002795 0.004159 0.001192 0.001845 -0.006973 0.029655 0.00784 0.00422 -0.004044
0.024988 -0.04266 -0.000557 0 0.002977 0.001842 -0.00117 -0.010549 0.000576 -0.035977 0.005584
0.024699 0.006881 0.00976 0.008284 -0.020974 -0.002626 0.038078 -0.017262 -0.011517 0.021792 0.00101
0.003443 -0.000976 -0.001933 0.005868 -0.005457 0.003949 0.066591 0.020665 0.002039 0.012797 0.008069
-0.020278 -0.024756 -0.003044 -0.004084 0.008332 -0.004983 0.014286 -0.011979 -0.005233 -0.022374 -0.004002
-0.019105 0.008696 0.005273 0.00703 0.005038 0.007644 -0.014606 0.005123 -0.008767 -0.01077 0.001507
0.02386 0.000663 0.00497 -0.005236 0.001604 0.001848 -0.010588 0.005437 0.009729 -0.009526 0.003511
-0.008085 -0.006958 0.005769 -0.009357 0.002002 -0.004743 0.009096 -0.025008 -0.014307 -0.018137 -0.011994
-0.009909 -0.007674 -0.004985 -0.013577 -0.015584 -0.010855 0 -0.012825 0.007701 0.017632 0.010622
0.02502 -0.005716 -0.007492 -0.023339 -0.005886 -0.005889 0.015376 -0.016327 -0.008818 0.003025 -0.007007
0.013386 0.005749 -0.002237 -0.004902 0.013271 0.014001 -0.005222 0.020882 0.0172 -0.009049 0.005544
-0.005284 0 -0.000841 0.003079 0.001007 -0.001062 0.025722 0.002098 0 0.006918 -0.007519
0.019841 -0.013114 0.007572 0.002455 -0.014493 -0.007177 0.017912 0.005583 0.002041 -0.003023 -0.008081
-0.004749 -0.023509 -0.00334 0.004899 -0.004698 -0.003748 0.012569 -0.018563 -0.02764 -0.039967 0.008656
-0.025704 0.002791 0.00726 -0.003047 0.003489 0.00215 0.01142 0.024218 -0.011071 0.011771 -0.005048
-0.00158 0.007655 -0.001109 -0.002445 0.006953 -0.007241 0.006382 -0.003107 0.000303 0.027242 0.014206
0.017089 0.024171 0.004996 -0.002451 0.011982 -0.00081 -0.002927 0.024238 -0.003025 0.037569 -0.005503
0.018202 0.017195 -0.00359 0.006142 0.00883 -0.007299 -0.024951 -0.015044 -0.01517 0.003727 0.00503
-0.042781 0.002983 0.001386 0.001221 0.003183 0.009259 0.011039 0.006865 -0.001848 0.002652 0.017518
0.010694 -0.00727 0.001384 0.015244 -0.00119 -0.00081 0.005459 -0.005636 0.024691 -0.004497 0.004919
-0.001105 0.004328 -0.001106 -0.015015 -0.007147 -0.00054 -0.007897 -0.005496 0.000301 -0.012756 0.007342
0.037312 -0.016573 -0.000553 0.004268 0.007998 -0.012699 -0.00597 -0.003282 -0.013851 0.012382 0.004859
-0.006554 0.017526 0 0.004857 0.003174 0.007115 0.004004 0.012303 -0.002443 -0.006913 0.003868
0.002762 -0.005631 0.000554 -0.006646 0.005932 -0.000272 -0.006481 -0.012153 0 0.006158 -0.013006
-0.011169 -0.021319 -0.012728 -0.014599 -0.010026 -0.012503 -0.00853 -0.01109 0.000306 -0.030069 -0.010737
0.016092 0.004765 0.006446 0.017901 0.008737 0.006331 -0.010628 -0.00368 0.004284 -0.016461 -0.001727
0.035937 -0.011518 0.009747 0.014554 0.014764 0.008206 0.006138 0.017411 0.020719 0.022315 0.007433
0.006615 0.01268 -0.000276 -0.003007 -0.009893 -0.005697 -0.008134 0.004149 0.012239 -0.001637 -0.009346
-0.002044 -0.014213 0.002483 -0.000603 0.005094 0.003274 -0.005638 -0.013427 0.002654 -0.006559 0.004469
0.010316 0.017508 0.00798 0.015691 0.016569 0.002176 0.01701 0.012563 0.007059 0.031637 0.011864
-0.02336 0.002024 0.002184 0.005942 0.002493 -0.001085 -0.011657 0.006893 0.01285 0.036267 0.004397
-0.002971 0.012458 -0.007627 0.001772 0.010329 -0.001358 0.008462 -0.005134 0.002883 0.011358 -0.006809
-0.005662 -0.010642 -0.002196 0.00059 -0.008898 -0.001632 -0.001018 -0.001032 -0.004313 -0.001021 0.006856
-0.003147 -0.011765 0.003026 -0.000589 -0.003438 0.000272 -0.018858 0.001033 0.009818 0.01022 0.017023
-0.00932 -0.003401 0.004937 0.008255 0.004025 -0.005993 0.009351 0.003613 0.006005 -0.015427 0.020086
0.001973 0.016041 0.013373 -0.00117 -0.000382 0.006303 0.002059 -0.010627 0.013076 -0.001541 -0.001407
0.020294 -0.011421 -0.000269 -0.002927 -0.002101 0.008987 0.004109 0.013513 -0.002525 -0.01132 0.003286
0.020039 0.016989 0.005119 0.000587 0.002871 0.008637 -0.017391 0.021368 0.003094 0.025501 0.013102
-0.017026 -0.008687 -0.009113 -0.005869 0.004962 -0.002408 0.015617 -0.016569 0 0.002284 0.000462
-0.036714 -0.001348 0.001893 0.00059 0.006267 0.00456 -0.013839 -0.003574 -0.005328 -0.010886 0.003232
0.010758 -0.02565 0.008099 0.00118 0.010568 0.001335 -0.010395 -0.001025 -0.013533 -0.014845 0.008744
-0.013988 0.007967 -0.006695 0.002357 0.005789 -0.000539 0.002101 -0.011113 -0.001143 -0.004677 0.001825
-0.015112 -0.011684 -0.000539 0 -0.000743 0.002425 -0.008386 -0.002075 0.006295 0.006004 0
-0.015344 -0.007302 -0.005125 -0.000588 -0.007246 0.000538 -0.007928 -0.00693 -0.005402 -0.018941 0.005465
-0.009222 0.002102 0.006236 0 0.000374 0.008327 0.006926 -0.004013 0.000858 -0.005025 0.006341
0.025357 0.012233 0.002425 0.001176 0.003368 0.008258 0.010053 0.006656 0.011711 -0.001329 -0.0054
-0.004069 0.001727 -0.008064 0.001763 -0.003356 -0.006341 0.003667 -0.006438 0.002259 0.003194 -0.004525
-0.007386 -0.007239 -0.001084 -0.001173 -0.007671 -0.005584 -0.014092 -0.000876 0.007042 0.002653 -0.01
-0.037049 -0.008333 0.003256 -0.008221 -0.013068 0.016578 0.007941 0.002279 -0.022378 -0.008733 0.011478
-0.024992 0.018908 0.000541 -0.003552 -0.014968 -0.004734 0.032038 0.00717 -0.012876 0.045115 0.017703
-0.001686 -0.011684 -0.015135 0.000594 0.005845 -0.017178 -0.022392 -0.005557 -0.015652 -0.01175 -0.008475
-0.008953 0.004868 0.002744 -0.008314 -0.010265 -0.006453 0.022384 0.001397 0.006037 -0.011114 0.006298
-0.008181 -0.002076 0.002737 0.019162 0.009589 0.002977 -0.111507 0.015867 0.003845 -0.010977 -0.005364
-0.019935 0.01699 -0.00191 0.004113 0.008141 0.002968 0.022923 0.000858 0.002652 0.018763 0.001798
-0.008943 -0.010228 0.004102 -0.004096 0.003653 0.003228 -0.022969 0.025725 0.013518 0.024125 0.014805
0.024239 0.001033 -0.0128 -0.005288 -0.008046 -0.006168 -0.010895 0.00836 0.006958 0.003546 0.004863
-0.001727 -0.006194 0.006069 -0.001181 0 -0.004317 -0.005797 0.008788 -0.002879 -0.003786 0.00352
0.01194 0.008657 0.006581 -0.005914 -0.001931 -0.005149 -0.008746 -0.00789 -0.004043 -0.007094 0
-0.009918 -0.027806 -0.002179 0.005354 -0.002322 0.014165 0.012353 0.019052 0.015367 -0.017862 0.006576
0.053541 0.002472 0.00273 0.001775 0.014352 -0.020414 0.001162 0.013656 0.001428 0.009873 -0.014808
0 0.007045 -0.00245 0.015357 -0.006692 -0.006032 0.004063 -0.013633 0.005703 -0.009262 -0.003979
0.042951 0.035327 0.002183 -0.004654 0.023677 -0.008276 0.008671 -0.001138 0.002552 -0.009867 -0.003107
0.00613 0.013514 0.001089 0.001753 -0.00771 0.00751 0.02235 0.000814 0.035916 0.012851 0.002671
-0.021715 0.015667 -0.000272 -0.009335 -0.017434 -0.005246 -0.017937 -0.013012 0.004368 -0.011911 -0.021314
0.000479 0.018051 -0.009796 0.007067 -0.007715 0.002776 -0.001712 -0.008075 -0.010601 -0.017034 -0.009982
-0.010056 -0.001289 -0.003847 0.004678 -0.001555 0.004705 -0.001144 -0.001994 0.003022 -0.009597 -0.001833
0.023218 -0.003232 -0.000828 0.003492 0.004283 -0.002755 0.010303 0.006159 0.015886 0.000538 0.011938
0.000473 0.011349 0.008559 -0.00522 0.006009 0.001657 0.010198 0.015222 0.014559 0.013183 -0.007713
0.014175 0.005771 0.005133 0.009913 0.012717 -0.001379 0.002804 0.007171 0.003189 -0.006638 -0.011431
0.011337 0.000638 -0.000826 0.005196 0.043569 0.006628 -0.008949 0.003722 0.009801 -0.005881 0.006013
0 0.006371 0.00303 -0.003446 0.002188 0.009053 0.002822 0.001451 -0.008657 0.01936 -0.009195
-0.003839 -0.011713 0.004669 0.001153 0.00473 0.008157 -0.001126 0.009498 -0.007409 -0.006067 0.002784
-0.006475 -0.005765 -0.002187 -0.021301 -0.003259 0.005124 0.016901 0.001435 -0.009331 -0.002654 0.006941
0.007758 0.001289 -0.003836 0.007059 -0.006903 0.002951 -0.007202 -0.008599 0.00592 0.018095 -0.015625
-0.007544 -0.005148 0.000825 0.000584 -0.000732 -0.007758 0.004464 -0.009476 -0.012841 0.001307 -0.006536
-0.013342 -0.01326 -0.003572 0.005838 -0.001647 -0.000539 -0.005556 0.002108 0.001626 -0.006787 -0.005169
0.015723 -0.007866 0.00717 0.010447 0.013201 0.007014 0.025698 0.00534 0.006223 0.000526 0.015588
0.000929 0.022464 0.000548 0.000574 -0.005429 0.000536 0.009259 0.004989 0 0.041765 -0.00093
-0.013455 0.006785 -0.0052 -0.003444 0.006004 -0.002677 0.002698 0.005605 0.001076 0.041604 0.007914
-0.004468 -0.012195 0.001926 0.000576 -0.004341 0.004295 0.02099 0.00383 0.006715 0.029049 -0.003695
-0.015632 0.008772 0.004393 0.001151 0.005813 0.004544 0.007907 0.022413 -0.003202 0.00447 0.004636
0.01941 -0.002254 -0.006288 -0.008051 -0.00289 -0.008781 -0.007845 -0.011039 -0.004015 -0.015223 -0.000923
0.022345 0.03583 -0.000825 0.001159 -0.001449 0.005101 0.014233 -0.007703 -0.0043 0.017598 -0.002309
-0.006003 0.003739 -0.003029 -0.001158 -0.005623 -0.010417 0.001559 -0.000317 -0.00135 0.013321 -0.00463
0.0096 -0.01366 0.005247 -0.005797 -0.007297 -0.010256 0.013492 -0.008716 0.013514 -0.016372 -0.016046
-0.03681 -0.034624 -0.025275 -0.034402 -0.025726 -0.031633 -0.0553 -0.05036 -0.036 -0.056274 -0.04218
0 0.009455 0.009019 0 0.009996 0.00873 0.04607 0.035859 0.017981 0.004226 0.006433
0.009873 -0.005491 0.003073 0.00729 -0.003735 -0.005025 0.033679 -0.010239 -0.002446 -0.004965 -0.009833
-0.018448 -0.000974 -0.014202 -0.016285 -0.013871 -0.008137 0.000501 0.002135 -0.007355 -0.015461 -0.010427
-0.009317 0.004551 -0.01017 0.006744 0.001521 -0.018953 -0.017535 -0.020318 -0.019758 -0.008612 -0.010035
0.026107 0.014563 0.012842 0.009744 0.012336 0.02797 0.00408 0.015722 0.007839 0.010475 0.012671
0.028129 -0.006699 -0.003663 -0.003619 -0.01856 -0.014586 0.007364 -0.002141 -0.015833 0.00354 -0.006006
0.00953 0.017983 0.006222 -0.003027 0.004012 0.007686 -0.013629 0.017987 0.030483 0.013857 -0.003021
-0.008831 0.023975 -0.009275 0.013965 0.00742 0.00565 -0.003582 0.00308 0.001096 -0.002237 0.003535
-0.001536 0.004005 0.005674 -0.002395 0.002077 0.001405 0 0.005656 0.013954 -0.000747 -0.004529
-0.013692 -0.026082 -0.011566 -0.018607 -0.024877 -0.035344 -0.022085 -0.028282 0.005397 0.042622 -0.0182
0.012791 -0.002205 0.007991 0.007339 0.010437 0.01105 0.018907 -0.019348 -0.001342 0.032991 0.001545
-0.008163 -0.003158 0.009909 0.009715 0.006886 0.006327 -0.013918 0.004722 -0.007256 0.01134 -0.000514
0.001242 -0.009186 -0.00785 -0.001203 0.007599 -0.00231 -0.004705 0.003189 0.001083 -0.000458 0.002058
0.027295 -0.001918 0.01215 -0.001204 0.004902 0.012735 0.00105 0.01121 0.016225 -0.017628 0.008214
-0.006642 0.004164 0.012842 0.007836 -0.001501 0.011146 0.004722 0.011582 0.008781 0.00303 0.031059
0.032219 0.011164 0.01323 0.010766 0.015596 0.026286 0.007311 0.00736 0.025059 0.016032 -0.001975
0.015754 -0.014196 -0.002176 0.001775 -0.026087 -0.004406 0.008294 -0.005845 0.006433 -0.00869 -0.013854
0.001594 0.00352 0.004635 -0.002363 -0.00095 -0.000553 -0.011825 0.004573 -0.005881 -0.017993 -0.006523
0.006947 -0.006696 0.005156 -0.001776 0.003613 -0.002214 -0.026015 0.000813 0.01106 -0.003524 0.019192
0.004024 0.002247 -0.00648 -0.004152 0 -0.008599 0.007479 -0.016569 0.003307 0.004951 -0.003469
-0.00773 -0.016656 -0.004348 0.003574 -0.008147 -0.022104 -0.018558 -0.009746 -0.012424 -0.00305 -0.009945
0.019475 -0.010098 0.007369 -0.004748 0.005349 0.018026 0.026472 -0.003336 0.005648 -0.005882 -0.003014
-0.022216 -0.009543 -0.007044 0.008945 0.001615 -0.005902 -0.002105 -0.008201 0.006638 0.009704 -0.006549
0.024891 -0.006645 0.011733 -0.004137 0.004766 -0.017529 0.017932 0.011306 0.000761 0.009845 0.017748
0.001836 0.005686 0.002966 0.017804 0.011004 0.016691 0.005181 0.014851 0.007096 0.014624 0.022422
0.006202 0.017626 -0.00242 -0.011079 0.008632 -0.000849 0.012371 -0.003782 -0.012833 -0.001373 0.004386
0.006303 0.00719 0.002695 0.001769 0.005395 -0.000567 -0.002037 0.008582 0.010069 -0.008018 0.020864
-0.003758 0 0.002957 0 0.007032 -0.015306 -0.016837 0.004418 0.001528 -0.014319 -0.001426
0.021797 0.014276 0.002948 -0.005297 -0.002205 0.002303 0.003114 -0.013359 0.003051 0.007498 0
-0.001914 -0.015355 -0.000802 -0.008876 -0.004236 -0.012924 -0.00776 -0.014531 -0.012928 -0.02093 -0.008567
0.031785 0.007147 -0.000535 0.00597 0.003514 -0.001164 0.032325 0.004524 -0.007191 0.011876 0.008161
0.009162 -0.005484 0.002141 -0.002374 0.002027 0.010195 0.006566 -0.005004 0.004656 -0.001174 0.01
0.020658 0.022056 -0.000801 -0.005354 0.009748 -0.002307 0.013547 0.008717 0.010814 0.019741 -0.0033
-0.000902 -0.006347 0.008284 0.01256 0.001457 -0.010694 0.010396 0.007313 -0.001783 -0.000461 -0.012772
-0.033419 0.020441 0.005566 -0.00886 0.001819 0.023079 0.011269 0.0033 -0.005614 -0.009223 -0.001917
-0.007876 0.016901 -0.003954 0.000596 0 -0.00257 -0.017442 0.0074 0.008725 0.009076 -0.00288
0.012244 0.000308 0.01032 0.004169 0.006354 0.017177 0.00789 0.014039 0.014246 0.001845 -0.002407
-0.009039 -0.002769 -0.004715 -0.002373 0.001263 -0.006755 -0.019569 -0.011108 -0.002508 -0.012661 0.007722
0.003353 0.077445 0.008158 0.001189 -0.015315 -0.006234 0.011477 -0.017907 -0.016847 0.034274 0.004789
0.014305 0.012028 0.008875 -0.001782 0.006404 0.011976 0.006907 0.003149 0.001023 0.022092 0.008103
-0.00435 -0.00283 -0.00414 -0.020821 -0.028727 -0.002536 -0.006859 0.007105 -0.004599 -0.000882 -0.008038
0.001324 -0.009386 -0.008314 0.006075 0.012355 -0.001977 -0.00296 -0.002953 -0.008214 -0.01479 -0.017636
-0.023929 -0.013207 -0.009955 -0.009058 -0.009985 -0.006793 -0.008906 -0.023038 0.00207 -0.018597 0.00097
0 0.013675 0.005822 0.015235 -0.004856 0 -0.000999 0.004548 0.003099 -0.000685 -0.001939
0.001761 0.00775 0.001316 0 -0.000938 -0.00228 0.032984 -0.011569 -0.004119 0.011423 0.016999
0.010952 -0.00057 -0.000197 -0.001801 0.014841 0.023422 0.005806 -0.006276 0.005688 0.000226 0.005253
-0.00214 0.001995 -0.001062 0.004209 -0.00037 0.001116 -0.004329 0.006828 0.01491 -0.004065 0.011402
0.005227 0.001138 0.00452 0.002395 0.014259 0.005855 -0.003382 0.006273 0.003039 -0.003401 0.020197
-0.004933 -0.000852 -0.002382 0.014934 -0.00639 -0.008869 -0.003878 -0.009604 -0.008333 0.005006 0.008748
-0.003752 0.047199 -0.003449 0.005886 0.009004 0.012304 -0.002433 0.006465 0.005093 0.002264 -0.009585
-0.019233 -0.005702 -0.018903 -0.004096 -0.015662 -0.012983 -0.010732 -0.007437 -0.014188 -0.008132 -0.015207
0.020022 0.002185 0.003528 0.002938 0.003145 0.012594 0.021203 -0.008004 0.017476 0.021635 0.001404
0.00484 0.006267 0.000541 0.00703 -0.007193 -0.009121 -0.016417 -0.004635 0.011114 -0.013598 -0.000935
0.010302 -0.00704 0.002162 0.009308 0.003344 0.002789 -0.014728 -0.007416 0.008993 -0.001808 -0.005145
0.013111 -0.00709 0.011057 0.005764 0.00574 0.01057 0.016442 -0.002085 0.018569 0.019923 0.015515
0.028889 -0.012909 -0.006935 0.006877 0.003498 -0.002202 0.005882 0.006631 0.002917 -0.005105 -0.003704
0.008766 -0.001948 0.002686 0.011952 0.000734 0.006621 0.013158 0.007974 -0.003878 0.008701 0.000929
0.00932 -0.008921 0 -0.009561 -0.004583 -0.005755 0.029341 -0.000172 -0.013382 0.02035 0.009749
-0.012852 -0.001688 -0.004554 0.003407 0.000368 -0.008269 0.002804 -0.00172 -0.002713 0.005419 -0.006897
0.018835 -0.013525 -0.014263 -0.000566 0.001105 -0.008894 0.019105 0.009648 -0.000742 -0.033204 -0.001852
-0.021712 -0.011425 -0.020475 0 0.000919 -0.003926 0.00823 0.026621 0.000247 -0.027877 -0.011596
0.004946 0.00809 -0.011427 0.010759 -0.003674 0.010417 0.002268 0.009973 0.008412 -0.005506 0.009385
